Population,Rates.Property.All,Rates.Property.Burglary,Rates.Property.Larceny,Rates.Property.Motor,Rates.Violent.All,Rates.Violent.Assault,Rates.Violent.Murder,Rates.Violent.Rape,Rates.Violent.Robbery,State,Totals.Property.All,Totals.Property.Burglary,Totals.Property.Larceny,Totals.Property.Motor,Totals.Violent.All,Totals.Violent.Assault,Totals.Violent.Murder,Totals.Violent.Rape,Totals.Violent.Robbery,Year
3921000,3973.1,1165.5,2469.9,337.7,524.8,335.5,15.5,30.9,142.9,Louisiana,155785,45701,96843,13241,20577,13153,609,1213,5602,1977
3966000,4207.4,1275.5,2570.3,361.6,584.9,360.7,15.8,34.8,173.7,Louisiana,166865,50587,101937,14341,23197,14306,625,1379,6887,1978
4026000,4682.4,1396.8,2877.7,407.9,676.3,401.4,16.9,38.6,219.4,Louisiana,188514,56237,115856,16421,27229,16161,682,1554,8832,1979
4199542,4788.8,1523.9,2888.4,376.5,665.0,407.8,15.7,44.5,197.0,Louisiana,201106,63997,121298,15811,27926,17127,661,1867,8271,1980
4305000,4629.4,1434.5,2832.9,362.0,638.3,379.2,15.6,41.4,202.0,Louisiana,199295,61756,121955,15584,27478,16325,673,1782,8698,1981
4362000,4642.1,1424.8,2881.7,335.6,669.1,400.6,16.0,39.9,212.6,Louisiana,202489,62151,125701,14637,29185,17472,698,1740,9275,1982
4438000,4385.7,1292.5,2782.6,310.6,640.9,396.8,14.2,39.9,190.0,Louisiana,194636,57359,123492,13785,28444,17612,629,1770,8433,1983
4462000,4432.5,1226.2,2898.9,307.5,678.0,432.8,12.9,41.8,190.5,Louisiana,197778,54711,129348,13719,30251,19311,575,1864,8501,1984
4481000,4869.3,1323.9,3163.1,382.3,694.2,453.3,10.9,39.8,190.3,Louisiana,218195,59326,141739,17130,31108,20313,487,1782,8526,1985
4501000,5319.8,1460.8,3417.4,441.6,758.2,481.6,12.8,40.1,223.8,Louisiana,239444,65751,153818,19875,34128,21676,575,1806,10071,1986
4461000,5180.2,1444.5,3323.2,412.5,693.0,467.0,11.1,35.9,179.0,Louisiana,231090,64441,148247,18402,30916,20833,496,1600,7987,1987
4420000,5043.3,1444.4,3148.0,450.9,717.4,458.3,11.6,38.5,209.0,Louisiana,222913,63843,139141,19929,31711,20259,512,1702,9238,1988
4382000,5459.5,1464.7,3473.5,521.3,781.8,491.4,14.9,38.2,237.3,Louisiana,239235,64184,152209,22842,34257,21532,653,1675,10397,1989
4219973,5588.2,1437.9,3548.6,601.7,898.4,569.2,17.2,42.2,269.8,Louisiana,235822,60677,149752,25393,37914,24022,724,1781,11387,1990
4252000,5473.5,1411.5,3488.6,573.4,951.0,614.3,16.9,40.9,278.9,Louisiana,232732,60017,148334,24381,40438,26120,720,1738,11860,1991
4287000,5561.9,1366.3,3567.5,628.1,984.6,653.4,17.4,42.3,271.4,Louisiana,238438,58574,152938,26926,42209,28013,747,1813,11636,1992
4295000,5784.9,1368.3,3802.9,613.7,1061.7,715.4,20.3,42.3,283.6,Louisiana,248461,58768,163334,26359,45600,30727,874,1817,12182,1993
4315000,5689.2,1279.0,3802.6,607.6,981.9,650.3,19.8,44.6,267.2,Louisiana,245488,55188,164081,26219,42369,28060,856,1923,11530,1994
4342000,5668.6,1231.7,3838.5,598.4,1007.4,679.0,17.0,42.7,268.6,Louisiana,246132,53481,166667,25984,43741,29484,740,1855,11662,1995
4351000,5909.7,1295.8,3982.3,631.6,929.1,593.5,17.5,41.5,276.6,Louisiana,257130,56379,173271,27480,40426,25823,762,1805,12036,1996
4352000,5593.4,1239.3,3748.0,606.0,855.9,559.7,15.7,41.3,239.1,Louisiana,243423,53935,163114,26374,37248,24360,682,1799,10407,1997
4369000,5318.8,1172.1,3605.1,541.6,779.5,531.9,12.8,36.8,198.0,Louisiana,232378,51210,157507,23661,34057,23237,560,1609,8651,1998
4372035,5014.1,1092.7,3425.2,496.2,732.7,515.2,10.7,33.1,173.6,Louisiana,219219,47775,149749,21695,32033,22526,468,1448,7591,1999
4468976,4741.7,1035.8,3229.9,475.9,681.1,466.6,12.5,33.5,168.5,Louisiana,211904,46289,144345,21270,30440,20851,560,1497,7532,2000
4470368,4646.0,1039.1,3121.8,485.1,686.3,467.7,11.2,31.4,175.9,Louisiana,207693,46451,139555,21687,30678,20910,501,1403,7864,2001
4476192,4442.1,1013.1,2978.0,451.0,663.3,456.7,13.2,34.2,159.1,Louisiana,198838,45350,133302,20186,29690,20445,593,1529,7123,2002
4493665,4310.5,991.9,2881.2,437.4,636.9,432.4,13.0,35.6,156.0,Louisiana,193698,44572,129471,19655,28622,19429,584,1601,7008,2003
4506685,4419.1,1006.5,2975.1,437.4,640.0,445.8,12.7,35.9,145.7,Louisiana,199153,45359,134080,19714,28844,20090,574,1616,6564,2004
4507331,3696.0,873.7,2504.0,319.0,597.0,436.6,10.0,31.5,118.4,Louisiana,166611,39382,112840,14389,26889,19681,450,1421,5337,2005
