1 Mile,1/2 Mile,10 Miles,20 Miles,Children.1 Mile,Children.1/2 Mile,Children.10 Miles,Children.20 Miles,County,Low Access Only.1 and 20 Miles,Low Access Only.1/2 and 10 Miles,Low Income People.1 Mile,Low Income People.1/2 Mile,Low Income People.10 Miles,Low Income People.20 Miles,Low Income and Low Access.1 and 20 Miles,Low Income and Low Access.1/2 and 10 Miles,People.1 Mile,People.1/2 Mile,People.10 Miles,People.20 Miles,Population,Residing in Group Quarters,Rural Housing Percentage,Seniors.1 Mile,Seniors.1/2 Mile,Seniors.10 Miles,Seniors.20 Miles,State,Total Housing Units,Urban Housing Percentage
604.3896701344104,708.3472127265012,167.4708853809094,0.0,4961.140845190305,5558.405559145558,1114.804239934055,0.0,Abbeville,0.16666666666666666,0.5,9451.794654001229,10638.20831614762,2422.056045769833,0.0,0.16666666666666666,0.5,21510.19481699049,24360.332249408973,5176.769348433789,0.0,25417,901.0,0.8333333333333334,3409.212341643527,3960.807730897649,984.8604346295632,0.0,SC,9990,0.16666666666666666
410.45689004715734,904.4080278872343,15.408273700018981,0.0,9075.893649169673,12245.470577007234,180.26655911453418,0.0,Acadia,0.25,0.5,11284.812126454373,17453.878022285706,233.76702935266388,0.0,0.25,0.5,32874.79307351303,44415.58912128651,625.9709598540319,0.0,61773,1050.0,0.5,3643.6945926939547,5299.224741276826,72.9624985245564,0.0,LA,22841,0.5
1063.3314753277064,1195.6332685230623,225.504003890335,0.0,5789.895986114128,6410.9332442074665,135.00000189105,0.0,Accomack,0.0,0.09090909090909091,10809.9722323914,11984.53710851174,252.378241014472,0.0,0.0,0.0,26847.70482016582,30163.64972409922,727.000007015879,0.0,33164,428.0,1.0,4888.553100973024,5621.920634927603,156.000000924105,0.0,VA,13798,0.0
861.3315539053134,3291.3399928181466,2.431201557968226,0.00875837984494865,41152.18069836233,82914.67049282456,58.8670716782876,1.11847247183323,Ada,0.5084745762711864,0.9152542372881356,28009.70710653136,76201.3810103748,48.991739778906805,0.532825745642185,0.03389830508474576,0.2033898305084746,137142.5047811026,299582.08139350713,209.47162619544923,1.9319069981575,392365,9714.0,0.06779661016949153,12499.892737237273,30282.707812042925,22.88334955316625,0.0,ID,148445,0.9322033898305084
61.76970797534783,74.37821948173853,2.650824695087635,0.0,1100.635551142169,1217.2773871870131,139.1564440587865,0.0,Adair,0.0,0.3333333333333333,1358.349543182401,1541.075750170265,157.9810003059708,0.0,0.0,0.0,4916.790450212181,5496.84785290491,605.0662873682671,0.0,7682,151.0,1.0,972.160232804046,1132.093309737073,118.86239880677,0.0,IA,3292,0.0
306.977949388383,393.2994484045995,16.740079959633164,0.0,3394.745457248688,3854.50952962534,264.14495072457896,0.0,Adair,0.0,0.14285714285714285,7112.824599910236,8161.167480077456,551.0133848798976,0.0,0.0,0.14285714285714285,14058.08633278653,16197.37953263585,1068.0493433813606,0.0,18656,1055.0,1.0,2071.0113002275457,2358.872728820832,166.223946041472,0.0,KY,7285,0.0
399.87829166094747,641.2311227737981,22.1377419523281,0.0,3064.137953929141,4206.141089840278,275.93147722422,0.0,Adair,0.14285714285714285,0.7142857142857143,5490.210888411006,9071.183747829517,422.731533266682,0.0,0.14285714285714285,0.7142857142857143,13186.970020689609,21611.206204225327,1119.634023721751,0.0,25607,2900.0,0.42857142857142855,1953.4005661305287,2645.132046216072,178.64741767432838,0.0,MO,9877,0.5714285714285714
284.5697650356297,367.3539558377753,15.376040843655797,0.0,4669.871296670979,5443.217594933286,311.5028661183681,0.0,Adair,0.2,0.4,9564.539217234827,11044.654691611828,531.1358378118348,0.0,0.2,0.4,17285.974970476167,19747.832421198713,1067.465755859274,0.0,22683,92.0,0.8,2235.270215064424,2553.4984150036817,166.34960426115958,0.0,OK,8156,0.2
1100.6476448912751,4629.282105066704,2.76633123333861,0.233016344213597,38733.76460408223,91410.7578487959,310.50458291018504,7.64436969675808,Adams,0.44329896907216493,0.8865979381443299,27188.676532048496,92400.38141112795,159.95362873834011,6.7972780393018,0.16494845360824742,0.44329896907216493,129759.37445798295,316247.8733989941,1100.740721842557,36.2127141808846,441603,4027.0,0.07216494845360824,8837.085039678752,25446.741413974374,84.91230990775139,3.24773794658722,CO,153764,0.9278350515463918
9.354064647525231,32.07655233949658,0.3568427949321271,0.0,498.970994517692,641.659115758686,51.91259597754107,0.0,Adams,0.0,0.0,714.991752204126,1008.8390392568381,71.27473093172513,0.0,0.0,0.0,2367.543436767117,3091.34134020591,243.4612725284093,0.0,4029,114.0,1.0,463.91247892802505,642.769415627241,58.6986521285426,0.0,IA,1715,0.0
