Black or African American.Employment-Population Ratio.All,Black or African American.Employment-Population Ratio.Men,Black or African American.Employment-Population Ratio.Women,Black or African American.Participation Rate.All,Black or African American.Participation Rate.Men,Black or African American.Participation Rate.Women,Black or African American.Unemployment Rate.All,Black or African American.Unemployment Rate.Men,Black or African American.Unemployment Rate.Women,Civilian Labor Force.Asian.Counts,Civilian Labor Force.Black or African American.Counts.All,Civilian Labor Force.Black or African American.Counts.Men,Civilian Labor Force.Black or African American.Counts.Women,Civilian Labor Force.White.Counts.All,Civilian Labor Force.White.Counts.Men,Civilian Labor Force.White.Counts.Women,Civilian Noninstitutional Population.Asian,Civilian Noninstitutional Population.Black or African American,Civilian Noninstitutional Population.White,Employed.Asian.Counts,Employed.Asian.Unemployment Rate,Employed.Black or African American.Counts.All,Employed.Black or African American.Counts.Men,Employed.Black or African American.Counts.Women,Employed.White.Counts.All,Employed.White.Counts.Men,Employed.White.Counts.Women,Month,Month Name,Not In Labor Force.Asian,Not In Labor Force.Black or African American,Not In Labor Force.White,Participation Rate,Unemployed.Asian.Counts,Unemployed.Asian.Unemployment Rate,Unemployed.Black or African American.Counts.All,Unemployed.Black or African American.Counts.Men,Unemployed.Black or African American.Counts.Women,Unemployed.White.Counts.All,Unemployed.White.Counts.Men,Unemployed.White.Counts.Women,White.Employment-Population Ratio.All,White.Employment-Population Ratio.Men,White.Employment-Population Ratio.Women,White.Participation Rate.All,White.Participation Rate.Men,White.Participation Rate.Women,White.Unemployment Rate.All,White.Unemployment Rate.Men,White.Unemployment Rate.Women,Year
48.8,59.8,47.7,61.1,75.4,56.5,20.2,20.6,15.6,0,11452.0,5467.0,5214.0,96194.0,51214.0,38004.0,0,18740.0,150056.0,0,0,9136.0,4340.0,4398.0,87172.0,46590.0,35078.0,12,December,0,7289.0,53862.0,0,0,0,2316.0,1126.0,816.0,9022.0,4624.0,2926.0,58.1,71.6,48.6,64.1,78.7,52.7,9.4,9.0,7.7,1982
47.8,58.8,46.8,60.7,75.0,56.8,21.3,21.6,17.6,0,11397.0,5456.0,5248.0,95533.0,51052.0,37763.0,0,18768.0,150129.0,0,0,8973.0,4275.0,4325.0,85760.0,45910.0,34625.0,1,January,0,7371.0,54597.0,0,0,0,2424.0,1181.0,923.0,9772.0,5142.0,3138.0,57.1,70.5,48.0,63.6,78.4,52.3,10.2,10.1,8.3,1983
48.3,59.2,47.6,60.5,74.4,57.1,20.1,20.4,16.6,0,11366.0,5420.0,5290.0,95368.0,51138.0,37687.0,0,18796.0,150187.0,0,0,9076.0,4317.0,4410.0,85619.0,45842.0,34695.0,2,February,0,7430.0,54819.0,0,0,0,2290.0,1103.0,880.0,9749.0,5296.0,2991.0,57.0,70.3,48.1,63.5,78.5,52.2,10.2,10.4,7.9,1983
48.4,59.7,47.1,60.6,74.5,57.3,20.3,19.9,17.8,0,11416.0,5440.0,5315.0,95599.0,51298.0,37672.0,0,18823.0,150382.0,0,0,9102.0,4359.0,4369.0,86385.0,46320.0,34931.0,3,March,0,7407.0,54783.0,0,0,0,2314.0,1081.0,946.0,9214.0,4977.0,2742.0,57.4,70.9,48.3,63.6,78.5,52.1,9.6,9.7,7.3,1983
48.3,60.1,46.8,60.5,75.2,56.1,20.2,20.1,16.6,0,11412.0,5505.0,5217.0,95631.0,51290.0,37690.0,0,18851.0,150518.0,0,0,9108.0,4397.0,4350.0,87216.0,46767.0,35147.0,4,April,0,7439.0,54886.0,0,0,0,2304.0,1107.0,867.0,8415.0,4524.0,2543.0,57.9,71.5,48.6,63.5,78.4,52.1,8.8,8.8,6.7,1983
48.9,60.5,47.3,61.0,74.9,56.7,19.9,19.3,16.7,0,11526.0,5496.0,5281.0,96010.0,51531.0,37671.0,0,18880.0,150671.0,0,0,9234.0,4436.0,4400.0,87814.0,47291.0,35066.0,5,May,0,7354.0,54661.0,0,0,0,2292.0,1060.0,881.0,8195.0,4240.0,2605.0,58.3,72.2,48.4,63.7,78.6,52.0,8.5,8.2,6.9,1983
49.6,62.0,46.7,63.4,76.4,56.6,21.7,18.8,17.6,0,11988.0,5614.0,5284.0,98488.0,52202.0,37741.0,0,18911.0,150810.0,0,0,9389.0,4558.0,4353.0,89890.0,48235.0,34934.0,6,June,0,6923.0,52322.0,0,0,0,2599.0,1055.0,931.0,8598.0,3967.0,2806.0,59.6,73.5,48.2,65.3,79.5,52.0,8.7,7.6,7.4,1983
51.3,62.6,47.6,64.3,76.8,57.0,20.3,18.5,16.5,0,12186.0,5661.0,5331.0,98911.0,52367.0,37646.0,0,18942.0,150959.0,0,0,9717.0,4614.0,4450.0,91012.0,48654.0,35026.0,7,July,0,6756.0,52048.0,0,0,0,2469.0,1046.0,881.0,7899.0,3713.0,2620.0,60.3,74.1,48.2,65.5,79.7,51.8,8.0,7.1,7.0,1983
50.8,62.6,47.4,63.3,76.0,57.1,19.7,17.6,16.9,0,11997.0,5609.0,5347.0,98649.0,52248.0,38022.0,0,18966.0,151003.0,0,0,9633.0,4620.0,4443.0,90908.0,48610.0,35305.0,8,August,0,6969.0,52353.0,0,0,0,2364.0,989.0,905.0,7742.0,3637.0,2717.0,60.2,74.0,48.5,65.3,79.5,52.3,7.8,7.0,7.1,1983
50.3,63.2,48.4,61.9,75.2,57.9,18.7,16.0,16.5,0,11754.0,5565.0,5436.0,97485.0,51829.0,38816.0,0,18994.0,151021.0,0,0,9553.0,4677.0,4541.0,90158.0,48343.0,36203.0,9,September,0,7241.0,53536.0,0,0,0,2201.0,888.0,895.0,7327.0,3486.0,2612.0,59.7,73.6,49.7,64.6,78.9,53.3,7.5,6.7,6.7,1983
49.9,62.9,47.7,60.9,74.4,57.0,18.0,15.4,16.2,0,11582.0,5515.0,5356.0,97526.0,51867.0,38933.0,0,19026.0,151175.0,0,0,9502.0,4668.0,4487.0,90532.0,48534.0,36484.0,10,October,0,7444.0,53649.0,0,0,0,2080.0,847.0,868.0,6994.0,3333.0,2450.0,59.9,73.8,50.0,64.5,78.8,53.4,7.2,6.4,6.3,1983
50.5,63.8,47.8,60.8,74.9,55.9,16.8,14.8,14.6,0,11580.0,5566.0,5271.0,97705.0,51919.0,39033.0,0,19057.0,151324.0,0,0,9629.0,4743.0,4502.0,90793.0,48527.0,36700.0,11,November,0,7477.0,53619.0,0,0,0,1950.0,823.0,769.0,6912.0,3391.0,2332.0,60.0,73.6,50.3,64.6,78.8,53.5,7.1,6.5,6.0,1983
50.2,63.2,47.7,60.6,74.4,56.1,17.1,15.1,14.9,0,11561.0,5544.0,5294.0,97352.0,51854.0,38754.0,0,19086.0,151484.0,0,0,9589.0,4706.0,4507.0,90628.0,48387.0,36593.0,12,December,0,7525.0,54131.0,0,0,0,1973.0,838.0,787.0,6724.0,3468.0,2162.0,59.8,73.3,50.1,64.3,78.6,53.0,6.9,6.7,5.6,1983
49.6,62.1,47.4,59.8,74.1,55.4,17.1,16.2,14.5,0,11478.0,5569.0,5261.0,96767.0,51939.0,38418.0,0,19196.0,151939.0,0,0,9513.0,4669.0,4499.0,89268.0,48034.0,35963.0,1,January,0,7717.0,55172.0,0,0,0,1965.0,900.0,761.0,7499.0,3904.0,2455.0,58.8,72.4,49.1,63.7,78.3,52.4,7.7,7.5,6.4,1984
50.7,63.4,48.4,60.6,74.8,56.3,16.3,15.3,14.2,0,11655.0,5630.0,5356.0,96971.0,51916.0,38678.0,0,19222.0,152079.0,0,0,9752.0,4770.0,4598.0,89724.0,48166.0,36356.0,2,February,0,7567.0,55108.0,0,0,0,1904.0,860.0,758.0,7248.0,3750.0,2322.0,59.0,72.5,49.6,63.8,78.2,52.7,7.5,7.2,6.0,1984
50.6,62.6,48.9,60.7,74.5,56.8,16.7,16.0,14.0,0,11692.0,5619.0,5413.0,97514.0,52126.0,38884.0,0,19248.0,152285.0,0,0,9741.0,4722.0,4657.0,90619.0,48652.0,36643.0,3,March,0,7556.0,54771.0,0,0,0,1951.0,897.0,756.0,6895.0,3474.0,2241.0,59.5,73.1,49.9,64.0,78.4,52.9,7.1,6.7,5.8,1984
50.7,62.0,49.1,60.7,73.9,56.5,16.4,16.1,13.2,0,11694.0,5582.0,5396.0,97625.0,52153.0,38934.0,0,19274.0,152178.0,0,0,9778.0,4684.0,4685.0,91244.0,48984.0,36761.0,4,April,0,7581.0,54553.0,0,0,0,1916.0,898.0,711.0,6381.0,3169.0,2173.0,60.0,73.7,50.0,64.2,78.4,53.0,6.5,6.1,5.6,1984
52.1,64.3,49.9,61.6,74.8,57.6,15.4,14.0,13.3,0,11896.0,5666.0,5504.0,98404.0,52339.0,39306.0,0,19302.0,152229.0,0,0,10060.0,4872.0,4769.0,92287.0,49489.0,37113.0,5,May,0,7406.0,53825.0,0,0,0,1835.0,795.0,734.0,6117.0,2850.0,2193.0,60.6,74.4,50.5,64.6,78.6,53.5,6.2,5.4,5.6,1984
52.9,64.1,49.9,63.3,75.1,57.3,16.4,14.7,12.9,0,12230.0,5703.0,5485.0,100090.0,52990.0,38847.0,0,19330.0,152295.0,0,0,10222.0,4864.0,4779.0,93772.0,50291.0,36672.0,6,June,0,7100.0,52205.0,0,0,0,2009.0,839.0,706.0,6319.0,2700.0,2175.0,61.6,75.5,49.9,65.7,79.5,52.8,6.3,5.1,5.6,1984
53.4,63.9,49.5,64.8,75.8,57.7,17.6,15.8,14.2,0,12536.0,5769.0,5539.0,100488.0,52967.0,38865.0,0,19360.0,152286.0,0,0,10334.0,4860.0,4751.0,94257.0,50311.0,36518.0,7,July,0,6824.0,51798.0,0,0,0,2202.0,909.0,788.0,6231.0,2656.0,2347.0,61.9,75.5,49.6,66.0,79.5,52.8,6.2,5.0,6.0,1984
53.9,65.3,50.2,64.3,75.7,58.7,16.1,13.7,14.5,0,12465.0,5769.0,5643.0,99416.0,52849.0,38794.0,0,19386.0,152402.0,0,0,10456.0,4976.0,4826.0,93299.0,50213.0,36343.0,8,August,0,6920.0,52986.0,0,0,0,2009.0,793.0,817.0,6117.0,2636.0,2451.0,61.2,75.3,49.3,65.2,79.3,52.7,6.2,5.0,6.3,1984
53.1,65.3,50.7,62.4,74.7,58.3,15.0,12.6,12.9,0,12126.0,5703.0,5614.0,98529.0,52624.0,39292.0,0,19416.0,152471.0,0,0,10310.0,4983.0,4888.0,92573.0,50046.0,36988.0,9,September,0,7290.0,53942.0,0,0,0,1816.0,719.0,726.0,5956.0,2578.0,2304.0,60.7,75.0,50.2,64.6,78.9,53.3,6.0,4.9,5.9,1984
53.2,65.6,50.4,62.7,75.0,58.6,15.2,12.6,13.9,0,12202.0,5746.0,5655.0,98814.0,52552.0,39738.0,0,19449.0,152605.0,0,0,10353.0,5022.0,4867.0,92925.0,50012.0,37408.0,10,October,0,7247.0,53790.0,0,0,0,1849.0,724.0,787.0,5889.0,2540.0,2330.0,60.9,74.9,50.7,64.8,78.7,53.9,6.0,4.8,5.9,1984
53.8,66.0,51.3,62.8,74.8,58.9,14.3,11.9,13.0,0,12234.0,5743.0,5698.0,98690.0,52499.0,39700.0,0,19481.0,152659.0,0,0,10479.0,5061.0,4958.0,92825.0,49781.0,37546.0,11,November,0,7247.0,53969.0,0,0,0,1754.0,682.0,740.0,5865.0,2718.0,2155.0,60.8,74.5,50.9,64.6,78.6,53.8,5.9,5.2,5.4,1984
53.4,64.7,51.6,62.4,74.6,58.5,14.4,13.3,11.9,0,12183.0,5738.0,5672.0,98598.0,52479.0,39593.0,0,19513.0,152734.0,0,0,10424.0,4977.0,4999.0,92650.0,49550.0,37569.0,12,December,0,7330.0,54136.0,0,0,0,1759.0,761.0,673.0,5948.0,2929.0,2024.0,60.7,74.1,50.9,64.6,78.5,53.6,6.0,5.6,5.1,1984
52.5,63.5,50.9,61.8,73.6,58.4,15.0,13.7,12.7,0,12062.0,5638.0,5650.0,98333.0,52332.0,39666.0,0,19518.0,153103.0,0,0,10255.0,4864.0,4932.0,91290.0,48862.0,37178.0,1,January,0,7456.0,54769.0,0,0,0,1807.0,774.0,718.0,7044.0,3470.0,2487.0,59.6,72.9,50.2,64.2,78.0,53.6,7.2,6.6,6.3,1985
51.8,62.9,50.1,61.8,74.1,58.1,16.1,15.0,13.7,0,12074.0,5680.0,5634.0,98462.0,52299.0,39826.0,0,19542.0,153191.0,0,0,10131.0,4828.0,4861.0,91748.0,48959.0,37530.0,2,February,0,7468.0,54729.0,0,0,0,1942.0,853.0,772.0,6713.0,3340.0,2296.0,59.9,72.9,50.6,64.3,77.9,53.7,6.8,6.4,5.8,1985
52.5,63.2,50.9,61.9,73.5,58.5,15.2,14.0,13.0,0,12121.0,5651.0,5684.0,99148.0,52560.0,40139.0,0,19569.0,153296.0,0,0,10276.0,4860.0,4943.0,92634.0,49395.0,37836.0,3,March,0,7449.0,54147.0,0,0,0,1844.0,791.0,741.0,6514.0,3165.0,2303.0,60.4,73.5,51.0,64.7,78.2,54.1,6.6,6.0,5.7,1985
52.9,63.5,51.2,62.2,73.9,58.6,15.0,14.1,12.7,0,12197.0,5692.0,5705.0,99023.0,52631.0,39990.0,0,19594.0,153388.0,0,0,10370.0,4888.0,4978.0,92950.0,49670.0,37799.0,4,April,0,7398.0,54364.0,0,0,0,1827.0,805.0,726.0,6074.0,2960.0,2191.0,60.6,73.9,50.9,64.6,78.3,53.9,6.1,5.6,5.5,1985
53.2,64.5,50.7,62.7,74.4,58.5,15.1,13.3,13.3,0,12301.0,5735.0,5705.0,99441.0,52824.0,39934.0,0,19620.0,153489.0,0,0,10447.0,4974.0,4944.0,93511.0,50198.0,37684.0,5,May,0,7319.0,54048.0,0,0,0,1854.0,761.0,762.0,5930.0,2626.0,2251.0,60.9,74.6,50.7,64.8,78.5,53.8,6.0,5.0,5.6,1985
54.2,65.5,51.3,63.8,74.7,58.7,15.2,12.3,12.6,0,12544.0,5771.0,5728.0,100833.0,53257.0,39772.0,0,19646.0,153597.0,0,0,10641.0,5062.0,5005.0,94261.0,50378.0,37457.0,6,June,0,7103.0,52764.0,0,0,0,1903.0,709.0,722.0,6573.0,2879.0,2315.0,61.4,74.8,50.4,65.6,79.1,53.5,6.5,5.4,5.8,1985
54.6,65.3,50.3,65.0,75.0,58.3,16.0,12.9,13.6,0,12799.0,5805.0,5699.0,101498.0,53274.0,39691.0,0,19675.0,153717.0,0,0,10747.0,5054.0,4922.0,95138.0,50557.0,37339.0,7,July,0,6877.0,52219.0,0,0,0,2052.0,751.0,777.0,6361.0,2717.0,2352.0,61.9,75.0,50.2,66.0,79.0,53.3,6.3,5.1,5.9,1985
54.8,66.4,50.3,63.9,75.0,58.5,14.3,11.5,13.9,0,12593.0,5812.0,5727.0,100866.0,53308.0,39870.0,0,19700.0,153819.0,0,0,10788.0,5144.0,4932.0,94864.0,50736.0,37410.0,8,August,0,7107.0,52953.0,0,0,0,1805.0,668.0,796.0,6002.0,2572.0,2460.0,61.7,75.2,50.2,65.6,79.0,53.5,6.0,4.8,6.2,1985
53.4,65.6,50.6,62.9,74.9,59.0,15.1,12.4,14.1,0,12414.0,5810.0,5788.0,100233.0,53102.0,40660.0,0,19728.0,153938.0,0,0,10533.0,5091.0,4970.0,94393.0,50630.0,38258.0,9,September,0,7314.0,53705.0,0,0,0,1880.0,719.0,818.0,5840.0,2471.0,2402.0,61.3,75.0,51.3,65.1,78.6,54.5,5.8,4.7,5.9,1985
53.5,64.8,51.3,62.8,74.5,58.6,14.7,13.0,12.6,0,12402.0,5791.0,5762.0,100715.0,53177.0,41024.0,0,19761.0,154082.0,0,0,10576.0,5038.0,5039.0,94885.0,50721.0,38760.0,10,October,0,7360.0,53367.0,0,0,0,1826.0,754.0,723.0,5830.0,2456.0,2264.0,61.6,75.0,51.9,65.4,78.7,55.0,5.8,4.6,5.5,1985
53.4,64.9,51.1,62.8,74.5,58.9,15.0,12.9,13.3,0,12423.0,5803.0,5805.0,100473.0,53077.0,40915.0,0,19790.0,154203.0,0,0,10564.0,5055.0,5033.0,94769.0,50459.0,38832.0,11,November,0,7366.0,53730.0,0,0,0,1859.0,748.0,773.0,5704.0,2618.0,2083.0,61.5,74.6,52.0,65.2,78.5,54.8,5.7,4.9,5.1,1985
53.9,64.6,52.4,62.8,74.2,59.2,14.2,13.0,11.4,0,12445.0,5796.0,5835.0,100090.0,52902.0,40789.0,0,19819.0,154327.0,0,0,10681.0,5044.0,5169.0,94385.0,50169.0,38795.0,12,December,0,7375.0,54237.0,0,0,0,1764.0,752.0,667.0,5704.0,2733.0,1994.0,61.2,74.1,51.9,64.9,78.1,54.6,5.7,5.2,4.9,1985
53.1,64.3,51.1,62.0,74.3,57.8,14.4,13.4,11.7,0,12296.0,5819.0,5704.0,99885.0,53214.0,40606.0,0,19837.0,154784.0,0,0,10531.0,5039.0,5038.0,93421.0,50027.0,38315.0,1,January,0,7542.0,54899.0,0,0,0,1765.0,779.0,666.0,6464.0,3188.0,2291.0,60.4,73.5,51.2,64.5,78.1,54.3,6.5,6.0,5.6,1986
52.8,63.4,51.0,62.0,73.8,58.3,14.9,14.1,12.5,0,12318.0,5789.0,5754.0,100099.0,53191.0,40648.0,0,19863.0,154889.0,0,0,10485.0,4974.0,5034.0,93144.0,49779.0,38221.0,2,February,0,7544.0,54790.0,0,0,0,1833.0,815.0,721.0,6954.0,3412.0,2427.0,60.1,73.0,51.0,64.6,78.0,54.3,6.9,6.4,6.0,1986
53.5,64.6,51.4,62.7,74.5,58.5,14.7,13.3,12.2,0,12479.0,5858.0,5787.0,100558.0,53386.0,40828.0,0,19889.0,155005.0,0,0,10643.0,5081.0,5082.0,93984.0,50108.0,38522.0,3,March,0,7410.0,54447.0,0,0,0,1836.0,777.0,705.0,6574.0,3278.0,2306.0,60.6,73.5,51.4,64.9,78.3,54.5,6.5,6.1,5.6,1986
53.9,64.8,51.8,63.2,74.8,58.9,14.6,13.4,12.0,0,12579.0,5890.0,5839.0,100528.0,53279.0,40796.0,0,19916.0,155122.0,0,0,10737.0,5098.0,5135.0,94533.0,50413.0,38682.0,4,April,0,7337.0,54594.0,0,0,0,1842.0,792.0,703.0,5996.0,2867.0,2114.0,60.9,73.9,51.6,64.8,78.1,54.4,6.0,5.4,5.2,1986
54.5,65.8,51.9,63.7,75.3,59.4,14.5,12.6,12.7,0,12713.0,5938.0,5896.0,101202.0,53497.0,41004.0,0,19943.0,155236.0,0,0,10872.0,5189.0,5146.0,95142.0,50689.0,38814.0,5,May,0,7231.0,54034.0,0,0,0,1840.0,749.0,750.0,6060.0,2809.0,2190.0,61.3,74.2,51.7,65.2,78.3,54.6,6.0,5.2,5.3,1986
54.8,66.0,51.3,65.0,76.0,58.7,15.8,13.2,12.7,0,12981.0,6007.0,5837.0,103253.0,54043.0,41195.0,0,19974.0,155376.0,0,0,10936.0,5218.0,5095.0,96823.0,51297.0,38935.0,6,June,0,6993.0,52123.0,0,0,0,2046.0,790.0,742.0,6430.0,2746.0,2260.0,62.3,75.0,51.8,66.5,79.0,54.8,6.2,5.1,5.5,1986
55.4,66.1,51.3,65.2,76.0,58.6,15.1,13.0,12.4,0,13041.0,6015.0,5829.0,103790.0,54097.0,41237.0,0,20002.0,155502.0,0,0,11074.0,5236.0,5103.0,97559.0,51358.0,38951.0,7,July,0,6960.0,51712.0,0,0,0,1967.0,780.0,726.0,6231.0,2739.0,2286.0,62.7,75.0,51.8,66.7,79.0,54.9,6.0,5.1,5.5,1986
54.3,65.2,50.8,63.7,74.7,58.7,14.8,12.8,13.4,0,12767.0,5923.0,5849.0,103214.0,53996.0,41320.0,0,20028.0,155604.0,0,0,10878.0,5166.0,5067.0,97410.0,51531.0,38984.0,8,August,0,7260.0,52389.0,0,0,0,1889.0,756.0,782.0,5805.0,2466.0,2336.0,62.6,75.2,51.8,66.3,78.8,54.9,5.6,4.6,5.7,1986
53.8,65.0,51.6,63.1,74.5,59.4,14.8,12.8,13.1,0,12657.0,5915.0,5925.0,102138.0,53757.0,41804.0,0,20056.0,155723.0,0,0,10785.0,5160.0,5147.0,96262.0,51204.0,39523.0,9,September,0,7399.0,53584.0,0,0,0,1872.0,755.0,778.0,5876.0,2553.0,2281.0,61.8,74.7,52.5,65.6,78.4,55.5,5.8,4.7,5.5,1986
54.3,65.1,52.0,63.3,74.7,59.6,14.3,12.8,12.8,0,12720.0,5940.0,5962.0,102504.0,53741.0,42157.0,0,20089.0,155856.0,0,0,10902.0,5177.0,5199.0,96702.0,51157.0,39958.0,10,October,0,7369.0,53351.0,0,0,0,1819.0,763.0,763.0,5802.0,2584.0,2199.0,62.0,74.6,53.0,65.8,78.3,56.0,5.7,4.8,5.2,1986
54.4,65.4,52.3,63.1,74.8,59.7,13.8,12.5,12.4,0,12695.0,5951.0,5977.0,102455.0,53930.0,41951.0,0,20120.0,155979.0,0,0,10946.0,5209.0,5238.0,96555.0,51163.0,39893.0,11,November,0,7425.0,53524.0,0,0,0,1749.0,742.0,738.0,5899.0,2768.0,2058.0,61.9,74.5,52.9,65.7,78.5,55.6,5.8,5.1,4.9,1986
54.5,65.8,52.4,62.5,74.3,58.9,12.8,11.5,11.1,0,12598.0,5932.0,5908.0,101983.0,53970.0,41619.0,0,20152.0,156111.0,0,0,10980.0,5249.0,5251.0,96388.0,51094.0,39808.0,12,December,0,7554.0,54127.0,0,0,0,1618.0,683.0,657.0,5596.0,2876.0,1812.0,61.7,74.3,52.8,65.3,78.5,55.2,5.5,5.3,4.4,1986
53.5,64.6,51.7,62.2,73.9,58.9,13.9,12.6,12.1,0,12558.0,5911.0,5913.0,101662.0,53889.0,41535.0,0,20187.0,156313.0,0,0,10809.0,5167.0,5195.0,95036.0,50476.0,39331.0,1,January,0,7629.0,54651.0,0,0,0,1749.0,744.0,718.0,6625.0,3413.0,2204.0,60.8,73.3,52.1,65.0,78.3,55.0,6.5,6.3,5.3,1987
53.8,64.5,51.9,62.8,74.0,59.5,14.4,12.8,12.9,0,12696.0,5927.0,5991.0,101809.0,53840.0,41639.0,0,20218.0,156431.0,0,0,10872.0,5166.0,5218.0,95377.0,50540.0,39576.0,2,February,0,7522.0,54622.0,0,0,0,1824.0,761.0,773.0,6432.0,3300.0,2062.0,61.0,73.3,52.3,65.1,78.1,55.1,6.3,6.1,5.0,1987
54.0,65.3,51.7,62.7,74.2,59.3,13.9,12.0,12.7,0,12687.0,5949.0,5971.0,102137.0,53936.0,41834.0,0,20249.0,156561.0,0,0,10927.0,5236.0,5211.0,96032.0,50850.0,39839.0,3,March,0,7561.0,54424.0,0,0,0,1760.0,713.0,760.0,6105.0,3086.0,1995.0,61.3,73.7,52.7,65.2,78.2,55.3,6.0,5.7,4.8,1987
54.4,65.7,52.1,62.3,74.2,58.6,12.8,11.5,11.1,0,12639.0,5958.0,5912.0,102168.0,53874.0,41877.0,0,20279.0,156676.0,0,0,11024.0,5275.0,5259.0,96744.0,51205.0,40041.0,4,April,0,7640.0,54509.0,0,0,0,1615.0,683.0,653.0,5423.0,2669.0,1836.0,61.7,74.2,52.9,65.2,78.0,55.3,5.3,5.0,4.4,1987
54.7,66.0,52.4,63.3,75.2,59.3,13.5,12.2,11.6,0,12861.0,6051.0,5991.0,103271.0,54282.0,42151.0,0,20312.0,156811.0,0,0,11119.0,5311.0,5294.0,97908.0,51807.0,40303.0,5,May,0,7451.0,53539.0,0,0,0,1742.0,740.0,697.0,5363.0,2474.0,1848.0,62.4,75.0,53.2,65.9,78.6,55.6,5.2,4.6,4.4,1987
55.8,66.7,52.8,64.6,75.2,59.4,13.6,11.3,11.1,0,13133.0,6063.0,6006.0,104409.0,54605.0,41932.0,0,20341.0,156930.0,0,0,11346.0,5375.0,5338.0,98796.0,52097.0,40076.0,6,June,0,7208.0,52521.0,0,0,0,1787.0,688.0,668.0,5613.0,2508.0,1856.0,63.0,75.3,52.9,66.5,79.0,55.3,5.4,4.6,4.4,1987
57.2,67.7,53.2,66.1,76.3,60.2,13.5,11.3,11.7,0,13468.0,6159.0,6104.0,104987.0,54625.0,41927.0,0,20373.0,157058.0,0,0,11645.0,5463.0,5388.0,99609.0,52250.0,39975.0,7,July,0,6905.0,52071.0,0,0,0,1823.0,696.0,716.0,5378.0,2375.0,1951.0,63.4,75.5,52.7,66.8,78.9,55.3,5.1,4.3,4.7,1987
57.5,68.0,53.0,65.7,75.8,60.3,12.5,10.3,12.1,0,13393.0,6121.0,6118.0,104631.0,54558.0,42061.0,0,20396.0,157134.0,0,0,11721.0,5491.0,5379.0,99482.0,52335.0,40049.0,8,August,0,7003.0,52503.0,0,0,0,1671.0,630.0,739.0,5149.0,2224.0,2012.0,63.3,75.6,52.7,66.6,78.8,55.4,4.9,4.1,4.8,1987
55.8,67.5,52.6,63.7,74.6,60.2,12.4,9.5,12.6,0,13018.0,6039.0,6116.0,103295.0,54236.0,42556.0,0,20426.0,157242.0,0,0,11398.0,5463.0,5345.0,98261.0,52133.0,40557.0,9,September,0,7408.0,53947.0,0,0,0,1619.0,576.0,771.0,5033.0,2103.0,1999.0,62.5,75.2,53.4,65.7,78.3,56.0,4.9,3.9,4.7,1987
56.6,67.3,54.4,64.3,74.3,61.3,12.0,9.5,11.3,0,13160.0,6019.0,6241.0,103934.0,54399.0,42943.0,0,20453.0,157342.0,0,0,11582.0,5451.0,5533.0,98882.0,52167.0,41089.0,10,October,0,7292.0,53408.0,0,0,0,1578.0,569.0,707.0,5053.0,2232.0,1854.0,62.8,75.2,54.0,66.1,78.4,56.5,4.9,4.1,4.3,1987
56.8,67.2,54.9,64.3,74.6,61.3,11.7,9.9,10.5,0,13178.0,6053.0,6252.0,103729.0,54349.0,42850.0,0,20482.0,157449.0,0,0,11632.0,5454.0,5594.0,98698.0,52050.0,41058.0,11,November,0,7304.0,53720.0,0,0,0,1545.0,599.0,659.0,5031.0,2298.0,1792.0,62.7,75.0,54.0,65.9,78.3,56.3,4.9,4.2,4.2,1987
56.7,66.8,55.1,64.0,74.1,61.2,11.4,9.9,9.9,0,13127.0,6026.0,6241.0,103443.0,54197.0,42659.0,0,20508.0,157552.0,0,0,11631.0,5430.0,5626.0,98639.0,51873.0,41004.0,12,December,0,7381.0,54109.0,0,0,0,1496.0,595.0,615.0,4804.0,2323.0,1655.0,62.6,74.6,53.8,65.7,78.0,56.0,4.6,4.3,3.9,1987
55.6,66.2,54.1,63.1,74.0,60.6,12.0,10.5,10.7,0,12967.0,6029.0,6189.0,103120.0,54135.0,42545.0,0,20539.0,157676.0,0,0,11417.0,5398.0,5528.0,97311.0,51220.0,40610.0,1,January,0,7573.0,54556.0,0,0,0,1550.0,631.0,661.0,5809.0,2914.0,1935.0,61.7,73.6,53.3,65.4,77.8,55.8,5.6,5.4,4.5,1988
54.9,65.6,53.4,63.0,74.7,59.7,12.9,12.2,10.7,0,12965.0,6094.0,6114.0,103398.0,54268.0,42748.0,0,20569.0,157773.0,0,0,11288.0,5352.0,5462.0,97819.0,51551.0,40780.0,2,February,0,7603.0,54375.0,0,0,0,1678.0,742.0,652.0,5579.0,2717.0,1969.0,62.0,74.0,53.5,65.5,77.9,56.1,5.4,5.0,4.6,1988
54.7,65.7,53.1,62.8,74.4,59.6,12.8,11.7,10.9,0,12932.0,6081.0,6112.0,103388.0,54307.0,42769.0,0,20596.0,157868.0,0,0,11273.0,5369.0,5443.0,98202.0,51723.0,41101.0,3,March,0,7664.0,54481.0,0,0,0,1659.0,712.0,668.0,5185.0,2584.0,1668.0,62.2,74.2,53.9,65.5,77.9,56.1,5.0,4.8,3.9,1988
55.3,66.8,52.7,62.8,75.1,59.1,12.0,11.0,10.7,0,12941.0,6142.0,6062.0,103758.0,54430.0,42882.0,0,20622.0,157943.0,0,0,11394.0,5467.0,5412.0,99141.0,52275.0,41297.0,4,April,0,7681.0,54185.0,0,0,0,1547.0,675.0,650.0,4617.0,2155.0,1586.0,62.8,75.0,54.1,65.7,78.1,56.2,4.5,4.0,3.7,1988
