amazon revenue,author revenue,average rating,genre,gross sales,name,publisher revenue,sale price,sales rank,sold by,total reviews,type,units sold
2.574,2.574,4.72,genre fiction,12.87,(Single-Author Publisher),7.722,0.99,15273,"Amazon Digital Services,  Inc.",11,single author,13
7.774,7.774,3.72,genre fiction,38.87,(Single-Author Publisher),23.322,2.99,15276,"Amazon Digital Services,  Inc.",33,single author,13
2.574,2.574,4.57,nonfiction,12.87,(Single-Author Publisher),7.722,0.99,15277,"Amazon Digital Services,  Inc.",76,single author,13
7.774,7.774,4.07,nonfiction,38.87,(Single-Author Publisher),23.322,2.99,15279,"Amazon Digital Services,  Inc.",14,single author,13
7.774,7.774,5.0,nonfiction,38.87,(Small or Medium Publisher),23.322,2.99,15280,"Amazon Digital Services,  Inc.",9,small/medium,13
7.774,7.774,4.67,children,38.87,HarperCollins,23.322,2.99,15281,HarperCollins Publishers,353,big five,13
15.574,15.574,4.7,nonfiction,77.87,Signet,46.722,5.99,15282,Penguin Group (USA) LLC,260,big five,13
15.99,15.99,4.62,nonfiction,79.95,Berkley,47.97,6.15,15287,Penguin Group (USA) LLC,427,big five,13
15.561,36.309,4.18,genre fiction,51.87,(Indie Publisher),0.0,3.99,15292,"Amazon Digital Services,  Inc.",37,indie,13
25.974,25.974,4.68,nonfiction,129.87,Random House,77.922,9.99,15294,Random House LLC,518,big five,13
7.878,7.878,4.44,nonfiction,39.39,(Small or Medium Publisher),23.634,3.03,15297,"Amazon Digital Services,  Inc.",136,small/medium,13
8.866,8.866,4.79,children,44.33,HarperCollins,26.598,3.41,15297,HarperCollins Publishers,24,big five,13
15.574,15.574,4.06,genre fiction,77.87,LucasBooks,46.722,5.99,15304,Random House LLC,369,big five,13
38.974,38.974,4.84,nonfiction,194.87,(Small or Medium Publisher),116.922,14.99,15306,"Amazon Digital Services,  Inc.",38,small/medium,13
20.774,20.774,5.0,nonfiction,103.87,Spiegel & Grau,62.322,7.99,15309,Random House LLC,2,big five,13
8.3655,4.5045,0.0,genre fiction,12.87,(Indie Publisher),0.0,0.99,15310,"Amazon Digital Services,  Inc.",0,indie,13
2.574,2.574,4.75,fiction,12.87,(Small or Medium Publisher),7.722,0.99,15321,"Amazon Digital Services,  Inc.",29,small/medium,13
2.574,2.574,3.95,nonfiction,12.87,(Small or Medium Publisher),7.722,0.99,15326,"Amazon Digital Services,  Inc.",104,small/medium,13
15.561,36.309,3.98,genre fiction,51.87,(Indie Publisher),0.0,3.99,15330,"Amazon Digital Services,  Inc.",85,indie,13
24.934,24.934,4.63,nonfiction,124.67,Henry Holt and Co.,74.802,9.59,15333,Macmillan,11,big five,13
15.561,36.309,4.35,genre fiction,51.87,(Indie Publisher),0.0,3.99,15335,"Amazon Digital Services,  Inc.",104,indie,13
14.794,14.794,4.4,genre fiction,73.97,Pocket Star,44.382,5.69,15337,Simon and Schuster Digital Sales Inc,22,big five,13
44.148,44.148,4.57,nonfiction,220.74,Viking Adult,132.444,16.98,15339,Penguin Group (USA) LLC,190,big five,13
15.574,15.574,4.31,genre fiction,77.87,Jove,46.722,5.99,15340,Penguin Group (USA) LLC,88,big five,13
13.624,13.624,4.1,nonfiction,68.12,(Small or Medium Publisher),40.872,5.24,15345,"Amazon Digital Services,  Inc.",97,small/medium,13
13.988,13.988,4.42,genre fiction,69.94,(Small or Medium Publisher),41.964,5.38,15347,"Amazon Digital Services,  Inc.",77,small/medium,13
7.774,7.774,4.45,genre fiction,38.87,Grand Central Publishing,23.322,2.99,15349,Hachette Book Group,62,big five,13
8.45,4.55,4.68,children,13.0,Two Lions,0.0,1.0,15351,"Amazon Digital Services,  Inc.",29,amazon,13
2.574,2.574,4.15,genre fiction,12.87,(Small or Medium Publisher),7.722,0.99,15352,"Amazon Digital Services,  Inc.",78,small/medium,13
7.774,7.774,4.5,genre fiction,38.87,(Single-Author Publisher),23.322,2.99,15353,"Amazon Digital Services,  Inc.",2,single author,13
27.261,63.609,4.5,nonfiction,90.87,(Indie Publisher),0.0,6.99,15355,"Amazon Digital Services,  Inc.",26,indie,13
12.974,12.974,4.42,genre fiction,64.87,(Single-Author Publisher),38.922,4.99,15363,"Amazon Digital Services,  Inc.",26,single author,13
15.561,36.309,4.0,genre fiction,51.87,(Indie Publisher),0.0,3.99,15368,"Amazon Digital Services,  Inc.",2,indie,13
8.3655,4.5045,4.5,nonfiction,12.87,(Indie Publisher),0.0,0.99,15370,"Amazon Digital Services,  Inc.",14,indie,13
7.774,7.774,0.0,genre fiction,38.87,(Single-Author Publisher),23.322,2.99,15374,"Amazon Digital Services,  Inc.",0,single author,13
13.312,13.312,4.54,children,66.56,RH/Disney,39.936,5.12,15374,Random House LLC,98,big five,13
10.374,10.374,4.6,genre fiction,51.87,(Single-Author Publisher),31.122,3.99,15377,"Amazon Digital Services,  Inc.",28,single author,13
11.661,27.209,4.33,genre fiction,38.87,(Indie Publisher),0.0,2.99,15378,"Amazon Digital Services,  Inc.",107,indie,13
7.774,7.774,4.2,genre fiction,38.87,(Single-Author Publisher),23.322,2.99,15380,"Amazon Digital Services,  Inc.",5,single author,13
31.174,31.174,4.18,nonfiction,155.87,(Small or Medium Publisher),93.522,11.99,15381,"Amazon Digital Services,  Inc.",11,small/medium,13
25.974,25.974,4.66,nonfiction,129.87,(Small or Medium Publisher),77.922,9.99,15384,"Amazon Digital Services,  Inc.",27,small/medium,13
7.774,7.774,4.33,nonfiction,38.87,HarperCollins e-books,23.322,2.99,15386,HarperCollins Publishers,93,big five,13
10.374,10.374,3.75,nonfiction,51.87,(Single-Author Publisher),31.122,3.99,15387,"Amazon Digital Services,  Inc.",41,single author,13
8.3655,4.5045,5.0,nonfiction,12.87,(Indie Publisher),0.0,0.99,15393,"Amazon Digital Services,  Inc.",1,indie,13
15.574,15.574,4.2,genre fiction,77.87,Ballantine Books,46.722,5.99,15394,Random House LLC,222,big five,13
31.174,31.174,4.29,nonfiction,155.87,The Penguin Press,93.522,11.99,15396,Penguin Group (USA) LLC,31,big five,13
16.874,16.874,4.17,fiction,84.37,Vintage Espanol,50.622,6.49,15400,Random House LLC,210,big five,13
25.974,25.974,4.58,nonfiction,129.87,Berkley,77.922,9.99,15401,Penguin Group (USA) LLC,131,big five,13
7.774,7.774,4.59,genre fiction,38.87,(Single-Author Publisher),23.322,2.99,15403,"Amazon Digital Services,  Inc.",22,single author,13
24.7,24.7,3.94,nonfiction,123.5,(Small or Medium Publisher),74.1,9.5,15404,"Amazon Digital Services,  Inc.",53,small/medium,13
25.532,25.532,4.43,nonfiction,127.66,(Small or Medium Publisher),76.596,9.82,15405,"Amazon Digital Services,  Inc.",118,small/medium,13
5.174,5.174,4.82,genre fiction,25.87,(Single-Author Publisher),15.522,1.99,15407,"Amazon Digital Services,  Inc.",35,single author,13
36.374,36.374,4.8,nonfiction,181.87,(Small or Medium Publisher),109.122,13.99,15408,"Amazon Digital Services,  Inc.",5,small/medium,13
19.734,19.734,4.54,nonfiction,98.67,Center Street,59.202,7.59,15409,Hachette Book Group,122,big five,13
8.3655,4.5045,4.36,genre fiction,12.87,(Indie Publisher),0.0,0.99,15410,"Amazon Digital Services,  Inc.",86,indie,13
7.774,7.774,4.28,genre fiction,38.87,(Single-Author Publisher),23.322,2.99,15414,"Amazon Digital Services,  Inc.",14,single author,13
66.274,66.274,4.13,nonfiction,331.37,(Single-Author Publisher),198.822,25.49,15416,"Amazon Digital Services,  Inc.",159,single author,13
15.561,36.309,5.0,genre fiction,51.87,(Indie Publisher),0.0,3.99,15417,"Amazon Digital Services,  Inc.",2,indie,13
17.758,17.758,4.24,children,88.79,HarperCollins,53.274,6.83,15420,HarperCollins Publishers,157,big five,13
10.374,10.374,4.25,genre fiction,51.87,(Small or Medium Publisher),31.122,3.99,15422,"Amazon Digital Services,  Inc.",106,small/medium,13
13.624,13.624,4.31,children,68.12,HarperCollins,40.872,5.24,15425,HarperCollins Publishers,217,big five,13
15.561,36.309,4.8,genre fiction,51.87,(Indie Publisher),0.0,3.99,15426,"Amazon Digital Services,  Inc.",5,indie,13
25.974,25.974,4.05,genre fiction,129.87,Bantam,77.922,9.99,15434,Random House LLC,231,big five,13
8.3655,4.5045,4.64,nonfiction,12.87,(Indie Publisher),0.0,0.99,15438,"Amazon Digital Services,  Inc.",17,indie,13
28.704,28.704,4.8,nonfiction,143.52,Howard Books,86.112,11.04,15439,Simon and Schuster Digital Sales Inc,436,big five,13
18.174,18.174,2.5,nonfiction,90.87,(Small or Medium Publisher),54.522,6.99,15443,"Amazon Digital Services,  Inc.",6,small/medium,13
22.828,22.828,4.51,comics,114.14,(Small or Medium Publisher),68.484,8.78,15446,"Amazon Digital Services,  Inc.",90,small/medium,13
27.872,27.872,3.52,children,139.36,Random House Books for Young Readers,83.616,10.72,15456,Random House LLC,389,big five,13
15.548,15.548,4.48,genre fiction,77.74,Vintage Espanol,46.644,5.98,15459,Random House LLC,25,big five,13
8.3655,4.5045,4.41,genre fiction,12.87,(Indie Publisher),0.0,0.99,15460,"Amazon Digital Services,  Inc.",41,indie,13
15.392,15.392,4.46,children,76.96,Simon & Schuster Books for Young Readers,46.176,5.92,15463,Simon and Schuster Digital Sales Inc,177,big five,13
8.3655,4.5045,4.33,genre fiction,12.87,(Indie Publisher),0.0,0.99,15466,"Amazon Digital Services,  Inc.",21,indie,13
20.774,20.774,2.03,genre fiction,103.87,Berkley,62.322,7.99,15467,Penguin Group (USA) LLC,790,big five,13
30.784,30.784,0.0,nonfiction,153.92,Pantheon,92.352,11.84,15475,Random House LLC,0,big five,13
20.774,20.774,4.46,genre fiction,103.87,HarperTeen,62.322,7.99,15477,HarperCollins Publishers,111,big five,13
2.574,2.574,3.65,nonfiction,12.87,(Small or Medium Publisher),7.722,0.99,15478,"Amazon Digital Services,  Inc.",23,small/medium,13
7.774,7.774,4.37,nonfiction,38.87,(Small or Medium Publisher),23.322,2.99,15481,"Amazon Digital Services,  Inc.",24,small/medium,13
15.21,15.21,4.13,children,76.05,"Farrar, Straus and Giroux",45.63,5.85,15482,Macmillan,190,big five,13
23.4,23.4,4.45,nonfiction,117.0,(Small or Medium Publisher),70.2,9.0,15486,"Amazon Digital Services,  Inc.",22,small/medium,13
19.136,19.136,4.47,nonfiction,95.68,(Small or Medium Publisher),57.408,7.36,15490,"Amazon Digital Services,  Inc.",188,small/medium,13
2.574,2.574,4.17,nonfiction,12.87,(Single-Author Publisher),7.722,0.99,15491,"Amazon Digital Services,  Inc.",220,single author,13
20.774,20.774,3.94,genre fiction,103.87,Berkley,62.322,7.99,15501,Penguin Group (USA) LLC,75,big five,13
10.374,10.374,4.36,genre fiction,51.87,(Single-Author Publisher),31.122,3.99,15502,"Amazon Digital Services,  Inc.",133,single author,13
11.661,27.209,4.2,nonfiction,38.87,(Indie Publisher),0.0,2.99,15505,"Amazon Digital Services,  Inc.",43,indie,13
19.63,19.63,4.68,nonfiction,98.15,(Small or Medium Publisher),58.89,7.55,15514,"Amazon Digital Services,  Inc.",168,small/medium,13
5.174,5.174,4.36,nonfiction,25.87,(Small or Medium Publisher),15.522,1.99,15522,"Amazon Digital Services,  Inc.",22,small/medium,13
15.574,15.574,4.51,genre fiction,77.87,Berkley,46.722,5.99,15523,Penguin Group (USA) LLC,211,big five,13
25.974,25.974,3.61,genre fiction,129.87,Orbit,77.922,9.99,15524,Hachette Book Group,256,big five,13
22.334,22.334,4.45,nonfiction,111.67,(Small or Medium Publisher),67.002,8.59,15524,"Amazon Digital Services,  Inc.",292,small/medium,13
5.174,5.174,4.33,nonfiction,25.87,(Small or Medium Publisher),15.522,1.99,15529,"Amazon Digital Services,  Inc.",6,small/medium,13
25.974,25.974,4.8,nonfiction,129.87,(Small or Medium Publisher),77.922,9.99,15533,"Amazon Digital Services,  Inc.",47,small/medium,13
2.574,2.574,4.1,nonfiction,12.87,(Small or Medium Publisher),7.722,0.99,15534,"Amazon Digital Services,  Inc.",39,small/medium,13
2.574,2.574,4.71,nonfiction,12.87,(Small or Medium Publisher),7.722,0.99,15542,"Amazon Digital Services,  Inc.",7,small/medium,13
15.574,15.574,4.52,genre fiction,77.87,Dell,46.722,5.99,15543,Random House LLC,252,big five,13
101.3155,54.5545,4.76,nonfiction,155.87,(Indie Publisher),0.0,11.99,15543,"Amazon Digital Services,  Inc.",252,indie,13
28.574,28.574,4.76,genre fiction,142.87,Berkley,85.722,10.99,15544,Penguin Group (USA) LLC,75,big five,13
20.774,20.774,3.02,genre fiction,103.87,Berkley,62.322,7.99,15546,Penguin Group (USA) LLC,427,big five,13
25.974,25.974,0.0,genre fiction,129.87,(Small or Medium Publisher),77.922,9.99,15549,"Amazon Digital Services,  Inc.",0,small/medium,13
25.974,25.974,4.75,nonfiction,129.87,(Small or Medium Publisher),77.922,9.99,15550,"Amazon Digital Services,  Inc.",4,small/medium,13
15.574,15.574,4.38,genre fiction,77.87,LucasBooks,46.722,5.99,15552,Random House LLC,175,big five,13
11.661,27.209,3.6,nonfiction,38.87,(Indie Publisher),0.0,2.99,15553,"Amazon Digital Services,  Inc.",5,indie,13
9.932,9.932,4.57,genre fiction,49.66,(Small or Medium Publisher),29.796,3.82,15554,"Amazon Digital Services,  Inc.",33,small/medium,13
11.661,27.209,3.7,genre fiction,38.87,(Indie Publisher),0.0,2.99,15555,"Amazon Digital Services,  Inc.",20,indie,13
16.8155,9.0545,4.28,nonfiction,25.87,(Indie Publisher),0.0,1.99,15555,"Amazon Digital Services,  Inc.",70,indie,13
23.4,23.4,4.41,nonfiction,117.0,(Small or Medium Publisher),70.2,9.0,15565,"Amazon Digital Services,  Inc.",80,small/medium,13
15.561,36.309,4.43,genre fiction,51.87,(Indie Publisher),0.0,3.99,15566,"Amazon Digital Services,  Inc.",55,indie,13
11.661,27.209,4.85,nonfiction,38.87,(Indie Publisher),0.0,2.99,15567,"Amazon Digital Services,  Inc.",7,indie,13
11.661,27.209,4.59,fiction,38.87,(Indie Publisher),0.0,2.99,15571,"Amazon Digital Services,  Inc.",15,indie,13
8.3655,4.5045,4.6,nonfiction,12.87,(Indie Publisher),0.0,0.99,15576,"Amazon Digital Services,  Inc.",79,indie,13
25.48,25.48,4.37,nonfiction,127.4,(Small or Medium Publisher),76.44,9.8,15580,"Amazon Digital Services,  Inc.",125,small/medium,13
8.45,4.55,4.4,nonfiction,13.0,Two Lions,0.0,1.0,15583,"Amazon Digital Services,  Inc.",25,amazon,13
15.574,15.574,4.27,genre fiction,77.87,Ace,46.722,5.99,15587,Penguin Group (USA) LLC,37,big five,13
9.75,9.75,4.43,genre fiction,48.75,(Single-Author Publisher),29.25,3.75,15593,"Amazon Digital Services,  Inc.",39,single author,13
18.174,18.174,4.77,children,90.87,(Small or Medium Publisher),54.522,6.99,15595,"Amazon Digital Services,  Inc.",154,small/medium,13
25.194,25.194,4.35,nonfiction,125.97,Free Press,75.582,9.69,15601,Simon and Schuster Digital Sales Inc,172,big five,13
15.574,15.574,4.32,nonfiction,77.87,(Single-Author Publisher),46.722,5.99,15603,"Amazon Digital Services,  Inc.",65,single author,13
25.402,25.402,4.96,nonfiction,127.01,Dutton Adult,76.206,9.77,15604,Penguin Group (USA) LLC,27,big five,13
19.461,45.409,4.28,genre fiction,64.87,(Indie Publisher),0.0,4.99,15612,"Amazon Digital Services,  Inc.",14,indie,13
19.994,19.994,4.03,genre fiction,99.97,Del Rey,59.982,7.69,15614,Random House LLC,162,big five,13
25.974,25.974,3.88,children,129.87,(Small or Medium Publisher),77.922,9.99,15616,"Amazon Digital Services,  Inc.",45,small/medium,13
23.244,23.244,4.92,nonfiction,116.22,(Single-Author Publisher),69.732,8.94,15622,"Amazon Digital Services,  Inc.",14,single author,13
25.974,25.974,4.46,nonfiction,129.87,(Small or Medium Publisher),77.922,9.99,15624,"Amazon Digital Services,  Inc.",307,small/medium,13
11.661,27.209,3.28,nonfiction,38.87,(Indie Publisher),0.0,2.99,15627,"Amazon Digital Services,  Inc.",28,indie,13
9.854,9.854,0.0,genre fiction,49.27,Pocket Star,29.562,3.79,15635,Simon and Schuster Digital Sales Inc,0,big five,13
11.661,27.209,4.66,nonfiction,38.87,(Indie Publisher),0.0,2.99,15637,"Amazon Digital Services,  Inc.",12,indie,13
7.774,7.774,4.25,nonfiction,38.87,(Single-Author Publisher),23.322,2.99,15640,"Amazon Digital Services,  Inc.",56,single author,13
28.704,28.704,4.1,nonfiction,143.52,HarperCollins e-books,86.112,11.04,15641,HarperCollins Publishers,139,big five,13
9.932,9.932,4.68,children,49.66,(Small or Medium Publisher),29.796,3.82,15641,"Amazon Digital Services,  Inc.",87,small/medium,13
19.461,45.409,4.36,nonfiction,64.87,(Indie Publisher),0.0,4.99,15645,"Amazon Digital Services,  Inc.",36,indie,13
2.574,2.574,4.87,fiction,12.87,(Small or Medium Publisher),7.722,0.99,15646,"Amazon Digital Services,  Inc.",8,small/medium,13
2.574,2.574,4.43,children,12.87,(Small or Medium Publisher),7.722,0.99,15649,"Amazon Digital Services,  Inc.",65,small/medium,13
23.114,23.114,3.99,nonfiction,115.57,St. Martin's Press,69.342,8.89,15653,Macmillan,114,big five,13
33.124,33.124,4.25,nonfiction,165.62,Twelve,99.372,12.74,15655,Hachette Book Group,4,big five,13
33.7155,18.1545,4.33,genre fiction,51.87,47North,0.0,3.99,15662,"Amazon Digital Services,  Inc.",27,amazon,13
25.974,25.974,4.4,nonfiction,129.87,Anchor,77.922,9.99,15663,Random House LLC,263,big five,13
2.574,2.574,3.27,nonfiction,12.87,(Single-Author Publisher),7.722,0.99,15664,"Amazon Digital Services,  Inc.",18,single author,13
2.574,2.574,4.32,genre fiction,12.87,(Small or Medium Publisher),7.722,0.99,15666,"Amazon Digital Services,  Inc.",84,small/medium,13
12.974,12.974,3.99,genre fiction,64.87,Bantam,38.922,4.99,15669,Random House LLC,234,big five,13
28.574,28.574,4.34,genre fiction,142.87,Penguin Books,85.722,10.99,15676,Penguin Group (USA) LLC,189,big five,13
22.048,22.048,4.39,nonfiction,110.24,(Small or Medium Publisher),66.144,8.48,15681,"Amazon Digital Services,  Inc.",158,small/medium,13
12.974,12.974,4.07,fiction,64.87,Vintage Espanol,38.922,4.99,15682,Random House LLC,229,big five,13
24.882,24.882,4.63,nonfiction,124.41,(Small or Medium Publisher),74.646,9.57,15686,"Amazon Digital Services,  Inc.",354,small/medium,13
10.374,10.374,4.16,genre fiction,51.87,(Single-Author Publisher),31.122,3.99,15688,"Amazon Digital Services,  Inc.",65,single author,13
2.574,2.574,4.53,genre fiction,12.87,(Single-Author Publisher),7.722,0.99,15694,"Amazon Digital Services,  Inc.",15,single author,13
25.402,25.402,4.2,children,127.01,HarperCollins,76.206,9.77,15696,HarperCollins Publishers,135,big five,13
17.758,17.758,4.37,nonfiction,88.79,(Single-Author Publisher),53.274,6.83,15697,"Amazon Digital Services,  Inc.",479,single author,13
28.704,28.704,0.0,genre fiction,143.52,Minotaur Books,86.112,11.04,15698,Macmillan,0,big five,13
11.986,11.986,4.23,genre fiction,59.93,(Small or Medium Publisher),35.958,4.61,15699,"Amazon Digital Services,  Inc.",76,small/medium,13
23.114,23.114,3.61,nonfiction,115.57,Metropolitan Books,69.342,8.89,15702,Macmillan,1436,big five,13
29.874,29.874,3.6,genre fiction,149.37,Ecco,89.622,11.49,15703,HarperCollins Publishers,551,big five,13
33.774,33.774,4.6,nonfiction,168.87,Viking Adult,101.322,12.99,15704,Penguin Group (USA) LLC,48,big five,13
31.174,31.174,0.0,nonfiction,155.87,Viking Adult,93.522,11.99,15707,Penguin Group (USA) LLC,0,big five,13
19.461,45.409,4.37,genre fiction,64.87,(Indie Publisher),0.0,4.99,15710,"Amazon Digital Services,  Inc.",32,indie,13
15.561,36.309,4.27,nonfiction,51.87,(Indie Publisher),0.0,3.99,15713,"Amazon Digital Services,  Inc.",48,indie,13
20.774,20.774,4.12,genre fiction,103.87,Vintage,62.322,7.99,15715,Random House LLC,448,big five,13
9.932,9.932,4.79,genre fiction,49.66,(Small or Medium Publisher),29.796,3.82,15717,"Amazon Digital Services,  Inc.",39,small/medium,13
19.578,19.578,4.47,nonfiction,97.89,Broadway Books,58.734,7.53,15718,Random House LLC,285,big five,13
2.574,2.574,4.61,nonfiction,12.87,(Single-Author Publisher),7.722,0.99,15719,"Amazon Digital Services,  Inc.",214,single author,13
12.974,12.974,4.92,nonfiction,64.87,(Single-Author Publisher),38.922,4.99,15721,"Amazon Digital Services,  Inc.",51,single author,13
12.675,6.825,4.35,nonfiction,19.5,(Indie Publisher),0.0,1.5,15723,"Amazon Digital Services,  Inc.",91,indie,13
26.962,26.962,3.17,nonfiction,134.81,Free Press,80.886,10.37,15726,Simon and Schuster Digital Sales Inc,228,big five,13
11.661,27.209,3.84,genre fiction,38.87,(Indie Publisher),0.0,2.99,15728,"Amazon Digital Services,  Inc.",25,indie,13
7.774,7.774,3.97,genre fiction,38.87,(Single-Author Publisher),23.322,2.99,15729,"Amazon Digital Services,  Inc.",35,single author,13
15.574,15.574,4.35,nonfiction,77.87,Ballantine Books,46.722,5.99,15735,Random House LLC,151,big five,13
7.774,7.774,3.43,genre fiction,38.87,(Single-Author Publisher),23.322,2.99,15736,"Amazon Digital Services,  Inc.",37,single author,13
7.774,7.774,4.83,nonfiction,38.87,(Single-Author Publisher),23.322,2.99,15739,"Amazon Digital Services,  Inc.",139,single author,13
2.574,2.574,4.56,nonfiction,12.87,(Single-Author Publisher),7.722,0.99,15740,"Amazon Digital Services,  Inc.",60,single author,13
14.924,14.924,4.2,genre fiction,74.62,Tor Teen,44.772,5.74,15742,Macmillan,136,big five,13
2.574,2.574,4.75,nonfiction,12.87,(Single-Author Publisher),7.722,0.99,15745,"Amazon Digital Services,  Inc.",32,single author,13
2.574,2.574,4.5,genre fiction,12.87,(Single-Author Publisher),7.722,0.99,15750,"Amazon Digital Services,  Inc.",2,single author,13
8.3655,4.5045,3.97,genre fiction,12.87,(Indie Publisher),0.0,0.99,15751,"Amazon Digital Services,  Inc.",40,indie,13
19.214,19.214,4.27,nonfiction,96.07,(Single-Author Publisher),57.642,7.39,15753,"Amazon Digital Services,  Inc.",182,single author,13
38.961,90.909,4.63,children,129.87,(Indie Publisher),0.0,9.99,15758,"Amazon Digital Services,  Inc.",99,indie,13
15.548,15.548,4.33,genre fiction,77.74,Ballantine Books,46.644,5.98,15760,Random House LLC,199,big five,13
25.974,25.974,3.86,comics,129.87,(Small or Medium Publisher),77.922,9.99,15761,"Amazon Digital Services,  Inc.",174,small/medium,13
2.6,2.6,4.15,genre fiction,13.0,(Single-Author Publisher),7.8,1.0,15762,"Amazon Digital Services,  Inc.",13,single author,13
2.574,2.574,4.41,fiction,12.87,(Single-Author Publisher),7.722,0.99,15766,"Amazon Digital Services,  Inc.",12,single author,13
42.1655,22.7045,4.46,genre fiction,64.87,Thomas & Mercer,0.0,4.99,15767,"Amazon Digital Services,  Inc.",280,amazon,13
28.548,28.548,4.71,nonfiction,142.74,(Small or Medium Publisher),85.644,10.98,15769,"Amazon Digital Services,  Inc.",435,small/medium,13
33.774,33.774,4.41,nonfiction,168.87,(Small or Medium Publisher),101.322,12.99,15772,"Amazon Digital Services,  Inc.",39,small/medium,13
8.45,4.55,4.25,nonfiction,13.0,(Indie Publisher),0.0,1.0,15773,"Amazon Digital Services,  Inc.",4,indie,13
38.974,38.974,4.43,nonfiction,194.87,(Small or Medium Publisher),116.922,14.99,15774,"Amazon Digital Services,  Inc.",83,small/medium,13
35.334,35.334,4.16,nonfiction,176.67,HarperOne,106.002,13.59,15777,HarperCollins Publishers,425,big five,13
19.734,19.734,4.11,genre fiction,98.67,HarperTeen,59.202,7.59,15783,HarperCollins Publishers,103,big five,13
7.774,7.774,3.42,nonfiction,38.87,(Small or Medium Publisher),23.322,2.99,15784,"Amazon Digital Services,  Inc.",90,small/medium,13
59.774,59.774,4.54,nonfiction,298.87,HarperCollins e-books,179.322,22.99,15786,HarperCollins Publishers,318,big five,13
20.8,20.8,0.0,genre fiction,104.0,Harper,62.4,8.0,15787,HarperCollins Publishers,0,big five,13
2.574,2.574,4.19,genre fiction,12.87,HarperCollins,7.722,0.99,15792,HarperCollins Publishers,89,big five,13
13.312,13.312,4.41,nonfiction,66.56,Zondervan,39.936,5.12,15792,HarperCollins Publishing,230,big five,13
22.334,22.334,4.27,genre fiction,111.67,(Small or Medium Publisher),67.002,8.59,15793,"Amazon Digital Services,  Inc.",36,small/medium,13
2.574,2.574,4.31,genre fiction,12.87,Minotaur Books,7.722,0.99,15799,Macmillan,58,big five,13
12.974,12.974,4.22,nonfiction,64.87,HarperCollins e-books,38.922,4.99,15801,HarperCollins Publishers,72,big five,13
25.974,25.974,4.18,nonfiction,129.87,(Small or Medium Publisher),77.922,9.99,15802,"Amazon Digital Services,  Inc.",233,small/medium,13
10.01,10.01,4.12,nonfiction,50.05,(Small or Medium Publisher),30.03,3.85,15809,"Amazon Digital Services,  Inc.",24,small/medium,13
35.334,35.334,0.0,nonfiction,176.67,It Books,106.002,13.59,15809,HarperCollins Publishers,0,big five,13
15.561,36.309,4.14,genre fiction,51.87,(Indie Publisher),0.0,3.99,15815,"Amazon Digital Services,  Inc.",180,indie,13
25.974,25.974,4.62,nonfiction,129.87,(Small or Medium Publisher),77.922,9.99,15817,"Amazon Digital Services,  Inc.",141,small/medium,13
14.898,34.762,4.01,genre fiction,49.66,(Indie Publisher),0.0,3.82,15819,"Amazon Digital Services,  Inc.",123,indie,13
23.452,23.452,4.25,nonfiction,117.26,(Small or Medium Publisher),70.356,9.02,15826,"Amazon Digital Services,  Inc.",88,small/medium,13
19.461,45.409,4.46,genre fiction,64.87,(Indie Publisher),0.0,4.99,15828,"Amazon Digital Services,  Inc.",26,indie,13
13.988,13.988,4.13,genre fiction,69.94,(Small or Medium Publisher),41.964,5.38,15830,"Amazon Digital Services,  Inc.",36,small/medium,13
15.561,36.309,4.64,genre fiction,51.87,(Indie Publisher),0.0,3.99,15833,"Amazon Digital Services,  Inc.",39,indie,13
7.774,7.774,4.76,nonfiction,38.87,(Small or Medium Publisher),23.322,2.99,15834,"Amazon Digital Services,  Inc.",13,small/medium,13
7.774,7.774,4.6,genre fiction,38.87,(Small or Medium Publisher),23.322,2.99,15835,"Amazon Digital Services,  Inc.",33,small/medium,13
35.438,35.438,4.61,nonfiction,177.19,Free Press,106.314,13.63,15835,Simon and Schuster Digital Sales Inc,256,big five,13
10.374,10.374,3.89,nonfiction,51.87,(Single-Author Publisher),31.122,3.99,15838,"Amazon Digital Services,  Inc.",28,single author,13
2.574,2.574,4.86,nonfiction,12.87,(Single-Author Publisher),7.722,0.99,15839,"Amazon Digital Services,  Inc.",89,single author,13
28.366,28.366,4.2,genre fiction,141.83,LucasBooks,85.098,10.91,15843,Random House LLC,124,big five,13
22.334,22.334,4.34,genre fiction,111.67,(Small or Medium Publisher),67.002,8.59,15845,"Amazon Digital Services,  Inc.",66,small/medium,13
2.574,2.574,4.66,genre fiction,12.87,(Single-Author Publisher),7.722,0.99,15846,"Amazon Digital Services,  Inc.",3,single author,13
12.974,12.974,4.83,nonfiction,64.87,(Single-Author Publisher),38.922,4.99,15847,"Amazon Digital Services,  Inc.",12,single author,13
8.3655,4.5045,4.33,genre fiction,12.87,(Indie Publisher),0.0,0.99,15852,"Amazon Digital Services,  Inc.",199,indie,13
11.661,27.209,4.0,nonfiction,38.87,(Indie Publisher),0.0,2.99,15855,"Amazon Digital Services,  Inc.",8,indie,13
7.774,7.774,4.58,nonfiction,38.87,(Small or Medium Publisher),23.322,2.99,15856,"Amazon Digital Services,  Inc.",93,small/medium,13
11.661,27.209,4.25,nonfiction,38.87,(Indie Publisher),0.0,2.99,15858,"Amazon Digital Services,  Inc.",4,indie,13
