amazon revenue,author revenue,average rating,genre,gross sales,name,publisher revenue,sale price,sales rank,sold by,total reviews,type,units sold
302.022,302.022,4.63,genre fiction,1510.11,Bantam,906.066,7.99,472,Random House LLC,22,big five,189
113.022,113.022,4.1,fiction,565.11,Debbie Macomber Books,339.066,2.99,472,Random House LLC,29,big five,189
487.578,262.542,4.43,genre fiction,750.12,Skyscape,0.0,3.99,473,"Amazon Digital Services,  Inc.",1833,amazon,188
120.978,65.142,3.25,nonfiction,186.12,(Indie Publisher),0.0,0.99,474,"Amazon Digital Services,  Inc.",35,indie,188
120.3345,64.7955,4.9,genre fiction,185.13,(Indie Publisher),0.0,0.99,475,"Amazon Digital Services,  Inc.",52,indie,187
223.839,522.291,4.64,genre fiction,746.13,(Indie Publisher),0.0,3.99,476,"Amazon Digital Services,  Inc.",480,indie,187
36.828,36.828,4.65,genre fiction,184.14,(Small or Medium Publisher),110.484,0.99,477,"Amazon Digital Services,  Inc.",135,small/medium,186
222.828,222.828,4.29,genre fiction,1114.14,Signet,668.484,5.99,478,Penguin Group (USA) LLC,31,big five,186
110.63,110.63,4.84,genre fiction,553.15,(Single-Author Publisher),331.89,2.99,479,"Amazon Digital Services,  Inc.",13,single author,185
110.032,110.032,4.32,genre fiction,550.16,Forge Books,330.096,2.99,482,Macmillan,2243,big five,184
117.7605,63.4095,3.5,genre fiction,181.17,(Indie Publisher),0.0,0.99,483,"Amazon Digital Services,  Inc.",14,indie,183
108.836,108.836,3.73,genre fiction,544.18,"Little, Brown and Company",326.508,2.99,485,Hachette Book Group,859,big five,182
248.612,248.612,4.59,genre fiction,1243.06,Berkley,745.836,6.83,486,Penguin Group (USA) LLC,1513,big five,182
587.0735,316.1165,3.94,genre fiction,903.19,Thomas & Mercer,0.0,4.99,488,"Amazon Digital Services,  Inc.",789,amazon,181
345.24,345.24,3.98,nonfiction,1726.2,St. Martin's Press,1035.72,9.59,489,Macmillan,139,big five,180
35.442,35.442,4.59,genre fiction,177.21,(Small or Medium Publisher),106.326,0.99,491,"Amazon Digital Services,  Inc.",22,small/medium,179
456.092,456.092,0.0,genre fiction,2280.46,"Little, Brown and Company",1368.276,12.74,492,Hachette Book Group,0,big five,179
114.543,61.677,4.2,genre fiction,176.22,(Indie Publisher),0.0,0.99,493,"Amazon Digital Services,  Inc.",10,indie,178
106.444,106.444,4.73,nonfiction,532.22,"Little, Brown and Company",319.332,2.99,493,Hachette Book Group,356,big five,178
70.844,70.844,4.15,fiction,354.22,Grand Central Publishing,212.532,1.99,493,Hachette Book Group,288,big five,178
248.488,248.488,4.68,genre fiction,1242.44,(Small or Medium Publisher),745.464,6.98,494,"Amazon Digital Services,  Inc.",5967,small/medium,178
35.046,35.046,4.53,fiction,175.23,(Small or Medium Publisher),105.138,0.99,495,"Amazon Digital Services,  Inc.",158,small/medium,177
227.656,122.584,4.27,genre fiction,350.24,Thomas & Mercer,0.0,1.99,497,"Amazon Digital Services,  Inc.",129,amazon,176
140.448,140.448,4.89,genre fiction,702.24,(Single-Author Publisher),421.344,3.99,497,"Amazon Digital Services,  Inc.",1819,single author,176
246.048,246.048,4.36,genre fiction,1230.24,HarperTeen,738.144,6.99,498,HarperCollins Publishers,861,big five,176
156.975,366.275,4.74,genre fiction,523.25,(Indie Publisher),0.0,2.99,499,"Amazon Digital Services,  Inc.",51,indie,175
564.369,303.891,3.71,genre fiction,868.26,Thomas & Mercer,0.0,4.99,502,"Amazon Digital Services,  Inc.",553,amazon,174
243.252,243.252,4.5,fiction,1216.26,MTV Books,729.756,6.99,502,Simon and Schuster Digital Sales Inc,5562,big five,174
269.352,269.352,4.52,nonfiction,1346.76,(Small or Medium Publisher),808.056,7.74,503,"Amazon Digital Services,  Inc.",741,small/medium,174
368.49,368.49,4.17,genre fiction,1842.45,Ballantine Books,1105.47,10.65,505,Random House LLC,47,big five,173
68.854,68.854,4.42,fiction,344.27,(Single-Author Publisher),206.562,1.99,505,"Amazon Digital Services,  Inc.",175,single author,173
111.3255,59.9445,4.36,genre fiction,171.27,(Indie Publisher),0.0,0.99,508,"Amazon Digital Services,  Inc.",351,indie,173
103.454,103.454,4.37,genre fiction,517.27,Gallery Books,310.362,2.99,509,Simon and Schuster Digital Sales Inc,1246,big five,173
34.056,34.056,5.0,genre fiction,170.28,(Single-Author Publisher),102.168,0.99,511,"Amazon Digital Services,  Inc.",1,single author,172
326.456,326.456,4.19,genre fiction,1632.28,Viking Adult,979.368,9.49,513,Penguin Group (USA) LLC,886,big five,172
221.1885,119.1015,4.51,genre fiction,340.29,(Indie Publisher),0.0,1.99,514,"Amazon Digital Services,  Inc.",33,indie,171
307.287,717.003,4.68,genre fiction,1024.29,(Indie Publisher),0.0,5.99,514,"Amazon Digital Services,  Inc.",7462,indie,171
375.858,375.858,3.16,fiction,1879.29,St. Martin's Press,1127.574,10.99,516,Macmillan,30,big five,171
221.958,221.958,4.35,genre fiction,1109.79,Grand Central Publishing,665.874,6.49,517,Hachette Book Group,875,big five,171
129.618,129.618,4.24,fiction,648.09,Forever,388.854,3.79,517,Hachette Book Group,33,big five,171
221.1885,119.1015,3.84,genre fiction,340.29,Thomas & Mercer,0.0,1.99,518,"Amazon Digital Services,  Inc.",13,amazon,171
101.66,101.66,4.43,genre fiction,508.3,Speak,304.98,2.99,519,Penguin Group (USA) LLC,975,big five,170
440.895,237.405,4.13,fiction,678.3,Amazon Publishing,0.0,3.99,519,"Amazon Digital Services,  Inc.",83,amazon,170
254.49,593.81,4.75,genre fiction,848.3,(Indie Publisher),0.0,4.99,520,"Amazon Digital Services,  Inc.",82,indie,170
337.662,337.662,4.52,nonfiction,1688.31,Simon & Schuster,1012.986,9.99,523,Simon and Schuster Digital Sales Inc,455,big five,169
270.062,270.062,3.95,genre fiction,1350.31,Vintage,810.186,7.99,524,Random House LLC,47,big five,169
134.862,134.862,4.54,genre fiction,674.31,(Single-Author Publisher),404.586,3.99,524,"Amazon Digital Services,  Inc.",11,single author,169
33.462,33.462,4.83,fiction,167.31,(Single-Author Publisher),100.386,0.99,524,"Amazon Digital Services,  Inc.",12,single author,169
430.612,430.612,0.0,genre fiction,2153.06,Tor Books,1291.836,12.74,525,Macmillan,0,big five,169
258.908,258.908,4.15,nonfiction,1294.54,Simon & Schuster,776.724,7.66,526,Simon and Schuster Digital Sales Inc,6936,big five,169
368.758,368.758,4.64,fiction,1843.79,St. Martin's Press,1106.274,10.91,526,Macmillan,95,big five,169
268.464,268.464,4.17,genre fiction,1342.32,William Morrow,805.392,7.99,528,HarperCollins Publishers,2333,big five,168
108.108,58.212,4.23,genre fiction,166.32,(Indie Publisher),0.0,0.99,530,"Amazon Digital Services,  Inc.",55,indie,168
258.384,258.384,4.14,genre fiction,1291.92,Jove,775.152,7.69,531,Penguin Group (USA) LLC,1293,big five,168
66.466,66.466,4.31,genre fiction,332.33,Harper Voyager,199.398,1.99,532,HarperCollins Publishers,473,big five,167
107.4645,57.8655,3.66,nonfiction,165.33,(Indie Publisher),0.0,0.99,534,"Amazon Digital Services,  Inc.",15,indie,167
397.126,397.126,3.25,genre fiction,1985.63,Harper,1191.378,11.89,535,HarperCollins Publishers,44,big five,167
166.666,166.666,4.59,fiction,833.33,(Small or Medium Publisher),499.998,4.99,535,"Amazon Digital Services,  Inc.",142,small/medium,167
367.066,367.066,4.24,nonfiction,1835.33,Harmony,1101.198,10.99,536,Random House LLC,70,big five,167
230.408,230.408,4.38,genre fiction,1152.04,Delacorte Press,691.224,6.94,537,Random House LLC,636,big five,166
106.821,57.519,3.74,fiction,164.34,(Indie Publisher),0.0,0.99,538,"Amazon Digital Services,  Inc.",118,indie,166
368.022,858.718,4.61,genre fiction,1226.74,(Indie Publisher),0.0,7.39,539,"Amazon Digital Services,  Inc.",13,indie,166
230.67,230.67,3.73,genre fiction,1153.35,Putnam Adult,692.01,6.99,541,Penguin Group (USA) LLC,932,big five,165
164.67,164.67,4.46,genre fiction,823.35,(Single-Author Publisher),494.01,4.99,542,"Amazon Digital Services,  Inc.",28,single author,165
32.67,32.67,1.83,genre fiction,163.35,"Little, Brown and Company",98.01,0.99,543,Hachette Book Group,488,big five,165
164.67,164.67,0.0,fiction,823.35,Forever,494.01,4.99,544,Hachette Book Group,0,big five,165
351.45,351.45,4.61,genre fiction,1757.25,Berkley,1054.35,10.65,545,Penguin Group (USA) LLC,679,big five,165
105.534,56.826,4.54,genre fiction,162.36,(Indie Publisher),0.0,0.99,546,"Amazon Digital Services,  Inc.",108,indie,164
349.32,349.32,4.55,nonfiction,1746.6,Sentinel,1047.96,10.65,547,Penguin Group (USA) LLC,1151,big five,164
32.472,32.472,4.28,genre fiction,162.36,(Small or Medium Publisher),97.416,0.99,549,"Amazon Digital Services,  Inc.",110,small/medium,164
105.534,56.826,4.22,genre fiction,162.36,(Indie Publisher),0.0,0.99,549,"Amazon Digital Services,  Inc.",117,indie,164
32.472,32.472,5.0,genre fiction,162.36,(Small or Medium Publisher),97.416,0.99,550,"Amazon Digital Services,  Inc.",2,small/medium,164
64.874,64.874,4.31,genre fiction,324.37,(Small or Medium Publisher),194.622,1.99,551,"Amazon Digital Services,  Inc.",45,small/medium,163
162.674,162.674,4.37,genre fiction,813.37,Speak,488.022,4.99,551,Penguin Group (USA) LLC,689,big five,163
294.052,294.052,4.07,genre fiction,1470.26,Vintage,882.156,9.02,553,Random House LLC,860,big five,163
32.274,32.274,4.58,genre fiction,161.37,(Small or Medium Publisher),96.822,0.99,554,"Amazon Digital Services,  Inc.",273,small/medium,163
64.476,64.476,4.51,nonfiction,322.38,(Small or Medium Publisher),193.428,1.99,557,"Amazon Digital Services,  Inc.",84,small/medium,162
64.476,64.476,4.96,nonfiction,322.38,(Small or Medium Publisher),193.428,1.99,557,"Amazon Digital Services,  Inc.",55,small/medium,162
32.076,32.076,3.94,genre fiction,160.38,(Single-Author Publisher),96.228,0.99,558,"Amazon Digital Services,  Inc.",91,single author,162
64.078,64.078,3.58,genre fiction,320.39,Delacorte Press,192.234,1.99,561,Random House LLC,1574,big five,161
128.478,128.478,4.24,nonfiction,642.39,"Little, Brown and Company",385.434,3.99,561,Hachette Book Group,2346,big five,161
123.004,123.004,0.0,genre fiction,615.02,(Small or Medium Publisher),369.012,3.82,562,"Amazon Digital Services,  Inc.",0,small/medium,161
95.68,95.68,4.53,genre fiction,478.4,Feiwel & Friends,287.04,2.99,565,Macmillan,835,big five,160
287.68,287.68,3.58,fiction,1438.4,Riverhead,863.04,8.99,565,Penguin Group (USA) LLC,922,big five,160
143.52,334.88,4.87,nonfiction,478.4,(Indie Publisher),0.0,2.99,566,"Amazon Digital Services,  Inc.",47,indie,160
143.52,334.88,4.5,genre fiction,478.4,(Indie Publisher),0.0,2.99,567,"Amazon Digital Services,  Inc.",8,indie,160
319.68,319.68,4.02,genre fiction,1598.4,Knopf,959.04,9.99,568,Random House LLC,603,big five,160
142.623,332.787,4.44,fiction,475.41,(Indie Publisher),0.0,2.99,570,"Amazon Digital Services,  Inc.",364,indie,159
102.3165,55.0935,4.34,genre fiction,157.41,(Indie Publisher),0.0,0.99,571,"Amazon Digital Services,  Inc.",80,indie,159
142.623,332.787,4.66,genre fiction,475.41,(Indie Publisher),0.0,2.99,572,"Amazon Digital Services,  Inc.",21,indie,159
126.882,126.882,4.0,genre fiction,634.41,"Little, Brown and Company",380.646,3.99,572,Hachette Book Group,647,big five,159
62.884,62.884,4.59,genre fiction,314.42,Pocket Books,188.652,1.99,574,Simon and Schuster Digital Sales Inc,107,big five,158
227.204,227.204,4.55,genre fiction,1136.02,(Small or Medium Publisher),681.612,7.19,575,"Amazon Digital Services,  Inc.",576,small/medium,158
94.484,94.484,4.44,genre fiction,472.42,(Single-Author Publisher),283.452,2.99,576,"Amazon Digital Services,  Inc.",25,single author,158
284.084,284.084,4.06,fiction,1420.42,Harper,852.252,8.99,577,HarperCollins Publishers,541,big five,158
140.829,328.601,4.36,genre fiction,469.43,(Indie Publisher),0.0,2.99,578,"Amazon Digital Services,  Inc.",19,indie,157
101.0295,54.4005,5.0,genre fiction,155.43,(Indie Publisher),0.0,0.99,580,"Amazon Digital Services,  Inc.",1,indie,157
294.846,294.846,4.2,nonfiction,1474.23,(Small or Medium Publisher),884.538,9.39,581,"Amazon Digital Services,  Inc.",238,small/medium,157
100.386,54.054,5.0,genre fiction,154.44,(Indie Publisher),0.0,0.99,585,"Amazon Digital Services,  Inc.",9,indie,156
155.688,155.688,4.31,nonfiction,778.44,Three Rivers Press,467.064,4.99,585,Random House LLC,1323,big five,156
133.848,133.848,4.31,nonfiction,669.24,Zondervan,401.544,4.29,586,HarperCollins Publishing,1188,big five,156
421.29,421.29,4.27,genre fiction,2106.45,William Morrow,1263.87,13.59,589,HarperCollins Publishers,48,big five,155
185.535,432.915,4.73,genre fiction,618.45,(Indie Publisher),0.0,3.99,589,"Amazon Digital Services,  Inc.",84,indie,155
246.092,246.092,3.9,nonfiction,1230.46,Penguin Books,738.276,7.99,591,Penguin Group (USA) LLC,399,big five,154
184.338,430.122,4.84,genre fiction,614.46,(Indie Publisher),0.0,3.99,592,"Amazon Digital Services,  Inc.",19,indie,154
138.138,322.322,4.01,genre fiction,460.46,(Indie Publisher),0.0,2.99,594,"Amazon Digital Services,  Inc.",145,indie,154
499.499,268.961,3.86,genre fiction,768.46,47North,0.0,4.99,594,"Amazon Digital Services,  Inc.",255,amazon,154
233.464,233.464,4.23,genre fiction,1167.32,Jove,700.392,7.58,595,Penguin Group (USA) LLC,1081,big five,154
183.141,427.329,4.87,genre fiction,610.47,(Indie Publisher),0.0,3.99,596,"Amazon Digital Services,  Inc.",104,indie,153
30.294,30.294,0.0,genre fiction,151.47,(Single-Author Publisher),90.882,0.99,597,"Amazon Digital Services,  Inc.",0,single author,153
98.4555,53.0145,4.92,genre fiction,151.47,(Indie Publisher),0.0,0.99,598,"Amazon Digital Services,  Inc.",26,indie,153
235.314,235.314,3.99,genre fiction,1176.57,Jove,705.942,7.69,600,Penguin Group (USA) LLC,940,big five,153
323.76,323.76,1.9,genre fiction,1618.8,Putnam Adult,971.28,10.65,601,Penguin Group (USA) LLC,798,big five,152
222.224,222.224,4.13,genre fiction,1111.12,Jove,666.672,7.31,603,Penguin Group (USA) LLC,839,big five,152
182.096,182.096,3.83,genre fiction,910.48,Pocket Books,546.288,5.99,603,Simon and Schuster Digital Sales Inc,145,big five,152
97.1685,52.3215,5.0,genre fiction,149.49,(Indie Publisher),0.0,0.99,605,"Amazon Digital Services,  Inc.",10,indie,151
30.2,30.2,4.33,genre fiction,151.0,(Single-Author Publisher),90.6,1.0,607,"Amazon Digital Services,  Inc.",3,single author,151
132.276,132.276,4.34,genre fiction,661.38,(Small or Medium Publisher),396.828,4.38,608,"Amazon Digital Services,  Inc.",115,small/medium,151
301.698,301.698,4.36,nonfiction,1508.49,(Small or Medium Publisher),905.094,9.99,608,"Amazon Digital Services,  Inc.",1904,small/medium,151
225.0,225.0,3.98,genre fiction,1125.0,Dutton Adult,675.0,7.5,610,Penguin Group (USA) LLC,2162,big five,150
389.025,209.475,4.3,genre fiction,598.5,Montlake Romance,0.0,3.99,611,"Amazon Digital Services,  Inc.",382,amazon,150
118.902,118.902,3.72,genre fiction,594.51,Berkley,356.706,3.99,615,Penguin Group (USA) LLC,1473,big five,149
118.902,118.902,4.31,genre fiction,594.51,Atria Books,356.706,3.99,615,Simon and Schuster Digital Sales Inc,4127,big five,149
297.702,297.702,4.3,nonfiction,1488.51,Zondervan,893.106,9.99,616,HarperCollins Publishing,259,big five,149
178.353,416.157,4.82,fiction,594.51,(Indie Publisher),0.0,3.99,616,"Amazon Digital Services,  Inc.",64,indie,149
285.484,285.484,4.76,children,1427.42,(Small or Medium Publisher),856.452,9.58,617,"Amazon Digital Services,  Inc.",2946,small/medium,149
228.808,228.808,4.56,genre fiction,1144.04,St. Martin's Griffin,686.424,7.73,619,Macmillan,791,big five,148
95.238,51.282,4.62,genre fiction,146.52,(Indie Publisher),0.0,0.99,620,"Amazon Digital Services,  Inc.",45,indie,148
132.756,309.764,0.0,genre fiction,442.52,(Indie Publisher),0.0,2.99,622,"Amazon Digital Services,  Inc.",0,indie,148
29.106,29.106,4.3,genre fiction,145.53,(Single-Author Publisher),87.318,0.99,624,"Amazon Digital Services,  Inc.",73,single author,147
399.546,399.546,0.0,genre fiction,1997.73,Harper Voyager,1198.638,13.59,624,HarperCollins Publishers,0,big five,147
94.5945,50.9355,3.92,genre fiction,145.53,(Indie Publisher),0.0,0.99,625,"Amazon Digital Services,  Inc.",56,indie,147
131.859,307.671,4.62,genre fiction,439.53,(Indie Publisher),0.0,2.99,625,"Amazon Digital Services,  Inc.",27,indie,147
87.906,87.906,4.77,genre fiction,439.53,(Single-Author Publisher),263.718,2.99,626,"Amazon Digital Services,  Inc.",35,single author,147
214.914,214.914,4.33,genre fiction,1074.57,Jove,644.742,7.31,627,Penguin Group (USA) LLC,787,big five,147
135.196,135.196,4.34,genre fiction,675.98,Grand Central Publishing,405.588,4.63,628,Hachette Book Group,900,big five,146
174.762,407.778,4.52,genre fiction,582.54,(Indie Publisher),0.0,3.99,629,"Amazon Digital Services,  Inc.",34,indie,146
219.584,219.584,4.61,nonfiction,1097.92,(Small or Medium Publisher),658.752,7.52,629,"Amazon Digital Services,  Inc.",861,small/medium,146
233.308,233.308,4.48,nonfiction,1166.54,Vintage,699.924,7.99,630,Random House LLC,814,big five,146
250.244,250.244,4.5,genre fiction,1251.22,(Small or Medium Publisher),750.732,8.57,631,"Amazon Digital Services,  Inc.",81,small/medium,146
93.951,50.589,4.84,genre fiction,144.54,(Indie Publisher),0.0,0.99,631,"Amazon Digital Services,  Inc.",19,indie,146
133.11,133.11,3.46,genre fiction,665.55,Berkley,399.33,4.59,632,Penguin Group (USA) LLC,377,big five,145
217.065,506.485,4.61,fiction,723.55,(Indie Publisher),0.0,4.99,632,"Amazon Digital Services,  Inc.",1036,indie,145
198.07,198.07,4.13,genre fiction,990.35,Simon & Schuster,594.21,6.83,634,Simon and Schuster Digital Sales Inc,296,big five,145
289.71,289.71,0.0,children,1448.55,(Small or Medium Publisher),869.13,9.99,635,"Amazon Digital Services,  Inc.",0,small/medium,145
173.71,173.71,4.26,genre fiction,868.55,Grand Central Publishing,521.13,5.99,636,Hachette Book Group,3071,big five,145
226.944,226.944,4.4,genre fiction,1134.72,"Little, Brown and Company",680.832,7.88,637,Hachette Book Group,2048,big five,144
370.8705,199.6995,3.78,genre fiction,570.57,Thomas & Mercer,0.0,3.99,641,"Amazon Digital Services,  Inc.",237,amazon,143
285.714,285.714,4.17,fiction,1428.57,Plume,857.142,9.99,642,Penguin Group (USA) LLC,566,big five,143
214.5,214.5,4.37,nonfiction,1072.5,Random House,643.5,7.5,645,Random House LLC,1576,big five,143
460.577,248.003,4.58,genre fiction,708.58,Skyscape,0.0,4.99,646,"Amazon Digital Services,  Inc.",1600,amazon,142
312.116,312.116,3.73,genre fiction,1560.58,Dutton Adult,936.348,10.99,647,Penguin Group (USA) LLC,23,big five,142
193.972,193.972,4.64,genre fiction,969.86,Dell,581.916,6.83,649,Random House LLC,948,big five,142
168.777,393.813,4.82,genre fiction,562.59,(Indie Publisher),0.0,3.99,651,"Amazon Digital Services,  Inc.",29,indie,141
27.918,27.918,4.38,genre fiction,139.59,Loveswept,83.754,0.99,652,Random House LLC,21,big five,141
206.142,206.142,4.48,genre fiction,1030.71,Razorbill,618.426,7.31,652,Penguin Group (USA) LLC,386,big five,141
365.6835,196.9065,4.19,genre fiction,562.59,Montlake Romance,0.0,3.99,653,"Amazon Digital Services,  Inc.",571,amazon,141
167.58,391.02,4.78,fiction,558.6,(Indie Publisher),0.0,3.99,655,"Amazon Digital Services,  Inc.",60,indie,140
83.72,83.72,4.92,genre fiction,418.6,(Small or Medium Publisher),251.16,2.99,658,"Amazon Digital Services,  Inc.",25,small/medium,140
279.72,279.72,4.17,genre fiction,1398.6,(Small or Medium Publisher),839.16,9.99,658,"Amazon Digital Services,  Inc.",201,small/medium,140
454.09,244.51,4.55,genre fiction,698.6,Skyscape,0.0,4.99,659,"Amazon Digital Services,  Inc.",672,amazon,140
89.4465,48.1635,4.27,nonfiction,137.61,(Indie Publisher),0.0,0.99,661,"Amazon Digital Services,  Inc.",492,indie,139
450.8465,242.7635,4.59,genre fiction,693.61,Skyscape,0.0,4.99,663,"Amazon Digital Services,  Inc.",1196,amazon,139
145.176,145.176,4.33,genre fiction,725.88,Razorbill,435.528,5.26,665,Penguin Group (USA) LLC,1533,big five,138
303.324,303.324,0.0,genre fiction,1516.62,Putnam Adult,909.972,10.99,666,Penguin Group (USA) LLC,0,big five,138
191.544,191.544,4.11,genre fiction,957.72,Delacorte Press,574.632,6.94,668,Random House LLC,615,big five,138
218.926,218.926,4.27,genre fiction,1094.63,"Little, Brown and Company",656.778,7.99,671,Hachette Book Group,1167,big five,137
167.28,167.28,4.31,genre fiction,836.4,(Small or Medium Publisher),501.84,6.15,675,"Amazon Digital Services,  Inc.",16,small/medium,136
367.608,857.752,4.96,nonfiction,1225.36,(Indie Publisher),0.0,9.01,675,"Amazon Digital Services,  Inc.",27,indie,136
352.716,189.924,4.35,genre fiction,542.64,Montlake Romance,0.0,3.99,676,"Amazon Digital Services,  Inc.",3854,amazon,136
86.8725,46.7775,4.4,genre fiction,133.65,(Indie Publisher),0.0,0.99,679,"Amazon Digital Services,  Inc.",5,indie,135
350.1225,188.5275,3.48,genre fiction,538.65,Thomas & Mercer,0.0,3.99,680,"Amazon Digital Services,  Inc.",549,amazon,135
161.73,161.73,4.37,genre fiction,808.65,Bantam,485.19,5.99,681,Random House LLC,1091,big five,135
174.736,174.736,4.45,nonfiction,873.68,(Small or Medium Publisher),524.208,6.52,682,"Amazon Digital Services,  Inc.",2105,small/medium,134
238.252,238.252,4.0,genre fiction,1191.26,Grand Central Publishing,714.756,8.89,684,Hachette Book Group,29,big five,134
431.3855,232.2845,4.21,genre fiction,663.67,Thomas & Mercer,0.0,4.99,688,"Amazon Digital Services,  Inc.",880,amazon,133
159.201,371.469,4.28,genre fiction,530.67,(Indie Publisher),0.0,3.99,689,"Amazon Digital Services,  Inc.",103,indie,133
79.534,79.534,5.0,fiction,397.67,Debbie Macomber Books,238.602,2.99,690,Random House LLC,2,big five,133
118.404,276.276,4.69,genre fiction,394.68,(Indie Publisher),0.0,2.99,692,"Amazon Digital Services,  Inc.",176,indie,132
118.404,276.276,4.8,fiction,394.68,(Indie Publisher),0.0,2.99,692,"Amazon Digital Services,  Inc.",162,indie,132
78.936,78.936,5.0,genre fiction,394.68,(Small or Medium Publisher),236.808,2.99,693,"Amazon Digital Services,  Inc.",18,small/medium,132
237.204,553.476,4.71,genre fiction,790.68,(Indie Publisher),0.0,5.99,693,"Amazon Digital Services,  Inc.",1706,indie,132
158.004,368.676,4.49,fiction,526.68,(Indie Publisher),0.0,3.99,693,"Amazon Digital Services,  Inc.",69,indie,132
26.136,26.136,4.56,genre fiction,130.68,(Small or Medium Publisher),78.408,0.99,694,"Amazon Digital Services,  Inc.",41,small/medium,132
65.472,65.472,4.57,children,327.36,Random House/Disney,196.416,2.48,694,Random House LLC,49,big five,132
118.404,276.276,4.73,genre fiction,394.68,(Indie Publisher),0.0,2.99,695,"Amazon Digital Services,  Inc.",345,indie,132
52.138,52.138,3.93,genre fiction,260.69,Gallery Books,156.414,1.99,696,Simon and Schuster Digital Sales Inc,101,big five,131
279.03,279.03,4.66,genre fiction,1395.15,"Little, Brown and Company",837.09,10.65,698,Hachette Book Group,122,big five,131
25.938,25.938,4.75,nonfiction,129.69,(Single-Author Publisher),77.814,0.99,699,"Amazon Digital Services,  Inc.",193,single author,131
52.138,52.138,4.16,nonfiction,260.69,Harper,156.414,1.99,700,HarperCollins Publishers,230,big five,131
98.54,98.54,4.5,genre fiction,492.7,Entangled: Brazen,295.62,3.79,701,Macmillan,641,big five,130
51.74,51.74,4.24,genre fiction,258.7,Bantam,155.22,1.99,703,Random House LLC,278,big five,130
331.24,331.24,0.0,genre fiction,1656.2,St. Martin's Press,993.72,12.74,704,Macmillan,0,big five,130
154.413,360.297,4.61,genre fiction,514.71,(Indie Publisher),0.0,3.99,705,"Amazon Digital Services,  Inc.",284,indie,129
83.0115,44.6985,4.78,genre fiction,127.71,(Indie Publisher),0.0,0.99,707,"Amazon Digital Services,  Inc.",38,indie,129
25.542,25.542,4.75,nonfiction,127.71,(Single-Author Publisher),76.626,0.99,707,"Amazon Digital Services,  Inc.",32,single author,129
83.0115,44.6985,3.0,genre fiction,127.71,(Indie Publisher),0.0,0.99,708,"Amazon Digital Services,  Inc.",2,indie,129
83.0115,44.6985,3.92,genre fiction,127.71,(Indie Publisher),0.0,0.99,709,"Amazon Digital Services,  Inc.",14,indie,129
177.152,177.152,3.86,genre fiction,885.76,Berkley,531.456,6.92,710,Penguin Group (USA) LLC,564,big five,128
177.664,177.664,4.73,children,888.32,(Small or Medium Publisher),532.992,6.94,710,"Amazon Digital Services,  Inc.",1420,small/medium,128
294.144,294.144,3.47,genre fiction,1470.72,Knopf,882.432,11.49,711,Random House LLC,775,big five,128
157.44,157.44,4.4,genre fiction,787.2,(Small or Medium Publisher),472.32,6.15,712,"Amazon Digital Services,  Inc.",40,small/medium,128
25.344,25.344,4.13,genre fiction,126.72,(Single-Author Publisher),76.032,0.99,713,"Amazon Digital Services,  Inc.",37,single author,128
230.656,230.656,4.55,genre fiction,1153.28,Harper,691.968,9.01,713,HarperCollins Publishers,849,big five,128
168.656,168.656,3.98,genre fiction,843.28,Grand Central Publishing,505.968,6.64,714,Hachette Book Group,668,big five,127
279.146,279.146,4.25,genre fiction,1395.73,Putnam Adult,837.438,10.99,716,Penguin Group (USA) LLC,16,big five,127
25.146,25.146,4.62,genre fiction,125.73,(Single-Author Publisher),75.438,0.99,716,"Amazon Digital Services,  Inc.",110,single author,127
152.019,354.711,4.68,genre fiction,506.73,(Indie Publisher),0.0,3.99,717,"Amazon Digital Services,  Inc.",61,indie,127
326.781,175.959,3.94,genre fiction,502.74,Thomas & Mercer,0.0,3.99,719,"Amazon Digital Services,  Inc.",631,amazon,126
81.081,43.659,4.61,genre fiction,124.74,(Indie Publisher),0.0,0.99,720,"Amazon Digital Services,  Inc.",18,indie,126
239.75,239.75,4.64,genre fiction,1198.75,HarperCollins,719.25,9.59,724,HarperCollins Publishers,85,big five,125
225.5,225.5,4.43,genre fiction,1127.5,Delacorte Press,676.5,9.02,725,Random House LLC,992,big five,125
24.552,24.552,3.3,genre fiction,122.76,(Small or Medium Publisher),73.656,0.99,728,"Amazon Digital Services,  Inc.",49,small/medium,124
111.228,259.532,4.59,genre fiction,370.76,(Indie Publisher),0.0,2.99,730,"Amazon Digital Services,  Inc.",161,indie,124
24.354,24.354,4.01,genre fiction,121.77,(Small or Medium Publisher),73.062,0.99,733,"Amazon Digital Services,  Inc.",61,small/medium,123
24.354,24.354,3.92,genre fiction,121.77,Ballantine Books,73.062,0.99,736,Random House LLC,27,big five,123
194.956,194.956,4.52,genre fiction,974.78,Bantam,584.868,7.99,737,Random House LLC,707,big five,122
24.156,24.156,3.25,genre fiction,120.78,Pocket Star,72.468,0.99,738,Simon and Schuster Digital Sales Inc,20,big five,122
219.356,219.356,4.46,genre fiction,1096.78,Ballantine Books,658.068,8.99,739,Random House LLC,2378,big five,122
97.356,97.356,4.31,genre fiction,486.78,(Single-Author Publisher),292.068,3.99,740,"Amazon Digital Services,  Inc.",61,single author,122
193.358,193.358,4.46,genre fiction,966.79,Bantam,580.074,7.99,741,Random House LLC,680,big five,121
186.098,186.098,4.17,genre fiction,930.49,Signet,558.294,7.69,743,Penguin Group (USA) LLC,496,big five,121
