quantity,questions,exclaims,hour,month,day,length
1,2.0,0.0,02,02,02,1039
1,1.0,1.0,15,10,06,2792
3,0.0,0.0,15,03,02,397
7,1.0,0.0,05,04,02,3745
1,0.0,1.0,08,10,04,3318
1,0.0,0.0,12,09,06,831
1,0.0,0.0,23,09,02,5020
12,5.0,1.0,17,02,02,1385
1,6.0,1.0,17,01,01,1530
1,0.0,0.0,02,09,02,1323
3,0.0,0.0,06,02,01,484
1,0.0,0.0,04,05,00,103
1,0.0,0.0,09,08,02,906
1,4.0,0.0,13,11,03,985
1,1.0,1.0,19,06,01,2155
4,0.0,0.0,06,07,01,602
7,9.0,0.0,04,09,00,887
1,0.0,0.0,11,05,02,378
22,1.0,0.0,14,05,05,1148
4,1.0,0.0,16,11,00,591
1,0.0,0.0,18,05,06,1139
1,0.0,0.0,14,10,01,195
2,4.0,0.0,21,01,04,783
2,1.0,0.0,02,02,01,721
1,0.0,0.0,05,10,03,2894
1,0.0,0.0,02,03,00,4107
1,0.0,1.0,12,10,02,719
7,0.0,0.0,04,08,03,2714
1,0.0,1.0,05,05,01,1285
1,0.0,0.0,09,04,01,577
1,1.0,1.0,15,04,01,181
1,0.0,0.0,10,04,01,922
1,0.0,1.0,16,12,01,661
1,0.0,1.0,09,09,04,1462
1,0.0,0.0,23,10,06,4067
1,0.0,0.0,06,09,00,1264
5,1.0,0.0,04,02,02,525
4,0.0,0.0,20,02,05,699
1,0.0,0.0,04,04,02,441
1,0.0,2.0,08,05,01,1255
1,0.0,1.0,05,11,01,1093
1,0.0,2.0,04,02,04,701
1,5.0,4.0,15,08,04,7769
1,0.0,0.0,11,06,01,1165
9,0.0,0.0,12,04,04,0
2,0.0,0.0,10,11,01,2760
1,4.0,0.0,10,01,01,3250
1,0.0,2.0,07,01,03,1711
2,4.0,2.0,02,06,03,2502
4,1.0,0.0,09,02,01,902
2,0.0,0.0,06,10,06,4497
8,2.0,0.0,09,10,04,1178
1,0.0,0.0,02,07,03,371
24,0.0,0.0,07,07,05,933
1,5.0,0.0,03,07,02,1058
1,0.0,1.0,13,12,01,709
1,0.0,0.0,07,04,04,889
2,6.0,4.0,05,11,02,233
1,1.0,0.0,13,04,06,986
13,0.0,0.0,16,09,03,809
29,2.0,0.0,02,04,06,437
5,5.0,0.0,11,08,03,1426
1,0.0,1.0,10,09,01,712
1,1.0,0.0,05,03,05,384
1,2.0,3.0,07,03,00,785
3,1.0,0.0,16,03,00,896
1,3.0,0.0,07,01,02,684
1,1.0,1.0,08,07,00,903
1,1.0,0.0,13,06,00,1430
1,0.0,0.0,14,10,06,1217
2,0.0,0.0,16,06,01,429
1,0.0,0.0,12,01,03,1099
1,0.0,0.0,02,08,04,366
1,1.0,1.0,14,04,04,518
1,3.0,0.0,15,01,05,583
2,0.0,0.0,04,12,04,291
2,0.0,0.0,05,06,06,1290
1,6.0,0.0,16,06,01,455
2,0.0,0.0,18,04,06,755
2,0.0,0.0,15,10,05,274
3,1.0,0.0,05,08,01,202
1,2.0,0.0,03,07,02,621
1,0.0,0.0,12,01,04,802
1,0.0,1.0,14,02,04,648
1,0.0,1.0,12,09,03,150
1,0.0,0.0,10,07,04,1209
19,1.0,0.0,19,06,02,1526
7,0.0,0.0,12,11,06,611
2,0.0,0.0,19,01,01,149
1,0.0,0.0,08,07,04,2074
3,1.0,0.0,13,11,00,322
1,0.0,0.0,02,10,02,714
1,0.0,0.0,11,01,03,411
1,0.0,0.0,11,05,01,2223
1,2.0,2.0,06,02,03,853
1,0.0,0.0,21,05,02,39
1,0.0,0.0,06,03,00,566
1,0.0,0.0,11,06,03,1051
1,2.0,2.0,07,03,01,2233
1,0.0,0.0,08,02,00,473
2,0.0,1.0,06,02,02,90
2,1.0,0.0,10,02,01,631
1,0.0,0.0,02,05,01,1261
1,4.0,0.0,09,02,04,5990
1,0.0,0.0,05,03,04,495
1,3.0,0.0,07,04,00,428
1,0.0,0.0,04,05,00,1460
1,1.0,0.0,10,10,00,413
1,0.0,0.0,12,02,00,569
2,0.0,0.0,02,07,04,421
1,0.0,0.0,12,01,04,701
4,3.0,1.0,14,12,04,2525
1,0.0,0.0,08,01,04,202
1,0.0,0.0,07,04,03,712
1,0.0,0.0,11,11,02,1054
1,0.0,0.0,17,03,01,1062
1,1.0,0.0,03,04,03,1012
1,0.0,1.0,05,11,04,2103
1,3.0,0.0,14,05,03,1885
1,7.0,0.0,14,09,02,1277
1,0.0,1.0,02,08,05,150
1,2.0,0.0,01,04,02,2422
2,0.0,0.0,09,11,05,834
1,0.0,2.0,17,09,01,1541
1,0.0,0.0,03,08,04,659
2,7.0,0.0,03,03,00,659
2,0.0,0.0,15,07,00,109
2,0.0,0.0,03,04,01,1283
1,2.0,0.0,04,09,02,1153
1,0.0,0.0,10,08,03,1173
1,1.0,0.0,03,04,04,3854
1,0.0,0.0,07,01,04,798
17,0.0,4.0,04,02,01,233
1,1.0,1.0,03,03,04,777
2,6.0,2.0,13,02,05,897
4,0.0,0.0,09,12,02,820
1,0.0,0.0,09,01,00,737
1,1.0,0.0,13,06,01,531
1,0.0,0.0,16,01,01,2107
13,2.0,0.0,09,12,06,2357
1,0.0,0.0,07,02,02,1203
3,5.0,1.0,08,05,03,1620
1,0.0,1.0,11,01,00,1660
1,0.0,0.0,16,10,04,417
1,0.0,0.0,05,01,02,3542
11,0.0,0.0,17,10,01,504
1,2.0,0.0,11,01,01,946
1,1.0,0.0,07,08,01,258
3,0.0,0.0,05,02,04,3081
1,2.0,0.0,07,06,06,1068
2,0.0,0.0,04,03,02,847
1,0.0,1.0,23,02,00,786
1,0.0,0.0,11,08,04,958
1,0.0,2.0,02,05,04,221
1,0.0,0.0,03,10,04,1028
1,0.0,0.0,03,12,02,551
1,0.0,0.0,09,11,01,526
1,0.0,0.0,04,10,03,0
1,0.0,0.0,06,05,02,138
1,4.0,0.0,06,06,03,3793
1,0.0,0.0,08,04,00,39
2,1.0,0.0,12,05,03,797
1,0.0,2.0,02,08,02,1350
1,0.0,2.0,13,03,04,949
2,3.0,0.0,10,12,00,656
2,1.0,0.0,16,06,03,1119
1,0.0,0.0,18,04,01,1822
11,2.0,1.0,10,12,01,2294
1,0.0,0.0,08,08,00,55
1,0.0,0.0,13,03,04,125
2,5.0,2.0,12,01,03,1003
1,0.0,0.0,19,11,04,1108
1,2.0,0.0,10,01,01,77
1,0.0,1.0,05,06,04,760
1,0.0,0.0,00,03,01,171
1,0.0,0.0,04,03,03,1344
1,3.0,0.0,16,01,01,569
11,2.0,0.0,11,07,03,3372
1,0.0,0.0,09,11,00,3225
1,0.0,1.0,11,03,03,213
1,0.0,0.0,04,01,00,89
1,4.0,0.0,13,07,04,1321
15,2.0,0.0,12,05,00,987
2,0.0,0.0,06,06,00,637
1,0.0,0.0,09,02,04,1067
2,1.0,1.0,06,11,01,382
2,1.0,1.0,03,11,02,298
1,0.0,0.0,11,04,05,694
1,0.0,0.0,20,06,01,587
1,0.0,1.0,01,02,00,1518
4,0.0,0.0,05,12,00,143
1,2.0,0.0,02,10,03,969
1,0.0,0.0,11,08,03,898
6,2.0,0.0,12,09,06,800
1,5.0,0.0,03,03,05,1804
1,0.0,3.0,17,09,02,391
9,7.0,0.0,07,09,01,1077
1,0.0,0.0,16,01,06,1421
1,0.0,0.0,14,08,02,1733
20,0.0,0.0,05,11,04,371
1,0.0,0.0,15,12,00,485
1,0.0,2.0,06,02,01,975
1,0.0,0.0,16,01,03,510
1,1.0,0.0,07,04,03,60
1,0.0,2.0,04,11,00,109
7,0.0,0.0,03,04,02,209
2,3.0,0.0,06,07,04,824
1,0.0,0.0,10,03,02,833
1,0.0,2.0,10,01,00,812
1,0.0,0.0,12,11,06,1304
1,0.0,0.0,02,12,00,3636
2,1.0,0.0,05,08,04,309
1,0.0,0.0,03,02,01,1208
1,0.0,0.0,04,10,04,88
1,0.0,0.0,08,02,04,562
1,3.0,0.0,08,02,00,1042
1,0.0,1.0,08,02,04,3274
5,2.0,0.0,04,10,04,924
1,2.0,0.0,04,01,02,425
1,2.0,0.0,14,09,02,1338
1,1.0,0.0,05,06,03,1490
1,0.0,0.0,18,07,02,1174
2,0.0,1.0,07,08,04,1886
1,0.0,1.0,04,03,04,406
1,0.0,0.0,06,03,01,1042
1,0.0,0.0,14,02,00,204
1,0.0,0.0,11,04,03,207
1,1.0,0.0,15,02,01,1751
1,0.0,2.0,08,03,00,1405
2,1.0,0.0,14,12,06,279
1,0.0,1.0,07,09,02,335
1,0.0,0.0,07,02,02,697
1,0.0,0.0,06,01,02,643
1,0.0,0.0,13,05,05,1003
1,0.0,1.0,05,09,02,1291
1,0.0,0.0,12,05,01,177
1,2.0,0.0,11,01,02,3250
1,0.0,0.0,12,10,00,276
1,0.0,0.0,06,01,03,496
1,0.0,0.0,13,07,00,1372
1,0.0,1.0,15,10,06,793
1,0.0,1.0,13,01,03,271
1,1.0,0.0,17,06,04,883
1,0.0,0.0,07,06,03,412
1,0.0,2.0,03,09,00,1704
1,0.0,1.0,05,10,04,2867
2,0.0,0.0,10,04,01,967
1,0.0,0.0,01,03,04,1176
1,0.0,2.0,07,10,00,937
1,0.0,0.0,14,10,00,1188
3,0.0,0.0,09,04,00,7520
1,0.0,1.0,16,11,00,702
1,0.0,1.0,11,05,03,1675
1,0.0,0.0,15,01,03,1091
1,1.0,0.0,16,01,03,3336
1,3.0,1.0,11,08,04,1980
1,0.0,0.0,18,07,01,1203
1,1.0,0.0,10,09,02,71
1,0.0,0.0,12,05,05,421
1,3.0,1.0,09,06,01,880
1,0.0,0.0,01,04,05,669
2,1.0,1.0,06,01,03,202
14,1.0,0.0,07,07,01,457
1,1.0,0.0,11,09,01,879
1,0.0,0.0,01,04,03,316
8,0.0,0.0,06,01,02,3153
1,0.0,1.0,05,08,04,586
1,1.0,2.0,18,08,05,1051
1,0.0,0.0,08,03,06,1399
1,0.0,4.0,05,07,00,2136
3,2.0,0.0,06,06,04,780
1,1.0,0.0,05,02,00,889
11,0.0,1.0,07,07,01,1078
2,0.0,0.0,12,03,02,1330
1,0.0,1.0,15,12,00,880
1,0.0,1.0,15,05,04,2126
2,0.0,2.0,09,01,03,971
4,1.0,0.0,18,01,06,591
1,1.0,0.0,07,04,00,1315
1,1.0,0.0,15,06,06,1531
1,0.0,2.0,13,04,04,1391
1,1.0,1.0,16,02,00,1394
1,0.0,1.0,04,08,00,973
1,0.0,0.0,08,05,00,1074
5,0.0,1.0,17,04,04,3380
1,0.0,0.0,04,03,02,2811
1,0.0,3.0,11,03,04,1969
1,0.0,0.0,05,02,04,246
1,1.0,0.0,04,03,01,944
2,1.0,0.0,03,04,00,171
1,0.0,1.0,12,10,00,351
1,0.0,0.0,03,02,04,2401
1,1.0,0.0,10,11,00,416
1,4.0,0.0,05,03,02,30021
1,0.0,0.0,09,05,00,935
1,1.0,1.0,18,05,01,700
1,3.0,1.0,06,05,00,651
1,0.0,0.0,21,06,02,32
1,0.0,0.0,13,09,03,3029
1,0.0,0.0,12,10,02,845
2,0.0,0.0,08,03,03,35
1,0.0,0.0,17,01,03,425
8,1.0,0.0,03,09,01,2390
1,0.0,0.0,09,01,00,200
2,0.0,0.0,06,11,01,369
7,0.0,0.0,16,01,04,581
1,0.0,0.0,08,02,04,997
1,3.0,0.0,05,09,04,599
1,0.0,0.0,01,03,06,1209
1,0.0,0.0,08,04,03,758
1,2.0,1.0,12,01,01,1242
1,9.0,0.0,17,01,02,4440
1,1.0,0.0,20,01,00,1796
1,0.0,2.0,14,03,03,830
1,0.0,0.0,04,01,01,1356
1,0.0,2.0,04,03,02,496
3,2.0,0.0,10,02,04,1618
1,0.0,3.0,16,10,06,6858
1,0.0,0.0,11,05,02,465
1,0.0,0.0,13,04,04,47
1,0.0,0.0,00,07,06,918
1,0.0,0.0,00,07,01,177
1,0.0,0.0,19,12,01,510
2,4.0,3.0,10,05,03,6383
2,1.0,0.0,12,05,03,423
1,0.0,0.0,11,03,01,709
1,0.0,0.0,07,09,03,2117
1,8.0,0.0,06,01,03,1730
1,0.0,0.0,08,03,03,65
1,1.0,0.0,12,05,04,221
1,1.0,0.0,10,11,02,774
1,0.0,1.0,08,02,01,1282
4,5.0,0.0,07,11,01,2903
1,0.0,0.0,01,11,00,2362
1,0.0,2.0,06,05,05,755
1,0.0,0.0,15,04,00,1880
1,1.0,0.0,15,10,03,1067
1,0.0,0.0,06,04,01,1048
1,1.0,3.0,09,05,03,9914
1,5.0,0.0,18,09,00,1788
2,0.0,1.0,17,09,01,2104
4,0.0,2.0,19,03,00,577
27,0.0,0.0,10,10,03,1572
1,6.0,1.0,12,08,02,1775
2,3.0,0.0,07,07,00,1617
1,0.0,0.0,06,02,02,1027
1,0.0,0.0,01,01,06,1581
4,0.0,0.0,07,06,00,135
1,0.0,0.0,05,02,05,758
6,1.0,2.0,02,02,03,1946
2,0.0,0.0,12,09,01,1311
5,1.0,1.0,15,07,03,543
1,0.0,0.0,08,04,02,852
1,0.0,0.0,12,04,04,263
1,1.0,0.0,08,11,01,1141
2,1.0,1.0,03,02,00,586
1,2.0,0.0,07,11,00,391
2,0.0,0.0,04,03,03,263
1,1.0,0.0,15,01,03,733
1,1.0,0.0,01,06,01,743
1,0.0,0.0,02,03,02,2617
1,2.0,2.0,04,06,02,2468
5,4.0,3.0,16,08,02,2345
1,0.0,0.0,11,06,00,865
1,0.0,0.0,16,03,01,1919
1,0.0,0.0,20,06,03,121
1,0.0,0.0,06,10,00,1270
1,0.0,2.0,07,05,00,1095
3,0.0,0.0,00,02,01,1945
5,1.0,0.0,15,11,03,310
1,0.0,0.0,14,08,06,1198
1,0.0,0.0,06,08,02,751
1,3.0,0.0,10,05,01,1397
1,0.0,0.0,04,03,00,0
4,0.0,0.0,06,10,04,2998
1,0.0,0.0,13,05,01,2568
1,0.0,5.0,15,04,03,7820
1,0.0,0.0,07,03,02,614
1,1.0,0.0,04,02,04,1291
1,3.0,0.0,05,05,04,1243
1,2.0,0.0,14,05,06,1761
1,2.0,0.0,01,06,04,1222
1,0.0,2.0,07,04,00,1623
3,0.0,3.0,08,12,00,2942
1,1.0,0.0,06,12,00,1060
3,3.0,1.0,13,07,02,534
1,0.0,0.0,11,04,01,365
1,0.0,1.0,06,11,01,835
2,0.0,3.0,02,12,02,7632
1,2.0,3.0,05,01,01,1563
1,1.0,0.0,19,09,03,834
3,0.0,0.0,06,04,04,873
1,0.0,0.0,01,05,02,101
2,1.0,0.0,10,03,01,371
1,0.0,1.0,06,02,01,935
1,0.0,0.0,22,08,06,1006
2,1.0,0.0,09,02,03,93
1,5.0,1.0,17,03,00,2058
2,0.0,0.0,06,02,05,610
1,5.0,0.0,11,07,03,3134
2,0.0,0.0,09,06,02,21926
3,3.0,1.0,10,04,00,1328
2,0.0,0.0,11,11,04,340
1,0.0,0.0,08,08,02,452
1,0.0,1.0,12,03,00,3204
4,0.0,1.0,15,04,03,364
1,1.0,0.0,13,10,01,529
1,0.0,0.0,11,12,01,535
3,1.0,1.0,11,08,03,253
1,2.0,0.0,20,07,05,412
1,0.0,3.0,03,10,04,2435
1,0.0,1.0,17,03,04,1738
5,1.0,0.0,01,05,04,304
1,4.0,0.0,03,12,00,3035
33,2.0,0.0,09,04,01,815
1,0.0,0.0,12,03,05,174
1,0.0,2.0,16,01,03,638
1,0.0,0.0,14,06,05,887
3,0.0,4.0,07,09,03,526
3,0.0,0.0,04,11,04,72
1,0.0,1.0,09,08,01,1839
1,1.0,0.0,07,03,03,819
6,3.0,0.0,16,02,04,609
1,0.0,0.0,16,06,00,1707
2,1.0,1.0,09,01,04,1173
1,0.0,0.0,15,11,06,1311
1,0.0,0.0,13,02,03,145
17,1.0,0.0,05,03,03,307
1,0.0,0.0,14,08,06,2108
1,0.0,0.0,13,07,00,1186
1,0.0,0.0,08,04,04,641
1,1.0,1.0,18,01,02,643
1,1.0,0.0,15,09,02,194
1,0.0,1.0,12,11,00,446
1,0.0,0.0,05,05,03,600
1,0.0,0.0,06,01,02,1442
1,0.0,0.0,08,10,00,835
1,0.0,1.0,10,05,01,5006
3,1.0,0.0,08,02,02,255
1,7.0,2.0,22,11,03,995
2,1.0,3.0,12,02,01,3914
1,0.0,1.0,11,08,04,403
1,0.0,0.0,08,08,03,612
1,0.0,1.0,07,04,02,2241
3,1.0,0.0,11,03,03,1160
2,0.0,0.0,15,05,06,1533
10,0.0,0.0,13,12,04,0
2,0.0,0.0,18,02,05,896
1,1.0,0.0,00,03,00,751
1,4.0,3.0,08,10,04,1484
1,15.0,0.0,07,06,03,3315
1,0.0,0.0,23,12,01,920
7,1.0,0.0,08,07,01,543
3,2.0,0.0,16,12,01,1239
1,0.0,0.0,09,03,06,1053
1,2.0,0.0,09,05,03,1461
2,1.0,1.0,22,06,01,879
1,0.0,0.0,14,11,02,234
1,1.0,1.0,05,12,02,1728
1,0.0,0.0,12,12,01,692
2,0.0,0.0,05,01,02,31
5,0.0,0.0,20,12,05,571
3,0.0,1.0,06,01,01,1064
1,12.0,0.0,14,07,06,2810
1,0.0,0.0,02,02,05,730
1,0.0,0.0,20,05,04,210
10,2.0,0.0,05,03,03,632
7,0.0,0.0,06,02,01,5858
3,1.0,0.0,15,10,03,2952
1,1.0,2.0,21,10,02,764
1,1.0,2.0,08,04,02,933
1,0.0,0.0,06,06,04,1379
1,0.0,0.0,05,05,04,811
1,0.0,0.0,09,07,05,119
13,0.0,0.0,14,08,05,461
8,1.0,0.0,12,11,04,757
1,0.0,0.0,10,11,04,1064
2,0.0,0.0,14,10,06,381
1,0.0,0.0,08,01,04,268
1,0.0,0.0,08,05,02,2428
1,0.0,1.0,23,01,01,573
1,1.0,0.0,02,09,03,164
1,0.0,1.0,05,03,03,864
24,3.0,1.0,12,03,00,1686
1,0.0,0.0,00,11,00,403
1,4.0,3.0,14,02,02,2838
1,5.0,0.0,21,12,00,1708
2,0.0,1.0,06,06,00,3900
19,4.0,1.0,16,02,05,1921
1,0.0,0.0,03,02,01,294
1,0.0,0.0,10,07,03,1086
1,1.0,0.0,08,10,05,1266
1,0.0,0.0,04,04,00,574
1,0.0,0.0,11,08,03,544
1,0.0,0.0,03,11,01,1681
1,1.0,1.0,17,02,01,2194
1,0.0,0.0,11,05,04,2085
1,1.0,0.0,17,05,06,1279
2,0.0,0.0,12,10,03,687
1,3.0,0.0,11,08,03,787
1,0.0,2.0,16,01,01,1011
1,0.0,2.0,03,10,01,1243
1,0.0,1.0,11,01,06,827
1,13.0,3.0,06,09,01,6211
1,1.0,1.0,09,03,00,1163
1,0.0,0.0,13,07,04,456
1,0.0,0.0,08,10,02,455
1,1.0,1.0,20,03,04,836
1,0.0,0.0,21,05,03,1066
2,0.0,0.0,17,05,05,351
1,0.0,1.0,05,02,05,2494
1,0.0,0.0,08,06,05,415
1,1.0,0.0,09,10,00,546
1,1.0,0.0,04,01,04,4179
1,0.0,0.0,09,07,06,49
1,1.0,0.0,13,02,01,910
1,0.0,0.0,04,12,02,809
1,0.0,48.0,18,08,01,1290
1,0.0,0.0,08,11,04,819
1,2.0,0.0,07,08,02,689
5,2.0,0.0,05,10,01,302
1,2.0,1.0,10,04,04,6196
2,4.0,0.0,23,05,05,4705
2,0.0,0.0,08,07,03,395
1,1.0,0.0,07,10,00,455
1,0.0,1.0,12,01,00,1190
1,1.0,0.0,03,03,00,272
1,0.0,0.0,08,03,00,325
1,0.0,0.0,14,05,03,832
1,0.0,0.0,08,10,01,1234
1,0.0,0.0,00,04,01,0
1,1.0,1.0,11,02,00,1258
1,0.0,1.0,14,07,01,460
1,0.0,0.0,11,12,01,179
1,0.0,0.0,22,10,00,245
1,0.0,0.0,10,10,03,1029
10,3.0,4.0,18,05,03,2962
1,0.0,0.0,10,11,01,177
1,2.0,1.0,07,04,00,4662
1,0.0,0.0,11,02,05,681
1,1.0,1.0,19,10,00,956
1,0.0,3.0,03,02,01,1201
1,0.0,0.0,12,02,04,1306
1,2.0,1.0,15,01,03,1026
1,0.0,1.0,11,12,00,540
10,4.0,0.0,10,01,00,886
1,0.0,0.0,17,04,01,1568
6,8.0,0.0,06,11,05,5378
15,1.0,0.0,02,06,01,596
1,1.0,0.0,05,04,05,332
1,3.0,6.0,03,12,00,1888
12,0.0,0.0,04,04,05,574
5,1.0,0.0,05,09,04,341
1,1.0,0.0,23,11,06,695
1,1.0,0.0,06,05,01,243
1,0.0,0.0,00,11,05,185
1,1.0,0.0,11,11,00,591
1,5.0,2.0,09,01,02,954
1,0.0,0.0,08,04,02,1706
1,1.0,1.0,11,05,03,771
1,2.0,1.0,09,08,02,1485
7,1.0,0.0,05,04,02,2161
1,0.0,0.0,23,02,04,143
1,0.0,0.0,09,10,00,1435
1,2.0,1.0,09,12,00,352
1,0.0,0.0,08,03,03,269
1,0.0,0.0,23,07,03,321
1,0.0,0.0,13,08,01,790
1,1.0,0.0,11,06,00,492
13,2.0,0.0,07,10,00,414
2,1.0,0.0,03,09,05,380
4,0.0,0.0,03,01,00,808
1,0.0,1.0,11,10,01,679
1,0.0,0.0,04,07,00,1424
2,2.0,1.0,15,02,06,958
9,0.0,2.0,09,12,00,1491
1,1.0,0.0,05,11,06,826
1,2.0,0.0,11,09,01,1535
1,0.0,0.0,11,12,00,542
2,2.0,0.0,19,11,05,600
1,0.0,0.0,10,12,00,671
1,0.0,0.0,13,04,04,540
1,1.0,2.0,00,02,04,962
1,1.0,1.0,19,03,05,741
1,1.0,0.0,18,09,01,811
1,0.0,0.0,10,07,06,159
1,1.0,0.0,12,09,03,1188
1,1.0,1.0,17,09,02,2590
1,0.0,0.0,22,01,03,655
1,0.0,0.0,13,03,02,1756
1,0.0,0.0,11,02,06,400
2,8.0,2.0,07,07,01,1453
1,0.0,0.0,09,04,02,2241
5,0.0,0.0,11,09,05,353
2,0.0,0.0,07,04,05,876
1,0.0,0.0,03,06,01,93
1,1.0,0.0,10,11,05,1034
2,3.0,0.0,05,09,04,1171
1,0.0,0.0,16,04,00,0
1,0.0,4.0,11,12,00,1615
1,0.0,1.0,01,11,05,1332
1,2.0,0.0,14,07,00,659
1,0.0,0.0,17,07,01,442
3,1.0,2.0,18,04,00,764
2,0.0,0.0,08,03,03,687
1,1.0,0.0,12,04,06,764
1,0.0,1.0,04,03,02,525
1,0.0,4.0,07,08,00,1240
1,0.0,0.0,10,08,04,368
5,3.0,0.0,13,07,00,1105
1,0.0,0.0,04,02,00,1915
1,1.0,1.0,05,03,01,949
1,0.0,0.0,02,03,01,555
2,0.0,1.0,03,10,04,495
1,0.0,0.0,10,03,06,407
1,0.0,1.0,04,07,02,1283
1,0.0,0.0,11,05,00,740
3,9.0,2.0,09,05,04,1784
2,2.0,0.0,09,01,02,1141
1,0.0,0.0,20,01,04,465
1,0.0,0.0,01,04,04,478
1,0.0,0.0,07,06,02,170
1,0.0,1.0,12,04,00,914
1,1.0,0.0,16,02,02,2531
1,0.0,0.0,11,02,00,0
1,0.0,1.0,17,02,04,1743
1,0.0,0.0,15,02,02,801
1,0.0,1.0,17,02,04,1543
1,0.0,0.0,06,10,00,1194
1,0.0,0.0,17,02,03,422
1,0.0,0.0,10,11,04,118
1,3.0,1.0,17,07,00,24701
1,0.0,0.0,10,11,03,2464
1,0.0,0.0,16,05,03,2108
1,4.0,0.0,03,06,01,893
1,2.0,0.0,06,05,00,352
1,0.0,0.0,13,05,02,209
1,0.0,0.0,07,01,01,503
1,1.0,0.0,18,01,00,292
1,2.0,0.0,13,07,04,3765
1,0.0,0.0,17,11,02,542
1,0.0,0.0,09,02,04,1505
1,1.0,0.0,06,01,01,560
7,2.0,1.0,12,05,02,1123
3,0.0,0.0,10,12,01,2047
1,0.0,0.0,03,02,04,676
1,1.0,0.0,13,05,02,1505
1,1.0,1.0,05,05,01,574
1,0.0,0.0,19,06,02,933
1,0.0,0.0,09,02,02,648
1,0.0,0.0,07,02,05,583
1,0.0,2.0,07,06,04,1895
1,0.0,0.0,18,08,01,614
11,0.0,0.0,12,04,04,613
11,1.0,0.0,05,07,03,3384
1,0.0,0.0,17,12,01,341
1,1.0,0.0,16,02,02,357
11,4.0,1.0,04,11,06,2028
1,0.0,0.0,02,01,01,103
1,0.0,0.0,08,12,00,821
1,0.0,0.0,00,03,01,1424
1,0.0,1.0,05,10,04,1987
2,0.0,0.0,05,11,02,958
3,2.0,0.0,04,06,01,1405
1,1.0,0.0,10,03,02,447
1,0.0,0.0,07,12,06,0
1,1.0,0.0,05,01,00,890
11,6.0,0.0,05,03,01,6509
1,0.0,0.0,09,12,00,1193
1,3.0,0.0,03,11,00,795
1,0.0,0.0,11,11,04,1398
1,0.0,0.0,03,03,04,836
1,0.0,0.0,05,01,00,1652
1,0.0,0.0,04,04,01,807
1,0.0,0.0,17,07,00,1659
1,1.0,0.0,12,12,00,521
2,0.0,0.0,05,03,02,738
1,0.0,1.0,11,04,04,1077
1,0.0,1.0,10,04,00,1176
2,0.0,3.0,06,05,01,1313
8,0.0,1.0,12,01,02,1069
1,0.0,0.0,07,01,04,123
1,0.0,0.0,10,09,02,3456
1,3.0,0.0,19,04,04,373
1,0.0,0.0,13,01,01,509
1,0.0,0.0,10,06,00,374
1,4.0,0.0,05,05,01,1046
1,0.0,1.0,07,08,03,337
1,7.0,0.0,01,11,03,6779
1,0.0,0.0,11,10,00,453
1,1.0,0.0,09,01,01,321
1,0.0,1.0,12,06,03,2629
1,0.0,0.0,06,05,04,1335
2,0.0,2.0,10,10,03,550
7,5.0,0.0,06,01,04,2212
1,0.0,0.0,18,05,03,917
1,0.0,0.0,02,03,03,24
1,0.0,1.0,19,01,04,1116
1,1.0,1.0,02,02,06,216
1,1.0,0.0,23,07,04,3287
1,3.0,0.0,10,08,04,798
5,0.0,0.0,01,02,05,1185
14,2.0,0.0,11,03,02,646
1,0.0,0.0,15,11,04,180
1,2.0,0.0,10,02,02,405
1,0.0,1.0,14,10,01,913
2,1.0,0.0,10,04,03,1061
1,4.0,1.0,03,09,04,929
1,10.0,0.0,08,12,01,3734
1,2.0,1.0,08,09,00,2956
1,0.0,2.0,04,04,02,1224
5,0.0,0.0,03,09,03,1305
1,3.0,0.0,19,10,03,935
1,0.0,0.0,09,04,01,502
2,0.0,1.0,11,09,03,609
1,5.0,0.0,13,03,02,2453
13,1.0,0.0,11,02,04,344
1,2.0,0.0,08,01,01,1277
8,0.0,0.0,08,07,01,336
1,2.0,0.0,12,10,02,599
1,0.0,0.0,17,10,02,626
1,0.0,2.0,15,12,03,784
2,0.0,0.0,08,11,00,864
1,0.0,0.0,11,04,00,544
1,0.0,0.0,11,03,02,915
1,1.0,0.0,15,10,03,1125
1,3.0,0.0,13,05,04,588
1,1.0,0.0,04,12,04,637
1,0.0,0.0,10,06,01,42
1,0.0,2.0,11,03,04,333
3,1.0,0.0,17,02,00,836
1,1.0,0.0,00,06,00,1306
1,0.0,4.0,09,02,00,944
3,0.0,0.0,08,12,02,614
1,0.0,0.0,08,01,02,3636
4,0.0,0.0,00,11,02,1836
2,1.0,0.0,02,02,04,717
1,0.0,0.0,04,07,02,1675
1,0.0,0.0,08,08,00,700
1,0.0,0.0,05,11,01,2736
1,0.0,0.0,03,03,06,661
3,1.0,0.0,10,07,02,632
1,1.0,1.0,07,01,01,1072
4,0.0,0.0,09,08,04,446
1,0.0,0.0,07,11,04,250
1,1.0,0.0,10,11,01,638
1,0.0,0.0,15,03,03,599
2,0.0,0.0,04,01,00,5109
3,0.0,0.0,05,07,05,372
1,0.0,3.0,09,09,01,2548
1,0.0,0.0,17,08,04,1401
1,0.0,0.0,06,01,01,0
1,4.0,0.0,06,05,03,7165
1,0.0,0.0,10,09,04,2196
1,0.0,0.0,12,04,04,1858
5,2.0,0.0,04,04,02,1373
1,1.0,0.0,15,08,00,533
1,4.0,1.0,16,11,02,972
