quantity,questions,exclaims,hour,month,day,length
SINGLE,4.0,0.0,SmallHours,SUMMER,Day,893
SINGLE,2.0,0.0,Morning,SPRING,Day,352
SINGLE,0.0,0.0,Evening,SPRING,Day,209
SINGLE,0.0,0.0,Morning,WINTER,Day,503
SINGLE,1.0,0.0,Night,WINTER,Day,292
SINGLE,2.0,0.0,Evening,SUMMER,Day,3765
SINGLE,0.0,0.0,Evening,FALL,Day,542
SINGLE,0.0,0.0,Morning,WINTER,Day,1505
SINGLE,1.0,0.0,Morning,WINTER,Day,560
LONG,2.0,1.0,Evening,SPRING,Day,1123
SHORT,0.0,0.0,Morning,FALL,Day,2047
SINGLE,0.0,0.0,SmallHours,WINTER,Day,676
SINGLE,1.0,0.0,Evening,SPRING,Day,1505
SINGLE,1.0,1.0,Morning,SPRING,Day,574
SINGLE,0.0,0.0,Night,SUMMER,Day,933
SINGLE,0.0,0.0,Morning,WINTER,Day,648
SINGLE,0.0,0.0,Morning,WINTER,End,583
SINGLE,0.0,2.0,Morning,SUMMER,Day,1895
SINGLE,0.0,0.0,Night,SUMMER,Day,614
LONG,0.0,0.0,Evening,SPRING,Day,613
LONG,1.0,0.0,Morning,SUMMER,Day,3384
SINGLE,0.0,0.0,Evening,FALL,Day,341
SINGLE,1.0,0.0,Evening,WINTER,Day,357
LONG,4.0,1.0,SmallHours,FALL,End,2028
SINGLE,0.0,0.0,SmallHours,WINTER,Day,103
SINGLE,0.0,0.0,Morning,FALL,Day,821
SINGLE,0.0,0.0,,WINTER,Day,1424
SINGLE,0.0,1.0,Morning,FALL,Day,1987
SHORT,0.0,0.0,Morning,FALL,Day,958
SHORT,2.0,0.0,SmallHours,SUMMER,Day,1405
SINGLE,1.0,0.0,Morning,WINTER,Day,447
SINGLE,0.0,0.0,Morning,FALL,End,0
SINGLE,1.0,0.0,Morning,WINTER,Day,890
LONG,6.0,0.0,Morning,WINTER,Day,6509
SINGLE,0.0,0.0,Morning,FALL,Day,1193
SINGLE,3.0,0.0,SmallHours,FALL,Day,795
SINGLE,0.0,0.0,Evening,FALL,Day,1398
SINGLE,0.0,0.0,SmallHours,WINTER,Day,836
SINGLE,0.0,0.0,Morning,WINTER,Day,1652
SINGLE,0.0,0.0,SmallHours,SPRING,Day,807
SINGLE,0.0,0.0,Evening,SUMMER,Day,1659
SINGLE,1.0,0.0,Evening,FALL,Day,521
SHORT,0.0,0.0,Morning,WINTER,Day,738
SINGLE,0.0,1.0,Evening,SPRING,Day,1077
SINGLE,0.0,1.0,Morning,SPRING,Day,1176
SHORT,0.0,3.0,Morning,SPRING,Day,1313
LONG,0.0,1.0,Evening,WINTER,Day,1069
SINGLE,0.0,0.0,Morning,WINTER,Day,123
SINGLE,0.0,0.0,Morning,FALL,Day,3456
SINGLE,3.0,0.0,Night,SPRING,Day,373
SINGLE,0.0,0.0,Evening,WINTER,Day,509
SINGLE,0.0,0.0,Morning,SUMMER,Day,374
SINGLE,4.0,0.0,Morning,SPRING,Day,1046
SINGLE,0.0,1.0,Morning,SUMMER,Day,337
SINGLE,7.0,0.0,SmallHours,FALL,Day,6779
SINGLE,0.0,0.0,Evening,FALL,Day,453
SINGLE,1.0,0.0,Morning,WINTER,Day,321
SINGLE,0.0,1.0,Evening,SUMMER,Day,2629
SINGLE,0.0,0.0,Morning,SPRING,Day,1335
SHORT,0.0,2.0,Morning,FALL,Day,550
LONG,5.0,0.0,Morning,WINTER,Day,2212
SINGLE,0.0,0.0,Night,SPRING,Day,917
SINGLE,0.0,0.0,SmallHours,WINTER,Day,24
SINGLE,0.0,1.0,Night,WINTER,Day,1116
SINGLE,1.0,1.0,SmallHours,WINTER,End,216
SINGLE,1.0,0.0,Night,SUMMER,Day,3287
SINGLE,3.0,0.0,Morning,SUMMER,Day,798
SHORT,0.0,0.0,SmallHours,WINTER,End,1185
LONG,2.0,0.0,Evening,WINTER,Day,646
SINGLE,0.0,0.0,Evening,FALL,Day,180
SINGLE,2.0,0.0,Morning,WINTER,Day,405
SINGLE,0.0,1.0,Evening,FALL,Day,913
SHORT,1.0,0.0,Morning,SPRING,Day,1061
SINGLE,4.0,1.0,SmallHours,FALL,Day,929
SINGLE,10.0,0.0,Morning,FALL,Day,3734
SINGLE,2.0,1.0,Morning,FALL,Day,2956
SINGLE,0.0,2.0,SmallHours,SPRING,Day,1224
SHORT,0.0,0.0,SmallHours,FALL,Day,1305
SINGLE,3.0,0.0,Night,FALL,Day,935
SINGLE,0.0,0.0,Morning,SPRING,Day,502
SHORT,0.0,1.0,Evening,FALL,Day,609
SINGLE,5.0,0.0,Evening,WINTER,Day,2453
LONG,1.0,0.0,Evening,WINTER,Day,344
SINGLE,2.0,0.0,Morning,WINTER,Day,1277
LONG,0.0,0.0,Morning,SUMMER,Day,336
SINGLE,2.0,0.0,Evening,FALL,Day,599
SINGLE,0.0,0.0,Evening,FALL,Day,626
SINGLE,0.0,2.0,Evening,FALL,Day,784
SHORT,0.0,0.0,Morning,FALL,Day,864
SINGLE,0.0,0.0,Evening,SPRING,Day,544
SINGLE,0.0,0.0,Evening,WINTER,Day,915
SINGLE,1.0,0.0,Evening,FALL,Day,1125
SINGLE,3.0,0.0,Evening,SPRING,Day,588
SINGLE,1.0,0.0,SmallHours,FALL,Day,637
SINGLE,0.0,0.0,Morning,SUMMER,Day,42
SINGLE,0.0,2.0,Evening,WINTER,Day,333
SHORT,1.0,0.0,Evening,WINTER,Day,836
SINGLE,1.0,0.0,,SUMMER,Day,1306
SINGLE,0.0,4.0,Morning,WINTER,Day,944
SHORT,0.0,0.0,Morning,FALL,Day,614
SINGLE,0.0,0.0,Morning,WINTER,Day,3636
SHORT,0.0,0.0,,FALL,Day,1836
SHORT,1.0,0.0,SmallHours,WINTER,Day,717
SINGLE,0.0,0.0,SmallHours,SUMMER,Day,1675
SINGLE,0.0,0.0,Morning,SUMMER,Day,700
SINGLE,0.0,0.0,Morning,FALL,Day,2736
SINGLE,0.0,0.0,SmallHours,WINTER,End,661
SHORT,1.0,0.0,Morning,SUMMER,Day,632
SINGLE,1.0,1.0,Morning,WINTER,Day,1072
SHORT,0.0,0.0,Morning,SUMMER,Day,446
SINGLE,0.0,0.0,Morning,FALL,Day,250
SINGLE,1.0,0.0,Morning,FALL,Day,638
SINGLE,0.0,0.0,Evening,WINTER,Day,599
SHORT,0.0,0.0,SmallHours,WINTER,Day,5109
SHORT,0.0,0.0,Morning,SUMMER,End,372
SINGLE,0.0,3.0,Morning,FALL,Day,2548
SINGLE,0.0,0.0,Evening,SUMMER,Day,1401
SINGLE,0.0,0.0,Morning,WINTER,Day,0
SINGLE,4.0,0.0,Morning,SPRING,Day,7165
SINGLE,0.0,0.0,Morning,FALL,Day,2196
SINGLE,0.0,0.0,Evening,SPRING,Day,1858
SHORT,2.0,0.0,SmallHours,SPRING,Day,1373
SINGLE,1.0,0.0,Evening,SUMMER,Day,533
SINGLE,4.0,1.0,Evening,FALL,Day,972
SINGLE,0.0,0.0,SmallHours,SPRING,Day,898
SHORT,0.0,0.0,Morning,SUMMER,Day,485
SHORT,0.0,0.0,Morning,WINTER,Day,831
SINGLE,3.0,2.0,Morning,WINTER,Day,821
SINGLE,0.0,0.0,Evening,FALL,Day,1216
SINGLE,0.0,0.0,Night,FALL,Day,34
SINGLE,0.0,1.0,Morning,FALL,Day,754
SINGLE,0.0,0.0,Morning,SUMMER,Day,765
SINGLE,1.0,1.0,Morning,SPRING,Day,1089
SINGLE,0.0,0.0,Morning,WINTER,Day,1325
SINGLE,0.0,0.0,Evening,SUMMER,Day,1826
SINGLE,2.0,0.0,Night,FALL,Day,703
SINGLE,0.0,0.0,SmallHours,SPRING,End,439
SINGLE,0.0,0.0,Night,SUMMER,Day,1193
SINGLE,0.0,1.0,,WINTER,Day,187
LONG,1.0,0.0,Evening,WINTER,End,1547
SINGLE,0.0,1.0,Morning,WINTER,Day,920
SHORT,0.0,0.0,Morning,SPRING,Day,2265
SINGLE,0.0,2.0,Night,SUMMER,Day,250
SHORT,1.0,1.0,SmallHours,FALL,Day,3584
SINGLE,0.0,1.0,Evening,SUMMER,End,693
SINGLE,0.0,0.0,,WINTER,Day,839
SINGLE,0.0,2.0,Morning,WINTER,Day,1158
SINGLE,1.0,1.0,Morning,SUMMER,Day,628
SINGLE,0.0,0.0,Evening,WINTER,Day,1058
SHORT,1.0,0.0,Morning,WINTER,Day,564
SINGLE,0.0,0.0,,FALL,Day,367
SINGLE,1.0,0.0,Evening,WINTER,Day,1499
SINGLE,0.0,0.0,Morning,FALL,Day,882
SHORT,1.0,0.0,,FALL,Day,146
SINGLE,2.0,0.0,Night,SUMMER,Day,309
SINGLE,0.0,0.0,Morning,WINTER,Day,1296
SHORT,0.0,0.0,Evening,WINTER,Day,3192
SINGLE,0.0,0.0,Morning,WINTER,Day,380
SINGLE,2.0,0.0,Morning,WINTER,Day,606
SINGLE,0.0,1.0,Night,WINTER,End,229
SINGLE,0.0,0.0,SmallHours,WINTER,Day,1602
LONG,3.0,0.0,Night,FALL,Day,1792
SHORT,0.0,0.0,Morning,FALL,End,410
SHORT,0.0,0.0,Evening,SUMMER,Day,2122
SINGLE,4.0,0.0,Evening,WINTER,Day,1185
SINGLE,0.0,2.0,Morning,SUMMER,Day,1329
SINGLE,2.0,0.0,Evening,FALL,Day,859
SHORT,0.0,0.0,Morning,WINTER,End,817
SHORT,1.0,0.0,Night,FALL,Day,1005
SINGLE,1.0,0.0,SmallHours,SUMMER,Day,189
SINGLE,0.0,0.0,Night,WINTER,Day,755
SINGLE,0.0,0.0,Morning,WINTER,Day,213
SHORT,0.0,1.0,Evening,SPRING,Day,492
SINGLE,0.0,0.0,Evening,FALL,Day,444
SINGLE,0.0,0.0,Morning,WINTER,Day,1597
SINGLE,0.0,0.0,Morning,FALL,Day,484
SINGLE,1.0,0.0,SmallHours,FALL,Day,338
SINGLE,0.0,0.0,SmallHours,SPRING,End,14633
SINGLE,1.0,3.0,Evening,SPRING,Day,1011
SINGLE,1.0,1.0,Night,SPRING,Day,1465
LONG,0.0,0.0,,FALL,Day,225
LONG,0.0,1.0,SmallHours,WINTER,Day,4038
SINGLE,0.0,2.0,Evening,SUMMER,Day,3365
SINGLE,0.0,0.0,Evening,SUMMER,Day,1403
SINGLE,1.0,1.0,Morning,SPRING,Day,2856
SINGLE,1.0,1.0,Evening,FALL,Day,836
SINGLE,0.0,0.0,Morning,FALL,Day,2116
SINGLE,5.0,4.0,Morning,WINTER,Day,7735
SHORT,1.0,0.0,Evening,SUMMER,Day,1065
SINGLE,6.0,0.0,SmallHours,WINTER,Day,3763
SINGLE,0.0,1.0,Morning,SPRING,Day,933
SHORT,2.0,0.0,Morning,SUMMER,Day,3494
SHORT,0.0,0.0,Evening,FALL,Day,141
SINGLE,0.0,3.0,Night,WINTER,Day,1404
SINGLE,0.0,0.0,Morning,FALL,End,215
SINGLE,0.0,0.0,Evening,SUMMER,Day,2568
SINGLE,1.0,0.0,SmallHours,FALL,Day,463
SINGLE,0.0,2.0,Night,SUMMER,End,1832
SINGLE,2.0,0.0,Morning,SUMMER,End,1580
SINGLE,0.0,0.0,Morning,WINTER,Day,953
SHORT,1.0,0.0,Morning,FALL,Day,768
SINGLE,1.0,0.0,SmallHours,SUMMER,Day,1233
SINGLE,0.0,0.0,Morning,SPRING,Day,708
SHORT,0.0,0.0,Morning,WINTER,Day,435
SHORT,1.0,0.0,Morning,FALL,Day,801
SINGLE,2.0,0.0,SmallHours,SUMMER,Day,1087
SINGLE,1.0,0.0,Morning,FALL,Day,1200
SINGLE,0.0,1.0,Evening,SPRING,End,5675
SINGLE,6.0,2.0,Morning,FALL,Day,650
SINGLE,0.0,0.0,Evening,WINTER,Day,1173
SINGLE,0.0,5.0,Evening,SPRING,Day,639
SINGLE,2.0,0.0,Evening,SUMMER,End,3304
SINGLE,0.0,0.0,Morning,SPRING,Day,699
SHORT,1.0,1.0,Evening,SUMMER,Day,1004
SINGLE,2.0,1.0,Morning,FALL,End,1173
SINGLE,0.0,0.0,Evening,FALL,Day,332
SINGLE,0.0,2.0,SmallHours,WINTER,Day,1586
SHORT,1.0,2.0,Evening,WINTER,Day,749
SHORT,0.0,0.0,Morning,WINTER,End,1218
SINGLE,1.0,0.0,Morning,SUMMER,Day,813
SINGLE,0.0,0.0,Morning,SUMMER,Day,434
SINGLE,0.0,0.0,Morning,WINTER,End,1136
SINGLE,1.0,0.0,SmallHours,SPRING,Day,1259
SINGLE,11.0,0.0,Morning,SUMMER,Day,567
SINGLE,0.0,0.0,SmallHours,WINTER,Day,0
SINGLE,1.0,0.0,Evening,WINTER,Day,636
SHORT,0.0,0.0,Night,SUMMER,Day,2172
SINGLE,1.0,0.0,Morning,WINTER,Day,1504
SHORT,0.0,0.0,SmallHours,FALL,Day,721
SINGLE,0.0,0.0,Night,FALL,End,419
SINGLE,0.0,0.0,SmallHours,WINTER,Day,804
SINGLE,0.0,0.0,Evening,SUMMER,Day,181
SINGLE,3.0,0.0,Evening,FALL,Day,815
SINGLE,0.0,0.0,Evening,FALL,Day,5802
SINGLE,0.0,0.0,Morning,FALL,Day,419
SINGLE,0.0,1.0,Morning,WINTER,End,1349
SINGLE,0.0,1.0,Morning,WINTER,Day,902
SINGLE,1.0,0.0,Evening,WINTER,Day,2621
SINGLE,0.0,2.0,Morning,WINTER,Day,630
SINGLE,0.0,1.0,Evening,WINTER,Day,1012
SINGLE,0.0,0.0,Morning,SPRING,Day,1365
SINGLE,1.0,0.0,Morning,SPRING,Day,1243
SINGLE,6.0,1.0,Morning,WINTER,Day,2929
SINGLE,0.0,0.0,Morning,SPRING,Day,238
SINGLE,0.0,0.0,Morning,SPRING,Day,375
SINGLE,0.0,0.0,Evening,FALL,End,772
SINGLE,0.0,0.0,Night,WINTER,Day,746
SHORT,0.0,1.0,Evening,WINTER,Day,1365
SINGLE,0.0,1.0,Morning,SUMMER,Day,83
SINGLE,0.0,2.0,Evening,SPRING,End,463
SINGLE,1.0,0.0,Morning,WINTER,Day,374
SINGLE,0.0,0.0,Morning,SPRING,Day,57
SINGLE,1.0,0.0,Night,FALL,Day,1888
SINGLE,0.0,0.0,Morning,FALL,Day,407
SINGLE,0.0,0.0,Morning,SUMMER,Day,552
SINGLE,0.0,0.0,Morning,FALL,Day,458
SINGLE,0.0,0.0,Evening,WINTER,Day,1425
SINGLE,0.0,0.0,Night,SUMMER,Day,481
LONG,1.0,2.0,Morning,WINTER,Day,699
SINGLE,0.0,0.0,Night,SPRING,Day,969
SINGLE,0.0,0.0,Evening,FALL,Day,227
SINGLE,0.0,0.0,Night,WINTER,Day,1231
SINGLE,0.0,0.0,Morning,FALL,Day,1988
SINGLE,0.0,0.0,Morning,SUMMER,Day,259
SINGLE,0.0,0.0,Morning,SUMMER,Day,1648
SHORT,2.0,2.0,Evening,FALL,Day,2064
SINGLE,0.0,0.0,Evening,FALL,Day,391
SHORT,15.0,0.0,Morning,SPRING,Day,461
LONG,4.0,0.0,Evening,FALL,End,3469
SHORT,3.0,0.0,SmallHours,SPRING,Day,1698
SINGLE,1.0,0.0,SmallHours,SUMMER,Day,3685
SINGLE,2.0,0.0,Morning,SUMMER,Day,3949
SHORT,0.0,0.0,Morning,SUMMER,Day,785
SINGLE,0.0,0.0,Evening,SUMMER,Day,1143
SHORT,4.0,1.0,Morning,WINTER,Day,1304
SINGLE,2.0,0.0,Evening,SPRING,Day,981
SINGLE,3.0,1.0,Morning,WINTER,Day,857
SINGLE,4.0,1.0,SmallHours,WINTER,Day,975
SINGLE,1.0,0.0,Morning,WINTER,Day,838
SINGLE,0.0,0.0,Morning,SUMMER,Day,167
SINGLE,0.0,0.0,Morning,SPRING,Day,1333
SINGLE,1.0,0.0,Morning,SUMMER,End,3289
SHORT,2.0,1.0,Night,WINTER,End,379
SINGLE,0.0,0.0,Morning,FALL,Day,345
SINGLE,1.0,0.0,Night,WINTER,Day,529
SINGLE,0.0,0.0,SmallHours,WINTER,Day,575
SINGLE,0.0,1.0,Evening,SPRING,Day,568
SHORT,0.0,1.0,Evening,SPRING,Day,196
SINGLE,0.0,0.0,SmallHours,FALL,Day,1077
SHORT,3.0,0.0,Morning,FALL,Day,864
SINGLE,0.0,0.0,SmallHours,WINTER,End,447
SHORT,1.0,0.0,SmallHours,SUMMER,Day,142
SINGLE,0.0,0.0,Morning,SUMMER,Day,539
SINGLE,0.0,0.0,Morning,FALL,Day,1382
SHORT,0.0,4.0,SmallHours,FALL,Day,838
SINGLE,0.0,2.0,Morning,SUMMER,Day,1453
SINGLE,0.0,0.0,Morning,FALL,Day,399
SINGLE,0.0,0.0,Evening,SPRING,End,1216
SINGLE,2.0,3.0,Morning,SPRING,Day,1620
SINGLE,2.0,0.0,SmallHours,FALL,Day,260
SINGLE,0.0,0.0,Evening,WINTER,Day,913
SINGLE,0.0,0.0,Morning,SPRING,Day,4398
SHORT,0.0,0.0,Morning,SUMMER,Day,86
SHORT,0.0,0.0,Night,WINTER,Day,1453
SINGLE,0.0,1.0,Evening,SPRING,Day,1655
SINGLE,0.0,0.0,SmallHours,WINTER,Day,0
SINGLE,1.0,3.0,Night,FALL,Day,961
SINGLE,2.0,1.0,Morning,WINTER,Day,1624
SHORT,3.0,0.0,Morning,FALL,Day,1647
SINGLE,0.0,0.0,Morning,SUMMER,Day,642
SINGLE,0.0,1.0,Evening,SUMMER,Day,714
SINGLE,1.0,0.0,SmallHours,SPRING,Day,1084
SINGLE,0.0,0.0,Morning,WINTER,Day,1063
SINGLE,3.0,0.0,Morning,SPRING,Day,884
SHORT,2.0,0.0,Morning,SPRING,End,501
SINGLE,0.0,0.0,Evening,FALL,Day,3766
SINGLE,0.0,0.0,Night,FALL,Day,116
SHORT,0.0,0.0,Evening,WINTER,Day,3395
SINGLE,0.0,0.0,Evening,WINTER,Day,586
SHORT,2.0,0.0,Evening,WINTER,Day,164
SINGLE,0.0,0.0,Evening,FALL,End,53
SHORT,0.0,0.0,Morning,WINTER,Day,2640
SHORT,0.0,0.0,Night,FALL,Day,3812
SINGLE,0.0,1.0,Evening,FALL,Day,468
SINGLE,2.0,0.0,Evening,SUMMER,Day,933
SINGLE,0.0,0.0,Morning,FALL,Day,889
SINGLE,1.0,1.0,Morning,SPRING,End,2673
SINGLE,9.0,0.0,Morning,FALL,End,2077
SHORT,0.0,0.0,Morning,SUMMER,Day,0
SHORT,3.0,0.0,Morning,FALL,End,966
SINGLE,1.0,0.0,SmallHours,FALL,Day,2260
SINGLE,0.0,0.0,Evening,WINTER,End,851
SINGLE,0.0,0.0,SmallHours,WINTER,Day,110
SINGLE,0.0,0.0,Morning,FALL,Day,2238
SINGLE,0.0,0.0,Evening,FALL,Day,655
SINGLE,0.0,0.0,Evening,SUMMER,Day,961
SHORT,0.0,0.0,Morning,SUMMER,Day,144
SINGLE,7.0,0.0,Morning,FALL,Day,941
SINGLE,1.0,0.0,Evening,WINTER,End,657
SINGLE,0.0,0.0,Evening,WINTER,Day,1772
SINGLE,0.0,0.0,Evening,FALL,Day,1968
SINGLE,0.0,0.0,Morning,SUMMER,Day,2174
SINGLE,2.0,1.0,Morning,FALL,Day,1239
SINGLE,0.0,0.0,Morning,SUMMER,Day,1700
SINGLE,0.0,1.0,Morning,FALL,Day,1071
SINGLE,0.0,1.0,Evening,FALL,Day,3938
SINGLE,3.0,0.0,Morning,WINTER,Day,2557
SINGLE,4.0,2.0,Night,FALL,Day,5784
SINGLE,1.0,1.0,Evening,WINTER,Day,1042
SINGLE,1.0,0.0,Evening,WINTER,Day,2116
SINGLE,0.0,0.0,Night,SPRING,Day,464
SINGLE,1.0,0.0,Morning,WINTER,Day,4647
SHORT,1.0,0.0,SmallHours,SUMMER,Day,265
SHORT,0.0,0.0,Evening,SPRING,Day,1724
SINGLE,5.0,0.0,Morning,SPRING,Day,896
SINGLE,0.0,0.0,Morning,FALL,Day,233
SINGLE,3.0,2.0,Evening,SPRING,Day,2545
SHORT,0.0,0.0,Evening,WINTER,Day,61
SINGLE,4.0,0.0,Evening,FALL,Day,1967
SINGLE,0.0,1.0,Evening,FALL,Day,923
SINGLE,4.0,0.0,Morning,SPRING,Day,1360
SINGLE,0.0,0.0,Morning,FALL,Day,43
SHORT,0.0,3.0,Morning,SUMMER,Day,691
SHORT,0.0,0.0,SmallHours,WINTER,Day,944
SINGLE,0.0,2.0,Morning,WINTER,Day,806
SINGLE,0.0,2.0,Evening,SPRING,Day,3087
SINGLE,7.0,0.0,Night,WINTER,End,5779
SINGLE,0.0,1.0,Morning,WINTER,Day,398
SINGLE,0.0,2.0,Night,SUMMER,Day,772
SINGLE,0.0,0.0,Night,WINTER,Day,102
SHORT,0.0,0.0,Morning,SPRING,Day,1343
SINGLE,0.0,0.0,Evening,WINTER,Day,974
LONG,0.0,1.0,Evening,SUMMER,Day,545
SINGLE,0.0,0.0,Morning,WINTER,Day,278
SINGLE,1.0,0.0,Evening,SPRING,End,2729
SINGLE,0.0,0.0,Morning,SPRING,Day,3833
SINGLE,0.0,0.0,Evening,FALL,End,0
SHORT,1.0,0.0,Night,SPRING,Day,388
SINGLE,0.0,0.0,Evening,WINTER,Day,5014
SINGLE,0.0,0.0,Morning,SPRING,Day,523
SHORT,1.0,0.0,Morning,FALL,Day,838
LONG,1.0,2.0,Night,SPRING,Day,1964
SINGLE,3.0,5.0,Morning,WINTER,Day,2385
SINGLE,0.0,0.0,Morning,WINTER,Day,1472
SHORT,2.0,0.0,Evening,SPRING,Day,889
SINGLE,0.0,0.0,,FALL,Day,840
SINGLE,0.0,0.0,Morning,WINTER,Day,2483
SHORT,4.0,0.0,Morning,FALL,Day,1319
SINGLE,1.0,0.0,Evening,FALL,Day,186
SINGLE,0.0,0.0,SmallHours,SUMMER,Day,1703
SHORT,1.0,0.0,Evening,FALL,Day,659
SINGLE,2.0,0.0,Evening,WINTER,Day,2911
SHORT,1.0,0.0,,WINTER,Day,164
SINGLE,1.0,0.0,Morning,SUMMER,Day,2672
SINGLE,0.0,0.0,Morning,SPRING,End,1635
SINGLE,0.0,1.0,Morning,WINTER,Day,995
SINGLE,2.0,0.0,Night,WINTER,Day,10693
SINGLE,0.0,0.0,SmallHours,SUMMER,Day,133
SINGLE,0.0,2.0,Evening,SUMMER,Day,1434
SINGLE,1.0,0.0,,FALL,Day,305
SINGLE,2.0,0.0,Morning,WINTER,Day,1040
SHORT,1.0,0.0,Evening,FALL,Day,2536
SINGLE,1.0,0.0,Morning,WINTER,Day,1162
SHORT,0.0,0.0,SmallHours,FALL,Day,1703
LONG,1.0,0.0,SmallHours,WINTER,Day,1760
SHORT,1.0,0.0,Morning,FALL,Day,581
SHORT,1.0,0.0,Morning,FALL,Day,1190
SINGLE,5.0,3.0,SmallHours,WINTER,Day,1693
SHORT,1.0,1.0,Night,WINTER,End,2112
SINGLE,0.0,0.0,Evening,SUMMER,Day,0
SINGLE,0.0,0.0,Morning,SUMMER,Day,1064
SINGLE,0.0,0.0,Evening,SPRING,Day,534
SHORT,12.0,1.0,Morning,SUMMER,End,2850
SINGLE,2.0,0.0,Evening,FALL,Day,4038
SINGLE,0.0,0.0,Morning,SPRING,Day,439
SHORT,1.0,0.0,Evening,SPRING,End,358
SHORT,3.0,2.0,Morning,WINTER,Day,1068
SINGLE,3.0,0.0,Evening,FALL,Day,1331
SINGLE,2.0,0.0,Evening,WINTER,Day,1739
SHORT,0.0,2.0,Evening,WINTER,Day,7287
SINGLE,0.0,0.0,Morning,WINTER,Day,215
SINGLE,0.0,3.0,Morning,SPRING,Day,601
SINGLE,0.0,0.0,Morning,SUMMER,Day,631
SINGLE,1.0,0.0,Morning,FALL,Day,349
SINGLE,1.0,0.0,SmallHours,SUMMER,Day,916
SHORT,2.0,0.0,,FALL,Day,1127
SINGLE,0.0,0.0,Night,FALL,Day,172
SHORT,0.0,0.0,SmallHours,SUMMER,Day,1267
SINGLE,0.0,0.0,Evening,WINTER,Day,1651
SHORT,1.0,0.0,SmallHours,SPRING,Day,1049
SINGLE,0.0,0.0,Evening,SPRING,Day,184
SINGLE,0.0,0.0,Night,WINTER,Day,1144
SINGLE,0.0,1.0,Night,SPRING,End,171
SHORT,3.0,3.0,Evening,SPRING,End,2808
SINGLE,0.0,0.0,Evening,WINTER,Day,3787
SHORT,8.0,0.0,SmallHours,FALL,Day,2664
SINGLE,0.0,1.0,Night,SUMMER,Day,1730
SINGLE,0.0,0.0,Evening,SUMMER,Day,1019
SINGLE,4.0,0.0,Evening,FALL,Day,471
SINGLE,0.0,0.0,Morning,WINTER,Day,936
SINGLE,1.0,0.0,Morning,SPRING,Day,700
SINGLE,1.0,0.0,Evening,WINTER,Day,1045
LONG,0.0,0.0,Evening,WINTER,Day,389
SINGLE,0.0,1.0,Evening,FALL,Day,279
SINGLE,0.0,0.0,Night,WINTER,End,0
SHORT,0.0,0.0,SmallHours,WINTER,Day,855
LONG,0.0,6.0,Morning,SPRING,End,1139
SINGLE,4.0,0.0,SmallHours,SUMMER,End,723
SINGLE,0.0,0.0,Evening,WINTER,End,505
LONG,1.0,0.0,Morning,FALL,Day,173
LONG,1.0,1.0,Morning,WINTER,Day,3348
SINGLE,3.0,0.0,Morning,FALL,Day,776
SINGLE,0.0,0.0,Evening,FALL,Day,2682
SINGLE,0.0,0.0,SmallHours,SUMMER,Day,2752
SINGLE,0.0,0.0,Evening,WINTER,Day,98
SINGLE,1.0,0.0,Morning,FALL,Day,556
SINGLE,1.0,2.0,Night,WINTER,Day,1896
SINGLE,0.0,0.0,Morning,FALL,Day,1243
SINGLE,1.0,1.0,Morning,WINTER,Day,1516
SHORT,3.0,1.0,Morning,WINTER,Day,3614
SINGLE,2.0,0.0,Evening,SUMMER,Day,4904
SINGLE,0.0,0.0,Morning,WINTER,End,795
LONG,1.0,0.0,Morning,SPRING,Day,347
SHORT,0.0,0.0,Morning,SUMMER,Day,1504
SINGLE,0.0,0.0,Night,FALL,Day,999
SINGLE,0.0,0.0,Night,SUMMER,Day,568
SINGLE,1.0,0.0,Evening,WINTER,Day,435
SINGLE,1.0,0.0,Morning,SPRING,End,199
SINGLE,1.0,0.0,Evening,SPRING,Day,463
SINGLE,0.0,1.0,Morning,WINTER,Day,155
SINGLE,5.0,0.0,Morning,FALL,Day,2762
SINGLE,0.0,0.0,Morning,FALL,Day,200
SINGLE,0.0,0.0,Evening,WINTER,Day,811
SINGLE,0.0,0.0,Night,WINTER,Day,617
SINGLE,0.0,5.0,Evening,FALL,Day,2117
SINGLE,1.0,0.0,Evening,FALL,Day,445
SHORT,4.0,4.0,Morning,WINTER,End,1750
SINGLE,0.0,0.0,Morning,WINTER,Day,1352
SINGLE,1.0,0.0,SmallHours,SPRING,Day,1924
SHORT,0.0,2.0,Morning,SUMMER,Day,1915
SINGLE,0.0,0.0,Night,WINTER,Day,503
SINGLE,6.0,0.0,Morning,WINTER,Day,1870
SINGLE,0.0,0.0,Morning,WINTER,Day,673
SINGLE,1.0,0.0,Morning,SUMMER,End,783
SHORT,0.0,0.0,Morning,SUMMER,Day,328
SHORT,4.0,0.0,Evening,SPRING,End,1832
LONG,1.0,0.0,Morning,FALL,Day,381
SINGLE,1.0,0.0,Evening,SPRING,End,741
SINGLE,1.0,1.0,Morning,FALL,Day,2204
SINGLE,0.0,0.0,Morning,SUMMER,Day,223
SINGLE,2.0,0.0,Morning,WINTER,Day,359
SINGLE,0.0,1.0,Evening,WINTER,Day,311
SHORT,7.0,1.0,Morning,FALL,End,1291
SINGLE,0.0,0.0,Morning,SUMMER,Day,697
SINGLE,0.0,0.0,Morning,WINTER,Day,406
SINGLE,0.0,2.0,Evening,FALL,Day,762
SINGLE,1.0,0.0,Morning,WINTER,Day,985
SINGLE,0.0,1.0,Evening,WINTER,Day,1614
