2010 Population,2014 Population,Accommodation and Food Services Sales,American Indian and Alaska Native Alone,American Indian-Owned,Asian Alone,Asian-Owned,Bachelor's Degree or Higher,Black Alone,Black-Owned,Building Permits,County,Foreign Born,High School or Higher,Hispanic or Latino,Hispanic-Owned,Homeownership Rate,Households,Housing Units,Land Area,Language Other than English at Home,Living in Same House +1 Years,Manufacturers Shipments,Mean Travel Time to Work,Median Houseold Income,Median Value of Owner-Occupied Units,Merchant Wholesaler Sales,Native Hawaiian and Other Pacific Islander Alone,Native Hawaiian and Other Pacific Islander-Owned,Nonemployer Establishments,Per Capita Income,Percent 65 and Older,Percent Female,Percent Under 18 Years,Percent Under 5 Years,Persons Below Poverty Level,Persons per Household,Population Percent Change,Population per Square Mile,Private Non-farm Employment,Private Non-farm Employment Percent Change,Private Non-farm Establishments,Retail Sales,Retail Sales per Capita,State,Total,Two or More Races,Units in Multi-Unit Structures,Veterans,White Alone,"White Alone, not Hispanic or Latino",Women-Owned
51334,53989,2062,6.8,2.2,0.8,0.0,41.4,0.6,0.0,278,La Plata County,3.5,94.2,12.6,0.0,66.5,20947,26475,1692.08,9.7,79.6,0,20.5,58080,339400,0,0.1,0.0,5970,30151,14.2,49.2,19.4,5.1,11.4,2.39,5.2,30.3,20661,8.0,2296,7904,15914,CO,8231,2.5,17.9,3963,89.2,79.2,25.9
299630,324122,6043,1.0,0.5,2.2,1.8,43.8,1.1,0.4,2498,Larimer County,5.4,94.4,11.1,3.6,65.6,121423,138534,2596.0,9.0,78.8,32267,22.6,58626,247100,12651,0.1,0.0,28499,30740,13.9,50.2,20.5,5.4,14.1,2.45,8.2,115.4,112150,2.0,9723,39228,13672,CO,34660,2.4,21.8,22809,93.2,83.5,29.7
15507,14052,223,3.5,0.0,1.1,0.0,16.3,1.8,0.0,5,Las Animas County,3.2,84.3,42.5,13.0,69.4,5992,8244,4772.67,14.4,85.2,0,21.2,42261,151500,516,0.1,0.0,911,22180,22.3,48.4,19.0,5.1,17.8,2.43,-9.4,3.2,3228,-8.3,371,1643,10393,CO,1558,2.1,10.1,1221,91.4,52.7,25.9
5467,5510,84,1.1,0.0,1.0,0.0,15.6,5.6,0.0,2,Lincoln County,5.4,81.5,13.4,0.0,68.3,1845,2427,2577.63,10.9,82.9,0,18.3,41910,115000,0,0.1,0.0,392,19703,17.4,40.9,19.7,5.6,13.7,2.11,0.7,2.1,1114,-1.9,123,1346,25671,CO,626,1.7,11.5,486,90.6,78.4,29.4
22709,22524,232,1.6,0.0,0.9,0.0,15.8,4.3,0.0,19,Logan County,5.7,88.7,16.1,2.9,69.4,8015,8952,1838.55,10.5,80.7,0,17.1,40415,119800,0,0.1,0.0,1219,22581,15.7,43.5,18.8,5.0,17.6,2.68,-0.8,12.4,5312,1.7,577,2812,13454,CO,1396,1.5,12.0,1999,91.6,76.9,21.9
146723,148255,2688,1.5,0.9,0.9,0.0,25.7,1.0,0.0,504,Mesa County,4.1,89.6,14.1,4.0,71.7,58598,63779,3328.97,8.2,80.9,5395,21.2,49471,210100,11792,0.1,0.0,11002,26700,16.9,50.3,22.4,6.3,14.7,2.45,1.0,44.1,49355,-1.1,4431,23895,17279,CO,16079,2.2,15.1,13870,94.2,82.0,26.7
712,698,94,0.9,0.0,0.4,0.0,39.3,0.4,0.0,6,Mineral County,1.1,96.5,4.4,0.0,83.7,393,1225,875.67,3.2,92.3,0,14.6,47083,275000,0,0.0,0.0,151,42255,26.5,47.6,12.6,4.7,6.4,1.85,-2.0,0.8,220,7.3,66,60,6239,CO,510,1.1,0.0,111,97.1,92.8,0.0
13795,12928,353,1.5,0.0,0.8,0.0,15.6,0.5,0.0,9,Moffat County,5.6,89.2,14.3,0.0,75.9,5062,6162,4743.29,10.5,85.2,0,21.8,53231,176500,731,0.1,0.0,951,24577,12.9,48.1,25.9,6.9,11.5,2.61,-6.3,2.9,3527,3.5,415,2130,15717,CO,0,1.9,12.1,1193,95.2,82.2,0.0
25535,25772,849,13.0,2.1,0.9,0.0,27.3,0.5,0.0,15,Montezuma County,2.3,89.9,12.2,0.0,70.5,10688,11981,2029.53,13.4,82.0,0,22.6,43188,189400,520,0.1,0.0,2219,23548,19.1,50.3,22.7,6.2,19.3,2.36,0.9,12.6,6746,0.0,758,3013,12003,CO,3068,2.4,8.4,2319,83.1,73.2,31.4
41276,40873,510,1.8,0.0,0.8,0.0,24.5,0.7,0.0,89,Montrose County,7.3,85.7,20.2,5.1,73.1,16586,18338,2240.7,13.3,82.8,2181,20.3,45718,193700,0,0.3,0.0,3557,22897,21.3,50.8,22.5,5.6,16.0,2.44,-1.0,18.4,11253,5.8,1270,6108,15484,CO,5538,2.0,8.7,3280,94.3,76.5,29.7
28159,28328,276,1.6,0.0,0.7,0.0,15.1,3.1,0.0,20,Morgan County,12.6,78.8,35.3,7.9,63.5,10446,11474,1280.43,26.5,80.6,0,16.5,43774,137000,0,0.3,0.0,1701,20680,15.4,50.2,26.4,7.6,13.3,2.65,0.6,22.0,8794,-2.3,667,2328,8450,CO,2137,1.5,14.8,1638,92.8,60.1,24.1
18831,18488,203,3.6,0.0,0.9,0.0,15.5,1.2,0.0,2,Otero County,4.1,83.0,41.0,12.1,64.7,7427,8881,1261.96,18.5,85.2,0,17.5,33848,91800,598,0.2,0.0,1008,19078,19.0,50.4,24.3,6.5,25.2,2.45,-1.8,14.9,4256,-4.9,442,1714,9166,CO,1586,2.7,13.1,1615,91.4,55.4,37.3
4436,4629,212,0.5,0.0,0.6,0.0,47.5,0.2,0.0,33,Ouray County,2.9,98.4,5.5,0.0,75.4,1943,3151,541.59,6.4,79.8,0,22.8,64601,383900,10,0.1,0.0,873,33015,24.6,50.9,17.0,3.4,5.6,2.3,4.4,8.2,963,4.0,263,269,6131,CO,1117,1.8,10.6,551,96.8,91.9,26.5
16206,16345,110,1.3,0.0,1.1,0.0,32.0,0.6,0.0,88,Park County,3.4,95.6,6.2,0.0,88.5,7038,14171,2193.85,3.8,87.0,0,44.2,61570,247300,34,0.0,0.0,1720,31504,16.2,47.3,16.7,3.7,9.1,2.27,0.9,7.4,1196,2.3,434,554,3266,CO,2313,2.3,1.2,1992,94.6,89.5,28.0
4442,4363,18,0.8,0.0,0.6,0.0,16.8,1.0,0.0,9,Phillips County,12.2,85.6,20.6,0.0,69.2,1668,2088,687.93,19.8,78.4,0,13.9,43011,132700,1508,0.1,0.0,413,20720,20.8,50.4,24.0,6.1,19.9,2.59,-1.8,6.5,909,-9.4,135,456,10207,CO,324,1.4,8.3,343,96.1,76.6,27.5
17148,17626,2708,0.5,0.0,1.4,0.0,56.8,0.8,0.0,98,Pitkin County,12.2,96.0,9.9,2.9,68.7,7507,13039,970.7,16.5,84.2,0,17.0,72745,611200,646,0.1,0.0,3528,51814,15.6,47.6,16.3,3.7,10.1,2.27,2.8,17.7,16314,3.1,1559,3995,26461,CO,5100,1.5,38.8,950,95.7,86.5,26.5
12551,12034,162,1.8,0.0,0.4,0.0,14.1,0.8,0.0,1,Prowers County,12.5,79.2,36.4,0.0,65.8,4935,5885,1638.4,26.1,80.7,0,14.4,34391,86100,819,0.0,0.0,833,18941,16.1,49.9,26.2,6.9,23.3,2.45,-4.1,7.7,2901,1.4,340,1469,11300,CO,1328,1.7,15.2,1010,95.3,61.0,13.2
159063,161875,2208,3.0,1.5,1.0,1.7,21.5,2.5,0.6,157,Pueblo County,4.0,87.1,42.5,17.1,65.7,62439,70054,2386.1,14.6,82.1,17058,20.4,41777,138700,4310,0.2,0.0,7860,21940,17.1,50.7,23.2,6.0,19.1,2.49,1.8,66.7,46754,1.4,3036,18645,12080,CO,10232,2.5,15.0,15351,90.8,52.9,29.1
6666,6707,113,1.5,0.0,0.5,0.0,23.1,1.1,0.0,10,Rio Blanco County,6.8,91.3,11.1,0.0,68.8,2638,3346,3220.93,10.0,78.9,0,19.6,60128,200400,0,0.1,0.0,576,27586,13.7,48.1,24.6,6.8,14.9,2.24,0.6,2.1,2131,1.2,229,547,8831,CO,825,2.4,16.7,556,94.2,84.1,30.7
11982,11607,141,3.3,0.0,0.5,0.0,20.3,0.7,0.0,12,Rio Grande County,7.0,84.1,44.2,16.1,67.4,4722,6617,911.96,25.0,83.3,0,19.0,38993,129500,2181,0.0,0.0,1017,20557,18.6,50.1,23.9,6.3,19.2,2.46,-3.1,13.1,2646,1.8,348,1101,9480,CO,1791,2.0,10.1,1000,93.4,53.0,24.6
23509,23865,1843,0.6,0.5,0.8,0.0,48.0,0.6,0.0,132,Routt County,3.5,96.9,7.0,0.0,70.6,9647,16387,2362.03,4.7,81.3,0,17.3,62002,390100,1878,0.1,0.0,3543,34873,12.3,47.6,19.2,4.4,9.1,2.38,1.5,10.0,16630,-7.3,1592,4214,18866,CO,4913,1.5,33.0,1171,96.4,90.1,20.3
6108,6196,0,3.0,0.0,0.9,0.0,23.8,0.8,0.0,32,Saguache County,11.0,78.0,38.3,0.0,66.9,2692,3930,3168.53,34.7,87.4,0,19.0,34600,135400,570,0.0,0.0,576,20726,18.9,49.5,22.5,6.4,24.7,2.29,1.4,1.9,799,4.6,117,208,3039,CO,501,2.7,5.4,521,92.7,57.4,0.0
699,720,50,1.0,0.0,1.3,0.0,24.8,0.1,0.0,0,San Juan County,3.2,94.4,14.2,0.0,59.8,321,757,387.49,5.6,83.0,0,11.9,39583,242300,0,0.0,0.0,106,24711,20.4,43.1,13.6,2.1,17.1,2.05,3.0,1.8,203,-8.6,68,66,11540,CO,0,2.8,31.7,60,94.9,82.1,0.0
7359,7840,771,1.4,0.0,0.9,0.0,53.5,0.7,0.0,36,San Miguel County,8.4,96.1,9.6,3.1,64.4,3234,6736,1286.61,10.0,78.8,0,19.3,63594,448000,0,0.1,0.0,1660,40827,10.4,46.9,18.9,4.7,10.6,2.31,6.5,5.7,4430,3.2,614,978,13114,CO,2294,1.6,41.7,396,95.3,87.1,23.3
2379,2348,16,1.0,0.0,1.4,0.0,15.0,0.5,0.0,1,Sedgwick County,3.2,86.8,15.1,0.0,68.6,943,1408,548.04,10.3,78.5,0,18.9,40221,81400,0,0.0,0.0,188,21536,24.4,50.0,20.3,5.2,18.9,2.47,-1.3,4.3,510,3.9,71,333,14305,CO,282,1.7,12.9,230,95.4,82.1,0.0
27994,29404,2816,1.1,0.0,1.0,0.0,47.7,1.0,0.0,207,Summit County,11.9,95.7,14.7,0.0,65.9,11138,30405,608.36,15.2,79.2,0,16.8,63697,460000,0,0.1,0.0,4139,34025,10.8,45.9,16.3,4.6,13.7,2.48,5.0,46.0,18614,2.0,2140,6410,24434,CO,5751,1.4,56.5,1417,95.4,82.3,27.5
23350,23389,1280,1.2,0.0,0.9,0.0,31.6,0.7,0.0,140,Teller County,2.4,93.6,6.2,0.0,81.4,9434,12742,557.06,5.1,89.9,0,31.7,59040,226900,262,0.1,0.0,2388,31075,18.0,49.1,18.5,3.8,7.0,2.44,0.2,41.9,5377,7.8,673,1690,7771,CO,3429,2.4,5.3,3349,94.7,89.6,31.0
4814,4780,15,0.3,0.0,0.4,0.0,18.5,0.8,0.0,5,Washington County,2.5,90.4,9.5,0.0,73.3,2019,2414,2518.03,5.5,82.2,0,20.6,44683,110500,426,0.1,0.0,371,24977,20.8,48.5,22.0,5.1,13.1,2.27,-0.7,1.9,524,2.5,105,230,5015,CO,265,1.4,7.2,433,97.0,88.0,0.0
252825,277670,2172,1.7,1.4,1.5,1.5,25.9,1.4,0.6,2708,Weld County,8.5,85.6,28.8,0.0,70.1,90465,100070,3987.24,18.5,80.7,41936,26.2,57180,191500,0,0.2,0.0,19020,25468,11.1,49.6,26.9,7.3,14.7,2.79,9.8,63.4,71783,2.9,5376,22461,9272,CO,23024,2.1,16.2,16805,93.1,66.7,25.4
10043,10202,87,0.8,0.0,0.5,0.0,17.7,0.4,0.0,3,Yuma County,10.9,88.0,21.9,0.0,67.4,3811,4429,2364.41,15.5,83.5,0,14.7,44308,136600,1935,0.2,0.0,943,22498,17.4,50.0,26.5,7.5,8.2,2.61,1.6,4.2,2535,1.5,370,1060,11074,CO,1031,0.8,9.0,630,97.3,76.6,0.0
916829,945438,18619,0.5,0.4,5.5,3.3,44.8,12.2,4.7,1889,Fairfield County,20.3,89.0,18.7,5.9,69.0,332655,364954,624.89,28.2,88.8,200283,28.2,82283,432100,788816,0.1,0.0,88363,48721,14.4,51.2,23.6,5.7,9.1,2.73,3.1,1467.2,403375,-0.5,26972,157022,17661,CT,108910,2.0,35.1,41615,79.8,63.8,28.6
894014,897985,16379,0.5,0.5,5.1,3.9,34.9,15.2,6.3,962,Hartford County,14.9,88.1,17.0,4.1,65.5,347874,374695,735.1,24.6,87.5,150161,22.1,64967,241500,156314,0.1,0.0,56271,34698,15.6,51.5,21.7,5.4,11.6,2.49,0.4,1216.2,446375,1.2,22613,138207,15811,CT,72906,2.3,38.4,52781,76.8,63.4,25.9
189927,184993,2451,0.3,0.6,1.8,1.5,33.4,1.8,1.6,145,Litchfield County,7.1,91.3,5.5,1.1,78.1,75755,87434,920.56,9.8,91.3,0,26.5,71338,263600,0,0.1,0.0,16961,37667,18.4,50.7,19.4,4.2,6.4,2.45,-2.6,206.3,51115,-1.1,4782,24581,13043,CT,21435,1.6,21.0,14785,94.4,89.9,28.5
165676,164943,2934,0.2,0.4,3.0,3.4,39.1,5.4,1.3,228,Middlesex County,7.3,93.8,5.8,1.5,76.2,66141,75274,369.3,10.4,89.4,33360,25.2,76994,292000,9538,0.1,0.2,13156,39992,17.7,51.2,19.4,4.5,6.4,2.41,-0.4,448.6,60406,0.9,4147,21291,12980,CT,15693,1.9,23.0,11973,89.4,84.6,28.0
862477,861277,13458,0.5,0.5,4.2,3.7,32.9,14.2,5.0,1140,New Haven County,11.7,88.3,16.8,4.4,63.7,328013,362262,604.51,21.4,88.0,104930,24.0,61996,256900,98907,0.1,0.0,57091,32523,15.6,51.8,21.1,5.3,12.4,2.54,-0.1,1426.7,331081,1.6,19431,117853,13970,CT,74477,2.2,40.2,51106,78.8,65.0,28.2
274055,273676,34446,1.1,0.9,4.5,2.8,31.3,6.9,2.1,646,New London County,8.6,90.5,9.9,2.6,67.5,107066,121248,664.88,13.9,85.2,0,22.8,66583,252900,0,0.2,0.0,15978,33782,16.0,49.9,20.3,5.1,8.7,2.44,-0.1,412.2,103244,-1.5,5698,38829,14682,CT,21733,3.5,27.8,25314,83.9,76.3,28.2
152691,151367,1730,0.2,0.0,4.1,2.9,36.9,3.6,0.0,203,Tolland County,6.9,93.0,5.0,1.8,74.4,54327,58529,410.21,10.6,85.7,10217,25.8,80529,254800,2143,0.1,0.0,9190,34392,14.0,49.8,18.5,4.0,6.5,2.52,-0.9,372.2,30798,1.7,2398,12063,8140,CT,11698,1.8,24.5,10916,90.3,86.2,32.5
118428,116998,1363,0.6,0.8,1.4,1.9,22.3,2.9,0.9,116,Windham County,4.9,86.8,10.9,0.0,70.1,44018,49168,512.91,12.8,86.8,17765,26.3,59333,211100,5466,0.1,0.0,6501,27893,14.7,50.4,20.7,5.2,11.4,2.57,-1.2,230.9,29397,-1.6,2092,11805,10120,CT,8491,2.2,26.7,9457,92.8,83.8,24.4
162310,171987,4478,0.7,0.8,2.3,3.8,21.4,25.2,10.4,998,Kent County,5.3,85.2,6.9,2.5,72.3,58524,67874,586.18,8.9,86.3,23618,25.8,55149,199500,0,0.1,0.0,9126,24851,15.6,51.8,23.6,6.5,12.9,2.74,5.9,276.9,48071,0.4,3166,25892,17024,DE,11242,3.4,13.3,18340,68.3,63.3,26.2
538479,552778,9991,0.4,0.0,5.2,5.1,33.8,24.9,10.1,1908,New Castle County,10.0,89.4,9.4,2.1,70.0,200739,220118,426.29,14.6,85.6,202687,24.8,64537,246300,0,0.1,0.0,32974,32406,13.8,51.6,22.2,6.1,10.7,2.62,2.7,1263.2,270062,6.4,15452,86334,16358,DE,43660,2.3,22.5,36340,67.1,59.5,26.5
197145,210849,4637,1.2,0.5,1.2,1.6,22.2,12.8,4.5,2288,Sussex County,6.8,85.6,9.3,1.7,79.0,76444,129445,936.08,10.1,88.0,30493,24.2,52710,236600,0,0.1,0.0,14761,26908,24.2,51.5,19.5,5.6,13.4,2.58,7.0,210.6,61111,2.3,5343,29794,16103,DE,20285,2.1,11.2,20401,82.5,75.0,24.3
601723,658893,42781,0.6,0.9,4.0,5.9,52.4,49.0,28.2,4189,District of Columbia,13.8,88.4,10.4,6.1,42.1,263649,306174,61.05,15.8,80.6,3328,29.7,65830,445200,21179,0.2,0.0,52262,45290,11.3,52.6,17.5,6.5,18.6,2.2,9.5,9856.6,491130,1.7,21919,38437,6555,DC,55887,2.6,62.3,30520,43.6,35.8,34.5
247336,256380,4939,0.3,0.0,5.9,3.8,40.5,20.5,7.8,762,Alachua County,10.7,91.2,9.1,6.7,54.1,96043,114060,875.02,13.8,74.2,0,19.9,42149,167900,0,0.1,0.0,16536,24857,12.5,51.7,18.1,5.6,24.9,2.43,3.7,282.7,84425,2.0,5850,31522,13124,FL,20676,2.6,37.4,17015,70.6,62.6,31.6
27115,27093,198,0.4,0.0,0.7,0.0,10.0,13.5,0.0,47,Baker County,1.0,80.1,2.4,0.0,79.7,8216,9620,585.23,2.2,85.2,0,29.4,49236,124300,0,0.0,0.0,1181,19852,12.9,47.9,24.8,6.3,17.3,3.01,-0.1,46.3,5150,0.6,388,1805,7052,FL,1727,1.6,3.7,1979,83.9,81.9,26.2
168852,178985,4803,0.8,0.0,2.3,0.0,21.1,11.3,0.0,601,Bay County,4.9,87.0,5.7,2.7,62.5,67561,100322,758.46,6.3,79.6,12542,21.3,47461,157600,6449,0.1,0.3,12463,24498,16.1,50.2,21.6,6.1,14.7,2.48,6.0,222.6,56839,0.5,4380,24719,15138,FL,15465,3.1,31.1,22243,82.4,77.7,29.0
28520,26702,370,0.4,0.0,0.5,0.0,9.2,19.1,0.0,2,Bradford County,2.5,75.5,3.8,0.0,77.8,8857,10909,293.96,2.9,87.2,0,27.1,40259,108000,0,0.1,0.0,1161,17749,17.6,45.6,20.2,5.8,18.2,2.72,-6.4,97.0,4067,-4.5,421,2156,7436,FL,2106,1.7,6.7,2741,78.2,74.9,0.0
543376,556885,8555,0.5,0.4,2.4,2.9,26.3,10.7,6.1,1286,Brevard County,8.7,90.2,9.3,5.3,73.5,220277,272297,1015.66,10.1,85.4,67675,23.7,48039,144900,18526,0.1,0.0,39045,27009,22.6,51.2,18.7,4.6,13.5,2.44,2.5,535.0,161218,-0.9,13084,65939,12339,FL,45939,2.5,23.1,68817,83.8,75.8,30.4
1748066,1869235,42090,0.4,0.5,3.7,3.7,29.9,28.9,16.4,2462,Broward County,31.5,87.8,27.5,22.1,65.9,663458,817277,1209.79,37.8,83.3,71607,27.2,51251,181500,314116,0.1,0.1,225162,28205,15.3,51.4,21.5,5.8,14.3,2.67,6.9,1444.9,626529,1.2,57607,308862,17680,FL,237524,2.1,47.8,92575,64.9,39.8,29.8
14625,14532,92,1.3,0.0,0.8,0.0,7.8,13.6,0.0,8,Calhoun County,2.7,73.5,5.8,0.0,79.0,4696,5928,567.33,6.0,87.5,0,28.8,32780,70000,0,0.2,0.0,767,14675,17.3,45.5,20.8,5.5,23.5,2.7,-0.6,25.8,1729,1.6,191,647,4791,FL,1034,2.2,2.2,1598,81.8,76.8,0.0
159978,168474,1780,0.3,0.0,1.4,0.0,21.2,6.2,0.0,610,Charlotte County,9.7,88.8,6.7,0.0,79.0,70545,101365,680.28,11.0,84.1,0,23.3,44378,143700,2117,0.1,0.0,11764,26286,37.7,51.3,13.0,3.1,12.6,2.24,5.3,235.2,35239,3.3,3692,18981,12072,FL,13987,1.5,19.6,24867,90.5,84.7,26.4
141236,139377,1096,0.4,0.0,1.6,0.0,16.6,3.1,2.5,233,Citrus County,4.8,86.0,5.2,0.0,82.6,60319,77717,581.7,5.9,88.0,0,25.9,39100,117400,0,0.0,0.0,8790,23148,35.2,51.6,15.0,3.8,16.8,2.29,-1.3,242.8,26477,1.6,2665,14055,10051,FL,12451,1.5,5.6,21097,93.3,88.7,30.9
190865,199798,2137,0.5,0.0,3.2,4.2,24.0,10.9,6.3,915,Clay County,6.6,90.2,9.2,4.5,76.6,67805,77439,604.36,9.8,85.3,0,32.1,59482,158600,3943,0.2,0.0,11616,26577,14.2,50.8,24.2,5.5,9.8,2.82,4.7,315.8,36060,2.5,3596,20057,10997,FL,15242,2.9,11.8,26014,82.4,74.8,28.8
321520,348777,10371,0.5,0.0,1.4,1.8,31.7,7.2,3.3,3610,Collier County,22.9,85.8,26.7,15.5,74.1,122972,203070,1998.32,31.6,84.8,6066,23.6,55843,261300,16490,0.1,0.0,34947,36439,29.4,50.8,18.3,4.8,14.1,2.64,8.5,160.9,108607,2.0,10622,51864,16546,FL,38309,1.1,48.6,30603,89.7,64.3,26.8
67531,67857,1033,0.5,0.0,1.1,0.0,13.3,18.5,5.7,80,Columbia County,3.4,82.6,5.6,3.4,70.8,23604,28309,797.57,7.2,78.8,3514,22.3,38070,108700,4785,0.1,0.0,3691,19306,17.3,48.2,21.8,5.9,19.8,2.69,0.5,84.7,17648,0.5,1320,8621,12692,FL,5089,1.8,9.5,7694,78.0,73.1,24.7
34862,35012,243,1.1,0.0,0.8,0.0,10.6,13.2,0.0,112,DeSoto County,17.6,71.3,30.5,0.0,71.8,10622,14729,637.06,29.2,82.0,0,24.6,34963,89900,0,0.2,0.0,1572,15088,19.7,43.7,20.9,5.5,29.6,2.89,0.4,54.7,4876,1.7,427,2807,8001,FL,1899,1.2,10.8,2802,83.5,55.2,24.0
16422,15907,73,0.4,0.0,0.4,0.0,8.4,9.1,0.0,24,Dixie County,2.7,78.5,3.7,0.0,78.5,6130,9155,705.05,2.9,87.1,0,25.7,33981,85300,0,0.0,0.0,775,16851,22.0,46.0,19.1,5.6,17.4,2.49,-3.1,23.3,1411,1.5,184,491,3303,FL,919,1.5,3.0,2085,88.5,85.1,0.0
864263,897698,17193,0.4,0.3,4.7,4.9,26.4,30.1,14.1,3446,Duval County,9.5,87.9,8.6,6.3,61.6,330897,395841,762.19,13.2,81.5,112220,23.6,48323,151400,172057,0.1,0.0,62201,26143,12.8,51.6,22.9,6.8,16.9,2.58,3.9,1133.9,403647,1.6,23807,133167,15688,FL,69495,2.7,29.5,85376,62.0,55.0,29.8
297619,310659,4938,0.9,0.0,3.1,3.7,23.7,22.8,9.5,698,Escambia County,5.6,87.9,5.5,2.4,64.1,111689,138636,656.46,7.9,80.9,21170,22.2,43918,130100,18389,0.2,0.1,19187,23441,15.7,50.1,20.8,6.0,18.1,2.51,4.4,453.4,98366,-1.4,6581,40556,13404,FL,24187,3.1,23.6,34292,69.9,65.5,30.6
95696,102408,1147,0.4,0.0,2.4,0.0,23.3,11.5,0.0,548,Flagler County,13.4,90.2,9.8,0.0,80.2,35647,49562,485.46,15.5,88.2,2356,26.4,47233,169300,0,0.1,0.0,8112,24497,28.4,52.0,18.1,4.2,16.6,2.71,7.0,197.1,15920,0.0,1863,6841,7766,FL,9695,1.9,11.3,11345,83.7,75.3,0.0
11549,11815,375,0.6,0.0,0.7,0.0,14.4,14.4,0.0,8,Franklin County,3.2,79.3,5.1,0.0,69.7,4294,8569,534.73,7.3,80.0,0,22.3,38328,143900,0,0.1,0.0,1270,19843,20.1,42.2,16.6,4.3,20.6,2.23,2.3,21.6,2226,1.3,304,923,8191,FL,1758,1.5,13.3,1235,82.7,78.0,0.0
46389,46281,189,0.6,0.0,0.7,0.0,14.9,55.2,35.1,23,Gadsden County,6.6,77.2,10.5,0.0,71.2,16662,19432,516.33,9.5,89.4,2629,28.0,35380,111200,3839,0.2,0.0,2780,17615,15.5,49.5,22.2,6.1,26.5,2.62,-3.1,89.8,9016,3.4,640,4402,9422,FL,2765,1.1,7.7,3285,42.3,33.2,29.8
16939,16997,81,0.7,0.0,0.5,0.0,11.1,5.7,0.0,37,Gilchrist County,3.0,79.8,5.2,0.0,79.7,6240,7229,349.68,4.4,85.1,0,31.3,38406,102300,23,0.1,0.0,913,20180,19.4,48.0,20.4,5.3,24.1,2.51,0.3,48.4,1424,5.8,214,524,3102,FL,1104,1.2,1.8,1815,91.7,87.1,0.0
12884,13635,48,5.6,0.0,0.7,0.0,12.2,14.0,0.0,14,Glades County,14.7,78.0,21.7,0.0,72.1,3843,6825,806.01,20.7,87.5,0,24.5,34694,87700,0,0.1,0.0,517,16011,26.5,43.7,17.1,4.0,24.5,3.05,5.8,16.0,881,6.0,106,130,1191,FL,354,1.0,5.7,1205,78.7,60.4,29.4
15863,15944,187,0.5,0.0,0.6,0.0,13.6,19.1,0.0,92,Gulf County,3.2,79.5,5.0,0.0,71.3,5414,9181,564.01,4.6,85.1,0,24.4,40455,120200,0,0.0,0.0,1063,18546,18.1,39.8,15.5,4.3,16.4,2.49,0.5,28.1,2023,2.7,275,762,4840,FL,1232,1.8,11.1,1384,78.0,73.4,0.0
14799,14048,78,1.0,0.0,0.8,0.0,9.4,33.5,0.0,9,Hamilton County,3.7,75.1,9.5,0.0,75.1,4657,5704,513.79,8.8,82.9,0,24.2,37716,73500,0,0.0,0.0,556,16295,15.9,42.9,19.3,5.4,23.6,2.45,-5.1,28.8,1890,-3.9,166,1032,7243,FL,816,1.8,5.5,1311,63.0,55.0,35.5
27731,27469,178,1.2,0.0,1.2,0.0,8.8,7.6,0.0,17,Hardee County,20.8,64.2,43.1,22.0,70.5,7463,9618,637.78,40.7,86.4,0,25.6,37125,85800,0,0.1,0.0,1272,15366,14.8,46.5,26.7,7.2,29.6,3.38,-0.9,43.5,4172,-5.0,380,4001,13878,FL,1363,1.4,9.1,1388,88.5,47.5,0.0
39140,38505,373,2.2,0.0,1.3,0.0,9.9,13.2,0.0,24,Hendry County,24.9,64.4,50.9,34.3,69.6,11223,14376,1152.75,44.8,83.4,0,27.5,35425,81400,2120,0.2,0.0,2707,16133,12.7,48.0,28.1,7.7,26.7,3.15,-1.6,34.0,5579,3.4,546,3456,8774,FL,2489,1.1,8.2,1820,82.0,33.9,0.0
172778,175855,1661,0.5,0.8,1.4,0.0,15.5,5.7,3.6,378,Hernando County,6.5,86.5,11.6,8.7,79.3,70210,84623,472.54,10.5,85.3,3125,30.0,41024,117400,1779,0.1,0.0,10326,21411,27.5,52.1,18.7,4.4,15.4,2.44,1.8,365.6,29704,-1.0,2984,16540,9789,FL,13476,1.9,4.8,21514,90.5,80.2,26.6
98786,98236,1007,0.6,0.0,1.5,3.7,14.9,10.6,0.0,92,Highlands County,10.9,81.0,18.4,14.4,77.9,39931,54894,1016.62,18.9,84.4,3061,21.9,35560,93600,0,0.1,0.0,5719,20072,33.8,51.5,17.8,4.7,20.1,2.42,-0.6,97.2,18901,-4.6,1862,10895,11060,FL,7360,1.6,11.7,12995,85.6,68.7,24.1
1229226,1316298,26197,0.6,0.6,4.0,4.5,29.5,17.5,8.6,7490,Hillsborough County,15.5,86.8,26.5,19.9,60.0,471340,554070,1020.21,26.4,81.7,94448,25.7,49596,160000,177529,0.1,0.0,106573,27149,13.1,51.3,23.2,6.4,16.8,2.63,7.1,1204.9,538119,3.2,33302,191102,16335,FL,114841,2.5,29.3,94536,75.3,51.6,28.6
19927,19650,83,0.9,0.0,0.7,0.0,12.0,6.8,0.0,31,Holmes County,2.6,75.5,2.7,0.0,79.3,6808,8559,478.78,3.8,87.6,0,29.7,35511,83400,0,0.1,0.0,1091,16845,18.9,46.6,20.3,5.0,23.8,2.65,-1.4,41.6,1804,-5.2,267,731,3825,FL,937,2.1,4.2,1872,89.4,87.0,20.3
