Affirmative,Apprehended,Arrived,Country,Criminal,Defensive Asylum,Inadmissable,Legal permanant residences.Birth,Legal permanant residences.Last Residence,Naturalizations (Birth),Non-criminal,Nonimmigrant Admissions.Birth,Nonimmigrant Admissions.Last Residence,Year
-1,-1,37,"Korea, North",-1,-1,-1,-1,-1,-1,-1,-1,20,2008
-1,348,-1,Belize,109,-1,138,1077,1113,1291,104,26747,27967,2008
35,14,23,Chad,0,24,29,96,-1,22,7,522,466,2008
-1,34,6,Estonia,5,-1,37,287,-1,221,20,13179,12444,2008
-1,200,-1,Uruguay,49,-1,79,1451,1380,924,124,44087,43740,2008
176,884043,-1,Mexico,77531,73,79686,189989,188015,231815,169732,7273511,7215118,2008
44,236,-1,Lebanon,24,20,346,4254,-1,3399,84,28669,20879,2008
-1,545,-1,"Korea, South",116,-1,1738,26666,-1,22759,303,1007466,877374,2008
-1,-1,-1,"Virgin Islands, British",-1,-1,-1,-1,-1,-1,-1,-1,45031,2008
105,157,134,Uzbekistan,9,67,56,6375,-1,1377,47,5203,4547,2008
-1,8,-1,Iceland,-1,-1,25,122,-1,83,-1,57247,53319,2008
-1,-1,-1,Djibouti,-1,-1,6,39,-1,25,-1,283,282,2008
-1,14,-1,Bermuda,3,-1,154,92,-1,75,6,-1,46325,2008
-1,72,-1,Dominica,22,-1,97,454,-1,975,13,5821,7797,2008
1114,3619,94,Colombia,1081,548,1952,30213,29349,22926,1509,527451,484296,2008
-1,-1,-1,Reunion,-1,-1,-1,-1,-1,-1,-1,-1,562,2008
28,12,2889,Burundi,-1,12,19,255,-1,76,-1,1052,788,2008
-1,52,-1,Taiwan,24,-1,386,9073,9237,8711,57,332764,336190,2008
28,2801,-1,Nicaragua,533,23,428,3614,3486,17954,1724,57497,59044,2008
-1,90,-1,Barbados,39,-1,78,585,-1,1203,5,65434,70150,2008
-1,-1,-1,Madagascar,-1,-1,18,77,-1,43,-1,1267,1276,2008
-1,201,-1,Italy,74,-1,1153,2514,2738,2991,141,1086722,884439,2008
-1,-1,-1,Curacao,-1,-1,-1,-1,-1,-1,-1,-1,-1,2008
4,-1,5320,Bhutan,-1,-1,-1,42,-1,9,-1,801,728,2008
86,164,375,Sudan,4,30,92,3598,-1,2893,11,2319,1848,2008
347,102,4,Nepal,8,152,122,4093,-1,953,38,20924,18082,2008
-1,-1,-1,Malta,-1,-1,26,66,-1,71,-1,5556,5585,2008
-1,-1,-1,Comoros,-1,-1,-1,-1,-1,-1,-1,106,82,2008
-1,-1,-1,Maldives,-1,-1,74,-1,-1,-1,-1,403,398,2008
-1,69,-1,Antigua-Barbuda,23,-1,39,444,-1,661,5,22649,24953,2008
-1,28,-1,Suriname,4,-1,16,218,225,202,10,6926,8029,2008
-1,6,-1,Cayman Islands,-1,-1,32,37,-1,24,-1,-1,70826,2008
-1,-1,-1,Anguilla,-1,-1,4,22,-1,47,-1,-1,8851,2008
-1,-1,-1,Other Europe,-1,-1,-1,-1,25700,-1,-1,-1,-1,2008
-1,-1,-1,Holy See,-1,-1,-1,-1,-1,-1,-1,122,62,2008
13,298,-1,Israel,41,16,807,5851,6682,2933,217,388787,373942,2008
751,750,-1,Venezuela,120,306,584,10514,10689,6557,292,531685,556354,2008
-1,29,-1,Czechoslovakia,12,-1,67,862,1650,629,43,-1,-1,2008
79,83,28,All other countries,23,118,36,23,-1,59,48,-1,-1,2008
-1,-1,-1,Papua New Guinea,-1,-1,4,15,-1,14,-1,878,974,2008
-1,16,-1,Malawi,-1,-1,6,133,-1,64,-1,2054,1846,2008
-1,691,-1,Trinidad and Tobago,273,-1,635,5937,-1,7305,205,177916,175352,2008
197,72,3,Zimbabwe,3,68,94,953,-1,413,40,7968,5327,2008
-1,201,-1,Germany,63,-1,1079,7091,8456,4708,115,2119640,1950233,2008
-1,-1,-1,Vanuatu,-1,-1,13,-1,-1,-1,-1,213,408,2008
-1,17,-1,Denmark,-1,-1,141,498,551,210,-1,310371,284832,2008
10,158,-1,Senegal,20,18,118,1149,-1,566,67,9437,7870,2008
18,78,62,Kazakhstan,7,14,34,1630,-1,908,18,16515,15660,2008
16,1340,-1,Philippines,280,15,14032,54030,52391,58792,409,334894,292964,2008
182,217,251,Eritrea,4,120,17,1270,-1,694,6,841,318,2008
