Acceleration,Base Curb Weight,Classification,Driveline,Engine,Engine Type,Height,Horsepower,Hybrid,Length,Make,Model Year,Number Of Forward Gears,Size,Top Speed,Torque,Transmission,Width,city_mpg,fuel,highway_mpg,id,year
0.0,0,Automatic transmission,,Ford 5L 8 Cylinder,,0,0,,0,Ford,2001 Ford Explorer Explorer 4WD,4,5.0,0.0,0,4 Speed Automatic,0,13,,18,2001 Ford Explorer Explorer 4WD Ford 5L 8 Cylinder 4 Speed Automatic,2001
0.0,0,Manual transmission,,Ford 4L 6 Cylinder,,0,0,,0,Ford,2001 Ford Explorer SUV Sport 2WD,5,4.0,0.0,0,5 Speed Manual,0,16,,20,2001 Ford Explorer SUV Sport 2WD Ford 4L 6 Cylinder 5 Speed Manual,2001
0.0,0,Automatic transmission,,Ford 3L 6 Cylinder 3.0M,,0,0,,0,Ford,2000 Ford Taurus Station Wagon,4,3.0,0.0,0,4 Speed Automatic,0,17,,25,2000 Ford Taurus Station Wagon Ford 3L 6 Cylinder 3.0M 4 Speed Automatic,2001
0.0,0,Automatic transmission,,Ford 4L 6 Cylinder,,0,0,,0,Ford,2001 Ford Explorer Explorer Sport FFV 2WD,5,4.0,0.0,0,5 Speed Automatic,0,15,,20,2001 Ford Explorer Explorer Sport FFV 2WD Ford 4L 6 Cylinder 5 Speed Automatic,2001
0.0,0,Automatic transmission,,Ford 4L 6 Cylinder FFV E85,,0,0,,0,Ford,2001 Ford Explorer Explorer Sport FFV 2WD,5,4.0,0.0,0,5 Speed Automatic,0,11,,14,2001 Ford Explorer Explorer Sport FFV 2WD Ford 4L 6 Cylinder FFV E85 5 Speed Automatic,2001
0.0,0,Automatic transmission,,Ford 4L 6 Cylinder,,0,0,,0,Ford,2001 Ford Explorer Explorer Sport FFV 4WD,5,4.0,0.0,0,5 Speed Automatic,0,13,,17,2001 Ford Explorer Explorer Sport FFV 4WD Ford 4L 6 Cylinder 5 Speed Automatic,2001
0.0,0,Automatic transmission,,Ford 4L 6 Cylinder FFV E85,,0,0,,0,Ford,2001 Ford Explorer Explorer Sport FFV 4WD,5,4.0,0.0,0,5 Speed Automatic,0,10,,13,2001 Ford Explorer Explorer Sport FFV 4WD Ford 4L 6 Cylinder FFV E85 5 Speed Automatic,2001
0.0,0,Automatic transmission,,Ford 4L 6 Cylinder,,0,0,,0,Ford,2001 Ford Explorer Explorer USPS 2WD,5,4.0,0.0,0,5 Speed Automatic,0,15,,20,2001 Ford Explorer Explorer USPS 2WD Ford 4L 6 Cylinder 5 Speed Automatic,2001
0.0,0,Automatic transmission,,Ford 4L 6 Cylinder,,0,0,,0,Ford,2001 Ford Explorer Explorer USPS 4WD,5,4.0,0.0,0,5 Speed Automatic,0,13,,18,2001 Ford Explorer Explorer USPS 4WD Ford 4L 6 Cylinder 5 Speed Automatic,2001
0.0,0,,,Ford 67 KW AC Induction,,0,0,,0,Ford,2001 Ford Explorer Explorer USPS Electric,0,0.0,0.0,0,,0,63,,47,2001 Ford Explorer Explorer USPS Electric Ford 67 KW AC Induction,2001
0.0,0,Automatic transmission,,Ford 4L 6 Cylinder,,0,0,,0,Ford,2001 Ford Explorer Explorer USPS FFV 2WD,5,4.0,0.0,0,5 Speed Automatic,0,15,,20,2001 Ford Explorer Explorer USPS FFV 2WD Ford 4L 6 Cylinder 5 Speed Automatic,2001
0.0,0,Automatic transmission,,Ford 4L 6 Cylinder FFV E85,,0,0,,0,Ford,2001 Ford Explorer Explorer USPS FFV 2WD,5,4.0,0.0,0,5 Speed Automatic,0,11,,14,2001 Ford Explorer Explorer USPS FFV 2WD Ford 4L 6 Cylinder FFV E85 5 Speed Automatic,2001
0.0,0,Automatic transmission,,Ford 4L 6 Cylinder,,0,0,,0,Ford,2001 Ford Explorer Explorer USPS FFV 4WD,5,4.0,0.0,0,5 Speed Automatic,0,13,,17,2001 Ford Explorer Explorer USPS FFV 4WD Ford 4L 6 Cylinder 5 Speed Automatic,2001
0.0,0,Automatic transmission,,Ford 4.6L 8 cylinder 224hp 275 ft-lbs,8 Cylinder,0,224,,0,Ford,2001 Ford E150 Van 2WD,4,4.6,0.0,275,4 Speed Automatic,0,14,,19,2001 Ford E150 Van 2WD Ford 4.6L 8 cylinder 224hp 275 ft-lbs 4 Speed Automatic,2001
0.0,0,Manual transmission,,Ford 4L 6 Cylinder,,0,0,,0,Ford,2001 Ford Explorer Sport Trac Pickup 4WD,5,4.0,0.0,0,5 Speed Manual,0,14,,18,2001 Ford Explorer Sport Trac Pickup 4WD Ford 4L 6 Cylinder 5 Speed Manual,2001
0.0,0,Automatic transmission,,Ford 4L 6 Cylinder,,0,0,,0,Ford,2001 Ford Explorer Sport Trac Pickup 4WD,5,4.0,0.0,0,5 Speed Automatic,0,13,,18,2001 Ford Explorer Sport Trac Pickup 4WD Ford 4L 6 Cylinder 5 Speed Automatic,2001
0.0,0,Manual transmission,,Ford 4L 6 Cylinder,,0,0,,0,Ford,2002 Ford Explorer Sport Trac Pickup 4WD,5,4.0,0.0,0,5 Speed Manual,0,14,,18,2002 Ford Explorer Sport Trac Pickup 4WD Ford 4L 6 Cylinder 5 Speed Manual,2002
0.0,0,Automatic transmission,,Ford 4L 6 Cylinder,,0,0,,0,Ford,2002 Ford Explorer Sport Trac Pickup 4WD,5,4.0,0.0,0,5 Speed Automatic,0,13,,18,2002 Ford Explorer Sport Trac Pickup 4WD Ford 4L 6 Cylinder 5 Speed Automatic,2002
0.0,0,Manual transmission,,Ford 4.2L 6 Cylinder,6 Cylinder,0,0,,0,Ford,2001 Ford F150 Pickup 4WD,5,4.2,0.0,0,5 Speed Manual,0,14,,17,2001 Ford F150 Pickup 4WD Ford 4.2L 6 Cylinder 5 Speed Manual,2001
0.0,0,Automatic transmission,,Ford 4.2L 6 Cylinder,6 Cylinder,0,0,,0,Ford,2001 Ford F150 Pickup 4WD,4,4.2,0.0,0,4 Speed Automatic,0,14,,18,2001 Ford F150 Pickup 4WD Ford 4.2L 6 Cylinder 4 Speed Automatic,2001
0.0,0,Manual transmission,,Ford 4.6L 8 cylinder 224hp 275 ft-lbs,8 Cylinder,0,224,,0,Ford,2001 Ford F150 Pickup 4WD,5,4.6,0.0,275,5 Speed Manual,0,13,,17,2001 Ford F150 Pickup 4WD Ford 4.6L 8 cylinder 224hp 275 ft-lbs 5 Speed Manual,2001
0.0,0,Automatic transmission,,Ford 4.6L 8 cylinder 224hp 275 ft-lbs,8 Cylinder,0,224,,0,Ford,2001 Ford F150 Pickup 4WD,4,4.6,0.0,275,4 Speed Automatic,0,14,,17,2001 Ford F150 Pickup 4WD Ford 4.6L 8 cylinder 224hp 275 ft-lbs 4 Speed Automatic,2001
0.0,0,Automatic transmission,,Ford 5.4L 8 cylinder,8 Cylinder,0,0,,0,Ford,2001 Ford F150 Pickup 4WD,4,5.4,0.0,0,4 Speed Automatic,0,12,,16,2001 Ford F150 Pickup 4WD Ford 5.4L 8 cylinder 4 Speed Automatic,2001
0.0,0,Automatic transmission,,Ford 5.4L 8 Cylinder CNG,,0,0,,0,Ford,2001 Ford F150 Pickup (CNG),4,5.4,0.0,0,4 Speed Automatic,0,11,,15,2001 Ford F150 Pickup (CNG) Ford 5.4L 8 Cylinder CNG 4 Speed Automatic,2001
0.0,0,Automatic transmission,,Ford 5.4L 8 Cylinder LPG,4 Cylinder,0,0,,0,Ford,2001 Ford F150 Pickup Dual-fuel 4WD (LPG),4,5.4,0.0,0,4 Speed Automatic,0,11,,12,2001 Ford F150 Pickup Dual-fuel 4WD (LPG) Ford 5.4L 8 Cylinder LPG 4 Speed Automatic,2001
0.0,0,Automatic transmission,,Ford 5.4L 8 cylinder,8 Cylinder,0,0,,0,Ford,2001 Ford F150 Pickup Dual-fuel 4WD (LPG),4,5.4,0.0,0,4 Speed Automatic,0,11,,15,2001 Ford F150 Pickup Dual-fuel 4WD (LPG) Ford 5.4L 8 cylinder 4 Speed Automatic,2001
0.0,0,Automatic transmission,,Ford 5.4L 8 cylinder,8 Cylinder,0,0,,0,Ford,2001 Ford F150 Pickup Dual-fuel 2WD (CNG),4,5.4,0.0,0,4 Speed Automatic,0,10,,13,2001 Ford F150 Pickup Dual-fuel 2WD (CNG) Ford 5.4L 8 cylinder 4 Speed Automatic,2001
0.0,0,Automatic transmission,,Ford 5.4L 8 cylinder,8 Cylinder,0,0,,0,Ford,2001 Ford F150 Pickup Dual-fuel 2WD (CNG),4,5.4,0.0,0,4 Speed Automatic,0,10,,14,2001 Ford F150 Pickup Dual-fuel 2WD (CNG) Ford 5.4L 8 cylinder 4 Speed Automatic,2001
0.0,0,Automatic transmission,,Ford 5.4L 8 cylinder,8 Cylinder,0,0,,0,Ford,2001 Ford F150 Pickup Dual-fuel 2WD (LPG),4,5.4,0.0,0,4 Speed Automatic,0,11,,15,2001 Ford F150 Pickup Dual-fuel 2WD (LPG) Ford 5.4L 8 cylinder 4 Speed Automatic,2001
0.0,0,Automatic transmission,,Ford 5.4L 8 Cylinder LPG,4 Cylinder,0,0,,0,Ford,2001 Ford F150 Pickup Dual-fuel 2WD (LPG),4,5.4,0.0,0,4 Speed Automatic,0,11,,12,2001 Ford F150 Pickup Dual-fuel 2WD (LPG) Ford 5.4L 8 Cylinder LPG 4 Speed Automatic,2001
0.0,0,Automatic transmission,,Ford 5.4L 8 cylinder,8 Cylinder,0,0,,0,Ford,2001 Ford F150 Pickup Dual-fuel 4WD (CNG),4,5.4,0.0,0,4 Speed Automatic,0,10,,14,2001 Ford F150 Pickup Dual-fuel 4WD (CNG) Ford 5.4L 8 cylinder 4 Speed Automatic,2001
0.0,0,Automatic transmission,,Ford 5.4L 8 Cylinder LPG,4 Cylinder,0,0,,0,Ford,2001 Ford F150 Pickup Dual-fuel 4WD (CNG),4,5.4,0.0,0,4 Speed Automatic,0,10,,13,2001 Ford F150 Pickup Dual-fuel 4WD (CNG) Ford 5.4L 8 Cylinder LPG 4 Speed Automatic,2001
0.0,0,Automatic transmission,,Ford 4.2L 6 Cylinder,6 Cylinder,0,0,,0,Ford,2000 Ford F150 Pickup 4WD,4,4.2,0.0,0,4 Speed Automatic,0,14,,17,2000 Ford F150 Pickup 4WD Ford 4.2L 6 Cylinder 4 Speed Automatic,2000
0.0,0,Manual transmission,,Ford 4.2L 6 Cylinder,6 Cylinder,0,0,,0,Ford,2000 Ford F150 Pickup 4WD,5,4.2,0.0,0,5 Speed Manual,0,13,,17,2000 Ford F150 Pickup 4WD Ford 4.2L 6 Cylinder 5 Speed Manual,2000
0.0,0,Automatic transmission,,Ford 4.6L 8 cylinder 224hp 275 ft-lbs,8 Cylinder,0,224,,0,Ford,2000 Ford F150 Pickup 4WD,4,4.6,0.0,275,4 Speed Automatic,0,13,,17,2000 Ford F150 Pickup 4WD Ford 4.6L 8 cylinder 224hp 275 ft-lbs 4 Speed Automatic,2000
0.0,0,Manual transmission,,Ford 4.6L 8 cylinder 224hp 275 ft-lbs,8 Cylinder,0,224,,0,Ford,2000 Ford F150 Pickup 4WD,5,4.6,0.0,275,5 Speed Manual,0,13,,17,2000 Ford F150 Pickup 4WD Ford 4.6L 8 cylinder 224hp 275 ft-lbs 5 Speed Manual,2000
0.0,0,Automatic transmission,,Ford 5.4L 8 cylinder,8 Cylinder,0,0,,0,Ford,2000 Ford F150 Pickup 4WD,4,5.4,0.0,0,4 Speed Automatic,0,12,,16,2000 Ford F150 Pickup 4WD Ford 5.4L 8 cylinder 4 Speed Automatic,2000
0.0,0,Automatic transmission,,Ford 5.4L 8 cylinder,8 Cylinder,0,0,,0,Ford,2000 Ford F150 Lightning Pickup 2WD,4,5.4,0.0,0,4 Speed Automatic,0,12,,15,2000 Ford F150 Lightning Pickup 2WD Ford 5.4L 8 cylinder 4 Speed Automatic,2000
0.0,0,Automatic transmission,,Ford 5.4L 8 cylinder,8 Cylinder,0,0,,0,Ford,2002 Ford F150 Pickup Dual-fuel 2WD (LPG),4,5.4,0.0,0,4 Speed Automatic,0,11,,15,2002 Ford F150 Pickup Dual-fuel 2WD (LPG) Ford 5.4L 8 cylinder 4 Speed Automatic,2002
0.0,0,Automatic transmission,,Ford 5.4L 8 Cylinder LPG,4 Cylinder,0,0,,0,Ford,2002 Ford F150 Pickup Dual-fuel 2WD (LPG),4,5.4,0.0,0,4 Speed Automatic,0,11,,12,2002 Ford F150 Pickup Dual-fuel 2WD (LPG) Ford 5.4L 8 Cylinder LPG 4 Speed Automatic,2002
0.0,0,Manual transmission,,Ford 4.6L 8 cylinder 224hp 275 ft-lbs,8 Cylinder,0,224,,0,Ford,2002 Ford F150 Pickup 2WD,5,4.6,0.0,275,5 Speed Manual,0,13,,18,2002 Ford F150 Pickup 2WD Ford 4.6L 8 cylinder 224hp 275 ft-lbs 5 Speed Manual,2002
0.0,0,Automatic transmission,,Ford 5.4L 8 cylinder,8 Cylinder,0,0,,0,Ford,2002 Ford F150 Pickup 2WD,4,5.4,0.0,0,4 Speed Automatic,0,11,,15,2002 Ford F150 Pickup 2WD Ford 5.4L 8 Cylinder Premium 4 Speed Automatic,2002
0.0,0,Automatic transmission,,Ford 4.2L 6 Cylinder,6 Cylinder,0,0,,0,Ford,2002 Ford F150 Pickup 2WD,4,4.2,0.0,0,4 Speed Automatic,0,14,,19,2002 Ford F150 Pickup 2WD Ford 4.2L 6 Cylinder 4 Speed Automatic,2002
0.0,0,Automatic transmission,,Ford 4.6L 8 cylinder 224hp 275 ft-lbs,8 Cylinder,0,224,,0,Ford,2002 Ford F150 Pickup 2WD,4,4.6,0.0,275,4 Speed Automatic,0,14,,19,2002 Ford F150 Pickup 2WD Ford 4.6L 8 cylinder 224hp 275 ft-lbs 4 Speed Automatic,2002
0.0,0,Automatic transmission,,Ford 5.4L 8 cylinder,8 Cylinder,0,0,,0,Ford,2002 Ford F150 Pickup 2WD,4,5.4,0.0,0,4 Speed Automatic,0,13,,18,2002 Ford F150 Pickup 2WD Ford 5.4L 8 cylinder 4 Speed Automatic,2002
0.0,0,Manual transmission,,Ford 4.2L 6 Cylinder,6 Cylinder,0,0,,0,Ford,2002 Ford F150 Pickup 2WD,5,4.2,0.0,0,5 Speed Manual,0,15,,19,2002 Ford F150 Pickup 2WD Ford 4.2L 6 Cylinder 5 Speed Manual,2002
0.0,0,Automatic transmission,,Ford 4.6L 8 cylinder 224hp 275 ft-lbs,8 Cylinder,0,224,,0,Ford,2002 Ford F150 Pickup 4WD,4,4.6,0.0,275,4 Speed Automatic,0,13,,17,2002 Ford F150 Pickup 4WD Ford 4.6L 8 cylinder 224hp 275 ft-lbs 4 Speed Automatic,2002
0.0,0,Manual transmission,,Ford 4.6L 8 cylinder 224hp 275 ft-lbs,8 Cylinder,0,224,,0,Ford,2002 Ford F150 Pickup 4WD,5,4.6,0.0,275,5 Speed Manual,0,12,,17,2002 Ford F150 Pickup 4WD Ford 4.6L 8 cylinder 224hp 275 ft-lbs 5 Speed Manual,2002
0.0,0,Automatic transmission,,Ford 5.4L 8 cylinder,8 Cylinder,0,0,,0,Ford,2002 Ford F150 Pickup 4WD,4,5.4,0.0,0,4 Speed Automatic,0,12,,16,2002 Ford F150 Pickup 4WD Ford 5.4L 8 cylinder 4 Speed Automatic,2002
0.0,0,Automatic transmission,,Ford 4.2L 6 Cylinder,6 Cylinder,0,0,,0,Ford,2002 Ford F150 Pickup 4WD,4,4.2,0.0,0,4 Speed Automatic,0,14,,18,2002 Ford F150 Pickup 4WD Ford 4.2L 6 Cylinder 4 Speed Automatic,2002
0.0,0,Manual transmission,,Ford 4.2L 6 Cylinder,6 Cylinder,0,0,,0,Ford,2002 Ford F150 Pickup 4WD,5,4.2,0.0,0,5 Speed Manual,0,14,,18,2002 Ford F150 Pickup 4WD Ford 4.2L 6 Cylinder 5 Speed Manual,2002
0.0,0,Automatic transmission,,Ford 5.4L 8 cylinder,8 Cylinder,0,0,,0,Ford,2002 Ford F150 Pickup (CNG),4,5.4,0.0,0,4 Speed Automatic,0,11,,15,2002 Ford F150 Pickup (CNG) Ford 5.4L 8 cylinder 4 Speed Automatic,2002
0.0,0,Automatic transmission,,Ford 5.4L 8 cylinder,8 Cylinder,0,0,,0,Ford,2002 Ford F150 Pickup Dual-fuel 4WD (LPG),4,5.4,0.0,0,4 Speed Automatic,0,11,,15,2002 Ford F150 Pickup Dual-fuel 4WD (LPG) Ford 5.4L 8 cylinder 4 Speed Automatic,2002
0.0,0,Automatic transmission,,Ford 5.4L 8 Cylinder LPG,4 Cylinder,0,0,,0,Ford,2002 Ford F150 Pickup Dual-fuel 4WD (LPG),4,5.4,0.0,0,4 Speed Automatic,0,11,,12,2002 Ford F150 Pickup Dual-fuel 4WD (LPG) Ford 5.4L 8 Cylinder LPG 4 Speed Automatic,2002
0.0,0,Automatic transmission,,Ford 5.4L 8 cylinder,8 Cylinder,0,0,,0,Ford,2002 Ford F150 Pickup Dual-fuel 4WD (CNG),4,5.4,0.0,0,4 Speed Automatic,0,10,,14,2002 Ford F150 Pickup Dual-fuel 4WD (CNG) Ford 5.4L 8 cylinder 4 Speed Automatic,2002
0.0,0,Automatic transmission,,Ford 5.4L 8 Cylinder CNG,,0,0,,0,Ford,2002 Ford F150 Pickup Dual-fuel 4WD (CNG),4,5.4,0.0,0,4 Speed Automatic,0,10,,13,2002 Ford F150 Pickup Dual-fuel 4WD (CNG) Ford 5.4L 8 Cylinder CNG 4 Speed Automatic,2002
0.0,0,Automatic transmission,,Ford 3L 6 Cylinder FFV E85,,0,0,,0,Ford,2001 Ford Ranger Pickup 2WD FFV,5,3.0,0.0,0,5 Speed Automatic,0,11,,14,2001 Ford Ranger Pickup 2WD FFV Ford 3L 6 Cylinder FFV E85 5 Speed Automatic,2001
0.0,0,Automatic transmission,,Ford 3L 6 Cylinder,4 Cylinder,0,0,,0,Ford,2001 Ford Ranger Pickup 2WD FFV,5,0.0,0.0,0,5 Speed Automatic,0,15,,20,2001 Ford Ranger Pickup 2WD FFV Ford 3L 6 Cylinder 5 Speed Automatic,2001
0.0,0,Manual transmission,,Honda 3.2L 6 cylinder 190hp 188torque,V6 engine,0,190,,0,Honda,1997 Honda Passport SUV 2WD,5,3.2,0.0,188,5 Speed Manual,0,16,,19,1997 Honda Passport SUV 2WD Honda 3.2L 6 cylinder 190hp 188torque 5 Speed Manual,1997
0.0,0,Automatic transmission,,Honda 3.2L 6 cylinder 190hp 188torque,V6 engine,0,190,,0,Honda,1997 Honda Passport SUV 2WD,4,3.2,0.0,188,4 Speed Automatic,0,15,,19,1997 Honda Passport SUV 2WD Honda 3.2L 6 cylinder 190hp 188torque 4 Speed Automatic,1997
0.0,0,Manual transmission,,Honda 3.2L 6 cylinder 205hp 214torque DOHC,V6 engine,0,205,,0,Honda,1998 Honda Passport SUV 2WD,5,3.2,0.0,214,5 Speed Manual,0,18,,20,1998 Honda Passport SUV 2WD Honda 3.2L 6 cylinder 205hp 214torque DOHC 5 Speed Manual,1998
0.0,0,Automatic transmission,,Honda 3.2L 6 cylinder 205hp 214torque DOHC,V6 engine,0,205,,0,Honda,1998 Honda Passport SUV 2WD,4,3.2,0.0,214,4 Speed Automatic,0,16,,20,1998 Honda Passport SUV 2WD Honda 3.2L 6 cylinder 205hp 214torque DOHC 4 Speed Automatic,1998
0.0,0,Manual transmission,,Ford 2L 4 Cylinder,4 Cylinder,0,0,,0,Ford,1999 Ford Escort Coupe ZX2,5,2.0,0.0,0,5 Speed Manual,0,22,,30,1999 Ford Escort Coupe ZX2 Ford 2L 4 Cylinder 5 Speed Manual,1999
0.0,0,Automatic transmission,,Ford 2L 4 Cylinder,4 Cylinder,0,0,,0,Ford,1999 Ford Escort Coupe ZX2,4,2.0,0.0,0,4 Speed Automatic,0,22,,30,1999 Ford Escort Coupe ZX2 Ford 2L 4 Cylinder 4 Speed Automatic,1999
0.0,0,Automatic transmission,,Ford 2L 4 Cylinder,4 Cylinder,0,0,,0,Ford,1999 Ford Escort Station Wagon,4,2.0,0.0,0,4 Speed Automatic,0,22,,31,1999 Ford Escort Station Wagon Ford 2L 4 Cylinder 4 Speed Automatic,1999
0.0,0,Manual transmission,,Ford 2L 4 Cylinder,4 Cylinder,0,0,,0,Ford,1999 Ford Escort Station Wagon,5,2.0,0.0,0,5 Speed Manual,0,24,,34,1999 Ford Escort Station Wagon Ford 2L 4 Cylinder 5 Speed Manual,1999
0.0,0,Automatic transmission,,Honda 2.4L 4 cylinder VTEC 156hp 160 torque,,0,156,,0,Honda,2006 Honda Element,4,2.4,0.0,160,4 Speed Automatic,0,22,,26,2006 Honda Element SUV 2WD Honda 2.4L 4 cylinder VTEC 156hp 160 torque 4 Speed Automatic,2006
0.0,0,Manual transmission,,Honda 2.4L 4 cylinder VTEC 156hp 160 torque,,0,156,,0,Honda,2006 Honda Element,5,2.4,0.0,160,5 Speed Manual,0,21,,25,2006 Honda Element SUV 2WD Honda 2.4L 4 cylinder VTEC 156hp 160 torque 5 Speed Manual,2006
0.0,0,Manual transmission,,Ford 2L 4 Cylinder,4 Cylinder,0,0,,0,Ford,2001 Ford Escape SUV 2WD,5,2.0,0.0,0,5 Speed Manual,0,21,,26,2001 Ford Escape SUV 2WD Ford 2L 4 Cylinder 5 Speed Manual,2001
0.0,0,Automatic transmission,,Ford 3L 6 Cylinder,4 Cylinder,0,0,,0,Ford,2001 Ford Escape SUV 2WD,4,0.0,0.0,0,4 Speed Automatic,0,16,,22,2001 Ford Escape SUV 2WD Ford 3L 6 Cylinder 4 Speed Automatic,2001
0.0,0,Manual transmission,,Ford 2L 4 Cylinder,4 Cylinder,0,0,,0,Ford,2002 Ford Escape SUV 2WD,5,2.0,0.0,0,5 Speed Manual,0,20,,25,2002 Ford Escape SUV 2WD Ford 2L 4 Cylinder 5 Speed Manual,2002
0.0,0,Automatic transmission,,Ford 3L 6 Cylinder,4 Cylinder,0,0,,0,Ford,2002 Ford Escape SUV 2WD,4,0.0,0.0,0,4 Speed Automatic,0,17,,23,2002 Ford Escape SUV 2WD Ford 3L 6 Cylinder 4 Speed Automatic,2002
0.0,0,Automatic transmission,,Ford 4.6L 8 cylinder 224hp 275 ft-lbs,8 Cylinder,0,224,,0,Ford,2001 Ford Expedition SUV 2WD,4,4.6,0.0,275,4 Speed Automatic,0,14,,19,2001 Ford Expedition SUV 2WD Ford 4.6L 8 cylinder 224hp 275 ft-lbs 4 Speed Automatic,2001
0.0,0,Automatic transmission,,Ford 5.4L 8 cylinder,8 Cylinder,0,0,,0,Ford,2001 Ford Expedition SUV 2WD,4,5.4,0.0,0,4 Speed Automatic,0,12,,17,2001 Ford Expedition SUV 2WD Ford 5.4L 8 cylinder 4 Speed Automatic,2001
0.0,0,Automatic transmission,,Ford 4.6L 8 cylinder 224hp 275 ft-lbs,8 Cylinder,0,224,,0,Ford,2000 Ford Expedition SUV 2WD,4,4.6,0.0,275,4 Speed Automatic,0,13,,18,2000 Ford Expedition SUV 2WD Ford 4.6L 8 cylinder 224hp 275 ft-lbs 4 Speed Automatic,2000
0.0,0,Automatic transmission,,Ford 5.4L 8 cylinder,8 Cylinder,0,0,,0,Ford,2000 Ford Expedition SUV 2WD,4,5.4,0.0,0,4 Speed Automatic,0,12,,17,2000 Ford Expedition SUV 2WD Ford 5.4L 8 cylinder 4 Speed Automatic,2000
0.0,0,Automatic transmission,,Ford 4.6L 8 cylinder 224hp 275 ft-lbs,8 Cylinder,0,224,,0,Ford,2002 Ford Expedition SUV 2WD,4,4.6,0.0,275,4 Speed Automatic,0,14,,19,2002 Ford Expedition SUV 2WD Ford 4.6L 8 cylinder 224hp 275 ft-lbs 4 Speed Automatic,2002
0.0,0,Automatic transmission,,Ford 5.4L 8 cylinder,8 Cylinder,0,0,,0,Ford,2002 Ford Expedition SUV 2WD,4,5.4,0.0,0,4 Speed Automatic,0,12,,17,2002 Ford Expedition SUV 2WD Ford 5.4L 8 cylinder 4 Speed Automatic,2002
0.0,0,Manual transmission,,Ford 4L 6 Cylinder,,0,0,,0,Ford,2000 Ford Explorer Explorer 4WD,5,4.0,0.0,0,5 Speed Manual,0,15,,19,2000 Ford Explorer Explorer 4WD Ford 4L 6 Cylinder 5 Speed Manual,2000
0.0,0,Automatic transmission,,Ford 4L 6 Cylinder 4.0S,,0,0,,0,Ford,2000 Ford Explorer Explorer 4WD,5,4.0,0.0,0,5 Speed Automatic,0,14,,19,2000 Ford Explorer Explorer 4WD Ford 4L 6 Cylinder 4.0S 5 Speed Automatic,2000
0.0,0,Automatic transmission,,Ford 5L 8 Cylinder,,0,0,,0,Ford,2000 Ford Explorer Explorer 4WD,4,5.0,0.0,0,4 Speed Automatic,0,13,,18,2000 Ford Explorer Explorer 4WD Ford 5L 8 Cylinder 4 Speed Automatic,2000
0.0,0,Automatic transmission,,Ford 4L 6 Cylinder,,0,0,,0,Ford,2000 Ford Explorer Explorer 4WD,5,4.0,0.0,0,5 Speed Automatic,0,14,,18,2000 Ford Explorer Explorer 4WD Ford 4L 6 Cylinder 5 Speed Automatic,2000
0.0,0,Manual transmission,,Ford 4L 6 Cylinder,,0,0,,0,Ford,2002 Ford Explorer SUV 2WD,5,4.0,0.0,0,5 Speed Manual,0,15,,20,2002 Ford Explorer SUV 2WD Ford 4L 6 Cylinder 5 Speed Manual,2002
0.0,0,Automatic transmission,,Ford 4.6L 8 cylinder 224hp 275 ft-lbs,8 Cylinder,0,224,,0,Ford,2002 Ford Explorer SUV 2WD,5,4.6,0.0,275,5 Speed Automatic,0,13,,18,2002 Ford Explorer SUV 2WD Ford 4.6L 8 cylinder 224hp 275 ft-lbs 5 Speed Automatic,2002
0.0,0,Automatic transmission,,Ford 4L 6 Cylinder,,0,0,,0,Ford,2002 Ford Explorer SUV 2WD,5,4.0,0.0,0,5 Speed Automatic,0,14,,19,2002 Ford Explorer SUV 2WD Ford 4L 6 Cylinder 5 Speed Automatic,2002
0.0,0,Automatic transmission,,Ford 4.6L 8 cylinder 224hp 275 ft-lbs,8 Cylinder,0,224,,0,Ford,2002 Ford Explorer SUV 4WD,5,4.6,0.0,275,5 Speed Automatic,0,13,,17,2002 Ford Explorer SUV 4WD Ford 4.6L 8 cylinder 224hp 275 ft-lbs 5 Speed Automatic,2002
0.0,0,Automatic transmission,,Ford 4L 6 Cylinder,,0,0,,0,Ford,2002 Ford Explorer SUV 4WD,5,4.0,0.0,0,5 Speed Automatic,0,13,,18,2002 Ford Explorer SUV 4WD Ford 4L 6 Cylinder 5 Speed Automatic,2002
0.0,0,Manual transmission,,Ford 4L 6 Cylinder,,0,0,,0,Ford,2002 Ford Explorer SUV 4WD,5,4.0,0.0,0,5 Speed Manual,0,14,,18,2002 Ford Explorer SUV 4WD Ford 4L 6 Cylinder 5 Speed Manual,2002
0.0,0,Automatic transmission,,Ford 4L 6 Cylinder FFV E85,,0,0,,0,Ford,2002 Ford Explorer SUV FFV 2WD,5,4.0,0.0,0,5 Speed Automatic,0,10,,15,2002 Ford Explorer SUV FFV 2WD Ford 4L 6 Cylinder FFV E85 5 Speed Automatic,2002
0.0,0,Automatic transmission,,Ford 4L 6 Cylinder,,0,0,,0,Ford,2002 Ford Explorer SUV FFV 2WD,5,4.0,0.0,0,5 Speed Automatic,0,14,,19,2002 Ford Explorer SUV FFV 2WD Ford 4L 6 Cylinder 5 Speed Automatic,2002
0.0,0,Manual transmission,,Ford 4L 6 Cylinder,,0,0,,0,Ford,2002 Ford Explorer SUV Sport 2WD,5,4.0,0.0,0,5 Speed Manual,0,16,,20,2002 Ford Explorer SUV Sport 2WD Ford 4L 6 Cylinder 5 Speed Manual,2002
