Acceleration,Base Curb Weight,Classification,Driveline,Engine,Engine Type,Height,Horsepower,Hybrid,Length,Make,Model Year,Number Of Forward Gears,Size,Top Speed,Torque,Transmission,Width,city_mpg,fuel,highway_mpg,id,year
0.0,0,Automatic transmission,,Ford 4.9L 6 Cylinder FFS,6 Cylinder,0,0,,0,Ford,1990 Ford F150 Pickup 4WD,3,4.9,0.0,0,3 Speed Automatic,0,13,,15,1990 Ford F150 Pickup 4WD Ford 4.9L 6 Cylinder FFS 3 Speed Automatic,1990
0.0,0,Automatic transmission,,Ford 4.9L 8 Cylinder FFS,8 Cylinder,0,0,,0,Ford,1990 Ford F150 Pickup 4WD,4,4.9,0.0,0,4 Speed Automatic,0,12,,16,1990 Ford F150 Pickup 4WD Ford 4.9L 8 Cylinder FFS 4 Speed Automatic,1990
0.0,0,Manual transmission,,Ford 4.9L 8 Cylinder FFS,8 Cylinder,0,0,,0,Ford,1990 Ford F150 Pickup 4WD,5,4.9,0.0,0,5 Speed Manual,0,11,,15,1990 Ford F150 Pickup 4WD Ford 4.9L 8 Cylinder FFS 5 Speed Manual,1990
0.0,0,Manual transmission,,Ford 4.9L 8 Cylinder FFS,8 Cylinder,0,0,,0,Ford,1990 Ford F150 Pickup 4WD,4,4.9,0.0,0,4 Speed Manual,0,11,,14,1990 Ford F150 Pickup 4WD Ford 4.9L 8 Cylinder FFS 4 Speed Manual,1990
0.0,0,Automatic transmission,,Ford 4.9L 8 Cylinder FFS,8 Cylinder,0,0,,0,Ford,1990 Ford F150 Pickup 4WD,3,4.9,0.0,0,3 Speed Automatic,0,11,,12,1990 Ford F150 Pickup 4WD Ford 4.9L 8 Cylinder FFS 3 Speed Automatic,1990
0.0,0,Automatic transmission,,Ford 5.8L 8 Cylinder FFS,8 Cylinder,0,0,,0,Ford,1990 Ford F150 Pickup 4WD,4,5.8,0.0,0,4 Speed Automatic,0,10,,15,1990 Ford F150 Pickup 4WD Ford 5.8L 8 Cylinder FFS 4 Speed Automatic,1990
0.0,0,Manual transmission,,Ford 4.9L 8 Cylinder FFS,8 Cylinder,0,0,,0,Ford,1989 Ford F150 Pickup 4WD,4,4.9,0.0,0,4 Speed Manual,0,12,,14,1989 Ford F150 Pickup 4WD Ford 4.9L 8 Cylinder FFS 4 Speed Manual,1989
0.0,0,Manual transmission,,Ford 4.9L 8 Cylinder FFS,8 Cylinder,0,0,,0,Ford,1989 Ford F150 Pickup 4WD,5,4.9,0.0,0,5 Speed Manual,0,12,,16,1989 Ford F150 Pickup 4WD Ford 4.9L 8 Cylinder FFS 5 Speed Manual,1989
0.0,0,Automatic transmission,,Ford 4.9L 8 Cylinder FFS,8 Cylinder,0,0,,0,Ford,1989 Ford F150 Pickup 4WD,4,4.9,0.0,0,4 Speed Automatic,0,12,,16,1989 Ford F150 Pickup 4WD Ford 4.9L 8 Cylinder FFS 4 Speed Automatic,1989
0.0,0,Automatic transmission,,Ford 4.9L 6 Cylinder,,0,0,,0,Ford,1989 Ford F150 Pickup 4WD,3,4.9,0.0,0,3 Speed Automatic,0,13,,14,1989 Ford F150 Pickup 4WD Ford 4.9L 6 Cylinder 3 Speed Automatic,1989
0.0,0,Manual transmission,,Ford 4.9L 6 Cylinder,,0,0,,0,Ford,1989 Ford F150 Pickup 4WD,4,4.9,0.0,0,4 Speed Manual,0,14,,16,1989 Ford F150 Pickup 4WD Ford 4.9L 6 Cylinder 4 Speed Manual,1989
0.0,0,Automatic transmission,,Ford 5.8L 8 Cylinder,,0,0,,0,Ford,1989 Ford F150 Pickup 4WD,3,5.8,0.0,0,3 Speed Automatic,0,10,,12,1989 Ford F150 Pickup 4WD Ford 5.8L 8 Cylinder 3 Speed Automatic,1989
0.0,0,Automatic transmission,,Ford 4.9L 8 Cylinder FFS,8 Cylinder,0,0,,0,Ford,1989 Ford F150 Pickup 4WD,3,4.9,0.0,0,3 Speed Automatic,0,11,,13,1989 Ford F150 Pickup 4WD Ford 4.9L 8 Cylinder FFS 3 Speed Automatic,1989
0.0,0,Manual transmission,,Ford 4.9L 6 Cylinder,,0,0,,0,Ford,1989 Ford F150 Pickup 4WD,5,4.9,0.0,0,5 Speed Manual,0,14,,17,1989 Ford F150 Pickup 4WD Ford 4.9L 6 Cylinder 5 Speed Manual,1989
0.0,0,Automatic transmission,,Ford 5.8L 8 Cylinder FFS,8 Cylinder,0,0,,0,Ford,1991 Ford F150 Pickup 4WD,4,5.8,0.0,0,4 Speed Automatic,0,10,,15,1991 Ford F150 Pickup 4WD Ford 5.8L 8 Cylinder FFS 4 Speed Automatic,1991
0.0,0,Manual transmission,,Ford 4.9L 8 Cylinder FFS,8 Cylinder,0,0,,0,Ford,1991 Ford F150 Pickup 4WD,5,4.9,0.0,0,5 Speed Manual,0,11,,15,1991 Ford F150 Pickup 4WD Ford 4.9L 8 Cylinder FFS 5 Speed Manual,1991
0.0,0,Automatic transmission,,Ford 4.9L 8 Cylinder FFS,8 Cylinder,0,0,,0,Ford,1991 Ford F150 Pickup 4WD,4,4.9,0.0,0,4 Speed Automatic,0,11,,16,1991 Ford F150 Pickup 4WD Ford 4.9L 8 Cylinder FFS 4 Speed Automatic,1991
0.0,0,Manual transmission,,Ford 4.9L 8 Cylinder FFS,8 Cylinder,0,0,,0,Ford,1991 Ford F150 Pickup 4WD,4,4.9,0.0,0,4 Speed Manual,0,12,,14,1991 Ford F150 Pickup 4WD Ford 4.9L 8 Cylinder FFS 4 Speed Manual,1991
0.0,0,Automatic transmission,,Ford 4.9L 8 Cylinder FFS,8 Cylinder,0,0,,0,Ford,1989 Ford LTD Crown Victoria Sedan,4,4.9,0.0,0,4 Speed Automatic,0,15,,22,1989 Ford LTD Crown Victoria Sedan Ford 4.9L 8 Cylinder FFS 4 Speed Automatic,1991
0.0,0,Manual transmission,,Ford 4.9L 6 Cylinder FFS,6 Cylinder,0,0,,0,Ford,1991 Ford F150 Pickup 4WD,5,4.9,0.0,0,5 Speed Manual,0,14,,17,1991 Ford F150 Pickup 4WD Ford 4.9L 6 Cylinder FFS 5 Speed Manual,1991
0.0,0,Automatic transmission,,Ford 4.9L 6 Cylinder FFS,6 Cylinder,0,0,,0,Ford,1991 Ford F150 Pickup 4WD,4,4.9,0.0,0,4 Speed Automatic,0,14,,17,1991 Ford F150 Pickup 4WD Ford 4.9L 6 Cylinder FFS 4 Speed Automatic,1991
0.0,0,Manual transmission,,Ford 4.9L 6 Cylinder FFS,6 Cylinder,0,0,,0,Ford,1991 Ford F150 Pickup 4WD,4,4.9,0.0,0,4 Speed Manual,0,15,,17,1991 Ford F150 Pickup 4WD Ford 4.9L 6 Cylinder FFS 4 Speed Manual,1991
0.0,0,Manual transmission,,Ford 2.8L 6 Cylinder,,0,0,,0,Mini,1986 Ford Aerostar Minivan,5,2.8,0.0,0,5 Speed Manual,0,16,,22,1986 Ford Aerostar Minivan Ford 2.8L 6 Cylinder 5 Speed Manual,1986
0.0,0,Manual transmission,,Ford 3L 6 Cylinder,4 Cylinder,0,0,,0,Mini,1986 Ford Aerostar Minivan,5,0.0,0.0,0,5 Speed Manual,0,17,,22,1986 Ford Aerostar Minivan Ford 3L 6 Cylinder 5 Speed Manual,1986
0.0,0,Automatic transmission,,Ford 2.3 L 4 Cylinder,4 Cylinder,0,0,,0,Mini,1986 Ford Aerostar Minivan,4,2.3,0.0,0,4 Speed Automatic,0,18,,22,1986 Ford Aerostar Minivan Ford 2.3 L 4 Cylinder 4 Speed Automatic,1986
0.0,0,Manual transmission,,Ford 2.3 L 4 Cylinder,4 Cylinder,0,0,,0,Mini,1986 Ford Aerostar Minivan,5,2.3,0.0,0,5 Speed Manual,0,23,,26,1986 Ford Aerostar Minivan Ford 2.3 L 4 Cylinder 5 Speed Manual,1986
0.0,0,Automatic transmission,,Ford 2.8L 6 Cylinder,,0,0,,0,Mini,1986 Ford Aerostar Minivan,4,2.8,0.0,0,4 Speed Automatic,0,15,,21,1986 Ford Aerostar Minivan Ford 2.8L 6 Cylinder 4 Speed Automatic,1986
0.0,0,Automatic transmission,,Ford 3L 6 Cylinder,4 Cylinder,0,0,,0,Mini,1986 Ford Aerostar Minivan,4,0.0,0.0,0,4 Speed Automatic,0,15,,22,1986 Ford Aerostar Minivan Ford 3L 6 Cylinder 4 Speed Automatic,1986
0.0,0,Manual transmission,,Ford 3L 6 Cylinder FFS,,0,0,,0,Ford,1987 Ford Aerostar Van,5,3.0,0.0,0,5 Speed Manual,0,15,,20,1987 Ford Aerostar Van Ford 3L 6 Cylinder FFS 5 Speed Manual,1987
0.0,0,Automatic transmission,,Ford 3L 6 Cylinder FFS,,0,0,,0,Ford,1987 Ford Aerostar Van,4,3.0,0.0,0,4 Speed Automatic,0,15,,20,1987 Ford Aerostar Van Ford 3L 6 Cylinder FFS 4 Speed Automatic,1987
0.0,0,Manual transmission,,Ford 2.3L 4 Cylinder FFS,4 Cylinder,0,0,,0,Ford,1987 Ford Aerostar Van,5,2.3,0.0,0,5 Speed Manual,0,19,,24,1987 Ford Aerostar Van Ford 2.3L 4 Cylinder FFS 5 Speed Manual,1987
0.0,0,Automatic transmission,,Ford 5.8L 8 Cylinder FFS,8 Cylinder,0,0,,0,Ford,1987 Ford E150 Van 2WD,3,5.8,0.0,0,3 Speed Automatic,0,10,,12,1987 Ford E150 Van 2WD Ford 5.8L 8 Cylinder FFS 3 Speed Automatic,1987
0.0,0,Automatic transmission,,Ford 4.9L 6 Cylinder FFS,6 Cylinder,0,0,,0,Ford,1987 Ford E150 Van 2WD,3,4.9,0.0,0,3 Speed Automatic,0,14,,15,1987 Ford E150 Van 2WD Ford 4.9L 6 Cylinder FFS 3 Speed Automatic,1987
0.0,0,Automatic transmission,,Ford 4.9L 8 Cylinder FFS,8 Cylinder,0,0,,0,Ford,1987 Ford E150 Van 2WD,4,4.9,0.0,0,4 Speed Automatic,0,12,,17,1987 Ford E150 Van 2WD Ford 4.9L 8 Cylinder FFS 4 Speed Automatic,1987
0.0,0,Automatic transmission,,Ford 4.9L 6 Cylinder FFS,6 Cylinder,0,0,,0,Ford,1987 Ford E150 Van 2WD,4,4.9,0.0,0,4 Speed Automatic,0,14,,17,1987 Ford E150 Van 2WD Ford 4.9L 6 Cylinder FFS 4 Speed Automatic,1987
0.0,0,Manual transmission,,Ford 4.9L 6 Cylinder FFS,6 Cylinder,0,0,,0,Ford,1987 Ford E150 Van 2WD,4,4.9,0.0,0,4 Speed Manual,0,15,,18,1987 Ford E150 Van 2WD Ford 4.9L 6 Cylinder FFS 4 Speed Manual,1987
0.0,0,Automatic transmission,,Ford 4.9L 8 Cylinder FFS,8 Cylinder,0,0,,0,Ford,1987 Ford F150 Pickup 4WD,3,4.9,0.0,0,3 Speed Automatic,0,11,,12,1987 Ford F150 Pickup 4WD Ford 4.9L 8 Cylinder FFS 3 Speed Automatic,1987
0.0,0,Automatic transmission,,Ford 4.9L 6 Cylinder FFS,6 Cylinder,0,0,,0,Ford,1987 Ford F150 Pickup 4WD,3,4.9,0.0,0,3 Speed Automatic,0,13,,13,1987 Ford F150 Pickup 4WD Ford 4.9L 6 Cylinder FFS 3 Speed Automatic,1987
0.0,0,Manual transmission,,Ford 4.9L 8 Cylinder FFS,8 Cylinder,0,0,,0,Ford,1987 Ford F150 Pickup 4WD,4,4.9,0.0,0,4 Speed Manual,0,12,,16,1987 Ford F150 Pickup 4WD Ford 4.9L 8 Cylinder FFS 4 Speed Manual,1987
0.0,0,Manual transmission,,Ford 4.9L 6 Cylinder FFS,6 Cylinder,0,0,,0,Ford,1987 Ford F150 Pickup 4WD,4,4.9,0.0,0,4 Speed Manual,0,15,,17,1987 Ford F150 Pickup 4WD Ford 4.9L 6 Cylinder FFS 4 Speed Manual,1987
0.0,0,Automatic transmission,,Ford 5.8L 8 Cylinder FFS,8 Cylinder,0,0,,0,Ford,1987 Ford F150 Pickup 4WD,3,5.8,0.0,0,3 Speed Automatic,0,10,,12,1987 Ford F150 Pickup 4WD Ford 5.8L 8 Cylinder FFS 3 Speed Automatic,1987
0.0,0,Automatic transmission,,Ford 4.9L 8 Cylinder FFS,8 Cylinder,0,0,,0,Ford,1987 Ford F150 Pickup 4WD,4,4.9,0.0,0,4 Speed Automatic,0,12,,17,1987 Ford F150 Pickup 4WD Ford 4.9L 8 Cylinder FFS 4 Speed Automatic,1987
0.0,0,Automatic transmission,,Ford 4.9L 8 Cylinder FFS,8 Cylinder,0,0,,0,Ford,1987 Ford F250 Pickup 2WD,4,4.9,0.0,0,4 Speed Automatic,0,12,,17,1987 Ford F250 Pickup 2WD Ford 4.9L 8 Cylinder FFS 4 Speed Automatic,1987
0.0,0,Automatic transmission,,Ford 5.8L 8 Cylinder FFS,8 Cylinder,0,0,,0,Ford,1987 Ford F250 Pickup 2WD,3,5.8,0.0,0,3 Speed Automatic,0,11,,12,1987 Ford F250 Pickup 2WD Ford 5.8L 8 Cylinder FFS 3 Speed Automatic,1987
0.0,0,Automatic transmission,,Ford 4.9L 6 Cylinder FFS,6 Cylinder,0,0,,0,Ford,1987 Ford F250 Pickup 2WD,3,4.9,0.0,0,3 Speed Automatic,0,14,,15,1987 Ford F250 Pickup 2WD Ford 4.9L 6 Cylinder FFS 3 Speed Automatic,1987
0.0,0,Manual transmission,,Ford 4.9L 8 Cylinder FFS,8 Cylinder,0,0,,0,Ford,1987 Ford F250 Pickup 2WD,4,4.9,0.0,0,4 Speed Manual,0,12,,14,1987 Ford F250 Pickup 2WD Ford 4.9L 8 Cylinder FFS 4 Speed Manual,1987
0.0,0,Manual transmission,,Ford 4.9L 6 Cylinder FFS,6 Cylinder,0,0,,0,Ford,1987 Ford F250 Pickup 2WD,4,4.9,0.0,0,4 Speed Manual,0,14,,16,1987 Ford F250 Pickup 2WD Ford 4.9L 6 Cylinder FFS 4 Speed Manual,1987
0.0,0,Automatic transmission,,Ford 4.9L 6 Cylinder FFS,6 Cylinder,0,0,,0,Ford,1990 Ford F250 Pickup 2WD,4,4.9,0.0,0,4 Speed Automatic,0,14,,17,1990 Ford F250 Pickup 2WD Ford 4.9L 6 Cylinder FFS 4 Speed Automatic,1990
0.0,0,Manual transmission,,Ford 4.9L 6 Cylinder FFS,6 Cylinder,0,0,,0,Ford,1990 Ford F250 Pickup 2WD,5,4.9,0.0,0,5 Speed Manual,0,14,,17,1990 Ford F250 Pickup 2WD Ford 4.9L 6 Cylinder FFS 5 Speed Manual,1990
0.0,0,Manual transmission,,Ford 4.9L 6 Cylinder FFS,6 Cylinder,0,0,,0,Ford,1990 Ford F250 Pickup 2WD,4,4.9,0.0,0,4 Speed Manual,0,14,,16,1990 Ford F250 Pickup 2WD Ford 4.9L 6 Cylinder FFS 4 Speed Manual,1990
0.0,0,Automatic transmission,,Ford 4.9L 8 Cylinder FFS,8 Cylinder,0,0,,0,Ford,1990 Ford F250 Pickup 2WD,4,4.9,0.0,0,4 Speed Automatic,0,13,,17,1990 Ford F250 Pickup 2WD Ford 4.9L 8 Cylinder FFS 4 Speed Automatic,1990
0.0,0,Manual transmission,,Ford 4.9L 8 Cylinder FFS,8 Cylinder,0,0,,0,Ford,1990 Ford F250 Pickup 2WD,5,4.9,0.0,0,5 Speed Manual,0,13,,17,1990 Ford F250 Pickup 2WD Ford 4.9L 8 Cylinder FFS 5 Speed Manual,1990
0.0,0,Automatic transmission,,Ford 4.9L 6 Cylinder FFS,6 Cylinder,0,0,,0,Ford,1990 Ford F250 Pickup 2WD,3,4.9,0.0,0,3 Speed Automatic,0,13,,14,1990 Ford F250 Pickup 2WD Ford 4.9L 6 Cylinder FFS 3 Speed Automatic,1990
0.0,0,Automatic transmission,,Ford 4.9L 8 Cylinder FFS,8 Cylinder,0,0,,0,Ford,1990 Ford F250 Pickup 2WD,4,4.9,0.0,0,4 Speed Automatic,0,12,,17,1990 Ford F250 Pickup 2WD Ford 4.9L 8 Cylinder FFS 4 Speed Automatic,1990
0.0,0,Manual transmission,,Ford 4.9L 8 Cylinder FFS,8 Cylinder,0,0,,0,Ford,1990 Ford F250 Pickup 2WD,4,4.9,0.0,0,4 Speed Manual,0,12,,14,1990 Ford F250 Pickup 2WD Ford 4.9L 8 Cylinder FFS 4 Speed Manual,1990
0.0,0,Automatic transmission,,Ford 5.8L 8 Cylinder FFS,8 Cylinder,0,0,,0,Ford,1990 Ford F250 Pickup 2WD,4,5.8,0.0,0,4 Speed Automatic,0,10,,14,1990 Ford F250 Pickup 2WD Ford 5.8L 8 Cylinder FFS 4 Speed Automatic,1990
0.0,0,Automatic transmission,,Ford 5.8L 8 Cylinder,,0,0,,0,Ford,1989 Ford F250 Pickup 2WD,3,5.8,0.0,0,3 Speed Automatic,0,10,,12,1989 Ford F250 Pickup 2WD Ford 5.8L 8 Cylinder 3 Speed Automatic,1989
0.0,0,Manual transmission,,Ford 4.9L 8 Cylinder FFS,8 Cylinder,0,0,,0,Ford,1989 Ford F250 Pickup 2WD,4,4.9,0.0,0,4 Speed Manual,0,12,,14,1989 Ford F250 Pickup 2WD Ford 4.9L 8 Cylinder FFS 4 Speed Manual,1989
0.0,0,Manual transmission,,Ford 4.9L 6 Cylinder,,0,0,,0,Ford,1989 Ford F250 Pickup 2WD,5,4.9,0.0,0,5 Speed Manual,0,14,,17,1989 Ford F250 Pickup 2WD Ford 4.9L 6 Cylinder 5 Speed Manual,1989
0.0,0,Manual transmission,,Ford 4.9L 6 Cylinder,,0,0,,0,Ford,1989 Ford F250 Pickup 2WD,4,4.9,0.0,0,4 Speed Manual,0,14,,16,1989 Ford F250 Pickup 2WD Ford 4.9L 6 Cylinder 4 Speed Manual,1989
0.0,0,Automatic transmission,,Ford 4.9L 6 Cylinder,,0,0,,0,Ford,1989 Ford F250 Pickup 2WD,3,4.9,0.0,0,3 Speed Automatic,0,13,,15,1989 Ford F250 Pickup 2WD Ford 4.9L 6 Cylinder 3 Speed Automatic,1989
0.0,0,Automatic transmission,,Ford 4.9L 8 Cylinder FFS,8 Cylinder,0,0,,0,Ford,1989 Ford F250 Pickup 2WD,4,4.9,0.0,0,4 Speed Automatic,0,12,,17,1989 Ford F250 Pickup 2WD Ford 4.9L 8 Cylinder FFS 4 Speed Automatic,1989
0.0,0,Manual transmission,,Ford 4.9L 8 Cylinder FFS,8 Cylinder,0,0,,0,Ford,1989 Ford F250 Pickup 2WD,5,4.9,0.0,0,5 Speed Manual,0,12,,16,1989 Ford F250 Pickup 2WD Ford 4.9L 8 Cylinder FFS 5 Speed Manual,1989
0.0,0,Automatic transmission,,Ford 5.8L 8 Cylinder FFS,8 Cylinder,0,0,,0,Ford,1991 Ford F250 Pickup 2WD,4,5.8,0.0,0,4 Speed Automatic,0,11,,15,1991 Ford F250 Pickup 2WD Ford 5.8L 8 Cylinder FFS 4 Speed Automatic,1991
0.0,0,Manual transmission,,Ford 4.9L 8 Cylinder FFS,8 Cylinder,0,0,,0,Ford,1991 Ford F250 Pickup 2WD,4,4.9,0.0,0,4 Speed Manual,0,12,,14,1991 Ford F250 Pickup 2WD Ford 4.9L 8 Cylinder FFS 4 Speed Manual,1991
0.0,0,Manual transmission,,Ford 4.9L 8 Cylinder FFS,8 Cylinder,0,0,,0,Ford,1991 Ford F250 Pickup 2WD,5,4.9,0.0,0,5 Speed Manual,0,12,,16,1991 Ford F250 Pickup 2WD Ford 4.9L 8 Cylinder FFS 5 Speed Manual,1991
0.0,0,Automatic transmission,,Ford 4.9L 8 Cylinder FFS,8 Cylinder,0,0,,0,Ford,1991 Ford F250 Pickup 2WD,4,4.9,0.0,0,4 Speed Automatic,0,12,,17,1991 Ford F250 Pickup 2WD Ford 4.9L 8 Cylinder FFS 4 Speed Automatic,1991
0.0,0,Automatic transmission,,Ford 4.9L 6 Cylinder FFS,6 Cylinder,0,0,,0,Ford,1991 Ford F250 Pickup 2WD,4,4.9,0.0,0,4 Speed Automatic,0,14,,19,1991 Ford F250 Pickup 2WD Ford 4.9L 6 Cylinder FFS 4 Speed Automatic,1991
0.0,0,Manual transmission,,Ford 4.9L 6 Cylinder FFS,6 Cylinder,0,0,,0,Ford,1991 Ford F250 Pickup 2WD,4,4.9,0.0,0,4 Speed Manual,0,15,,17,1991 Ford F250 Pickup 2WD Ford 4.9L 6 Cylinder FFS 4 Speed Manual,1991
0.0,0,Manual transmission,,Ford 4.9L 6 Cylinder FFS,6 Cylinder,0,0,,0,Ford,1991 Ford F250 Pickup 2WD,5,4.9,0.0,0,5 Speed Manual,0,15,,18,1991 Ford F250 Pickup 2WD Ford 4.9L 6 Cylinder FFS 5 Speed Manual,1991
0.0,0,Manual transmission,,Ford 2.3L 4 Cylinder FFS,4 Cylinder,0,0,,0,Ford,1990 Ford Ranger Pickup 4WD,5,2.3,0.0,0,5 Speed Manual,0,19,,23,1990 Ford Ranger Pickup 4WD Ford 2.3L 4 Cylinder FFS 5 Speed Manual,1990
0.0,0,Manual transmission,,Ford 2.9L 6 Cylinder FFS,6 Cylinder,0,0,,0,Ford,1990 Ford Ranger Pickup 4WD,5,2.9,0.0,0,5 Speed Manual,0,16,,20,1990 Ford Ranger Pickup 4WD Ford 2.9L 6 Cylinder FFS 5 Speed Manual,1990
0.0,0,Automatic transmission,,Ford 2.9L 6 Cylinder FFS,6 Cylinder,0,0,,0,Ford,1990 Ford Ranger Pickup 4WD,4,2.9,0.0,0,4 Speed Automatic,0,15,,19,1990 Ford Ranger Pickup 4WD Ford 2.9L 6 Cylinder FFS 4 Speed Automatic,1990
0.0,0,Automatic transmission,,Ford 4.0L 6 Cylinder FFS,6 Cylinder,0,0,,0,Ford,1990 Ford Ranger Pickup 4WD,4,4.0,0.0,0,4 Speed Automatic,0,14,,19,1990 Ford Ranger Pickup 4WD Ford 4.0L 6 Cylinder FFS 4 Speed Automatic,1990
0.0,0,Manual transmission,,Ford 2.3 L 4 Cylinder,4 Cylinder,0,0,,0,Ford,1989 Ford Ranger Pickup 4WD,5,2.3,0.0,0,5 Speed Manual,0,18,,22,1989 Ford Ranger Pickup 4WD Ford 2.3 L 4 Cylinder 5 Speed Manual,1989
0.0,0,Manual transmission,,Ford 2.9 L 6 Cylinder,,0,0,,0,Ford,1989 Ford Ranger Pickup 4WD,5,2.9,0.0,0,5 Speed Manual,0,16,,20,1989 Ford Ranger Pickup 4WD Ford 2.9 L 6 Cylinder 5 Speed Manual,1989
0.0,0,Automatic transmission,,Ford 2.9 L 6 Cylinder,,0,0,,0,Ford,1989 Ford Ranger Pickup 4WD,4,2.9,0.0,0,4 Speed Automatic,0,15,,19,1989 Ford Ranger Pickup 4WD Ford 2.9 L 6 Cylinder 4 Speed Automatic,1989
0.0,0,Automatic transmission,,Ford 4.0L 6 Cylinder FFS,6 Cylinder,0,0,,0,Ford,1991 Ford Ranger Pickup 4WD,4,4.0,0.0,0,4 Speed Automatic,0,15,,19,1991 Ford Ranger Pickup 4WD Ford 4.0L 6 Cylinder FFS 4 Speed Automatic,1991
0.0,0,Manual transmission,,Ford 4.0L 6 Cylinder FFS,6 Cylinder,0,0,,0,Ford,1991 Ford Ranger Pickup 4WD,5,4.0,0.0,0,5 Speed Manual,0,15,,20,1991 Ford Ranger Pickup 4WD Ford 4.0L 6 Cylinder FFS 5 Speed Manual,1991
0.0,0,Automatic transmission,,Ford 2.9L 6 Cylinder FFS,6 Cylinder,0,0,,0,Ford,1991 Ford Ranger Pickup 4WD,4,2.9,0.0,0,4 Speed Automatic,0,15,,20,1991 Ford Ranger Pickup 4WD Ford 2.9L 6 Cylinder FFS 4 Speed Automatic,1991
0.0,0,Manual transmission,,Ford 2.9L 6 Cylinder FFS,6 Cylinder,0,0,,0,Ford,1991 Ford Ranger Pickup 4WD,5,2.9,0.0,0,5 Speed Manual,0,16,,20,1991 Ford Ranger Pickup 4WD Ford 2.9L 6 Cylinder FFS 5 Speed Manual,1991
0.0,0,Manual transmission,,Ford 2.3L 4 Cylinder FFS,4 Cylinder,0,0,,0,Ford,1991 Ford Ranger Pickup 4WD,5,2.3,0.0,0,5 Speed Manual,0,19,,23,1991 Ford Ranger Pickup 4WD Ford 2.3L 4 Cylinder FFS 5 Speed Manual,1991
0.0,0,Manual transmission,,Ford 2.9L 6 Cylinder FFS,6 Cylinder,0,0,,0,Ford,1990 Ford Bronco II SUV 2WD,5,2.9,0.0,0,5 Speed Manual,0,16,,20,1990 Ford Bronco II SUV 2WD Ford 2.9L 6 Cylinder FFS 5 Speed Manual,1990
0.0,0,Automatic transmission,,Ford 2.9L 6 Cylinder FFS,6 Cylinder,0,0,,0,Ford,1990 Ford Bronco II SUV 2WD,4,2.9,0.0,0,4 Speed Automatic,0,15,,20,1990 Ford Bronco II SUV 2WD Ford 2.9L 6 Cylinder FFS 4 Speed Automatic,1990
0.0,0,Manual transmission,,Ford 2.9 L 6 Cylinder,,0,0,,0,Ford,1989 Ford Bronco II SUV 2WD,5,2.9,0.0,0,5 Speed Manual,0,16,,21,1989 Ford Bronco II SUV 2WD Ford 2.9 L 6 Cylinder 5 Speed Manual,1989
0.0,0,Automatic transmission,,Ford 2.9 L 6 Cylinder,,0,0,,0,Ford,1989 Ford Bronco II SUV 2WD,4,2.9,0.0,0,4 Speed Automatic,0,15,,20,1989 Ford Bronco II SUV 2WD Ford 2.9 L 6 Cylinder 4 Speed Automatic,1989
0.0,0,Automatic transmission,,Ford 1.8L 4 Cylinder FFS,4 Cylinder,0,0,,0,Ford,1992 Ford Escort Sedan,4,1.8,0.0,0,4 Speed Automatic,0,21,,27,1992 Ford Escort Sedan Ford 1.8L 4 Cylinder FFS 4 Speed Automatic,1992
0.0,0,Automatic transmission,,Ford 1.9L 4 Cylinder FFS,4 Cylinder,0,0,,0,Ford,1992 Ford Escort Sedan,4,1.9,0.0,0,4 Speed Automatic,0,22,,32,1992 Ford Escort Sedan Ford 1.9L 4 Cylinder FFS 4 Speed Automatic,1992
0.0,0,Manual transmission,,Ford 1.8L 4 Cylinder FFS,4 Cylinder,0,0,,0,Ford,1992 Ford Escort Sedan,5,1.8,0.0,0,5 Speed Manual,0,23,,29,1992 Ford Escort Sedan Ford 1.8L 4 Cylinder FFS 5 Speed Manual,1992
0.0,0,Manual transmission,,Ford 1.9L 4 Cylinder FFS,4 Cylinder,0,0,,0,Ford,1992 Ford Escort Sedan,5,1.9,0.0,0,5 Speed Manual,0,26,,34,1992 Ford Escort Sedan Ford 1.9L 4 Cylinder FFS 5 Speed Manual,1992
0.0,0,Manual transmission,,Ford 1.9L 4 Cylinder FFS,4 Cylinder,0,0,,0,Ford,1992 Ford Escort Sedan FS,5,1.9,0.0,0,5 Speed Manual,0,27,,36,1992 Ford Escort Sedan FS Ford 1.9L 4 Cylinder FFS 5 Speed Manual,1992
0.0,0,Manual transmission,,Ford 2.9L 6 Cylinder FFS,6 Cylinder,0,0,,0,Ford,1987 Ford Ranger Pickup 4WD,5,2.9,0.0,0,5 Speed Manual,0,16,,20,1987 Ford Ranger Pickup 4WD Ford 2.9L 6 Cylinder FFS 5 Speed Manual,1987
0.0,0,Automatic transmission,,Ford 4.9L 8 Cylinder FFS,8 Cylinder,0,0,,0,Ford,1989 Ford F250 Pickup 2WD,4,4.9,0.0,0,4 Speed Automatic,0,12,,17,1989 Ford F250 Pickup 2WD Ford 4.9L 8 Cylinder FFS 4 Speed Automatic,1987
0.0,0,Manual transmission,,Ford 4.9L 8 Cylinder FFS,8 Cylinder,0,0,,0,Ford,1989 Ford F250 Pickup 2WD,5,4.9,0.0,0,5 Speed Manual,0,12,,16,1989 Ford F250 Pickup 2WD Ford 4.9L 8 Cylinder FFS 5 Speed Manual,1987
