Ben Carson.Number of Votes,Ben Carson.Party,Ben Carson.Percent of Votes,Bernie Sanders.Number of Votes,Bernie Sanders.Party,Bernie Sanders.Percent of Votes,Carly Fiorina.Number of Votes,Carly Fiorina.Party,Carly Fiorina.Percent of Votes,Chris Christie.Number of Votes,Chris Christie.Party,Chris Christie.Percent of Votes,County,Donald Trump.Number of Votes,Donald Trump.Party,Donald Trump.Percent of Votes,Hillary Clinton.Number of Votes,Hillary Clinton.Party,Hillary Clinton.Percent of Votes,Jeb Bush.Number of Votes,Jeb Bush.Party,Jeb Bush.Percent of Votes,John Kasich.Number of Votes,John Kasich.Party,John Kasich.Percent of Votes,Marco Rubio.Number of Votes,Marco Rubio.Party,Marco Rubio.Percent of Votes,Martin O'Malley.Number of Votes,Martin O'Malley.Party,Martin O'Malley.Percent of Votes,Mike Huckabee.Number of Votes,Mike Huckabee.Party,Mike Huckabee.Percent of Votes,No Preference.Number of Votes,No Preference.Party,No Preference.Percent of Votes,Rand Paul.Number of Votes,Rand Paul.Party,Rand Paul.Percent of Votes,Rick Santorum.Number of Votes,Rick Santorum.Party,Rick Santorum.Percent of Votes,State,State Abbreviation,Ted Cruz.Number of Votes,Ted Cruz.Party,Ted Cruz.Percent of Votes,Uncommitted.Number of Votes,Uncommitted.Party,Uncommitted.Percent of Votes
0,Republican,0.0,371,Democrat,55.50000000000001,0,Republican,0.0,0,Republican,0.0,Baraga,468,Republican,44.4,270,Democrat,40.400000000000006,0,Republican,0.0,197,Republican,18.7,96,Republican,9.1,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Michigan,MI,239,Republican,22.7,0,N/A,0.0
417,Republican,12.2,222,Democrat,7.8,0,Republican,0.0,0,Republican,0.0,Barbour,1710,Republican,50.1,2567,Democrat,90.60000000000001,0,Republican,0.0,123,Republican,3.6000000000000005,498,Republican,14.6,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Alabama,AL,609,Republican,17.9,0,N/A,0.0
0,Republican,0.0,994,Democrat,51.6,0,Republican,0.0,0,Republican,0.0,Barbour,1782,Republican,81.2,686,Democrat,35.6,0,Republican,0.0,97,Republican,4.3999999999999995,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,West Virginia,WV,159,Republican,7.200000000000001,0,N/A,0.0
0,Republican,0.0,1,Democrat,100.0,0,Republican,0.0,0,Republican,0.0,Baring Plt.,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Maine,ME,0,Republican,0.0,0,N/A,0.0
0,Republican,0.0,210,Democrat,59.5,0,Republican,0.0,0,Republican,0.0,Barkhamsted,242,Republican,53.900000000000006,137,Democrat,38.800000000000004,0,Republican,0.0,127,Republican,28.300000000000004,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Connecticut,CT,68,Republican,15.1,0,N/A,0.0
8,Republican,6.9,214,Democrat,82.3,0,Republican,0.0,0,Republican,0.0,Barnard,38,Republican,32.800000000000004,46,Democrat,17.7,0,Republican,0.0,41,Republican,35.3,18,Republican,15.5,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Vermont,VT,5,Republican,4.3,0,N/A,0.0
12,Republican,6.0,309,Democrat,90.60000000000001,0,Republican,0.0,0,Republican,0.0,Barnet,64,Republican,32.2,31,Democrat,9.1,0,Republican,0.0,55,Republican,27.6,35,Republican,17.6,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Vermont,VT,23,Republican,11.600000000000001,0,N/A,0.0
203,Republican,2.9000000000000004,4020,Democrat,51.6,0,Republican,0.0,0,Republican,0.0,Barnstable,3750,Republican,54.2,3693,Democrat,47.4,0,Republican,0.0,1186,Republican,17.1,1005,Republican,14.499999999999998,0,Democrat,0.0,0,Republican,0.0,39,N/A,0.5,0,Republican,0.0,0,Republican,0.0,Massachusetts,MA,585,Republican,8.5,0,N/A,0.0
171,Republican,6.6000000000000005,209,Democrat,11.700000000000001,0,Republican,0.0,0,Republican,0.0,Barnwell,1106,Republican,42.70000000000001,1560,Democrat,87.4,129,Republican,5.0,91,Republican,3.5000000000000004,575,Republican,22.2,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,South Carolina,SC,516,Republican,19.900000000000002,0,N/A,0.0
33,Republican,2.9000000000000004,1084,Democrat,87.7,0,Republican,0.0,0,Republican,0.0,Barre Town,378,Republican,33.0,149,Democrat,12.1,0,Republican,0.0,365,Republican,31.900000000000002,252,Republican,22.0,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Vermont,VT,85,Republican,7.400000000000001,0,N/A,0.0
24,Republican,3.5000000000000004,570,Democrat,68.4,0,Republican,0.0,0,Republican,0.0,Barre,375,Republican,54.29999999999999,258,Democrat,31.0,0,Republican,0.0,70,Republican,10.100000000000001,100,Republican,14.499999999999998,0,Democrat,0.0,0,Republican,0.0,3,N/A,0.4,0,Republican,0.0,0,Republican,0.0,Massachusetts,MA,107,Republican,15.5,0,N/A,0.0
25,Republican,3.4000000000000004,1057,Democrat,88.0,0,Republican,0.0,0,Republican,0.0,Barre,235,Republican,31.8,141,Democrat,11.700000000000001,0,Republican,0.0,215,Republican,29.100000000000005,143,Republican,19.3,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Vermont,VT,91,Republican,12.3,0,N/A,0.0
0,Republican,0.0,2653,Democrat,49.9,0,Republican,0.0,0,Republican,0.0,Barren,848,Republican,36.70000000000001,1979,Democrat,37.20000000000001,0,Republican,0.0,288,Republican,12.5,326,Republican,14.099999999999998,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Kentucky,KY,800,Republican,34.6,0,N/A,0.0
0,Republican,0.0,1398,Democrat,48.1,0,Republican,0.0,0,Republican,0.0,Barrington,687,Republican,44.2,1490,Democrat,51.2,0,Republican,0.0,700,Republican,45.0,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Rhode Island,RI,144,Republican,9.3,0,N/A,0.0
0,Republican,0.0,2960,Democrat,53.2,0,Republican,0.0,0,Republican,0.0,Barron,4217,Republican,46.9,2570,Democrat,46.2,0,Republican,0.0,919,Republican,10.2,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Wisconsin,WI,3558,Republican,39.6,0,N/A,0.0
742,Republican,6.5,879,Democrat,37.20000000000001,0,Republican,0.0,0,Republican,0.0,Barrow,4653,Republican,40.8,1457,Democrat,61.7,0,Republican,0.0,345,Republican,3.0,2049,Republican,18.0,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Georgia,GA,3470,Republican,30.4,0,N/A,0.0
0,Republican,0.0,3078,Democrat,62.8,0,Republican,0.0,0,Republican,0.0,Barry,3478,Republican,32.9,1736,Democrat,35.4,0,Republican,0.0,2191,Republican,20.7,875,Republican,8.3,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Michigan,MI,3449,Republican,32.6,0,N/A,0.0
0,Republican,0.0,796,Democrat,47.0,0,Republican,0.0,0,Republican,0.0,Barry,3030,Republican,43.1,874,Democrat,51.6,0,Republican,0.0,400,Republican,5.7,255,Republican,3.6000000000000005,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Missouri,MO,3189,Republican,45.4,0,N/A,0.0
0,Republican,0.0,3182,Democrat,53.400000000000006,0,Republican,0.0,0,Republican,0.0,Bartholomew,7918,Republican,48.9,2778,Democrat,46.6,0,Republican,0.0,1450,Republican,8.9,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Indiana,IN,6283,Republican,38.800000000000004,0,N/A,0.0
0,Republican,0.0,214,Democrat,50.2,0,Republican,0.0,0,Republican,0.0,Barton,986,Republican,34.1,205,Democrat,48.1,0,Republican,0.0,170,Republican,5.8999999999999995,103,Republican,3.6000000000000005,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Missouri,MO,1560,Republican,53.900000000000006,0,N/A,0.0
10,Republican,4.3999999999999995,318,Democrat,92.7,0,Republican,0.0,0,Republican,0.0,Barton,78,Republican,34.5,25,Democrat,7.3,0,Republican,0.0,63,Republican,27.900000000000002,48,Republican,21.2,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Vermont,VT,18,Republican,8.0,0,N/A,0.0
1130,Republican,6.3,1490,Democrat,39.7,0,Republican,0.0,0,Republican,0.0,Bartow,8281,Republican,46.2,2216,Democrat,59.0,0,Republican,0.0,549,Republican,3.1,3259,Republican,18.2,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Georgia,GA,4504,Republican,25.1,0,N/A,0.0
569,Republican,5.3,1945,Democrat,39.7,0,Republican,0.0,0,Republican,0.0,Bastrop,3587,Republican,33.4,2894,Democrat,59.099999999999994,0,Republican,0.0,415,Republican,3.9,1550,Republican,14.400000000000002,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Texas,TX,4202,Republican,39.1,0,N/A,0.0
0,Republican,0.0,632,Democrat,53.1,0,Republican,0.0,0,Republican,0.0,Bates,1306,Republican,46.0,518,Democrat,43.5,0,Republican,0.0,199,Republican,7.000000000000001,143,Republican,5.0,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Missouri,MO,1080,Republican,38.1,0,N/A,0.0
0,Republican,0.0,641,Democrat,46.6,0,Republican,0.0,0,Republican,0.0,Bath,119,Republican,39.800000000000004,628,Democrat,45.6,0,Republican,0.0,41,Republican,13.699999999999998,23,Republican,7.7,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Kentucky,KY,109,Republican,36.5,0,N/A,0.0
0,Republican,0.0,19,Democrat,67.9,0,Republican,0.0,0,Republican,0.0,Bath,0,Republican,0.0,9,Democrat,32.1,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Maine,ME,0,Republican,0.0,0,N/A,0.0
51,Republican,8.5,86,Democrat,36.6,0,Republican,0.0,0,Republican,0.0,Bath,296,Republican,49.5,148,Democrat,63.0,0,Republican,0.0,35,Republican,5.8999999999999995,147,Republican,24.6,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Virginia,VA,60,Republican,10.0,0,N/A,0.0
452,Republican,5.2,807,Democrat,36.199999999999996,0,Republican,0.0,0,Republican,0.0,Baxter,3798,Republican,43.8,1391,Democrat,62.4,0,Republican,0.0,376,Republican,4.3,1374,Republican,15.9,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Arkansas,AR,2480,Republican,28.6,0,N/A,0.0
0,Republican,0.0,4131,Democrat,41.699999999999996,0,Republican,0.0,0,Republican,0.0,Bay,14426,Republican,48.699999999999996,5209,Democrat,52.6,0,Republican,0.0,1412,Republican,4.8,5832,Republican,19.7,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Florida,FL,7153,Republican,24.2,0,N/A,0.0
0,Republican,0.0,6363,Democrat,49.3,0,Republican,0.0,0,Republican,0.0,Bay,5738,Republican,41.699999999999996,5937,Democrat,46.0,0,Republican,0.0,2304,Republican,16.7,1248,Republican,9.1,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Michigan,MI,3631,Republican,26.400000000000002,0,N/A,0.0
0,Republican,0.0,2604,Democrat,63.5,0,Republican,0.0,0,Republican,0.0,Bayfield,1599,Republican,52.0,1484,Democrat,36.199999999999996,0,Republican,0.0,448,Republican,14.6,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Wisconsin,WI,926,Republican,30.099999999999998,0,N/A,0.0
60,Republican,7.200000000000001,24,Democrat,32.0,0,Republican,0.0,0,Republican,0.0,Baylor,254,Republican,30.7,46,Democrat,61.3,0,Republican,0.0,18,Republican,2.1999999999999997,96,Republican,11.600000000000001,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Texas,TX,355,Republican,42.9,0,N/A,0.0
0,Republican,0.0,270,Democrat,61.9,0,Republican,0.0,0,Republican,0.0,Beacon Falls,344,Republican,69.2,150,Democrat,34.4,0,Republican,0.0,86,Republican,17.299999999999997,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Connecticut,CT,60,Republican,12.1,0,N/A,0.0
0,Republican,0.0,373,Democrat,42.70000000000001,0,Republican,0.0,0,Republican,0.0,Beadle,454,Republican,64.7,501,Democrat,57.3,0,Republican,0.0,108,Republican,15.4,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,South Dakota,SD,140,Republican,19.900000000000002,0,N/A,0.0
0,Republican,0.0,1,Democrat,100.0,0,Republican,0.0,0,Republican,0.0,Beals,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Maine,ME,0,Republican,0.0,0,N/A,0.0
0,Republican,0.0,25,Democrat,67.6,0,Republican,0.0,0,Republican,0.0,Bear Lake,363,Republican,24.099999999999998,12,Democrat,32.4,0,Republican,0.0,92,Republican,6.1,330,Republican,21.9,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Idaho,ID,643,Republican,42.70000000000001,0,N/A,0.0
0,Republican,0.0,1840,Democrat,34.9,0,Republican,0.0,0,Republican,0.0,Beaufort,3165,Republican,44.3,2934,Democrat,55.60000000000001,0,Republican,0.0,704,Republican,9.9,374,Republican,5.2,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,North Carolina,NC,2690,Republican,37.7,0,N/A,0.0
1095,Republican,3.3000000000000003,3567,Democrat,26.3,0,Republican,0.0,0,Republican,0.0,Beaufort,9912,Republican,30.099999999999998,9945,Democrat,73.3,2185,Republican,6.6000000000000005,6245,Republican,18.9,9126,Republican,27.700000000000003,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,South Carolina,SC,4407,Republican,13.4,0,N/A,0.0
0,Republican,0.0,391,Democrat,30.8,0,Republican,0.0,0,Republican,0.0,Beauregard,1112,Republican,37.8,679,Democrat,53.5,0,Republican,0.0,106,Republican,3.6000000000000005,287,Republican,9.700000000000001,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Louisiana,LA,1363,Republican,46.300000000000004,0,N/A,0.0
0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,Beaver Cove,0,Republican,0.0,1,Democrat,100.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Maine,ME,0,Republican,0.0,0,N/A,0.0
109,Republican,9.4,94,Democrat,52.2,0,Republican,0.0,0,Republican,0.0,Beaver,285,Republican,24.6,52,Democrat,28.9,0,Republican,0.0,23,Republican,2.0,153,Republican,13.200000000000001,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Oklahoma,OK,557,Republican,48.0,0,N/A,0.0
0,Republican,0.0,9563,Democrat,41.8,0,Republican,0.0,0,Republican,0.0,Beaver,11178,Republican,57.49999999999999,12963,Democrat,56.7,0,Republican,0.0,3572,Republican,18.4,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Pennsylvania,PA,4331,Republican,22.3,0,N/A,0.0
0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,Beaver,87,Republican,24.0,0,Democrat,0.0,0,Republican,0.0,47,Republican,12.9,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Utah,UT,229,Republican,63.1,0,N/A,0.0
0,Republican,0.0,318,Democrat,55.00000000000001,0,Republican,0.0,0,Republican,0.0,Beaverhead,1626,Republican,67.6,241,Democrat,41.699999999999996,0,Republican,0.0,212,Republican,8.8,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Montana,MT,200,Republican,8.3,0,N/A,0.0
3,Republican,1.9,197,Democrat,60.6,0,Republican,0.0,0,Republican,0.0,Becket,82,Republican,52.6,123,Democrat,37.8,0,Republican,0.0,14,Republican,9.0,22,Republican,14.099999999999998,0,Democrat,0.0,0,Republican,0.0,1,N/A,0.3,0,Republican,0.0,0,Republican,0.0,Massachusetts,MA,34,Republican,21.8,0,N/A,0.0
127,Republican,5.800000000000001,824,Democrat,55.39999999999999,0,Republican,0.0,0,Republican,0.0,Beckham,665,Republican,30.5,464,Democrat,31.2,0,Republican,0.0,57,Republican,2.6,410,Republican,18.8,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Oklahoma,OK,900,Republican,41.199999999999996,0,N/A,0.0
0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,Beddington,0,Republican,0.0,1,Democrat,100.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Maine,ME,0,Republican,0.0,0,N/A,0.0
44,Republican,2.5,1356,Democrat,44.4,0,Republican,0.0,0,Republican,0.0,Bedford,654,Republican,36.9,1675,Democrat,54.79999999999999,0,Republican,0.0,499,Republican,28.199999999999996,351,Republican,19.8,0,Democrat,0.0,0,Republican,0.0,14,N/A,0.5,0,Republican,0.0,0,Republican,0.0,Massachusetts,MA,178,Republican,10.100000000000001,0,N/A,0.0
0,Republican,0.0,1382,Democrat,48.8,0,Republican,0.0,0,Republican,0.0,Bedford,6540,Republican,63.1,1387,Democrat,49.0,0,Republican,0.0,957,Republican,9.2,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Pennsylvania,PA,2545,Republican,24.6,0,N/A,0.0
475,Republican,7.5,523,Democrat,29.299999999999997,0,Republican,0.0,0,Republican,0.0,Bedford,3081,Republican,48.8,1208,Democrat,67.8,0,Republican,0.0,200,Republican,3.2,821,Republican,13.0,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Tennessee,TN,1654,Republican,26.200000000000003,0,N/A,0.0
1272,Republican,8.4,1424,Democrat,42.9,0,Republican,0.0,0,Republican,0.0,Bedford,5328,Republican,35.0,1876,Democrat,56.49999999999999,0,Republican,0.0,796,Republican,5.2,3231,Republican,21.2,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Virginia,VA,4501,Republican,29.600000000000005,0,N/A,0.0
99,Republican,3.3000000000000003,320,Democrat,21.2,0,Republican,0.0,0,Republican,0.0,Bee,781,Republican,25.900000000000002,1132,Democrat,75.1,0,Republican,0.0,63,Republican,2.1,427,Republican,14.099999999999998,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Texas,TX,1509,Republican,50.0,0,N/A,0.0
55,Republican,3.5000000000000004,1820,Democrat,63.9,0,Republican,0.0,0,Republican,0.0,Belchertown,747,Republican,47.0,1001,Democrat,35.1,0,Republican,0.0,289,Republican,18.2,282,Republican,17.7,0,Democrat,0.0,0,Republican,0.0,12,N/A,0.4,0,Republican,0.0,0,Republican,0.0,Massachusetts,MA,195,Republican,12.3,0,N/A,0.0
0,Republican,0.0,17,Democrat,70.8,0,Republican,0.0,0,Republican,0.0,Belfast,0,Republican,0.0,7,Democrat,29.2,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Maine,ME,0,Republican,0.0,0,N/A,0.0
0,Republican,0.0,5,Democrat,55.60000000000001,0,Republican,0.0,0,Republican,0.0,Belgrade,0,Republican,0.0,4,Democrat,44.4,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Maine,ME,0,Republican,0.0,0,N/A,0.0
390,Republican,2.5511872833126183,5990,Democrat,63.18565400843882,672,Republican,4.395891934323281,1001,Republican,6.5480473605023874,Belknap,5505,Republican,36.010989729835806,3490,Democrat,36.81434599156118,1738,Republican,11.369137175377771,2460,Republican,16.092104402433442,1504,Republican,9.8384248053902,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,New Hampshire,NH,2017,Republican,13.194217308824491,0,N/A,0.0
0,Republican,0.0,578,Democrat,45.6,0,Republican,0.0,0,Republican,0.0,Bell,692,Republican,54.2,567,Democrat,44.7,0,Republican,0.0,125,Republican,9.8,151,Republican,11.799999999999999,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Kentucky,KY,287,Republican,22.5,0,N/A,0.0
1676,Republican,5.3,3079,Democrat,28.999999999999996,0,Republican,0.0,0,Republican,0.0,Bell,8110,Republican,25.8,7416,Democrat,69.9,0,Republican,0.0,1219,Republican,3.9,4844,Republican,15.4,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Texas,TX,13994,Republican,44.5,0,N/A,0.0
40,Republican,2.1,1264,Democrat,55.7,0,Republican,0.0,0,Republican,0.0,Bellingham,1059,Republican,55.50000000000001,969,Democrat,42.70000000000001,0,Republican,0.0,223,Republican,11.700000000000001,331,Republican,17.299999999999997,0,Democrat,0.0,0,Republican,0.0,18,N/A,0.8,0,Republican,0.0,0,Republican,0.0,Massachusetts,MA,209,Republican,11.0,0,N/A,0.0
43,Republican,1.6,3029,Democrat,42.6,0,Republican,0.0,0,Republican,0.0,Belmont,1080,Republican,39.5,4031,Democrat,56.7,0,Republican,0.0,689,Republican,25.2,655,Republican,23.9,0,Democrat,0.0,0,Republican,0.0,20,N/A,0.3,0,Republican,0.0,0,Republican,0.0,Massachusetts,MA,211,Republican,7.7,0,N/A,0.0
0,Republican,0.0,2,Democrat,100.0,0,Republican,0.0,0,Republican,0.0,Belmont,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Maine,ME,0,Republican,0.0,0,N/A,0.0
0,Republican,0.0,3263,Democrat,43.5,0,Republican,0.0,0,Republican,0.0,Belmont,5313,Republican,49.3,3982,Democrat,53.1,0,Republican,0.0,2995,Republican,27.800000000000004,347,Republican,3.2,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Ohio,OH,1959,Republican,18.2,0,N/A,0.0
2,Republican,5.4,46,Democrat,93.89999999999999,0,Republican,0.0,0,Republican,0.0,Belvidere,11,Republican,29.7,3,Democrat,6.1,0,Republican,0.0,9,Republican,24.3,8,Republican,21.600000000000005,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Vermont,VT,6,Republican,16.2,0,N/A,0.0
209,Republican,11.4,179,Democrat,18.4,0,Republican,0.0,0,Republican,0.0,Ben Hill,1020,Republican,55.89999999999999,779,Democrat,80.2,0,Republican,0.0,60,Republican,3.3000000000000003,195,Republican,10.7,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Georgia,GA,315,Republican,17.299999999999997,0,N/A,0.0
0,Republican,0.0,49,Democrat,69.0,0,Republican,0.0,0,Republican,0.0,Benewah,428,Republican,32.800000000000004,20,Democrat,28.199999999999996,0,Republican,0.0,80,Republican,6.1,87,Republican,6.7,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Idaho,ID,671,Republican,51.4,0,N/A,0.0
0,Republican,0.0,95,Democrat,56.2,0,Republican,0.0,0,Republican,0.0,Bennett,179,Republican,75.2,74,Democrat,43.8,0,Republican,0.0,29,Republican,12.2,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,South Dakota,SD,30,Republican,12.6,0,N/A,0.0
47,Republican,4.7,2121,Democrat,83.8,0,Republican,0.0,0,Republican,0.0,Bennington,435,Republican,43.9,400,Democrat,15.8,0,Republican,0.0,165,Republican,16.6,196,Republican,19.8,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Vermont,VT,115,Republican,11.600000000000001,0,N/A,0.0
3,Republican,2.6,159,Democrat,89.3,0,Republican,0.0,0,Republican,0.0,Benson,53,Republican,45.300000000000004,19,Democrat,10.7,0,Republican,0.0,23,Republican,19.7,17,Republican,14.499999999999998,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Vermont,VT,16,Republican,13.699999999999998,0,N/A,0.0
0,Republican,0.0,24,Democrat,44.4,0,Republican,0.0,0,Republican,0.0,Bent,0,Republican,0.0,26,Democrat,48.1,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Colorado,CO,0,Republican,0.0,0,N/A,0.0
2525,Republican,6.0,4696,Democrat,44.9,0,Republican,0.0,0,Republican,0.0,Benton,11828,Republican,27.900000000000002,5650,Democrat,54.1,0,Republican,0.0,2272,Republican,5.4,12863,Republican,30.3,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Arkansas,AR,11909,Republican,28.1,0,N/A,0.0
171,Republican,10.5,528,Democrat,44.0,35,Republican,2.1,23,Republican,1.4000000000000001,Benton,410,Republican,25.1,672,Democrat,56.00000000000001,11,Republican,0.7,27,Republican,1.7000000000000002,246,Republican,15.0,0,Democrat,0.0,34,Republican,2.1,0,N/A,0.0,72,Republican,4.3999999999999995,9,Republican,0.6,Iowa,IA,596,Republican,36.5,0,N/A,0.0
