Ben Carson.Number of Votes,Ben Carson.Party,Ben Carson.Percent of Votes,Bernie Sanders.Number of Votes,Bernie Sanders.Party,Bernie Sanders.Percent of Votes,Carly Fiorina.Number of Votes,Carly Fiorina.Party,Carly Fiorina.Percent of Votes,Chris Christie.Number of Votes,Chris Christie.Party,Chris Christie.Percent of Votes,County,Donald Trump.Number of Votes,Donald Trump.Party,Donald Trump.Percent of Votes,Hillary Clinton.Number of Votes,Hillary Clinton.Party,Hillary Clinton.Percent of Votes,Jeb Bush.Number of Votes,Jeb Bush.Party,Jeb Bush.Percent of Votes,John Kasich.Number of Votes,John Kasich.Party,John Kasich.Percent of Votes,Marco Rubio.Number of Votes,Marco Rubio.Party,Marco Rubio.Percent of Votes,Martin O'Malley.Number of Votes,Martin O'Malley.Party,Martin O'Malley.Percent of Votes,Mike Huckabee.Number of Votes,Mike Huckabee.Party,Mike Huckabee.Percent of Votes,No Preference.Number of Votes,No Preference.Party,No Preference.Percent of Votes,Rand Paul.Number of Votes,Rand Paul.Party,Rand Paul.Percent of Votes,Rick Santorum.Number of Votes,Rick Santorum.Party,Rick Santorum.Percent of Votes,State,State Abbreviation,Ted Cruz.Number of Votes,Ted Cruz.Party,Ted Cruz.Percent of Votes,Uncommitted.Number of Votes,Uncommitted.Party,Uncommitted.Percent of Votes
0,Republican,0.0,7,Democrat,77.8,0,Republican,0.0,0,Republican,0.0,District 42,0,Republican,0.0,2,Democrat,22.2,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,North Dakota,ND,0,Republican,0.0,0,N/A,0.0
0,Republican,0.0,6,Democrat,66.7,0,Republican,0.0,0,Republican,0.0,District 43,0,Republican,0.0,2,Democrat,22.2,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,North Dakota,ND,0,Republican,0.0,0,N/A,0.0
0,Republican,0.0,8,Democrat,61.5,0,Republican,0.0,0,Republican,0.0,District 44,0,Republican,0.0,3,Democrat,23.1,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,North Dakota,ND,0,Republican,0.0,0,N/A,0.0
0,Republican,0.0,5,Democrat,55.60000000000001,0,Republican,0.0,0,Republican,0.0,District 45,0,Republican,0.0,3,Democrat,33.300000000000004,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,North Dakota,ND,0,Republican,0.0,0,N/A,0.0
0,Republican,0.0,7,Democrat,63.6,0,Republican,0.0,0,Republican,0.0,District 46,0,Republican,0.0,3,Democrat,27.3,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,North Dakota,ND,0,Republican,0.0,0,N/A,0.0
0,Republican,0.0,6,Democrat,66.7,0,Republican,0.0,0,Republican,0.0,District 47,0,Republican,0.0,2,Democrat,22.2,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,North Dakota,ND,0,Republican,0.0,0,N/A,0.0
0,Republican,0.0,5,Democrat,71.4,0,Republican,0.0,0,Republican,0.0,District 5,0,Republican,0.0,1,Democrat,14.3,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,North Dakota,ND,0,Republican,0.0,0,N/A,0.0
0,Republican,0.0,5,Democrat,62.5,0,Republican,0.0,0,Republican,0.0,District 6,0,Republican,0.0,2,Democrat,25.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,North Dakota,ND,0,Republican,0.0,0,N/A,0.0
0,Republican,0.0,5,Democrat,71.4,0,Republican,0.0,0,Republican,0.0,District 7,0,Republican,0.0,1,Democrat,14.3,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,North Dakota,ND,0,Republican,0.0,0,N/A,0.0
0,Republican,0.0,5,Democrat,71.4,0,Republican,0.0,0,Republican,0.0,District 8,0,Republican,0.0,2,Democrat,28.6,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,North Dakota,ND,0,Republican,0.0,0,N/A,0.0
0,Republican,0.0,6,Democrat,54.50000000000001,0,Republican,0.0,0,Republican,0.0,District 9,0,Republican,0.0,3,Democrat,27.3,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,North Dakota,ND,0,Republican,0.0,0,N/A,0.0
0,Republican,0.0,3,Democrat,75.0,0,Republican,0.0,0,Republican,0.0,Dixfield,0,Republican,0.0,1,Democrat,25.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Maine,ME,0,Republican,0.0,0,N/A,0.0
0,Republican,0.0,459,Democrat,45.1,0,Republican,0.0,0,Republican,0.0,Dixie,1103,Republican,63.4,409,Democrat,40.2,0,Republican,0.0,31,Republican,1.8000000000000003,206,Republican,11.799999999999999,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Florida,FL,349,Republican,20.1,0,N/A,0.0
0,Republican,0.0,2,Democrat,66.7,0,Republican,0.0,0,Republican,0.0,Dixmont,0,Republican,0.0,1,Democrat,33.300000000000004,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Maine,ME,0,Republican,0.0,0,N/A,0.0
0,Republican,0.0,33,Democrat,54.1,0,Republican,0.0,0,Republican,0.0,Dixon,513,Republican,56.89999999999999,28,Democrat,45.9,0,Republican,0.0,111,Republican,12.3,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Nebraska,NE,205,Republican,22.8,0,N/A,0.0
0,Republican,0.0,235,Democrat,58.9,0,Republican,0.0,0,Republican,0.0,Doddridge,1222,Republican,77.6,115,Democrat,28.800000000000004,0,Republican,0.0,96,Republican,6.1,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,West Virginia,WV,140,Republican,8.9,0,N/A,0.0
226,Republican,8.4,141,Democrat,19.400000000000002,0,Republican,0.0,0,Republican,0.0,Dodge,1360,Republican,50.4,579,Democrat,79.5,0,Republican,0.0,84,Republican,3.1,486,Republican,18.0,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Georgia,GA,504,Republican,18.7,0,N/A,0.0
0,Republican,0.0,185,Democrat,47.4,0,Republican,0.0,0,Republican,0.0,Dodge,2760,Republican,65.8,205,Democrat,52.6,0,Republican,0.0,457,Republican,10.9,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Nebraska,NE,575,Republican,13.699999999999998,0,N/A,0.0
0,Republican,0.0,6243,Democrat,57.9,0,Republican,0.0,0,Republican,0.0,Dodge,6501,Republican,32.6,4501,Democrat,41.8,0,Republican,0.0,2542,Republican,12.7,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Wisconsin,WI,10431,Republican,52.2,0,N/A,0.0
0,Republican,0.0,22,Democrat,62.9,0,Republican,0.0,0,Republican,0.0,Dolores,0,Republican,0.0,8,Democrat,22.900000000000002,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Colorado,CO,0,Republican,0.0,0,N/A,0.0
0,Republican,0.0,7243,Democrat,44.3,0,Republican,0.0,0,Republican,0.0,Dona Ana,4889,Republican,67.4,9097,Democrat,55.7,0,Republican,0.0,677,Republican,9.3,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,New Mexico,NM,1016,Republican,14.000000000000002,0,N/A,0.0
72,Republican,8.9,35,Democrat,50.7,0,Republican,0.0,0,Republican,0.0,Donley,248,Republican,30.8,33,Democrat,47.8,0,Republican,0.0,34,Republican,4.2,73,Republican,9.1,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Texas,TX,358,Republican,44.5,0,N/A,0.0
68,Republican,6.5,91,Democrat,10.9,0,Republican,0.0,0,Republican,0.0,Dooly,584,Republican,55.50000000000001,737,Democrat,88.4,0,Republican,0.0,29,Republican,2.8000000000000003,157,Republican,14.899999999999999,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Georgia,GA,200,Republican,19.0,0,N/A,0.0
0,Republican,0.0,3417,Democrat,53.6,0,Republican,0.0,0,Republican,0.0,Door,2948,Republican,39.5,2935,Democrat,46.1,0,Republican,0.0,1098,Republican,14.7,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Wisconsin,WI,3188,Republican,42.70000000000001,0,N/A,0.0
0,Republican,0.0,951,Democrat,31.8,0,Republican,0.0,0,Republican,0.0,Dorchester,2744,Republican,71.4,1800,Democrat,60.199999999999996,0,Republican,0.0,521,Republican,13.600000000000001,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Maryland,MD,473,Republican,12.3,0,N/A,0.0
1310,Republican,5.8999999999999995,2876,Democrat,29.2,0,Republican,0.0,0,Republican,0.0,Dorchester,6949,Republican,31.5,6920,Democrat,70.2,1951,Republican,8.8,1418,Republican,6.4,5244,Republican,23.799999999999997,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,South Carolina,SC,5199,Republican,23.599999999999998,0,N/A,0.0
5,Republican,1.7000000000000002,404,Democrat,79.4,0,Republican,0.0,0,Republican,0.0,Dorset,104,Republican,36.4,104,Democrat,20.4,0,Republican,0.0,93,Republican,32.5,55,Republican,19.2,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Vermont,VT,15,Republican,5.2,0,N/A,0.0
445,Republican,6.800000000000001,1435,Democrat,13.8,0,Republican,0.0,0,Republican,0.0,Dougherty,3078,Republican,46.800000000000004,8891,Democrat,85.7,0,Republican,0.0,386,Republican,5.8999999999999995,1148,Republican,17.5,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Georgia,GA,1398,Republican,21.3,0,N/A,0.0
0,Republican,0.0,2347,Democrat,49.70000000000001,0,Republican,0.0,0,Republican,0.0,Douglas,0,Republican,0.0,2342,Democrat,49.6,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Colorado,CO,0,Republican,0.0,0,N/A,0.0
990,Republican,6.1,3139,Democrat,25.0,0,Republican,0.0,0,Republican,0.0,Douglas,6984,Republican,42.8,9375,Democrat,74.6,0,Republican,0.0,609,Republican,3.7000000000000006,3402,Republican,20.9,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Georgia,GA,4088,Republican,25.1,0,N/A,0.0
0,Republican,0.0,643,Democrat,56.2,0,Republican,0.0,0,Republican,0.0,Douglas,1391,Republican,33.900000000000006,483,Democrat,42.199999999999996,0,Republican,0.0,496,Republican,12.1,290,Republican,7.1,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Illinois,IL,1764,Republican,43.0,0,N/A,0.0
59,Republican,4.7,596,Democrat,61.8,0,Republican,0.0,0,Republican,0.0,Douglas,662,Republican,53.0,358,Democrat,37.1,0,Republican,0.0,145,Republican,11.600000000000001,181,Republican,14.499999999999998,0,Democrat,0.0,0,Republican,0.0,2,N/A,0.2,0,Republican,0.0,0,Republican,0.0,Massachusetts,MA,171,Republican,13.699999999999998,0,N/A,0.0
0,Republican,0.0,384,Democrat,58.099999999999994,0,Republican,0.0,0,Republican,0.0,Douglas,1657,Republican,52.800000000000004,268,Democrat,40.5,0,Republican,0.0,133,Republican,4.2,93,Republican,3.0,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Missouri,MO,1155,Republican,36.8,0,N/A,0.0
0,Republican,0.0,6322,Democrat,54.0,0,Republican,0.0,0,Republican,0.0,Douglas,23754,Republican,62.7,5387,Democrat,46.0,0,Republican,0.0,4916,Republican,13.0,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Nebraska,NE,6102,Republican,16.1,0,N/A,0.0
281,Republican,6.1,72,Democrat,45.9,0,Republican,0.0,0,Republican,0.0,Douglas,1683,Republican,36.4,85,Democrat,54.1,0,Republican,0.0,199,Republican,4.3,1251,Republican,27.1,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Nevada,NV,1195,Republican,25.900000000000002,0,N/A,0.0
0,Republican,0.0,5691,Democrat,55.8,0,Republican,0.0,0,Republican,0.0,Douglas,12263,Republican,76.0,4499,Democrat,44.2,0,Republican,0.0,1522,Republican,9.4,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Oregon,OR,2348,Republican,14.6,0,N/A,0.0
0,Republican,0.0,37,Democrat,43.5,0,Republican,0.0,0,Republican,0.0,Douglas,262,Republican,63.6,48,Democrat,56.49999999999999,0,Republican,0.0,68,Republican,16.5,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,South Dakota,SD,82,Republican,19.900000000000002,0,N/A,0.0
0,Republican,0.0,63,Democrat,73.3,0,Republican,0.0,0,Republican,0.0,Douglas,3047,Republican,81.0,23,Democrat,26.700000000000003,0,Republican,0.0,256,Republican,6.800000000000001,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Washington,WA,325,Republican,8.6,0,N/A,0.0
0,Republican,0.0,4510,Democrat,55.39999999999999,0,Republican,0.0,0,Republican,0.0,Douglas,3676,Republican,54.7,3574,Democrat,43.9,0,Republican,0.0,761,Republican,11.3,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Wisconsin,WI,2067,Republican,30.8,0,N/A,0.0
13,Republican,1.2,397,Democrat,37.5,0,Republican,0.0,0,Republican,0.0,Dover,354,Republican,31.4,657,Democrat,62.1,0,Republican,0.0,397,Republican,35.2,253,Republican,22.400000000000002,0,Democrat,0.0,0,Republican,0.0,3,N/A,0.3,0,Republican,0.0,0,Republican,0.0,Massachusetts,MA,78,Republican,6.9,0,N/A,0.0
10,Republican,5.6000000000000005,244,Democrat,87.8,0,Republican,0.0,0,Republican,0.0,Dover,64,Republican,36.199999999999996,34,Democrat,12.2,0,Republican,0.0,39,Republican,22.0,36,Republican,20.3,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Vermont,VT,14,Republican,7.9,0,N/A,0.0
0,Republican,0.0,6,Democrat,66.7,0,Republican,0.0,0,Republican,0.0,Dover-Foxcroft,0,Republican,0.0,3,Democrat,33.300000000000004,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Maine,ME,0,Republican,0.0,0,N/A,0.0
104,Republican,2.1999999999999997,2737,Democrat,55.60000000000001,0,Republican,0.0,0,Republican,0.0,Dracut,3020,Republican,64.2,2029,Democrat,41.199999999999996,0,Republican,0.0,479,Republican,10.2,621,Republican,13.200000000000001,0,Democrat,0.0,0,Republican,0.0,99,N/A,2.0,0,Republican,0.0,0,Republican,0.0,Massachusetts,MA,391,Republican,8.3,0,N/A,0.0
0,Republican,0.0,3,Democrat,60.0,0,Republican,0.0,0,Republican,0.0,Dresden,0,Republican,0.0,2,Democrat,40.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Maine,ME,0,Republican,0.0,0,N/A,0.0
0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,Drew Plt.,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Maine,ME,0,Republican,0.0,0,N/A,0.0
176,Republican,8.1,475,Democrat,25.7,0,Republican,0.0,0,Republican,0.0,Drew,795,Republican,36.6,1250,Democrat,67.8,0,Republican,0.0,47,Republican,2.1999999999999997,557,Republican,25.6,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Arkansas,AR,538,Republican,24.7,0,N/A,0.0
0,Republican,0.0,65159,Democrat,52.300000000000004,0,Republican,0.0,0,Republican,0.0,DuPage,49113,Republican,34.5,59103,Democrat,47.4,0,Republican,0.0,41024,Republican,28.800000000000004,14253,Republican,10.0,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Illinois,IL,35229,Republican,24.8,0,N/A,0.0
0,Republican,0.0,2293,Democrat,49.9,0,Republican,0.0,0,Republican,0.0,Dubois,4692,Republican,58.5,2305,Democrat,50.1,0,Republican,0.0,651,Republican,8.1,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Indiana,IN,2475,Republican,30.9,0,N/A,0.0
384,Republican,9.700000000000001,2276,Democrat,47.4,97,Republican,2.4,75,Republican,1.9,Dubuque,1087,Republican,27.3,2504,Democrat,52.2,95,Republican,2.4,54,Republican,1.4000000000000001,1060,Republican,26.700000000000003,18,Democrat,0.4,48,Republican,1.2,0,N/A,0.0,230,Republican,5.800000000000001,21,Republican,0.5,Iowa,IA,824,Republican,20.7,0,N/A,0.0
0,Republican,0.0,87,Democrat,69.0,0,Republican,0.0,0,Republican,0.0,Duchesne,324,Republican,18.5,37,Democrat,29.4,0,Republican,0.0,90,Republican,5.1,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Utah,UT,1342,Republican,76.4,0,N/A,0.0
46,Republican,3.7000000000000006,688,Democrat,54.29999999999999,0,Republican,0.0,0,Republican,0.0,Dudley,702,Republican,55.7,553,Democrat,43.70000000000001,0,Republican,0.0,124,Republican,9.8,202,Republican,16.0,0,Democrat,0.0,0,Republican,0.0,13,N/A,1.0,0,Republican,0.0,0,Republican,0.0,Massachusetts,MA,159,Republican,12.6,0,N/A,0.0
18,Republican,10.4,549,Democrat,87.7,0,Republican,0.0,0,Republican,0.0,Dummerston,53,Republican,30.599999999999998,76,Democrat,12.1,0,Republican,0.0,46,Republican,26.6,34,Republican,19.7,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Vermont,VT,12,Republican,6.9,0,N/A,0.0
0,Republican,0.0,1,Democrat,6.7,0,Republican,0.0,0,Republican,0.0,Dundy,219,Republican,68.2,14,Democrat,93.30000000000001,0,Republican,0.0,26,Republican,8.1,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Nebraska,NE,62,Republican,19.3,0,N/A,0.0
0,Republican,0.0,448,Democrat,37.7,0,Republican,0.0,0,Republican,0.0,Dunklin,1781,Republican,55.89999999999999,724,Democrat,60.9,0,Republican,0.0,179,Republican,5.6000000000000005,113,Republican,3.5000000000000004,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Missouri,MO,1037,Republican,32.6,0,N/A,0.0
0,Republican,0.0,4272,Democrat,63.5,0,Republican,0.0,0,Republican,0.0,Dunn,3074,Republican,41.099999999999994,2421,Democrat,36.0,0,Republican,0.0,758,Republican,10.100000000000001,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Wisconsin,WI,3469,Republican,46.300000000000004,0,N/A,0.0
10,Republican,1.6,375,Democrat,57.3,0,Republican,0.0,0,Republican,0.0,Dunstable,322,Republican,50.2,276,Democrat,42.1,0,Republican,0.0,115,Republican,17.9,124,Republican,19.3,0,Democrat,0.0,0,Republican,0.0,3,N/A,0.5,0,Republican,0.0,0,Republican,0.0,Massachusetts,MA,55,Republican,8.6,0,N/A,0.0
0,Republican,0.0,1450,Democrat,29.2,0,Republican,0.0,0,Republican,0.0,Duplin,2300,Republican,48.1,3036,Democrat,61.199999999999996,0,Republican,0.0,303,Republican,6.3,207,Republican,4.3,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,North Carolina,NC,1859,Republican,38.800000000000004,0,N/A,0.0
0,Republican,0.0,408,Democrat,56.60000000000001,0,Republican,0.0,0,Republican,0.0,Durham,473,Republican,58.099999999999994,303,Democrat,42.0,0,Republican,0.0,224,Republican,27.500000000000004,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Connecticut,CT,98,Republican,12.0,0,N/A,0.0
0,Republican,0.0,6,Democrat,66.7,0,Republican,0.0,0,Republican,0.0,Durham,0,Republican,0.0,3,Democrat,33.300000000000004,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Maine,ME,0,Republican,0.0,0,N/A,0.0
0,Republican,0.0,25584,Democrat,41.0,0,Republican,0.0,0,Republican,0.0,Durham,4381,Republican,26.900000000000002,35845,Democrat,57.49999999999999,0,Republican,0.0,3383,Republican,20.8,1983,Republican,12.2,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,North Carolina,NC,6144,Republican,37.7,0,N/A,0.0
0,Republican,0.0,11680,Democrat,51.5,0,Republican,0.0,0,Republican,0.0,Dutchess,12447,Republican,64.4,11005,Democrat,48.5,0,Republican,0.0,4196,Republican,21.7,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,New York,NY,2681,Republican,13.900000000000002,0,N/A,0.0
0,Republican,0.0,26716,Democrat,30.599999999999998,0,Republican,0.0,0,Republican,0.0,Duval,52588,Republican,47.099999999999994,58632,Democrat,67.2,0,Republican,0.0,5638,Republican,5.1,29844,Republican,26.700000000000003,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Florida,FL,19957,Republican,17.9,0,N/A,0.0
6,Republican,4.8,523,Democrat,17.5,0,Republican,0.0,0,Republican,0.0,Duval,47,Republican,37.3,2272,Democrat,76.2,0,Republican,0.0,2,Republican,1.6,12,Republican,9.5,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Texas,TX,57,Republican,45.2,0,N/A,0.0
52,Republican,1.9,1214,Democrat,44.5,0,Republican,0.0,0,Republican,0.0,Duxbury,1051,Republican,37.5,1487,Democrat,54.50000000000001,0,Republican,0.0,731,Republican,26.1,640,Republican,22.8,0,Democrat,0.0,0,Republican,0.0,13,N/A,0.5,0,Republican,0.0,0,Republican,0.0,Massachusetts,MA,265,Republican,9.4,0,N/A,0.0
8,Republican,5.800000000000001,346,Democrat,92.80000000000001,0,Republican,0.0,0,Republican,0.0,Duxbury,38,Republican,27.500000000000004,27,Democrat,7.200000000000001,0,Republican,0.0,41,Republican,29.7,36,Republican,26.1,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Vermont,VT,10,Republican,7.200000000000001,0,N/A,0.0
0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,Dyer Brook,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Maine,ME,0,Republican,0.0,0,N/A,0.0
361,Republican,7.1,304,Democrat,26.5,0,Republican,0.0,0,Republican,0.0,Dyer,2400,Republican,47.199999999999996,822,Democrat,71.5,0,Republican,0.0,136,Republican,2.7,812,Republican,16.0,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Tennessee,TN,1268,Republican,24.9,0,N/A,0.0
0,Republican,0.0,1,Democrat,33.300000000000004,0,Republican,0.0,0,Republican,0.0,Eagle Lake,0,Republican,0.0,2,Democrat,66.7,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Maine,ME,0,Republican,0.0,0,N/A,0.0
0,Republican,0.0,623,Democrat,63.7,0,Republican,0.0,0,Republican,0.0,Eagle,0,Republican,0.0,344,Democrat,35.2,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Colorado,CO,0,Republican,0.0,0,N/A,0.0
75,Republican,5.5,76,Democrat,10.100000000000001,0,Republican,0.0,0,Republican,0.0,Early,760,Republican,56.10000000000001,671,Democrat,89.2,0,Republican,0.0,43,Republican,3.2,223,Republican,16.5,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Georgia,GA,225,Republican,16.6,0,N/A,0.0
0,Republican,0.0,7970,Democrat,19.0,0,Republican,0.0,0,Republican,0.0,East Baton Rouge,10022,Republican,33.5,32960,Democrat,78.4,0,Republican,0.0,2502,Republican,8.4,4149,Republican,13.900000000000002,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Louisiana,LA,12358,Republican,41.3,0,N/A,0.0
60,Republican,3.1,1090,Democrat,55.3,0,Republican,0.0,0,Republican,0.0,East Bridgewater,1207,Republican,61.4,852,Democrat,43.20000000000001,0,Republican,0.0,238,Republican,12.1,231,Republican,11.700000000000001,0,Democrat,0.0,0,Republican,0.0,17,N/A,0.9000000000000001,0,Republican,0.0,0,Republican,0.0,Massachusetts,MA,184,Republican,9.4,0,N/A,0.0
