Ben Carson.Number of Votes,Ben Carson.Party,Ben Carson.Percent of Votes,Bernie Sanders.Number of Votes,Bernie Sanders.Party,Bernie Sanders.Percent of Votes,Carly Fiorina.Number of Votes,Carly Fiorina.Party,Carly Fiorina.Percent of Votes,Chris Christie.Number of Votes,Chris Christie.Party,Chris Christie.Percent of Votes,County,Donald Trump.Number of Votes,Donald Trump.Party,Donald Trump.Percent of Votes,Hillary Clinton.Number of Votes,Hillary Clinton.Party,Hillary Clinton.Percent of Votes,Jeb Bush.Number of Votes,Jeb Bush.Party,Jeb Bush.Percent of Votes,John Kasich.Number of Votes,John Kasich.Party,John Kasich.Percent of Votes,Marco Rubio.Number of Votes,Marco Rubio.Party,Marco Rubio.Percent of Votes,Martin O'Malley.Number of Votes,Martin O'Malley.Party,Martin O'Malley.Percent of Votes,Mike Huckabee.Number of Votes,Mike Huckabee.Party,Mike Huckabee.Percent of Votes,No Preference.Number of Votes,No Preference.Party,No Preference.Percent of Votes,Rand Paul.Number of Votes,Rand Paul.Party,Rand Paul.Percent of Votes,Rick Santorum.Number of Votes,Rick Santorum.Party,Rick Santorum.Percent of Votes,State,State Abbreviation,Ted Cruz.Number of Votes,Ted Cruz.Party,Ted Cruz.Percent of Votes,Uncommitted.Number of Votes,Uncommitted.Party,Uncommitted.Percent of Votes
161,Republican,6.9,194,Democrat,15.5,0,Republican,0.0,0,Republican,0.0,Lauderdale,1111,Republican,47.699999999999996,1035,Democrat,82.9,0,Republican,0.0,64,Republican,2.7,304,Republican,13.100000000000001,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Tennessee,TN,638,Republican,27.400000000000002,0,N/A,0.0
0,Republican,0.0,791,Democrat,45.9,0,Republican,0.0,0,Republican,0.0,Laurel,2313,Republican,46.800000000000004,845,Democrat,49.1,0,Republican,0.0,601,Republican,12.2,656,Republican,13.3,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Kentucky,KY,1283,Republican,26.0,0,N/A,0.0
702,Republican,10.100000000000001,453,Democrat,16.2,0,Republican,0.0,0,Republican,0.0,Laurens,3088,Republican,44.4,2294,Democrat,82.2,0,Republican,0.0,230,Republican,3.3000000000000003,1284,Republican,18.4,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Georgia,GA,1562,Republican,22.400000000000002,0,N/A,0.0
791,Republican,8.2,799,Democrat,21.2,0,Republican,0.0,0,Republican,0.0,Laurens,3321,Republican,34.5,2952,Democrat,78.4,765,Republican,7.9,436,Republican,4.5,1580,Republican,16.4,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,South Carolina,SC,2745,Republican,28.499999999999996,0,N/A,0.0
733,Republican,10.7,428,Democrat,16.2,0,Republican,0.0,0,Republican,0.0,Lawrence,3604,Republican,52.800000000000004,2047,Democrat,77.7,0,Republican,0.0,196,Republican,2.9000000000000004,925,Republican,13.5,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Alabama,AL,1204,Republican,17.6,0,N/A,0.0
89,Republican,7.200000000000001,726,Democrat,38.6,0,Republican,0.0,0,Republican,0.0,Lawrence,445,Republican,35.8,933,Democrat,49.5,0,Republican,0.0,21,Republican,1.7000000000000002,230,Republican,18.5,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Arkansas,AR,426,Republican,34.300000000000004,0,N/A,0.0
0,Republican,0.0,429,Democrat,48.3,0,Republican,0.0,0,Republican,0.0,Lawrence,1326,Republican,49.9,417,Democrat,47.0,0,Republican,0.0,303,Republican,11.4,144,Republican,5.4,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Illinois,IL,752,Republican,28.300000000000004,0,N/A,0.0
0,Republican,0.0,1648,Democrat,60.8,0,Republican,0.0,0,Republican,0.0,Lawrence,5971,Republican,60.099999999999994,1062,Democrat,39.2,0,Republican,0.0,507,Republican,5.1,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Indiana,IN,3132,Republican,31.5,0,N/A,0.0
0,Republican,0.0,659,Democrat,52.400000000000006,0,Republican,0.0,0,Republican,0.0,Lawrence,484,Republican,50.3,444,Democrat,35.3,0,Republican,0.0,134,Republican,13.900000000000002,86,Republican,8.9,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Kentucky,KY,242,Republican,25.1,0,N/A,0.0
46,Republican,2.8000000000000003,2552,Democrat,27.900000000000002,0,Republican,0.0,0,Republican,0.0,Lawrence,970,Republican,58.20000000000001,6495,Democrat,71.0,0,Republican,0.0,144,Republican,8.6,259,Republican,15.5,0,Democrat,0.0,0,Republican,0.0,35,N/A,0.4,0,Republican,0.0,0,Republican,0.0,Massachusetts,MA,175,Republican,10.5,0,N/A,0.0
0,Republican,0.0,1028,Democrat,53.5,0,Republican,0.0,0,Republican,0.0,Lawrence,3135,Republican,37.9,872,Democrat,45.300000000000004,0,Republican,0.0,429,Republican,5.2,264,Republican,3.2,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Missouri,MO,4235,Republican,51.2,0,N/A,0.0
0,Republican,0.0,179,Democrat,13.699999999999998,0,Republican,0.0,0,Republican,0.0,Lawrence,1201,Republican,55.8,1112,Democrat,85.0,0,Republican,0.0,98,Republican,4.6,91,Republican,4.2,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Mississippi,MS,717,Republican,33.300000000000004,0,N/A,0.0
0,Republican,0.0,1994,Democrat,41.6,0,Republican,0.0,0,Republican,0.0,Lawrence,5764,Republican,47.3,2654,Democrat,55.39999999999999,0,Republican,0.0,3692,Republican,30.3,457,Republican,3.7000000000000006,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Ohio,OH,1921,Republican,15.8,0,N/A,0.0
0,Republican,0.0,3972,Democrat,39.900000000000006,0,Republican,0.0,0,Republican,0.0,Lawrence,6964,Republican,60.0,5842,Democrat,58.70000000000001,0,Republican,0.0,1794,Republican,15.5,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Pennsylvania,PA,2623,Republican,22.6,0,N/A,0.0
0,Republican,0.0,941,Democrat,57.2,0,Republican,0.0,0,Republican,0.0,Lawrence,1801,Republican,68.6,705,Democrat,42.8,0,Republican,0.0,453,Republican,17.299999999999997,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,South Dakota,SD,372,Republican,14.2,0,N/A,0.0
395,Republican,6.800000000000001,893,Democrat,35.9,0,Republican,0.0,0,Republican,0.0,Lawrence,2883,Republican,49.70000000000001,1332,Democrat,53.6,0,Republican,0.0,146,Republican,2.5,689,Republican,11.899999999999999,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Tennessee,TN,1567,Republican,27.0,0,N/A,0.0
194,Republican,6.4,2283,Democrat,50.5,0,Republican,0.0,0,Republican,0.0,LeFlore,949,Republican,31.1,1498,Democrat,33.1,0,Republican,0.0,52,Republican,1.7000000000000002,509,Republican,16.7,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Oklahoma,OK,1298,Republican,42.5,0,N/A,0.0
0,Republican,0.0,651,Democrat,48.0,0,Republican,0.0,0,Republican,0.0,Lea,3112,Republican,78.5,705,Democrat,52.0,0,Republican,0.0,126,Republican,3.2,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,New Mexico,NM,445,Republican,11.200000000000001,0,N/A,0.0
0,Republican,0.0,260,Democrat,13.8,0,Republican,0.0,0,Republican,0.0,Leake,1413,Republican,52.0,1614,Democrat,85.4,0,Republican,0.0,159,Republican,5.800000000000001,90,Republican,3.3000000000000003,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Mississippi,MS,1010,Republican,37.20000000000001,0,N/A,0.0
0,Republican,0.0,466,Democrat,65.5,0,Republican,0.0,0,Republican,0.0,Lebanon,416,Republican,59.9,235,Democrat,33.1,0,Republican,0.0,169,Republican,24.4,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Connecticut,CT,98,Republican,14.099999999999998,0,N/A,0.0
0,Republican,0.0,5,Democrat,62.5,0,Republican,0.0,0,Republican,0.0,Lebanon,0,Republican,0.0,3,Democrat,37.5,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Maine,ME,0,Republican,0.0,0,N/A,0.0
0,Republican,0.0,4482,Democrat,49.3,0,Republican,0.0,0,Republican,0.0,Lebanon,13490,Republican,55.50000000000001,4529,Democrat,49.8,0,Republican,0.0,3649,Republican,15.0,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Pennsylvania,PA,6614,Republican,27.200000000000003,0,N/A,0.0
0,Republican,0.0,631,Democrat,53.900000000000006,0,Republican,0.0,0,Republican,0.0,Ledyard,642,Republican,52.2,525,Democrat,44.9,0,Republican,0.0,361,Republican,29.299999999999997,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Connecticut,CT,197,Republican,16.0,0,N/A,0.0
2460,Republican,11.700000000000001,2464,Democrat,25.4,0,Republican,0.0,0,Republican,0.0,Lee,6934,Republican,33.0,7137,Democrat,73.6,0,Republican,0.0,1501,Republican,7.1,4734,Republican,22.5,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Alabama,AL,4880,Republican,23.200000000000003,0,N/A,0.0
16,Republican,2.4,84,Democrat,7.9,0,Republican,0.0,0,Republican,0.0,Lee,349,Republican,52.7,956,Democrat,89.6,0,Republican,0.0,12,Republican,1.8000000000000003,120,Republican,18.099999999999998,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Arkansas,AR,143,Republican,21.600000000000005,0,N/A,0.0
0,Republican,0.0,15624,Democrat,35.0,0,Republican,0.0,0,Republican,0.0,Lee,51659,Republican,47.599999999999994,27940,Democrat,62.7,0,Republican,0.0,8619,Republican,7.9,23939,Republican,22.0,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Florida,FL,19155,Republican,17.6,0,N/A,0.0
388,Republican,6.5,335,Democrat,24.6,0,Republican,0.0,0,Republican,0.0,Lee,3057,Republican,51.300000000000004,1009,Democrat,74.2,0,Republican,0.0,184,Republican,3.1,829,Republican,13.900000000000002,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Georgia,GA,1427,Republican,23.9,0,N/A,0.0
157,Republican,11.899999999999999,770,Democrat,45.300000000000004,51,Republican,3.9,12,Republican,0.9000000000000001,Lee,409,Republican,31.0,929,Democrat,54.7,19,Republican,1.4000000000000001,16,Republican,1.2,249,Republican,18.9,0,Democrat,0.0,26,Republican,2.0,0,N/A,0.0,36,Republican,2.7,6,Republican,0.5,Iowa,IA,334,Republican,25.3,0,N/A,0.0
0,Republican,0.0,1958,Democrat,59.8,0,Republican,0.0,0,Republican,0.0,Lee,2153,Republican,34.8,1292,Democrat,39.4,0,Republican,0.0,1259,Republican,20.3,416,Republican,6.7,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Illinois,IL,2111,Republican,34.1,0,N/A,0.0
0,Republican,0.0,224,Democrat,48.3,0,Republican,0.0,0,Republican,0.0,Lee,273,Republican,54.79999999999999,199,Democrat,42.9,0,Republican,0.0,46,Republican,9.2,50,Republican,10.0,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Kentucky,KY,123,Republican,24.7,0,N/A,0.0
18,Republican,5.5,587,Democrat,52.6,0,Republican,0.0,0,Republican,0.0,Lee,133,Republican,40.8,515,Democrat,46.1,0,Republican,0.0,52,Republican,16.0,71,Republican,21.8,0,Democrat,0.0,0,Republican,0.0,11,N/A,1.0,0,Republican,0.0,0,Republican,0.0,Massachusetts,MA,40,Republican,12.3,0,N/A,0.0
0,Republican,0.0,2,Democrat,100.0,0,Republican,0.0,0,Republican,0.0,Lee,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Maine,ME,0,Republican,0.0,0,N/A,0.0
0,Republican,0.0,884,Democrat,22.5,0,Republican,0.0,0,Republican,0.0,Lee,5369,Republican,39.5,3020,Democrat,76.9,0,Republican,0.0,1244,Republican,9.1,727,Republican,5.3,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Mississippi,MS,5921,Republican,43.5,0,N/A,0.0
0,Republican,0.0,2248,Democrat,38.1,0,Republican,0.0,0,Republican,0.0,Lee,2387,Republican,42.1,3224,Democrat,54.6,0,Republican,0.0,532,Republican,9.4,387,Republican,6.800000000000001,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,North Carolina,NC,2233,Republican,39.4,0,N/A,0.0
65,Republican,4.2,288,Democrat,11.4,0,Republican,0.0,0,Republican,0.0,Lee,743,Republican,47.4,2207,Democrat,87.6,152,Republican,9.700000000000001,58,Republican,3.7000000000000006,195,Republican,12.5,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,South Carolina,SC,353,Republican,22.5,0,N/A,0.0
133,Republican,4.1000000000000005,179,Democrat,32.1,0,Republican,0.0,0,Republican,0.0,Lee,1143,Republican,35.0,366,Democrat,65.6,0,Republican,0.0,82,Republican,2.5,339,Republican,10.4,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Texas,TX,1462,Republican,44.7,0,N/A,0.0
124,Republican,6.1,161,Democrat,34.2,0,Republican,0.0,0,Republican,0.0,Lee,1089,Republican,53.400000000000006,299,Democrat,63.5,0,Republican,0.0,68,Republican,3.3000000000000003,342,Republican,16.8,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Virginia,VA,396,Republican,19.400000000000002,0,N/A,0.0
0,Republican,0.0,3,Democrat,75.0,0,Republican,0.0,0,Republican,0.0,Leeds,0,Republican,0.0,1,Democrat,25.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Maine,ME,0,Republican,0.0,0,N/A,0.0
0,Republican,0.0,2359,Democrat,61.0,0,Republican,0.0,0,Republican,0.0,Leelanau,1613,Republican,33.4,1459,Democrat,37.7,0,Republican,0.0,1251,Republican,25.900000000000002,542,Republican,11.200000000000001,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Michigan,MI,1160,Republican,24.0,0,N/A,0.0
0,Republican,0.0,219,Democrat,9.5,0,Republican,0.0,0,Republican,0.0,Leflore,766,Republican,48.5,2094,Democrat,90.4,0,Republican,0.0,322,Republican,20.4,69,Republican,4.3999999999999995,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Mississippi,MS,402,Republican,25.4,0,N/A,0.0
0,Republican,0.0,17742,Democrat,47.0,0,Republican,0.0,0,Republican,0.0,Lehigh,20891,Republican,55.7,19767,Democrat,52.400000000000006,0,Republican,0.0,7064,Republican,18.8,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Pennsylvania,PA,8810,Republican,23.5,0,N/A,0.0
45,Republican,3.1,967,Democrat,55.89999999999999,0,Republican,0.0,0,Republican,0.0,Leicester,779,Republican,53.79999999999999,723,Democrat,41.8,0,Republican,0.0,159,Republican,11.0,224,Republican,15.5,0,Democrat,0.0,0,Republican,0.0,22,N/A,1.3,0,Republican,0.0,0,Republican,0.0,Massachusetts,MA,199,Republican,13.8,0,N/A,0.0
3,Republican,2.5,153,Democrat,84.5,0,Republican,0.0,0,Republican,0.0,Leicester,52,Republican,44.1,28,Democrat,15.5,0,Republican,0.0,27,Republican,22.900000000000002,17,Republican,14.400000000000002,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Vermont,VT,16,Republican,13.600000000000001,0,N/A,0.0
0,Republican,0.0,71,Democrat,75.5,0,Republican,0.0,0,Republican,0.0,Lemhi,757,Republican,38.3,17,Democrat,18.099999999999998,0,Republican,0.0,195,Republican,9.9,335,Republican,17.0,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Idaho,ID,597,Republican,30.2,0,N/A,0.0
0,Republican,0.0,20,Democrat,83.3,0,Republican,0.0,0,Republican,0.0,Lemington,8,Republican,53.29999999999999,4,Democrat,16.7,0,Republican,0.0,5,Republican,33.300000000000004,1,Republican,6.7,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Vermont,VT,1,Republican,6.7,0,N/A,0.0
0,Republican,0.0,4256,Democrat,53.900000000000006,0,Republican,0.0,0,Republican,0.0,Lenawee,5167,Republican,35.9,3455,Democrat,43.70000000000001,0,Republican,0.0,3713,Republican,25.8,1028,Republican,7.1,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Michigan,MI,3904,Republican,27.1,0,N/A,0.0
0,Republican,0.0,1947,Democrat,26.400000000000002,0,Republican,0.0,0,Republican,0.0,Lenoir,2277,Republican,45.7,4731,Democrat,64.1,0,Republican,0.0,324,Republican,6.5,352,Republican,7.1,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,North Carolina,NC,1888,Republican,37.9,0,N/A,0.0
21,Republican,6.3,640,Democrat,46.300000000000004,0,Republican,0.0,0,Republican,0.0,Lenox,103,Republican,30.9,735,Democrat,53.1,0,Republican,0.0,88,Republican,26.400000000000002,73,Republican,21.9,0,Democrat,0.0,0,Republican,0.0,8,N/A,0.6,0,Republican,0.0,0,Republican,0.0,Massachusetts,MA,38,Republican,11.4,0,N/A,0.0
155,Republican,3.7000000000000006,2893,Democrat,52.900000000000006,0,Republican,0.0,0,Republican,0.0,Leominster,2280,Republican,54.0,2506,Democrat,45.9,0,Republican,0.0,524,Republican,12.4,724,Republican,17.1,0,Democrat,0.0,0,Republican,0.0,40,N/A,0.7,0,Republican,0.0,0,Republican,0.0,Massachusetts,MA,415,Republican,9.8,0,N/A,0.0
0,Republican,0.0,19866,Democrat,41.099999999999994,0,Republican,0.0,0,Republican,0.0,Leon,9083,Republican,29.7,27333,Democrat,56.49999999999999,0,Republican,0.0,2763,Republican,9.0,8816,Republican,28.800000000000004,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Florida,FL,8642,Republican,28.199999999999996,0,N/A,0.0
151,Republican,3.9,89,Democrat,22.900000000000002,0,Republican,0.0,0,Republican,0.0,Leon,1256,Republican,32.800000000000004,289,Democrat,74.3,0,Republican,0.0,62,Republican,1.6,277,Republican,7.200000000000001,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Texas,TX,1921,Republican,50.1,0,N/A,0.0
0,Republican,0.0,77,Democrat,52.7,0,Republican,0.0,0,Republican,0.0,Leslie,503,Republican,48.5,64,Democrat,43.8,0,Republican,0.0,116,Republican,11.200000000000001,134,Republican,12.9,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Kentucky,KY,267,Republican,25.7,0,N/A,0.0
0,Republican,0.0,1788,Democrat,56.89999999999999,0,Republican,0.0,0,Republican,0.0,Letcher,410,Republican,57.4,838,Democrat,26.700000000000003,0,Republican,0.0,84,Republican,11.799999999999999,66,Republican,9.2,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Kentucky,KY,141,Republican,19.7,0,N/A,0.0
0,Republican,0.0,3,Democrat,75.0,0,Republican,0.0,0,Republican,0.0,Levant,0,Republican,0.0,1,Democrat,25.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Maine,ME,0,Republican,0.0,0,N/A,0.0
13,Republican,12.1,526,Democrat,66.0,0,Republican,0.0,0,Republican,0.0,Leverett,23,Republican,21.5,269,Democrat,33.800000000000004,0,Republican,0.0,31,Republican,28.999999999999996,31,Republican,28.999999999999996,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Massachusetts,MA,7,Republican,6.5,0,N/A,0.0
0,Republican,0.0,1354,Democrat,43.1,0,Republican,0.0,0,Republican,0.0,Levy,3745,Republican,57.60000000000001,1570,Democrat,50.0,0,Republican,0.0,256,Republican,3.9,994,Republican,15.299999999999999,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Florida,FL,1275,Republican,19.6,0,N/A,0.0
0,Republican,0.0,5452,Democrat,48.1,0,Republican,0.0,0,Republican,0.0,Lewis and Clark,6194,Republican,70.9,5362,Democrat,47.3,0,Republican,0.0,686,Republican,7.9,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Montana,MT,943,Republican,10.8,0,N/A,0.0
0,Republican,0.0,19,Democrat,47.5,0,Republican,0.0,0,Republican,0.0,Lewis,286,Republican,38.800000000000004,20,Democrat,50.0,0,Republican,0.0,48,Republican,6.5,75,Republican,10.2,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Idaho,ID,263,Republican,35.6,0,N/A,0.0
0,Republican,0.0,151,Democrat,37.0,0,Republican,0.0,0,Republican,0.0,Lewis,522,Republican,43.8,211,Democrat,51.7,0,Republican,0.0,194,Republican,16.3,148,Republican,12.4,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Kentucky,KY,298,Republican,25.0,0,N/A,0.0
0,Republican,0.0,239,Democrat,48.3,0,Republican,0.0,0,Republican,0.0,Lewis,801,Republican,49.9,239,Democrat,48.3,0,Republican,0.0,104,Republican,6.5,60,Republican,3.7000000000000006,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Missouri,MO,601,Republican,37.4,0,N/A,0.0
0,Republican,0.0,648,Democrat,59.099999999999994,0,Republican,0.0,0,Republican,0.0,Lewis,1559,Republican,54.89999999999999,449,Democrat,40.9,0,Republican,0.0,851,Republican,30.0,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,New York,NY,429,Republican,15.1,0,N/A,0.0
125,Republican,7.8,228,Democrat,48.3,0,Republican,0.0,0,Republican,0.0,Lewis,809,Republican,50.7,232,Democrat,49.20000000000001,0,Republican,0.0,27,Republican,1.7000000000000002,176,Republican,11.0,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Tennessee,TN,429,Republican,26.900000000000002,0,N/A,0.0
0,Republican,0.0,166,Democrat,81.4,0,Republican,0.0,0,Republican,0.0,Lewis,8513,Republican,81.8,36,Democrat,17.6,0,Republican,0.0,554,Republican,5.3,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Washington,WA,930,Republican,8.9,0,N/A,0.0
0,Republican,0.0,1229,Democrat,54.89999999999999,0,Republican,0.0,0,Republican,0.0,Lewis,2128,Republican,79.9,712,Democrat,31.8,0,Republican,0.0,147,Republican,5.5,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,West Virginia,WV,218,Republican,8.2,0,N/A,0.0
0,Republican,0.0,45,Democrat,61.6,0,Republican,0.0,0,Republican,0.0,Lewiston,0,Republican,0.0,28,Democrat,38.4,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Maine,ME,0,Republican,0.0,0,N/A,0.0
69,Republican,2.1999999999999997,3328,Democrat,36.199999999999996,0,Republican,0.0,0,Republican,0.0,Lexington,979,Republican,31.7,5809,Democrat,63.3,0,Republican,0.0,962,Republican,31.1,771,Republican,24.9,0,Democrat,0.0,0,Republican,0.0,27,N/A,0.3,0,Republican,0.0,0,Republican,0.0,Massachusetts,MA,226,Republican,7.3,0,N/A,0.0
4847,Republican,8.9,5584,Democrat,38.6,0,Republican,0.0,0,Republican,0.0,Lexington,16361,Republican,30.0,8810,Democrat,60.9,5298,Republican,9.700000000000001,3449,Republican,6.3,11419,Republican,20.9,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,South Carolina,SC,13167,Republican,24.099999999999998,0,N/A,0.0
30,Republican,5.5,250,Democrat,38.0,0,Republican,0.0,0,Republican,0.0,Lexington,109,Republican,19.900000000000002,402,Democrat,61.1,0,Republican,0.0,109,Republican,19.900000000000002,242,Republican,44.2,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Virginia,VA,50,Republican,9.1,0,N/A,0.0
4,Republican,5.5,181,Democrat,70.4,0,Republican,0.0,0,Republican,0.0,Leyden,28,Republican,38.4,74,Democrat,28.800000000000004,0,Republican,0.0,18,Republican,24.7,14,Republican,19.2,0,Democrat,0.0,0,Republican,0.0,1,N/A,0.4,0,Republican,0.0,0,Republican,0.0,Massachusetts,MA,7,Republican,9.6,0,N/A,0.0
0,Republican,0.0,392,Democrat,47.099999999999994,0,Republican,0.0,0,Republican,0.0,Liberty,160,Republican,44.4,316,Democrat,38.0,0,Republican,0.0,7,Republican,1.9,68,Republican,18.9,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Florida,FL,114,Republican,31.7,0,N/A,0.0
192,Republican,6.6000000000000005,678,Democrat,19.400000000000002,0,Republican,0.0,0,Republican,0.0,Liberty,1332,Republican,45.800000000000004,2783,Democrat,79.7,0,Republican,0.0,128,Republican,4.3999999999999995,563,Republican,19.400000000000002,0,Democrat,0.0,0,Republican,0.0,0,N/A,0.0,0,Republican,0.0,0,Republican,0.0,Georgia,GA,644,Republican,22.2,0,N/A,0.0
