disease,increase,loc,number,population,year
MEASLES,132.48000000000002,MICHIGAN,6355,4798000,1934
MEASLES,313.59999999999997,MINNESOTA,8451,2695000,1934
MEASLES,539.4799999999998,MISSOURI,20414,3784000,1934
MEASLES,355.9200000000001,MONTANA,1940,545000,1934
MEASLES,331.03,NEBRASKA,4575,1382000,1934
MEASLES,846.7,NEW HAMPSHIRE,4064,480000,1934
MEASLES,359.92,NEW JERSEY,14718,4089000,1934
MEASLES,731.9000000000003,NEW MEXICO,3374,461000,1934
MEASLES,258.13,NEW YORK,34208,13253000,1934
MEASLES,1685.3399999999995,NORTH CAROLINA,55684,3304000,1934
MEASLES,657.6300000000001,NORTH DAKOTA,4419,672000,1934
MEASLES,410.4999999999999,OHIO,27713,6751000,1934
MEASLES,378.08000000000027,OKLAHOMA,9040,2391000,1934
MEASLES,193.5,OREGON,1906,985000,1934
MEASLES,848.1100000000004,PENNSYLVANIA,83076,9795000,1934
MEASLES,65.78999999999999,RHODE ISLAND,444,675000,1934
MEASLES,637.6099999999997,SOUTH CAROLINA,11222,1760000,1934
MEASLES,1373.9400000000005,SOUTH DAKOTA,9370,682000,1934
MEASLES,647.85,TENNESSEE,18036,2784000,1934
MEASLES,490.6600000000001,TEXAS,29699,6053000,1934
MEASLES,2184.8700000000017,UTAH,11405,522000,1934
MEASLES,380.65999999999974,VERMONT,1359,357000,1934
MEASLES,1158.76,VIRGINIA,28795,2485000,1934
MEASLES,473.8400000000002,WASHINGTON,7628,1610000,1934
MEASLES,231.80000000000007,WEST VIRGINIA,4105,1771000,1934
MEASLES,1332.8400000000001,WISCONSIN,40706,3054000,1934
MEASLES,967.4399999999997,WYOMING,2254,233000,1934
POLIO,1.8900000000000003,ALABAMA,50,2685000,1934
POLIO,25.679999999999993,ARIZONA,110,428000,1934
POLIO,0.7300000000000001,ARKANSAS,14,1878000,1934
POLIO,53.99,CALIFORNIA,3271,6060000,1934
POLIO,1.57,COLORADO,17,1075000,1934
POLIO,0.8400000000000001,CONNECTICUT,14,1650000,1934
POLIO,1.2000000000000002,DELAWARE,3,250000,1934
POLIO,1.6099999999999997,DISTRICT OF COLUMBIA,9,568000,1934
POLIO,1.0700000000000003,FLORIDA,17,1585000,1934
POLIO,0.6400000000000001,GEORGIA,20,2964000,1934
POLIO,25.560000000000006,IDAHO,121,473000,1934
POLIO,2.7999999999999994,ILLINOIS,218,7772000,1934
POLIO,2.0700000000000003,INDIANA,69,3319000,1934
POLIO,1.4000000000000004,IOWA,35,2510000,1934
POLIO,4.299999999999999,KANSAS,81,1868000,1934
POLIO,4.37,KENTUCKY,118,2722000,1934
POLIO,1.2000000000000004,LOUISIANA,25,2202000,1934
POLIO,2.5200000000000005,MAINE,21,829000,1934
POLIO,1.7300000000000004,MARYLAND,29,1710000,1934
POLIO,1.7600000000000007,MASSACHUSETTS,76,4305000,1934
POLIO,4.749999999999998,MICHIGAN,230,4798000,1934
POLIO,3.57,MINNESOTA,95,2695000,1934
POLIO,1.1500000000000004,MISSISSIPPI,23,2050000,1934
POLIO,0.9500000000000003,MISSOURI,34,3784000,1934
POLIO,59.06000000000001,MONTANA,322,545000,1934
POLIO,1.4800000000000004,NEBRASKA,21,1382000,1934
POLIO,1.89,NEW HAMPSHIRE,9,480000,1934
POLIO,1.5800000000000007,NEW JERSEY,66,4089000,1934
POLIO,3.930000000000001,NEW MEXICO,18,461000,1934
POLIO,1.8400000000000005,NEW YORK,234,13253000,1934
POLIO,1.3500000000000003,NORTH CAROLINA,45,3304000,1934
POLIO,1.9499999999999995,NORTH DAKOTA,13,672000,1934
POLIO,4.08,OHIO,281,6751000,1934
POLIO,0.52,OKLAHOMA,13,2391000,1934
POLIO,8.589999999999998,OREGON,85,985000,1934
POLIO,1.3500000000000005,PENNSYLVANIA,135,9795000,1934
POLIO,0.15,RHODE ISLAND,1,675000,1934
POLIO,0.7500000000000001,SOUTH CAROLINA,13,1760000,1934
POLIO,5.300000000000001,SOUTH DAKOTA,36,682000,1934
POLIO,2.2700000000000005,TENNESSEE,61,2784000,1934
POLIO,2.4899999999999993,TEXAS,151,6053000,1934
POLIO,2.4699999999999998,UTAH,13,522000,1934
POLIO,2.24,VERMONT,8,357000,1934
POLIO,3.0800000000000005,VIRGINIA,77,2485000,1934
POLIO,45.56999999999999,WASHINGTON,734,1610000,1934
POLIO,4.97,WEST VIRGINIA,87,1771000,1934
POLIO,4.630000000000002,WISCONSIN,142,3054000,1934
POLIO,3.8700000000000006,WYOMING,9,233000,1934
SMALLPOX,0.8700000000000001,ALABAMA,23,2685000,1934
SMALLPOX,0.6900000000000001,ARIZONA,3,428000,1934
SMALLPOX,5.68,ARKANSAS,107,1878000,1934
SMALLPOX,3.02,CALIFORNIA,181,6060000,1934
SMALLPOX,14.339999999999996,COLORADO,154,1075000,1934
SMALLPOX,0.0,CONNECTICUT,0,1650000,1934
SMALLPOX,0.0,DELAWARE,0,250000,1934
SMALLPOX,0.0,DISTRICT OF COLUMBIA,0,568000,1934
SMALLPOX,0.19,FLORIDA,3,1585000,1934
SMALLPOX,0.3800000000000001,GEORGIA,12,2964000,1934
SMALLPOX,21.76000000000001,IDAHO,103,473000,1934
SMALLPOX,1.3400000000000005,ILLINOIS,107,7772000,1934
SMALLPOX,2.19,INDIANA,73,3319000,1934
SMALLPOX,6.6400000000000015,IOWA,166,2510000,1934
SMALLPOX,5.989999999999998,KANSAS,113,1868000,1934
SMALLPOX,1.09,KENTUCKY,29,2722000,1934
SMALLPOX,2.9399999999999986,LOUISIANA,63,2202000,1934
SMALLPOX,0.0,MAINE,0,829000,1934
SMALLPOX,0.0,MARYLAND,0,1710000,1934
SMALLPOX,0.0,MASSACHUSETTS,0,4305000,1934
SMALLPOX,1.0700000000000003,MICHIGAN,52,4798000,1934
SMALLPOX,11.620000000000005,MINNESOTA,313,2695000,1934
SMALLPOX,1.2800000000000002,MISSISSIPPI,26,2050000,1934
SMALLPOX,4.890000000000001,MISSOURI,186,3784000,1934
SMALLPOX,3.8300000000000005,MONTANA,21,545000,1934
SMALLPOX,16.3,NEBRASKA,226,1382000,1934
SMALLPOX,0.42,NEW HAMPSHIRE,2,480000,1934
SMALLPOX,0.0,NEW JERSEY,0,4089000,1934
SMALLPOX,3.2700000000000005,NEW MEXICO,15,461000,1934
SMALLPOX,0.0,NEW YORK,0,13253000,1934
SMALLPOX,0.5400000000000001,NORTH CAROLINA,18,3304000,1934
SMALLPOX,4.189999999999999,NORTH DAKOTA,28,672000,1934
SMALLPOX,0.48000000000000004,OHIO,39,6751000,1934
SMALLPOX,4.37,OKLAHOMA,105,2391000,1934
SMALLPOX,15.289999999999996,OREGON,151,985000,1934
SMALLPOX,0.0,PENNSYLVANIA,0,9795000,1934
SMALLPOX,0.0,RHODE ISLAND,0,675000,1934
SMALLPOX,1.37,SOUTH CAROLINA,24,1760000,1934
SMALLPOX,19.700000000000006,SOUTH DAKOTA,134,682000,1934
SMALLPOX,1.3900000000000006,TENNESSEE,38,2784000,1934
SMALLPOX,14.609999999999998,TEXAS,883,6053000,1934
SMALLPOX,6.500000000000002,UTAH,34,522000,1934
SMALLPOX,0.0,VERMONT,0,357000,1934
SMALLPOX,1.28,VIRGINIA,32,2485000,1934
SMALLPOX,33.97999999999999,WASHINGTON,547,1610000,1934
SMALLPOX,0.6300000000000001,WEST VIRGINIA,11,1771000,1934
SMALLPOX,33.12,WISCONSIN,1010,3054000,1934
SMALLPOX,45.93999999999999,WYOMING,107,233000,1934
MEASLES,265.3400000000002,ALABAMA,7214,2719000,1935
