acquisition date,birth.location,birth.year,creation decade,creation year,credit,death.location,death.year,depth,gender,height,medium,name,role,thumbnail,title,url,width
1968,"Hai Phng, Viet Nam",1900,1960,1967,Presented by the Trustees of the Chantrey Bequest 1968,"Kent, United Kingdom",1979,0.0,Male,406.0,Watercolour on paper,"Ardizzone, Edward",artist,http://www.tate.org.uk/art/images/work/T/T01/T01066_8.jpg,View from the Window of My Studio in Kent,http://www.tate.org.uk/art/artworks/ardizzone-view-from-the-window-of-my-studio-in-kent-t01066,264.0
1963,"Tuchw, Polska",1896,1950,1958,Presented by the Miriam Sacher Charitable Trust through the Friends of the Tate Gallery 1963,"Yerushalayim, Mehoz, Yisra'el",1992,0.0,Male,520.0,Oil paint on canvas,"Ardon, Mordecai",artist,http://www.tate.org.uk/art/images/work/T/T00/T00608_8.jpg,"Missa Dura: The Knight, Crystal Night, House No. 5",http://www.tate.org.uk/art/artworks/ardon-missa-dura-the-knight-crystal-night-house-no-5-t00608,195.0
1992,"Radauti, Romnia",1929,1980,1980,Presented by the artist 1992,"Paris, France",2010,0.0,Male,657.0,Oil paint on canvas,"Arikha, Avigdor",artist,http://www.tate.org.uk/art/images/work/T/T06/T06638_8.jpg,Jerusalem Seen from the South,http://www.tate.org.uk/art/artworks/arikha-jerusalem-seen-from-the-south-t06638,502.0
1982,"Nice, France",1928,1960,1960,Purchased 1982,,2005,320.0,Male,462.0,"Glass, wood, fabric, plastic, cork and metal",Arman,artist,http://www.tate.org.uk/art/images/work/T/T03/T03381_8.jpg,Condition of Woman I,http://www.tate.org.uk/art/artworks/arman-condition-of-woman-i-t03381,1920.0
1975,"Ringwood, United Kingdom",1881,1940,1943,Purchased 1975,,1972,0.0,Male,397.0,Tempera on paper,"Armfield, Maxwell Ashby",artist,,This England: Portrait of an Owner,http://www.tate.org.uk/art/artworks/armfield-this-england-portrait-of-an-owner-t01975,394.0
1866,"London, United Kingdom",1817,1860,1866,Presented by the artist 1866,"Royal Tunbridge Wells, United Kingdom",1896,0.0,Male,2013.0,Oil paint on canvas,"Armitage, Edward",artist,http://www.tate.org.uk/art/images/work/N/N00/N00759_8.jpg,The Remorse of Judas,http://www.tate.org.uk/art/artworks/armitage-the-remorse-of-judas-n00759,1276.0
2013,"Leeds, United Kingdom",1916,1960,1964,Presented by the Kenneth Armitage Foundation 2012,,2002,0.0,Male,505.0,"Gouache, household emulsion, gloss paint and charcoal on paper","Armitage, Kenneth",artist,,Study for Pandarus,http://www.tate.org.uk/art/artworks/armitage-study-for-pandarus-t13680,405.0
1906,"London, United Kingdom",1828,1870,1875,Bequeathed by the artist 1906,,1905,0.0,Male,1829.0,Marble,"Armstead, Henry Hugh",artist,http://www.tate.org.uk/art/images/work/N/N02/N02054_8.jpg,Hero and Leander,http://www.tate.org.uk/art/artworks/armstead-hero-and-leander-n02054,1257.0
1968,"Hastings, United Kingdom",1893,1960,1967,Presented by the Trustees of the Chantrey Bequest 1968,,1973,0.0,Male,914.0,Oil paint on canvas,"Armstrong, John",artist,http://www.tate.org.uk/art/images/work/T/T01/T01061_8.jpg,Tocsin III,http://www.tate.org.uk/art/artworks/armstrong-tocsin-iii-t01061,711.0
1884,"Berkshire, United Kingdom",1763,1800,1803,Purchased 1884,,1841,0.0,Male,1410.0,Oil paint on canvas,"Arnald, George",artist,http://www.tate.org.uk/art/images/work/N/N01/N01156_8.jpg,View on the Ouse at York,http://www.tate.org.uk/art/artworks/arnald-view-on-the-ouse-at-york-n01156,1118.0
2010,"Oxford, United Kingdom",1930,1980,1988,Presented by the artist's estate 2009,,2008,0.0,Male,608.0,"Photograph, colour, on paper","Arnatt, Keith",artist,http://www.tate.org.uk/art/images/work/T/T13/T13171_8.jpg,Pictures from a Rubbish Tip,http://www.tate.org.uk/art/artworks/arnatt-pictures-from-a-rubbish-tip-t13171,506.0
1988,"Strasburg, Deutschland",1886,1920,1925,Presented by Mr and Mrs Robert Lewin through the Friends of the Tate Gallery 1988,"Basel, Schweiz",1966,0.0,Male,227.0,Oil paint on board,"Arp, Jean",artist,http://www.tate.org.uk/art/images/work/T/T05/T05504_8.jpg,Moustaches,http://www.tate.org.uk/art/artworks/arp-moustaches-t05504,307.0
2012,,1940,1960,1968,Transferred from Tate Library 2011,,0,9.0,Male,280.0,"77 sheets of printed paper, paper cover and detachable plastic grip",Art & Language (Harold Hurrell),artist,,[Fluidic Device],http://www.tate.org.uk/art/artworks/art-language-harold-hurrell-fluidic-device-p13187,207.0
2012,"Geelong, Australia",1939,1960,1967,Purchased 2011,,1993,0.0,Male,223.0,"13 sheets of printed paper, paper and plastic cover and detachable plastic grip",Art & Language (Ian Burn),artist,,Mirror Piece,http://www.tate.org.uk/art/artworks/art-language-ian-burn-mirror-piece-p80072,287.0
2012,,0,1970,1970,Purchased 2011,,0,0.0,,218.0,"10 sheets of printed paper, paper cover and detachable plastic grip","Art & Language (Ian Burn, 1939-1993; Mel Ramsden, born 1944)",artist,,The Grammarian,http://www.tate.org.uk/art/artworks/art-language-ian-burn-the-grammarian-p80065,280.0
2007,"Chipping Norton, United Kingdom",1945,1960,1965,Presented by Tate Patrons 2007,,0,75.0,Male,583.0,Mirror on canvas,Art & Language (Michael Baldwin),artist,http://www.tate.org.uk/art/images/work/T/T12/T12331_8.jpg,Untitled Painting,http://www.tate.org.uk/art/artworks/art-language-michael-baldwin-untitled-painting-t12331,816.0
2007,,1944,1980,1980,Presented by Tate Members 2007,,0,0.0,,2134.0,Enamel paint on canvas,"Art & Language (Michael Baldwin, born 1945; Mel Ramsden, born 1944)",artist,http://www.tate.org.uk/art/images/work/T/T12/T12406_8.jpg,"Portrait of V.I. Lenin with Cap, in the Style of Jackson Pollock III",http://www.tate.org.uk/art/artworks/art-language-michael-baldwin-portrait-of-vi-lenin-with-cap-in-the-style-of-jackson-pollock-t12406,2424.0
2012,,1967,1970,1971,Transferred from Tate Library 2011,,0,3.0,,223.0,"22 sheets of printed paper, card cover and staple bound","Art & Language (Terry Atkinson, born 1939; David Bainbridge, born 1941; Michael Baldwin, born 1945; Harold Hurrell, born",artist,,Olivet Discourse,http://www.tate.org.uk/art/artworks/art-language-terry-atkinson-olivet-discourse-p13190,283.0
2012,,1939,1970,1972,Purchased with funds provided by the Brian and Nancy Pattenden Bequest 2011,,0,1.5,,210.0,"9 sheets of printed paper, card cover and staple bound","Art & Language (Terry Atkinson, born 1939; Michael Baldwin, born 1945)",artist,,Intention II: Draft for a Text Book Section,http://www.tate.org.uk/art/artworks/art-language-terry-atkinson-intention-ii-draft-for-a-text-book-section-p80071,300.0
1997,"London, United Kingdom",1763,0,0,Purchased as part of the Opp Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,"London, United Kingdom",1823,0.0,Male,230.0,"Graphite, ink and watercolour on paper","Artaud, William",artist,http://www.tate.org.uk/art/images/work/T/T08/T08736_8.jpg,A Dinner Party,http://www.tate.org.uk/art/artworks/artaud-a-dinner-party-t08736,247.0
1996,"Washington, United States",1923,1980,1984,Presented by Janet Wolfson de Botton 1996,,2013,310.0,Male,3460.0,Wood,"Artschwager, Richard",artist,http://www.tate.org.uk/art/images/work/T/T07/T07141_8.jpg,Door/Door II,http://www.tate.org.uk/art/artworks/artschwager-doordoor-ii-t07141,2065.0
1948,"Rotherham, United Kingdom",1909,1940,1948,Presented by the Trustees of the Chantrey Bequest 1948,"Hertfordshire, United Kingdom",1974,0.0,Male,698.0,Oil paint on canvas,"Askew, Victor",artist,,"The Studio, St Johns Wood",http://www.tate.org.uk/art/artworks/askew-the-studio-st-johns-wood-n05861,787.0
2011,"Istanbul, Trkiye",1961,1990,1999,Purchased with funds provided by the Middle East North Africa Acquisitions Committee 2011,,0,0.0,Male,0.0,"Video, 4 projections, colour and sound","Ataman, Kutlug",artist,,Women Who Wear Wigs,http://www.tate.org.uk/art/artworks/ataman-women-who-wear-wigs-t13256,0.0
2004,"Batman, Trkiye",1974,2000,2003,Purchased with funds provided by the 2003 Outset Frieze Acquisitions Fund for Tate 2003,,0,0.0,Male,0.0,"Video, projection, colour and sound","Atay, Fikret",artist,,Fast and Best,http://www.tate.org.uk/art/artworks/atay-fast-and-best-t11809,0.0
2012,United Kingdom,1982,2010,2010,Purchased with funds provided by the Brian and Nancy Pattenden Bequest 2012 ,,0,0.0,Male,0.0,"Video, high definition, colour and sound (stereo)","Atkins, Ed",artist,,Death Mask II: The Scent,http://www.tate.org.uk/art/artworks/atkins-death-mask-ii-the-scent-t13450,0.0
1967,,1787,0,0,Presented by the Art Fund (Herbert Powell Bequest) 1967,,1808,0.0,Male,479.0,Watercolour on paper,"Atkins, Samuel",artist,http://www.tate.org.uk/art/images/work/T/T00/T00964_8.jpg,"Shakespeares Cliff, Dover",http://www.tate.org.uk/art/artworks/atkins-shakespeares-cliff-dover-t00964,340.0
2011,"Cumbria, United Kingdom",1940,1970,1975,Purchased 2010,,0,0.0,Male,0.0,"126 photographs, colour on paper and typewritten paper mounted onto board","Atkinson, Conrad",artist,http://www.tate.org.uk/art/images/work/T/T13/T13258_8.jpg,Northern Ireland 1968 - May Day 1975,http://www.tate.org.uk/art/artworks/atkinson-northern-ireland-1968-may-day-1975-t13258,0.0
1997,"London, United Kingdom",1775,0,0,Purchased as part of the Opp Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1830,0.0,Male,321.0,"Graphite, watercolour and ink on paper","Atkinson, John Augustus",artist,http://www.tate.org.uk/art/images/work/T/T10/T10244_8.jpg,A Belgian Waggon with Four Horses,http://www.tate.org.uk/art/artworks/atkinson-a-belgian-waggon-with-four-horses-t10244,216.0
1965,,1873,1910,1915,Purchased 1965,,1931,0.0,Male,368.0,Ink and watercolour on paper,"Atkinson, Lawrence",artist,http://www.tate.org.uk/art/images/work/T/T00/T00717_8.jpg,The Lake,http://www.tate.org.uk/art/artworks/atkinson-the-lake-t00717,254.0
2008,"Barnsley, United Kingdom",1939,1980,1982,Presented by Tate Members 2009,,0,0.0,Male,2134.0,"Acrylic paint, yoghurt pot, paper, foam on canvas","Atkinson, Terry",artist,,"Postcard from Trotsky in Gdansk to Svetlana Stalin and Malcolm Muggeridge, dated 1983 The blood of Christ certainly passeth all understanding.",http://www.tate.org.uk/art/artworks/atkinson-postcard-from-trotsky-in-gdansk-to-svetlana-stalin-and-malcolm-muggeridge-dated-t12835,1524.0
1959,"Qacentina, Al-Jaza'ir",1913,1950,1953,Presented by Mr and Mrs Alexander Margulies 1959,"Paris, France",1960,0.0,Male,1295.0,Oil paint on canvas,"Atlan, Jean-Michel",artist,,Baal the Warrior,http://www.tate.org.uk/art/artworks/atlan-baal-the-warrior-t00300,1626.0
2004,,1999,2000,2000,Purchased using funds provided by the 2004 Outset / Frieze Art Fair Fund to benefit the Tate Collection 2005,,0,0.0,,0.0,"100 digital prints on paper, ink on paper and wall text",Atlas Group,artist,http://www.tate.org.uk/art/images/work/T/T11/T11912_8.jpg,My Neck is Thinner than a Hair: Engines,http://www.tate.org.uk/art/artworks/atlas-group-raad-my-neck-is-thinner-than-a-hair-engines-t11912,0.0
2013,"Saint Louis City, United States",1958,1970,1971,Purchased with funds provided by the American Fund for the Tate Gallery 2013,,0,0.0,Male,0.0,"Film, Super 8 mm, shown as video, 10 monitors, colour and audio, 4 channels, lights","Atlas, Charles",artist,,Joints 4tet Ensemble,http://www.tate.org.uk/art/artworks/atlas-joints-4tet-ensemble-t13849,0.0
2011,"Dugny, France",1970,2000,2008,Purchased with funds provided by the Middle East North Africa Acquisitions Committee 2010,,0,0.0,Male,0.0,Concrete,"Attia, Kader",artist,,Untitled (Concrete Blocks),http://www.tate.org.uk/art/artworks/attia-untitled-concrete-blocks-t13257,0.0
1937,"Richmond, United Kingdom",1866,1930,1933,Presented by Mrs E.L. Shute 1937,"Tenterden, United Kingdom",1962,0.0,Female,762.0,Oil paint on canvas,"Atwood, Clare",artist,http://www.tate.org.uk/art/images/work/N/N04/N04881_8.jpg,John Gielguds Room,http://www.tate.org.uk/art/artworks/atwood-john-gielguds-room-n04881,629.0
1985,"Liverpool, United Kingdom",1898,1920,1928,"Presented by Galerie Huber und Reichard and Mrs Jean M. Auerbach, the artist's widow 1985",,1978,146.0,Male,195.0,Bronze,"Auerbach, Arnold",artist,,Torso Form,http://www.tate.org.uk/art/artworks/auerbach-torso-form-t04112,815.0
2000,"Berlin, Deutschland",1931,1970,1977,Presented anonymously 2000,,0,0.0,Male,253.0,Crayon on paper,"Auerbach, Frank",artist,http://www.tate.org.uk/art/images/work/T/T07/T07631_8.jpg,Sketch from Sickerts Lady Martin,http://www.tate.org.uk/art/artworks/auerbach-sketch-from-sickerts-lady-martin-t07631,293.0
1905,,1832,1900,1905,Presented by the Trustees of the Chantrey Bequest 1905,,1911,0.0,Male,1829.0,Oil paint on canvas,"Aumonier, James",artist,http://www.tate.org.uk/art/images/work/N/N01/N01962_8.jpg,The Black Mountains,http://www.tate.org.uk/art/artworks/aumonier-the-black-mountains-n01962,1219.0
2013,"Harlow, United Kingdom",1960,1990,1991,"Presented by the American Fund for the Tate Gallery, courtesy of Eileen and Peter Norton 2012",,0,0.0,Male,255.0,Lithograph on paper,"Austen, David",artist,,[no title],http://www.tate.org.uk/art/artworks/austen-no-title-p13292,360.0
1926,"Leicester, United Kingdom",1895,1920,1925,Purchased 1926,,1973,0.0,Male,117.0,Intaglio print on paper,"Austin, Robert",artist,http://www.tate.org.uk/art/images/work/P/P07/P07001_8.jpg,Woman Milking Goat,http://www.tate.org.uk/art/artworks/austin-woman-milking-goat-p07001,114.0
2010,"New York, United States",1923,1960,1969,Accepted by HM Government in lieu of inheritance tax from the Estate of Barbara Lloyd and allocated to Tate 2009,"San Antonio, United States",2004,0.0,Male,0.0,"3 photographs, gelatin silver print on paper","Avedon, Richard",artist,http://www.tate.org.uk/art/images/work/P/P13/P13101_8.jpg,"Andy Warhol and Members of the Factory, 30 October 1969",http://www.tate.org.uk/art/artworks/avedon-andy-warhol-and-members-of-the-factory-30-october-1969-p13101,0.0
2012,"Oban, United Kingdom",1973,2000,2009,Purchased 2011,,0,0.0,Male,5100.0,"Graphite, ink and gouache on paper","Avery, Charles",artist,,Untitled (View of the Port at Onomatopoeia),http://www.tate.org.uk/art/artworks/avery-untitled-view-of-the-port-at-onomatopoeia-t13392,2400.0
1963,"Altmar, United States",1893,1950,1958,Presented by Mr and Mrs Philip G. Cavanaugh through the American Federation of Arts 1963,"New York, United States",1965,0.0,Male,1841.0,Oil paint on canvas,"Avery, Milton",artist,http://www.tate.org.uk/art/images/work/T/T00/T00575_8.jpg,Yellow Sky,http://www.tate.org.uk/art/artworks/avery-yellow-sky-t00575,1562.0
1997,,1786,1800,1802,Purchased as part of the Opp Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1859,0.0,Male,215.0,"Graphite, ink and watercolour on paper","Aylesford, Heneage Finch, Fifth Earl of",artist,http://www.tate.org.uk/art/images/work/T/T08/T08732_8.jpg,Cottages and Trees,http://www.tate.org.uk/art/artworks/aylesford-cottages-and-trees-t08732,113.0
1997,,1751,0,0,Purchased as part of the Opp Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1812,0.0,Male,164.0,Etching on paper,"Aylesford, Heneage Finch, Fourth Earl of",artist,http://www.tate.org.uk/art/images/work/T/T11/T11631_8.jpg,[title not known],http://www.tate.org.uk/art/artworks/aylesford-title-not-known-t11631,127.0
1976,"Qubec, Canada",1943,1970,1971,Presented by the University of Quebec 1976,"Qubec, Canada",0,0.0,Male,483.0,Lithograph on paper,"Ayot, Pierre",artist,http://www.tate.org.uk/art/images/work/P/P03/P03166_8.jpg,... and Chewing Gum,http://www.tate.org.uk/art/artworks/ayot-and-chewing-gum-p03166,705.0
2013,"London, United Kingdom",1930,1970,1973,Presented by the artist 2013,,0,0.0,Female,1250.0,Acrylic paint on canvas,"Ayres, OBE Gillian",artist,,Weddell,http://www.tate.org.uk/art/artworks/ayres-weddell-t13725,1680.0
1996,"London, United Kingdom",1921,1950,1955,Presented by Francis Carnwath to mark his term of office at the Tate Gallery and in memory of his father 1996,,1975,0.0,Male,1000.0,Oil paint on canvas,"Ayrton, Michael",artist,http://www.tate.org.uk/art/images/work/T/T07/T07133_8.jpg,Portrait of Wyndham Lewis,http://www.tate.org.uk/art/artworks/ayrton-portrait-of-wyndham-lewis-t07133,805.0
2012,"Marj Uyun, Al-Lubnan",1975,2010,2010,Purchased with funds provided by anonymous donors 2012,,0,0.0,Male,2003.0,Acrylic paint on canvas,"Baalbaki, Ayman",artist,,Untitled,http://www.tate.org.uk/art/artworks/baalbaki-untitled-t13494,1800.0
2008,"Dublin, ire",1909,1950,1952,"Bequeathed by Simon Sainsbury 2006, accessioned 2008","Madrid, Espaa",1992,18.0,Male,561.0,Oil paint and sand on canvas,"Bacon, Francis",artist,http://www.tate.org.uk/art/images/work/T/T12/T12616_8.jpg,Study for a Portrait,http://www.tate.org.uk/art/artworks/bacon-study-for-a-portrait-t12616,661.0
1971,"London, United Kingdom",1868,1900,1906,Presented by Mrs Beatrice Benson 1971,,1915,0.0,Male,832.0,Oil paint on canvas,"Bacon, John Henry F.",artist,http://www.tate.org.uk/art/images/work/T/T01/T01450_8.jpg,Michael Lewis Myers,http://www.tate.org.uk/art/artworks/bacon-michael-lewis-myers-t01450,702.0
1995,,1585,1620,1620,Purchased with assistance from the Art Fund 1995,,1627,0.0,Male,2475.0,Oil paint on canvas,"Bacon, Sir Nathaniel",artist,http://www.tate.org.uk/art/images/work/T/T06/T06995_8.jpg,Cookmaid with Still Life of Vegetables and Fruit,http://www.tate.org.uk/art/artworks/bacon-cookmaid-with-still-life-of-vegetables-and-fruit-t06995,1510.0
1980,"Seattle, United States",1929,1960,1967,Purchased 1980,,0,0.0,Female,1829.0,Oil paint and damar resin on 3 canvases,"Baer, Jo",artist,http://www.tate.org.uk/art/images/work/T/T03/T03110_8.jpg,Stations of the Spectrum (Primary),http://www.tate.org.uk/art/artworks/baer-stations-of-the-spectrum-primary-t03110,1835.0
1966,"Halmstad, Sverige",1911,1950,1957,Presented by Mrs Birgit Silfverhjelm 1966,"Stockholm, Sverige",1981,432.0,Male,476.0,Iron,"Baertling, Olle",artist,http://www.tate.org.uk/art/images/work/T/T00/T00880_8.jpg,Kero,http://www.tate.org.uk/art/artworks/baertling-kero-t00880,2603.0
1847,"Bristol, United Kingdom",1788,1820,1829,Presented by Robert Vernon 1847,"Islington, United Kingdom",1867,279.0,Male,508.0,Marble,"Baily, Edward Hodges",artist,http://www.tate.org.uk/art/images/work/N/N02/N02247_8.jpg,George Canning (after Joseph Nollekens),http://www.tate.org.uk/art/artworks/baily-george-canning-after-joseph-nollekens-n02247,724.0
