acquisition date,birth.location,birth.year,creation decade,creation year,credit,death.location,death.year,depth,gender,height,medium,name,role,thumbnail,title,url,width
2004,"So Paulo, Brasil",1961,2000,2000,Presented by the Latin American Acquisitions Committee 2004,,0,0.0,Male,0.0,"4 steel capsules, fabric, polystyrene foam, vinyl wall texts, booklets and audio","Basbaum, Ricardo",artist,http://www.tate.org.uk/art/images/work/T/T11/T11863_8.jpg,Capsules (NBP x me-you),http://www.tate.org.uk/art/artworks/basbaum-capsules-nbp-x-me-you-t11863,0.0
1993,"Sachsen, Deutschland",1938,1980,1982,"Acquired by purchase and gift from Hartmut and Silvia Ackermeier, Berlin 1993",,0,590.0,Male,730.0,Limewood,"Baselitz, Georg",artist,http://www.tate.org.uk/art/images/work/T/T06/T06729_8.jpg,Untitled,http://www.tate.org.uk/art/artworks/baselitz-untitled-t06729,2500.0
1976,"New Brunswick, United States",1922,1950,1952,"Presented by the Museum of Modern Art, New York 1976","Northampton, United States",2000,0.0,Male,279.0,Woodcut on paper,"Baskin, Leonard",artist,http://www.tate.org.uk/art/images/work/P/P01/P01789_8.jpg,The Anatomist,http://www.tate.org.uk/art/artworks/baskin-the-anatomist-p01789,502.0
2008,"Dundee, United Kingdom",1955,2000,2002,Presented by Tate Patrons 2009,,0,0.0,Male,0.0,"Steel, rubber and acrylic sheets","Batchelor, David",artist,http://www.tate.org.uk/art/images/work/T/T12/T12801_8.jpg,"I Love Kings Cross and Kings Cross Loves Me, 8",http://www.tate.org.uk/art/artworks/batchelor-i-love-kings-cross-and-kings-cross-loves-me-8-t12801,0.0
1981,,1815,1840,1844,Presented anonymously in memory of Mrs M. Bernard 1981,,1849,0.0,Male,254.0,Oil paint on wood,"Bateman, James",artist,http://www.tate.org.uk/art/images/work/T/T03/T03210_8.jpg,Highland Scene,http://www.tate.org.uk/art/artworks/bateman-highland-scene-t03210,203.0
1900,"Stevenage, United Kingdom",1850,1880,1887,Presented by C.J. Knowles 1900,"Saint John's Wood, United Kingdom",1899,89.0,Male,267.0,Plaster,"Bates, Harry",artist,,Sketch for War,http://www.tate.org.uk/art/artworks/bates-sketch-for-war-n01783,546.0
1977,"Calgary, Canada",1906,1960,1968,"Presented by Simon Fraser University, British Columbia 1977","Victoria, Canada",1980,0.0,Male,384.0,Screenprint on paper,"Bates, Maxwell",artist,,Interior,http://www.tate.org.uk/art/artworks/bates-interior-p03217,508.0
2005,United Kingdom,1936,1970,1970,Accepted by HM Government in lieu of inheritance tax and allocated to Tate 2005,,0,175.0,Male,175.0,Porcelain,"Batterham, Richard",artist,http://www.tate.org.uk/art/images/work/T/T12/T12128_8.jpg,Bowl,http://www.tate.org.uk/art/artworks/batterham-bowl-t12128,70.0
1961,"Chteau-Renault, France",1873,1940,1940,Bequeathed by Arthur Jeffress 1961,"Montoire-sur-le-Loir, France",1958,0.0,Male,1949.0,Oil paint on canvas,"Bauchant, Andr",artist,http://www.tate.org.uk/art/images/work/T/T00/T00466_8.jpg,The Funeral Procession of Alexander the Great,http://www.tate.org.uk/art/artworks/bauchant-the-funeral-procession-of-alexander-the-great-t00466,1140.0
1931,"s Gravenhage, Nederland",1867,1890,1891,Presented by Sir Michael Sadler through the Art Fund in memory of Lady Sadler 1931,"Amsterdam, Nederland",1932,0.0,Male,521.0,Watercolour on paper,"Bauer, Marius",artist,http://www.tate.org.uk/art/images/work/N/N04/N04588_8.jpg,Strasbourg Cathedral,http://www.tate.org.uk/art/artworks/bauer-strasbourg-cathedral-n04588,689.0
1987,"Stuttgart, Deutschland",1889,1950,1953,Transferred from the Library 1987,"Stuttgart, Deutschland",1955,0.0,Male,208.0,Lithograph on paper,"Baumeister, Willi",artist,http://www.tate.org.uk/art/images/work/P/P08/P08214_8.jpg,Untitled (Suspended Lines I),http://www.tate.org.uk/art/artworks/baumeister-untitled-suspended-lines-i-p08214,260.0
2002,"Rheinsberg, Deutschland",1944,1960,1968,Purchased 2002,,0,0.0,Male,0.0,"Slide, 35 mm, 187 slides, 3 projections, and sound","Baumgarten, Lothar",artist,http://www.tate.org.uk/art/images/work/T/T07/T07869_8.jpg,"I Prefer it There Better than in Westphalia - ELDORADO 1968 - 1976 (Candide, Voltaire)",http://www.tate.org.uk/art/artworks/baumgarten-i-prefer-it-there-better-than-in-westphalia-eldorado-1968-1976-candide-voltaire-t07869,0.0
1987,Braintree,1903,1980,1987,Purchased 1987,"Essex, United Kingdom",1989,0.0,Male,645.0,Graphite and watercolour on paper,"Bawden, Edward",artist,,Emma Nelson by the Fire,http://www.tate.org.uk/art/artworks/bawden-emma-nelson-by-the-fire-t04920,498.0
1977,"Essex, United Kingdom",1936,1960,1965,Presented by Curwen Studio 1977,,0,0.0,Male,457.0,Lithograph on paper,"Bawden, Richard",artist,,"Telfords Bridge, Conway",http://www.tate.org.uk/art/artworks/bawden-telfords-bridge-conway-p06721,597.0
2005,"Leeds, United Kingdom",1944,1970,1978,"Presented by the American Fund for the Tate Gallery, courtesy of Bob Littman and Sully Bonnelly in honour of Dizzie Downes 2004",,0,0.0,Male,94.0,Ink on paper,"Baxter, Glen",artist,http://www.tate.org.uk/art/images/work/P/P13/P13004_8.jpg,Pecos Bill had a Thing about Household Dust,http://www.tate.org.uk/art/artworks/baxter-pecos-bill-had-a-thing-about-household-dust-p13004,80.0
1977,"England, United Kingdom",1936,1960,1967,"Presented by Simon Fraser University, British Columbia 1977",,0,0.0,Male,381.0,Screenprint on paper,"Baxter, Iain",artist,http://www.tate.org.uk/art/images/work/P/P03/P03218_8.jpg,Bagged Day-Glo Oranges,http://www.tate.org.uk/art/artworks/baxter-bagged-day-glo-oranges-p03218,508.0
1997,,1894,1910,1919,Purchased as part of the Opp Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1947,0.0,Male,247.0,Ink and watercolour on paper,"Baxter, Thomas Tennant",artist,,A Bather,http://www.tate.org.uk/art/artworks/baxter-a-bather-t11008,350.0
2010,"Haag am Hausruck, sterreich",1900,1930,1932,Accepted by HM Government in lieu of inheritance tax from the Estate of Barbara Lloyd and allocated to Tate 2009,"Santa Barbara, United States",1985,0.0,Male,240.0,"Photograph, gelatin silver print on paper","Bayer, Herbert",artist,,Self-Portrait,http://www.tate.org.uk/art/artworks/bayer-self-portrait-p13103,340.0
1910,"London, United Kingdom",1872,1910,1910,Presented by the Trustees of the Chantrey Bequest 1910,"London, United Kingdom",1953,286.0,Male,483.0,Bronze and enamel on marble base,"Bayes, Gilbert",artist,http://www.tate.org.uk/art/images/work/N/N02/N02739_8.jpg,Sigurd,http://www.tate.org.uk/art/artworks/bayes-sigurd-n02739,886.0
1934,"London, United Kingdom",1869,1930,1933,Presented by the friends associated with the artist during his Headmastership of Westminster School 1934,"London, United Kingdom",1956,0.0,Male,1168.0,Gouache and graphite on paper,"Bayes, Walter",artist,http://www.tate.org.uk/art/images/work/N/N04/N04738_8.jpg,Under the Candles: Mr Charles Ginner Presiding,http://www.tate.org.uk/art/artworks/bayes-under-the-candles-mr-charles-ginner-presiding-n04738,724.0
2004,"Washington, United States",1940,1980,1980,"Presented by Tyler Graphics Ltd in honour of Pat Gilmour, Tate Print Department 1974-7, 2004",,0,0.0,Male,490.0,Woodcut on paper,"Baynard, Ed",artist,,A Dark Pot with Roses,http://www.tate.org.uk/art/artworks/baynard-a-dark-pot-with-roses-p12996,1027.0
1972,"Pittsburgh, United States",1912,1950,1957,Presented by Mr and Mrs Leonard S. Field 1972,"New York, United States",1963,0.0,Male,1524.0,Oil paint on canvas,"Baziotes, William",artist,,Mammoth,http://www.tate.org.uk/art/artworks/baziotes-mammoth-t01693,1219.0
1974,"Dorset, United Kingdom",1738,1770,1773,Bequeathed by Alan Evans 1974,Dorchester,1806,0.0,Male,641.0,Oil paint on canvas,"Beach, Thomas",artist,http://www.tate.org.uk/art/images/work/T/T01/T01883_8.jpg,Portrait of a Gentleman in a Green Robe,http://www.tate.org.uk/art/artworks/beach-portrait-of-a-gentleman-in-a-green-robe-t01883,759.0
2011,"Barrow, United Kingdom",1633,1660,1660,Purchased 2010,"London, United Kingdom",1699,0.0,Female,245.0,Oil paint on paper,"Beale, Mary",artist,http://www.tate.org.uk/art/images/work/T/T13/T13246_8.jpg,"Sketch of the Artists Son, Bartholomew Beale, Facing Left",http://www.tate.org.uk/art/artworks/beale-sketch-of-the-artists-son-bartholomew-beale-facing-left-t13246,325.0
1976,Canada,1941,1970,1971,Presented by the University of Quebec 1976,,0,0.0,Male,403.0,Intaglio print on paper,"Beament, Tib",artist,http://www.tate.org.uk/art/images/work/P/P03/P03167_8.jpg,[no title],http://www.tate.org.uk/art/artworks/beament-no-title-p03167,505.0
1999,"Aberdare, United Kingdom",1943,1990,1998,Presented by the artist 1999,,0,0.0,Male,753.0,Screenprint on paper,"Beard, John",artist,http://www.tate.org.uk/art/images/work/P/P20/P20184_8.jpg,[no title],http://www.tate.org.uk/art/artworks/beard-no-title-p20184,750.0
1999,"Brighton, United Kingdom",1872,1890,1895,Presented by the Patrons of British Art through the Tate Gallery Foundation 1999,"Menton, France",1898,0.0,Male,245.0,Ink and wash on paper,"Beardsley, Aubrey",artist,http://www.tate.org.uk/art/images/work/T/T07/T07487_8.jpg,Frontispiece to Chopins Third Ballade,http://www.tate.org.uk/art/artworks/beardsley-frontispiece-to-chopins-third-ballade-t07487,260.0
1958,,1743,1740,1746,Purchased 1958,"Andover, United Kingdom",1749,0.0,Male,632.0,Oil paint on canvas,"Beare, George",artist,http://www.tate.org.uk/art/images/work/T/T00/T00201_8.jpg,"Portrait of a Gentleman, possibly Hugh Marriott",http://www.tate.org.uk/art/artworks/beare-portrait-of-a-gentleman-possibly-hugh-marriott-t00201,759.0
2006,"Hartlepool, United Kingdom",1935,2000,2005,"Purchased with funds provided by the American Patrons of Tate, courtesy of Peter and Maria Kellner 2006",,0,87.0,Male,2437.0,Oil paint and wax on canvas,"Beattie, Basil",artist,http://www.tate.org.uk/art/images/work/T/T12/T12292_8.jpg,The Difference Between II,http://www.tate.org.uk/art/artworks/beattie-the-difference-between-ii-t12292,2745.0
1997,"Great Dunmow, United Kingdom",1753,0,0,Purchased as part of the Opp Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,"Leicestershire, United Kingdom",1827,0.0,Male,181.0,Chalk on paper,"Beaumont, Sir George Howland, Bt",artist,http://www.tate.org.uk/art/images/work/T/T10/T10493_8.jpg,[title not known],http://www.tate.org.uk/art/artworks/beaumont-title-not-known-t10493,125.0
2008,"Novi Sad, Jugoslavija",1952,2000,2006,Purchased 2007,,2012,0.0,Female,0.0,"Video, 2 projections, colour and sound","Beban, Breda",artist,,The Most Beautiful Woman in Gucha,http://www.tate.org.uk/art/artworks/beban-the-most-beautiful-woman-in-gucha-t12552,0.0
1974,,1931,1970,1974,Purchased 1974,,0,0.0,,1003.0,"9 photographs, black and white, on paper on board","Becher, Prof. Bernd",artist,http://www.tate.org.uk/art/images/work/T/T01/T01923_8.jpg,Coal Bunkers,http://www.tate.org.uk/art/artworks/becher-coal-bunkers-t01923,1495.0
1997,,1793,0,0,Purchased as part of the Opp Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1825,0.0,Male,354.0,"Graphite, watercolour and ink on paper","Becker, Ferdinand",attributed to,http://www.tate.org.uk/art/images/work/T/T09/T09475_8.jpg,"Rome, the Tiber",http://www.tate.org.uk/art/artworks/becker-rome-the-tiber-t09475,242.0
1975,Deutschland,1940,1970,1973,Presented by Editions Alecto through the Institute of Contemporary Prints 1975,,0,0.0,Male,502.0,Screenprint on paper,"Becker, Harald",artist,http://www.tate.org.uk/art/images/work/P/P01/P01359_8.jpg,Man and Dog,http://www.tate.org.uk/art/artworks/becker-man-and-dog-p01359,629.0
2004,"Hamburg, United States",1946,1980,1980,Presented by David Quinn 2004,,0,0.0,Male,1981.0,"Aluminuim, steel and 3 Cibachrome prints on Perspex","Beckley, Bill",artist,,Pipes and Hics,http://www.tate.org.uk/art/artworks/beckley-pipes-and-hics-t11794,2438.0
1981,"Leipzig, Deutschland",1884,1920,1920,Purchased with assistance from the Art Fund and Friends of the Tate Gallery and Mercedes-Benz (U.K.) Ltd 1981,"New York, United States",1950,0.0,Male,918.0,Oil paint on canvas,"Beckmann, Max",artist,http://www.tate.org.uk/art/images/work/T/T03/T03294_8.jpg,Carnival,http://www.tate.org.uk/art/artworks/beckmann-carnival-t03294,1864.0
1993,"Burford, United Kingdom",1753,1790,1793,Purchased with assistance from the Art Fund 1993,"Hampstead, United Kingdom",1839,0.0,Male,1500.0,Oil paint on canvas,"Beechey, Sir William",artist,http://www.tate.org.uk/art/images/work/T/T06/T06734_8.jpg,Portrait of Sir Francis Fords Children Giving a Coin to a Beggar Boy,http://www.tate.org.uk/art/artworks/beechey-portrait-of-sir-francis-fords-children-giving-a-coin-to-a-beggar-boy-t06734,1805.0
1975,"London, United Kingdom",1928,1970,1972,Presented by Curwen Studio through the Institute of Contemporary Prints 1975,,0,0.0,Male,464.0,Lithograph on paper,"Beer, Richard",artist,,Greenlands,http://www.tate.org.uk/art/artworks/beer-greenlands-p06030,613.0
1952,"London, United Kingdom",1872,1900,1907,Purchased 1952,"Rapallo, Italia",1956,0.0,Male,419.0,"Graphite, ink and watercolour on paper","Beerbohm, Sir Max",artist,http://www.tate.org.uk/art/images/work/N/N06/N06075_8.jpg,The New English Art Club,http://www.tate.org.uk/art/artworks/beerbohm-the-new-english-art-club-n06075,343.0
1931,"Hampstead, United Kingdom",1880,1920,1929,Presented by the Trustees of the Chantrey Bequest 1931,"Reading, United Kingdom",1942,0.0,Male,394.0,Oil paint on canvas,"Beeton, Alan",artist,http://www.tate.org.uk/art/images/work/N/N04/N04668_8.jpg,Decomposing,http://www.tate.org.uk/art/artworks/beeton-decomposing-n04668,343.0
1975,"Durban, South Africa",1947,1970,1973,Presented by Curwen Studio through the Institute of Contemporary Prints 1975,,0,0.0,Male,229.0,Lithograph on paper,"Beggs, Guy",artist,http://www.tate.org.uk/art/images/work/P/P06/P06031_8.jpg,In the Shade,http://www.tate.org.uk/art/artworks/beggs-in-the-shade-p06031,232.0
1850,"London, United Kingdom",1795,1840,1849,"Presented by Queen Victoria, the Prince Consort and other subscribers in acknowledgment of his gift to the nation in 1847 of his collection of British paintings and sculptures 1850","London, United Kingdom",1864,279.0,Male,565.0,Marble,"Behnes, William",artist,http://www.tate.org.uk/art/images/work/N/N02/N02237_8.jpg,Robert Vernon,http://www.tate.org.uk/art/artworks/behnes-robert-vernon-n02237,787.0
1927,"Greater London, United Kingdom",1875,1900,1908,Bequeathed by J.R. Holliday 1927,"Chiddingfold, United Kingdom",1947,0.0,Male,261.0,Crayon and gouache on paper,"Belcher, George",artist,,A Small Matter,http://www.tate.org.uk/art/artworks/belcher-a-small-matter-n04328,356.0
1967,South Africa,1910,1930,1938,Presented by the Trustees of the Chantrey Bequest 1967,,1943,0.0,Male,762.0,Oil paint on canvas,"Bell, Graham",artist,http://www.tate.org.uk/art/images/work/T/T00/T00905_8.jpg,Dover Front,http://www.tate.org.uk/art/artworks/bell-dover-front-t00905,635.0
1893,"Dundee, United Kingdom",1794,1860,1868,Presented by the artist's widow 1893,,1883,0.0,Male,1765.0,Oil paint on canvas,"Bell, John Zephaniah",artist,http://www.tate.org.uk/art/images/work/N/N01/N01392_8.jpg,Cardinal Bourchier Urges the Widow of Edward IV to Let her Son out of Sanctuary,http://www.tate.org.uk/art/artworks/bell-cardinal-bourchier-urges-the-widow-of-edward-iv-to-let-her-son-out-of-sanctuary-n01392,1321.0
1979,"Chicago, United States",1939,1970,1979,Purchased 1979,,0,0.0,Male,1076.0,Metal on paper,"Bell, Larry",artist,,Vapor Drawing LNVF XI,http://www.tate.org.uk/art/artworks/bell-vapor-drawing-lnvf-xi-t02412,1527.0
1931,France,1867,1910,1910,Presented by the artist 1931,"London, United Kingdom",1950,0.0,Female,400.0,Pastel on paper,"Bell, Laura Anning",artist,,Miss Annie Horniman,http://www.tate.org.uk/art/artworks/bell-miss-annie-horniman-n04563,502.0
1934,"London, United Kingdom",1863,1930,1933,Presented by the Trustees of the Chantrey Bequest 1934,"London, United Kingdom",1933,0.0,Male,781.0,Watercolour and gouache on paper,"Bell, Robert Anning",artist,http://www.tate.org.uk/art/images/work/N/N04/N04753_8.jpg,Her Son,http://www.tate.org.uk/art/artworks/bell-her-son-n04753,552.0
2012,"Leeds, United Kingdom",1930,2000,2007,Presented by the artist 2011,,0,0.0,Male,1000.0,Acrylic paint on paper,"Bell, Trevor",artist,http://www.tate.org.uk/art/images/work/T/T13/T13405_8.jpg,Beached,http://www.tate.org.uk/art/artworks/bell-beached-t13405,702.0
1976,"Kensington, United Kingdom",1879,1910,1912,Purchased 1976,"West Sussex, United Kingdom",1961,0.0,Female,1016.0,Oil paint on canvas,"Bell, Vanessa",artist,http://www.tate.org.uk/art/images/work/T/T02/T02080_8.jpg,Studland Beach. Verso: Group of Male Nudes by Duncan Grant,http://www.tate.org.uk/art/artworks/bell-studland-beach-verso-group-of-male-nudes-by-duncan-grant-t02080,762.0
2003,"Port Seton, United Kingdom",1942,1960,1967,Presented by the artist in memory of David Brown 2003,,2013,0.0,Male,431.0,Graphite on paper,"Bellany, John",artist,,My Grandmother,http://www.tate.org.uk/art/artworks/bellany-my-grandmother-t11752,527.0
1959,"Paris, France",1927,1950,1957,Presented by Mr and Mrs Alexander Margulies 1959,,0,0.0,Male,1003.0,Oil paint and paper on canvas,"Bellegarde, Claude",artist,http://www.tate.org.uk/art/images/work/T/T00/T00301_8.jpg,Bird I,http://www.tate.org.uk/art/artworks/bellegarde-bird-i-t00301,549.0
1948,"London, United Kingdom",1906,1940,1947,Purchased 1948,"Ipswich, United Kingdom",1988,0.0,Female,914.0,Oil paint on canvas,"Bellingham-Smith, Elinor",artist,http://www.tate.org.uk/art/images/work/N/N05/N05873_8.jpg,Dragon-Flies,http://www.tate.org.uk/art/artworks/bellingham-smith-dragon-flies-n05873,610.0
2004,"Katowice, Polska",1902,1930,1936,Presented by Tate Members 2003,"Paris, France",1975,0.0,Male,240.0,"Photograph, gelatin silver print on paper","Bellmer, Hans",artist,http://www.tate.org.uk/art/images/work/T/T11/T11781_8.jpg,The Doll,http://www.tate.org.uk/art/artworks/bellmer-the-doll-t11781,238.0
1997,,1800,0,0,Purchased as part of the Opp Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1899,0.0,,222.0,Graphite and ink on paper,"Belloguet, A.",artist,http://www.tate.org.uk/art/images/work/T/T10/T10674_8.jpg,Design for Music Cover,http://www.tate.org.uk/art/artworks/belloguet-design-for-music-cover-t10674,278.0
1997,,1744,1780,1788,Purchased as part of the Opp Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1783,0.0,Male,335.0,"Graphite, watercolour and ink on paper","Benazech, Peter Paul",artist,http://www.tate.org.uk/art/images/work/T/T09/T09461_8.jpg,Classical Composition with Temple and Lake,http://www.tate.org.uk/art/artworks/benazech-classical-composition-with-temple-and-lake-t09461,225.0
2011,"Louisiana, United States",1941,1960,1969,"Presented by the American Fund for the Tate Gallery, partial purchase and partial gift of John Cheim and Howard Read 2010",,0,1580.0,Female,1680.0,Lead and steel on steel base,"Benglis, Lynda",artist,http://www.tate.org.uk/art/images/work/T/T13/T13353_8.jpg,Quartered Meteor,http://www.tate.org.uk/art/artworks/benglis-quartered-meteor-t13353,1500.0
2000,"Hampshire, United Kingdom",1931,1950,1959,Purchased 2000,"London, United Kingdom",2002,0.0,Male,410.0,Etching on paper,"Benjamin, Anthony",artist,http://www.tate.org.uk/art/images/work/P/P78/P78370_8.jpg,Bright Hemisphere Blue,http://www.tate.org.uk/art/artworks/benjamin-bright-hemisphere-blue-p78370,510.0
1899,,1811,1850,1852,Presented by E. Homan 1899,,1871,0.0,Male,546.0,Watercolour on paper,"Bennett, William",artist,http://www.tate.org.uk/art/images/work/N/N01/N01722_8.jpg,In Richmond Park,http://www.tate.org.uk/art/artworks/bennett-in-richmond-park-n01722,368.0
1964,"Sankt-Peterburg, Rossiya",1870,1890,1894,Transferred from the Library 1964,"Paris, France",1960,0.0,Male,260.0,Watercolour on paper,"Benois, Alexander",artist,http://www.tate.org.uk/art/images/work/T/T00/T00652_8.jpg,Limburg on the Lahn,http://www.tate.org.uk/art/artworks/benois-limburg-on-the-lahn-t00652,359.0
1936,"Sankt-Peterburg, Rossiya",1896,1930,1935,Presented by the Contemporary Art Society 1936,"Gloucestershire, United Kingdom",1975,0.0,Female,762.0,Oil paint on canvas,"Benois, Nadia",artist,http://www.tate.org.uk/art/images/work/N/N04/N04855_8.jpg,Near La Garde Freinet,http://www.tate.org.uk/art/artworks/benois-near-la-garde-freinet-n04855,635.0
1989,"Chatou, France",1930,1950,1956,Transferred from the Library 1989,,0,0.0,Male,293.0,Lithograph on paper,"Benrath, Frdric",artist,http://www.tate.org.uk/art/images/work/P/P08/P08222_8.jpg,Untitled,http://www.tate.org.uk/art/artworks/benrath-untitled-p08222,428.0
1932,"London, United Kingdom",1878,1920,1928,Presented by Mrs A.H. Benson 1932,"London, United Kingdom",1929,0.0,Male,368.0,Watercolour on board,"Benson, Abraham Harris",artist,,Newlands Corner,http://www.tate.org.uk/art/artworks/benson-newlands-corner-n04649,155.0
1981,"Bosanski Petrovac, Bosna i Hercegovina",1940,1980,1980,Purchased 1981,,0,0.0,Male,800.0,Screenprint on paper,"Berber, Mersad",artist,,Byzantium I,http://www.tate.org.uk/art/artworks/berber-byzantium-i-p07583,1200.0
1984,"London, United Kingdom",1929,1980,1982,Presented by the Trustees of the Chantrey Bequest 1984,"Brighton, United Kingdom",2011,0.0,Male,1774.0,Oil paint on canvas,"Berg, Adrian",artist,http://www.tate.org.uk/art/images/work/T/T03/T03929_8.jpg,"Gloucester Gate, Regents Park, May",http://www.tate.org.uk/art/artworks/berg-gloucester-gate-regents-park-may-t03929,1775.0
1997,,0,1800,1802,Purchased as part of the Opp Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,0,0.0,Male,269.0,"Graphite, watercolour and gouache on paper","Berkeley, Rev C J R",attributed to,http://www.tate.org.uk/art/images/work/T/T09/T09466_8.jpg,Dolgelley,http://www.tate.org.uk/art/artworks/berkeley-dolgelley-t09466,154.0
1960,"Sankt-Peterburg, Rossiya",1899,1930,1934,Presented by Arthur Jeffress 1960,"Roma, Italia",1972,0.0,Male,600.0,Oil paint on canvas,"Berman, Eugne",artist,http://www.tate.org.uk/art/images/work/T/T00/T00334_8.jpg,The Jug on the Window,http://www.tate.org.uk/art/artworks/berman-the-jug-on-the-window-t00334,810.0
1961,Slovenija,1933,1960,1960,Purchased 1961,,0,0.0,Male,851.0,Oil paint and sand on canvas,"Bernik, Janez",artist,,Evening in the Quarry,http://www.tate.org.uk/art/artworks/bernik-evening-in-the-quarry-t00428,1407.0
1976,,1925,1960,1969,"Presented by the artist 1976, accessioned 1991",,0,0.0,Male,363.0,Printed papers and ink on paper,"Berry, John, CBE",artist,,[no title],http://www.tate.org.uk/art/artworks/berry-no-title-t05842,361.0
1989,"Niagara Falls, United States",1939,1980,1987,Presented by Garner H. Tullis and Pamela Auchincloss 1989,,0,0.0,Male,450.0,Relief print on paper,"Berthot, Jake",artist,http://www.tate.org.uk/art/images/work/P/P11/P11209_8.jpg,[no title],http://www.tate.org.uk/art/artworks/berthot-no-title-p11209,602.0
1897,,1531,1540,1545,Purchased 1897,"London, United Kingdom",1570,0.0,Male,410.0,Oil paint on oak,"Bettes, John",artist,http://www.tate.org.uk/art/images/work/N/N01/N01496_8.jpg,A Man in a Black Cap,http://www.tate.org.uk/art/artworks/bettes-a-man-in-a-black-cap-n01496,470.0
2003,"Krefeld, Deutschland",1921,1970,1977,Purchased 2003,"Dsseldorf, Deutschland",1986,60.0,Male,1950.0,6 photographic negatives,"Beuys, Joseph",artist,http://www.tate.org.uk/art/images/work/T/T07/T07976_8.jpg,Show Your Wound,http://www.tate.org.uk/art/artworks/beuys-show-your-wound-t07976,1015.0
1969,"Hove, United Kingdom",1865,1900,1904,Purchased 1969,"London, United Kingdom",1925,0.0,Male,264.0,Oil paint on canvas mounted on hardboard,"Bevan, Robert",artist,http://www.tate.org.uk/art/images/work/T/T01/T01121_8.jpg,Morning over the Ploughed Fields,http://www.tate.org.uk/art/artworks/bevan-morning-over-the-ploughed-fields-t01121,219.0
2013,"Bradford, United Kingdom",1951,1990,1990,"Presented by the American Fund for the Tate Gallery, courtesy of Peter Norton 2012 ",,0,0.0,Male,710.0,Pigment and acrylic paint on canvas,"Bevan, Tony",artist,,Portrait Boy,http://www.tate.org.uk/art/artworks/bevan-portrait-boy-t13793,880.0
2004,"Mbarara, Uganda",1963,2000,2002,"Presented by Tate Members 2003, accessioned 2004",,0,0.0,Female,0.0,"Film, Super 16 mm, shown as video, projection, colour and sound (stereo)","Bhimji, Zarina",artist,,Out of Blue,http://www.tate.org.uk/art/artworks/bhimji-out-of-blue-t11843,0.0
2002,Barbados,1959,1990,1990,Presented by the American Fund for the Tate Gallery 2000,,0,1138.0,Male,2136.0,"Wood, aluminium, wire, glass, canvas and coral","Bickerton, Ashley",artist,,Biofragment #2,http://www.tate.org.uk/art/artworks/bickerton-biofragment-2-t07875,2940.0
2001,"Essex, United Kingdom",1909,1960,1965,"Presented by Tina, Tony and Nick Bict, the artist's children 2001",,1996,0.0,Male,565.0,Etching on paper,"Bict, Andr",artist,http://www.tate.org.uk/art/images/work/P/P11/P11763_8.jpg,Percussion,http://www.tate.org.uk/art/artworks/bicat-percussion-p11763,735.0
1966,"Cleveland, United States",1906,1950,1954,Purchased 1966,,2004,149.0,Male,914.0,Oil on aluminium,"Biederman, Charles",artist,http://www.tate.org.uk/art/images/work/T/T00/T00882_8.jpg,"Structurist Relief, Red Wing No. 20",http://www.tate.org.uk/art/artworks/biederman-structurist-relief-red-wing-no-20-t00882,1048.0
2013,"Goch, Deutschland",1893,1920,1929,Purchased with funds provided by Pierre Brahm 2013 ,"Gera, Deutschland",1933,0.0,Female,170.0,"Photograph, gelatin silver print on paper","Biermann, Aenne",artist,,Ceramic Cup,http://www.tate.org.uk/art/artworks/biermann-ceramic-cup-p80261,125.0
1980,"Oxford, United Kingdom",1892,1930,1933,Purchased 1980,,1973,0.0,Male,768.0,Oil paint on wood,"Bigge, John",artist,http://www.tate.org.uk/art/images/work/T/T03/T03057_8.jpg,Composition,http://www.tate.org.uk/art/artworks/bigge-composition-t03057,575.0
2008,"Kingston-upon-Thames, United Kingdom",1958,2000,2008,Purchased with assistance from Anne Best 2008,,0,0.0,Male,303.0,Screenprint on paper,"Bill, Simon",artist,,Fairy Face,http://www.tate.org.uk/art/artworks/bill-fairy-face-p79377,361.0
2000,"Birmingham, United Kingdom",1970,1990,1994,Presented by Edward and Agnes Lee 2000,,0,0.0,Male,1580.0,"Photograph, colour, Chromogenic print, on paper on aluminium","Billingham, Richard",artist,,Untitled,http://www.tate.org.uk/art/artworks/billingham-untitled-p11756,1050.0
1977,"Alberta, Canada",1909,1960,1967,"Presented by Simon Fraser University, British Columbia 1977","West Vancouver, Canada",1976,0.0,Male,495.0,Screenprint on paper,"Binning, Bertram",artist,http://www.tate.org.uk/art/images/work/P/P03/P03219_8.jpg,Merging Sides,http://www.tate.org.uk/art/artworks/binning-merging-sides-p03219,356.0
1960,"Torino, Italia",1913,1950,1958,Presented by Professor Gino Ghiringhelli 1960,"Milano, Italia",1985,0.0,Male,918.0,"Oil paint, chalk and acrylic paint on canvas","Bionda, Mario",artist,,Forms on a White Background,http://www.tate.org.uk/art/artworks/bionda-forms-on-a-white-background-t00378,727.0
