acquisition date,birth.location,birth.year,creation decade,creation year,credit,death.location,death.year,depth,gender,height,medium,name,role,thumbnail,title,url,width
1978,"Scotland, United Kingdom",1640,1700,1700,Bequeathed by Miss Agnes Clarke 1978,"Bruxelles, Belgi",1720,27.0,Male,1572.0,Oil paint on canvas,"Hamilton, James",attributed to,http://www.tate.org.uk/art/images/work/T/T02/T02266_8.jpg,Two Hounds Chasing a Hare,http://www.tate.org.uk/art/artworks/hamilton-two-hounds-chasing-a-hare-t02266,1105.0
2001,"London, United Kingdom",1922,1950,1952,Purchased with funds provided by the Knapping Fund 2001,,2011,45.0,Male,1120.0,Oil paint on plywood,"Hamilton, Richard",artist,http://www.tate.org.uk/art/images/work/T/T07/T07775_8.jpg,Refraction,http://www.tate.org.uk/art/artworks/hamilton-refraction-t07775,1075.0
1997,"Chelsea, United Kingdom",1751,0,0,Purchased as part of the Opp Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,"London, United Kingdom",1801,0.0,Male,175.0,"Graphite, ink and watercolour on paper","Hamilton, William",artist,http://www.tate.org.uk/art/images/work/T/T09/T09758_8.jpg,[title not known],http://www.tate.org.uk/art/artworks/hamilton-title-not-known-t09758,237.0
1930,"Kbenhavn, Danmark",1864,1900,1906,Purchased 1930,"Kbenhavn, Danmark",1916,23.0,Male,440.0,Oil paint on canvas,"Hammershoi, Vilhelm",artist,http://www.tate.org.uk/art/images/work/N/N04/N04509_8.jpg,"Interior, Sunlight on the Floor",http://www.tate.org.uk/art/artworks/hammershoi-interior-sunlight-on-the-floor-n04509,518.0
2008,"Springfield, United States",1943,1990,1995,"Presented by the American Fund for the Tate Gallery, courtesy of the American Acquisitions Committee 2005",,0,0.0,Male,0.0,"Video, projection, colour and sound (stereo)","Hammons, David",artist,,Phat Free,http://www.tate.org.uk/art/artworks/hammons-phat-free-t12578,0.0
1946,,1795,0,0,Presented by Lord Howard de Walden 1946,,1868,0.0,Male,2146.0,Oil paint on canvas,"Hancock, Charles",artist,,Lord Fitzhardinge and Some of his Hounds,http://www.tate.org.uk/art/artworks/hancock-lord-fitzhardinge-and-some-of-his-hounds-n05661,1626.0
1909,,1790,1790,1797,Presented by Lockett Agnew 1909,"England, United Kingdom",1804,0.0,Male,908.0,Oil paint on canvas,"Hand, Thomas",artist,http://www.tate.org.uk/art/images/work/N/N02/N02474_8.jpg,Cottage and Hilly Landscape,http://www.tate.org.uk/art/artworks/hand-cottage-and-hilly-landscape-n02474,711.0
2007,"Belfast, United Kingdom",1963,1990,1996,Presented by Tate Patrons 2007,,0,1580.0,Female,1262.0,"Fibreglass, oak, textile, sisal rope and audio system","Hapaska, Siobhn",artist,http://www.tate.org.uk/art/images/work/T/T12/T12505_8.jpg,Delirious,http://www.tate.org.uk/art/artworks/hapaska-delirious-t12505,710.0
1966,"Oxford, United Kingdom",1934,1960,1965,Presented by the Trustees of the Chantrey Bequest 1966,,0,20.0,Male,912.0,Oil paint on canvas,"Hardaker, Charles",artist,http://www.tate.org.uk/art/images/work/T/T00/T00861_8.jpg,"Still Life: Vertical Structures, Three Times Three",http://www.tate.org.uk/art/artworks/hardaker-still-life-vertical-structures-three-times-three-t00861,1215.0
1997,London,1875,0,0,Purchased as part of the Opp Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,"England, United Kingdom",1952,0.0,Male,280.0,Watercolour on paper,"Hardie, Martin",artist,,"Blot, in the Manner of Alexander Cozens",http://www.tate.org.uk/art/artworks/hardie-blot-in-the-manner-of-alexander-cozens-t10686,210.0
1997,"Deptford, United Kingdom",1797,0,0,Purchased as part of the Opp Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,"Barnes, United Kingdom",1863,0.0,Male,274.0,Chalk on paper,"Harding, James Duffield",artist,http://www.tate.org.uk/art/images/work/T/T09/T09870_8.jpg,Study of Grass-Grown Ruins,http://www.tate.org.uk/art/artworks/harding-study-of-grass-grown-ruins-t09870,192.0
1997,,1822,0,0,Purchased as part of the Opp Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1894,0.0,Male,132.0,Chalk and gouache on paper,"Harding, The Hon. Charles Stewart, Viscount",artist,http://www.tate.org.uk/art/images/work/T/T10/T10181_8.jpg,"Landscape, Cattle on an Island, a Castle Beyond",http://www.tate.org.uk/art/artworks/harding-landscape-cattle-on-an-island-a-castle-beyond-t10181,190.0
1996,,1686,0,0,Purchased as part of the Opp Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1740,0.0,Male,367.0,Ink and watercolour on paper,"Harris, John",attributed to,http://www.tate.org.uk/art/images/work/T/T08/T08134_8.jpg,Ely Cathedral,http://www.tate.org.uk/art/artworks/harris-ely-cathedral-t08134,228.0
2012,"Wakefield, United Kingdom",1940,1970,1977,Purchased 2011,,0,0.0,Female,2440.0,"Acrylic paint, printed paper, linen, graphite, woollen scarf, 3 metal brooches, household glove, 29 plastic buttons and","Harrison, Margaret",artist,http://www.tate.org.uk/art/images/work/T/T13/T13631_8.jpg,Homeworkers,http://www.tate.org.uk/art/artworks/harrison-homeworkers-t13631,2200.0
2004,"Wolverhampton, United Kingdom",1966,2000,2001,Presented by Tate Patrons through the Tate Foundation 2004,,0,0.0,Male,0.0,"Video, 6 monitors, colour","Harrison, Paul",artist,,Twenty-Six (Drawing and Falling Things),http://www.tate.org.uk/art/artworks/harrison-wood-twenty-six-drawing-and-falling-things-t11853,0.0
1982,"Nottingham, United Kingdom",1835,1850,1856,Purchased 1982,"Nottingham, United Kingdom",1899,0.0,Male,432.0,Oil paint on canvas,"Hart, James Turpin",artist,http://www.tate.org.uk/art/images/work/T/T03/T03396_8.jpg,A Rustic Timepiece,http://www.tate.org.uk/art/artworks/hart-a-rustic-timepiece-t03396,533.0
1847,"Plymouth, United Kingdom",1806,1820,1829,Presented by Robert Vernon 1847,,1881,0.0,Male,673.0,Oil paint on canvas,"Hart, Solomon Alexander",artist,http://www.tate.org.uk/art/images/work/N/N00/N00424_8.jpg,Interior of a Polish Synagogue at the Moment when the Manuscript of the Law is Elevated,http://www.tate.org.uk/art/artworks/hart-interior-of-a-polish-synagogue-at-the-moment-when-the-manuscript-of-the-law-is-n00424,813.0
1997,,0,1760,1762,Purchased as part of the Opp Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,0,0.0,Female,135.0,Etching on paper,"Hartley, Mary, of Bath",artist,http://www.tate.org.uk/art/images/work/T/T11/T11377_8.jpg,[title not known],http://www.tate.org.uk/art/artworks/hartley-title-not-known-t11377,184.0
1918,"Bangalore, Bharat",1864,1910,1917,Presented by the Ministry of Information 1918,"London, United Kingdom",1950,0.0,Male,357.0,Lithograph on paper,"Hartrick, Archibald Standish",artist,http://www.tate.org.uk/art/images/work/P/P03/P03036_8.jpg,Womens Work: On Munitions - Heavy Work (Drilling and Casting),http://www.tate.org.uk/art/artworks/hartrick-womens-work-on-munitions-heavy-work-drilling-and-casting-p03036,461.0
1998,"Leipzig, Deutschland",1904,1980,1982,Purchased 1998,"Antibes, France",1989,40.0,Male,3000.0,Oil paint on canvas,"Hartung, Hans",artist,http://www.tate.org.uk/art/images/work/T/T07/T07401_8.jpg,T1982-E15,http://www.tate.org.uk/art/artworks/hartung-t1982-e15-t07401,1850.0
1914,Blackheath,1873,1910,1913,Presented by the Trustees of the Chantrey Bequest 1914,"England, United Kingdom",1951,940.0,Male,1181.0,Marble,"Hartwell, Charles Leonard",artist,,Dawn,http://www.tate.org.uk/art/artworks/hartwell-dawn-n02975,1930.0
1932,"Roma, Italia",1877,1930,1931,Purchased 1932,,1962,210.0,Male,660.0,"Bronze, silver, onyx and ivory","Haseltine, Herbert",artist,,Suffolk Punch Stallion: Sudbourne Premier,http://www.tate.org.uk/art/artworks/haseltine-suffolk-punch-stallion-sudbourne-premier-n04560,552.0
2013,"Aligarh, Bharat",1937,1980,1980,Purchased with funds provided by the South Asia Acquisitions Committee 2013,,0,67.0,Female,550.0,Cast paper,"Hashmi, Zarina",artist,,Pool 1 (Terracotta),http://www.tate.org.uk/art/artworks/hashmi-pool-1-terracotta-t13730,550.0
1997,,1767,1820,1825,Purchased as part of the Opp Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1825,0.0,Male,203.0,Graphite and watercolour on paper,"Hassell, John",attributed to,http://www.tate.org.uk/art/images/work/T/T09/T09455_8.jpg,Church at Epsom,http://www.tate.org.uk/art/artworks/hassell-church-at-epsom-t09455,156.0
2007,"Iwate, Nihon",1958,1980,1985,Presented by Richard and Judith Greer 2007,,0,0.0,Male,381.0,"Photograph, colour, on paper","Hatakeyama, Naoya",artist,,Lime Hills (Quarry Series) LH06809,http://www.tate.org.uk/art/artworks/hatakeyama-lime-hills-quarry-series-lh06809-p13033,302.0
1913,"London, United Kingdom",1855,1910,1912,Presented by the Trustees of the Chantrey Bequest 1913,"London, United Kingdom",1928,0.0,Male,178.0,Gouache on paper,"Hatherell, William",artist,http://www.tate.org.uk/art/images/work/N/N02/N02937_8.jpg,"O, Romeo, Romeo, Wherefore Art Thou Romeo?",http://www.tate.org.uk/art/artworks/hatherell-o-romeo-romeo-wherefore-art-thou-romeo-n02937,241.0
2013,"Bayrut, Al-Lubnan",1952,1990,1996,Presented by Tate Members 2013,,0,2990.0,Female,2410.0,Soap and glass beads,"Hatoum, Mona",artist,,Present Tense,http://www.tate.org.uk/art/artworks/hatoum-present-tense-t13867,45.0
1996,,1700,0,0,Purchased as part of the Opp Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,"England, United Kingdom",1799,0.0,Male,391.0,"Ink, watercolour and graphite on paper. Verso: graphite on paper","Haughton, Matthew",artist,http://www.tate.org.uk/art/images/work/T/T08/T08168_8.jpg,A Dance. Verso: Sketch,http://www.tate.org.uk/art/artworks/haughton-a-dance-verso-sketch-t08168,148.0
1997,"Wednesbury, United Kingdom",1734,0,0,Purchased as part of the Opp Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,"Birmingham, United Kingdom",1804,0.0,Male,212.0,Graphite on paper,"Haughton, Moses, the Elder",attributed to,http://www.tate.org.uk/art/images/work/T/T09/T09452_8.jpg,A Shepherd,http://www.tate.org.uk/art/artworks/haughton-a-shepherd-t09452,130.0
1974,"Wien, sterreich",1886,1910,1919,Purchased 1974,"Limoges, France",1971,0.0,Male,254.0,Lithograph and printed paper on paper,"Hausmann, Raoul",artist,http://www.tate.org.uk/art/images/work/T/T01/T01918_8.jpg,The Art Critic,http://www.tate.org.uk/art/artworks/hausmann-the-art-critic-t01918,318.0
2009,"Dresden, Deutschland",1967,2000,2008,Presented by the artist and the Galerie Gebr. Lehmann Berlin / Dresden 2009,,0,0.0,Male,1200.0,Oil paint on canvas,"Havekost, Eberhard",artist,http://www.tate.org.uk/art/images/work/T/T12/T12973_8.jpg,Infinity 1 and 2,http://www.tate.org.uk/art/artworks/havekost-infinity-1-and-2-t12973,1600.0
1996,"Reading, United Kingdom",1782,1800,1807,Purchased as part of the Opp Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,"Kensington, United Kingdom",1857,0.0,Male,273.0,"Watercolour, gouache and graphite on paper. Verso: graphite on paper","Havell, William",artist,http://www.tate.org.uk/art/images/work/T/T08/T08172_8.jpg,"Grange Bridge, Cumberland. Verso: Sketch",http://www.tate.org.uk/art/artworks/havell-grange-bridge-cumberland-verso-sketch-t08172,214.0
2012,"Los Angeles, United States",1942,1960,1967,Purchased 2012,,0,115.0,Female,910.0,"Textiles, wood, synthetic hair, feathers, walking stick, earrings, necklace, plastic cigar, fabric doll and other materi","Haworth, Jann",artist,,"Mae West, Shirley Temple & W. C. Fields",http://www.tate.org.uk/art/artworks/haworth-mae-west-shirley-temple-w-c-fields-t13644,1310.0
1975,"Warszawa, Polska",1883,1960,1961,Presented by Victor and Mabel Waddington through the Institute of Contemporary Prints in memory of Eliza Heygate 1975,"Paris, France",1970,0.0,Male,923.0,Oil paint on canvas,"Hayden, Henri",artist,,Chess Board in Ochre,http://www.tate.org.uk/art/artworks/hayden-chess-board-in-ochre-t00818,736.0
1970,"Plymouth, United Kingdom",1786,1840,1844,Presented by Mrs M. Bernard 1970,"London, United Kingdom",1846,0.0,Male,762.0,Oil paint on canvas,"Haydon, Benjamin Robert",artist,http://www.tate.org.uk/art/images/work/T/T01/T01173_8.jpg,Gentleman with a Horse,http://www.tate.org.uk/art/artworks/haydon-gentleman-with-a-horse-t01173,632.0
1894,"Bristol, United Kingdom",1819,1890,1894,Presented by the Trustees of the Chantrey Bequest 1894,,1904,0.0,Male,1272.0,Oil paint on canvas,"Hayes, Edwin",artist,http://www.tate.org.uk/art/images/work/N/N01/N01603_8.jpg,"Sunset at Sea: From Harlyn Bay, Cornwall",http://www.tate.org.uk/art/artworks/hayes-sunset-at-sea-from-harlyn-bay-cornwall-n01603,1012.0
1995,,1645,1650,1655,Presented by the Patrons of British Art through the Tate Gallery Foundation 1995,,1679,0.0,Male,1600.0,Oil paint on canvas,"Hayls, John",artist,http://www.tate.org.uk/art/images/work/T/T06/T06993_8.jpg,"Portrait of a Lady and a Boy, with Pan",http://www.tate.org.uk/art/artworks/hayls-portrait-of-a-lady-and-a-boy-with-pan-t06993,1730.0
2006,,1708,1740,1740,"Purchased with assistance from the National Heritage Memorial Fund, the Art Fund (with a contribution from the Wolfson Foundation) and Tate Members 2006 ","London, United Kingdom",1776,0.0,Male,1252.0,Oil paint on canvas,"Hayman, Francis",artist,http://www.tate.org.uk/art/images/work/T/T12/T12221_8.jpg,"Samuel Richardson, the Novelist (1684-1761), Seated, Surrounded by his Second Family",http://www.tate.org.uk/art/artworks/hayman-samuel-richardson-the-novelist-1684-1761-seated-surrounded-by-his-second-family-t12221,995.0
1977,"London, United Kingdom",1915,1950,1952,Bequeathed by Miss E.M. Hodgkins 1977,,1988,31.0,Male,309.0,Oil paint on canvas board,"Hayman, Patrick",artist,http://www.tate.org.uk/art/images/work/T/T02/T02239_8.jpg,Mother and Child near a Town,http://www.tate.org.uk/art/artworks/hayman-mother-and-child-near-a-town-t02239,384.0
1894,"Worcester, United Kingdom",1836,1870,1877,Presented by Sir Henry Tate 1894,,1908,0.0,Male,2115.0,Oil paint on canvas,"Haynes-Williams, John",artist,http://www.tate.org.uk/art/images/work/N/N01/N01554_8.jpg,"Ars Longa, Vita Brevis",http://www.tate.org.uk/art/artworks/haynes-williams-ars-longa-vita-brevis-n01554,1289.0
2003,"Kingston-upon-Thames, United Kingdom",1966,2000,2002,"Presented by the Patrons of New Art, through the Tate Foundation 2003",,0,35.0,Male,2035.0,Oil paint on canvas,"Hays, Dan",artist,http://www.tate.org.uk/art/images/work/T/T07/T07946_8.jpg,"Colorado Impression 11b (after Dan Hays, Colorado)",http://www.tate.org.uk/art/artworks/hays-colorado-impression-11b-after-dan-hays-colorado-t07946,1529.0
1997,"London, United Kingdom",1800,0,0,Purchased as part of the Opp Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1891,0.0,Male,114.0,Ink on paper,"Hayter, John",attributed to,http://www.tate.org.uk/art/images/work/T/T09/T09454_8.jpg,"Mrs Whinny, in Profile to Left",http://www.tate.org.uk/art/artworks/hayter-mrs-whinny-in-profile-to-left-t09454,185.0
1997,"London, United Kingdom",1792,1820,1824,Purchased as part of the Opp Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,"Saint Marylebone, United Kingdom",1871,0.0,Male,137.0,Etching on paper,"Hayter, Sir George",artist,http://www.tate.org.uk/art/images/work/T/T11/T11327_8.jpg,[title not known],http://www.tate.org.uk/art/artworks/hayter-title-not-known-t11327,217.0
1982,"London, United Kingdom",1901,1930,1936,Purchased 1982,"Paris, France",1988,0.0,Male,1445.0,"Oil paint, casein tempera and gesso on canvas","Hayter, Stanley William",artist,http://www.tate.org.uk/art/images/work/T/T03/T03408_8.jpg,Ophelia,http://www.tate.org.uk/art/artworks/hayter-ophelia-t03408,1000.0
1933,"London, United Kingdom",1875,1920,1925,Purchased 1933,,1971,0.0,Male,762.0,Oil paint on canvas,"Hayward, Alfred Robert",artist,http://www.tate.org.uk/art/images/work/N/N04/N04674_8.jpg,"Sunset on the Lagoon, Venice",http://www.tate.org.uk/art/artworks/hayward-sunset-on-the-lagoon-venice-n04674,559.0
1989,"London, United Kingdom",1946,1980,1980,Presented by Esso UK plc to mark the first anniversary of the opening of the Tate Gallery Liverpool 1989,,0,0.0,Male,1020.0,Ink on paper,"Head, Tim",artist,http://www.tate.org.uk/art/images/work/T/T05/T05715_8.jpg,Drawing for Project for Guggenheim Spiral,http://www.tate.org.uk/art/artworks/head-drawing-for-project-for-guggenheim-spiral-t05715,760.0
1997,"London, United Kingdom",1775,1800,1808,Purchased as part of the Opp Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,"London, United Kingdom",1835,0.0,Male,161.0,Graphite on paper,"Heaphy, Thomas",artist,http://www.tate.org.uk/art/images/work/T/T09/T09456_8.jpg,Portrait of a Young Man,http://www.tate.org.uk/art/artworks/heaphy-portrait-of-a-young-man-t09456,229.0
1997,"England, United Kingdom",1744,0,0,Purchased as part of the Opp Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,London,1817,0.0,Male,198.0,Graphite and watercolour on paper,"Hearne, Thomas",artist,http://www.tate.org.uk/art/images/work/T/T08/T08944_8.jpg,Landscape with Road and Castle,http://www.tate.org.uk/art/artworks/hearne-landscape-with-road-and-castle-t08944,146.0
1992,Myanmar,1920,1950,1952,Purchased 1992,,1992,0.0,Male,1377.0,Oil paint on hardboard,"Heath, Adrian",artist,http://www.tate.org.uk/art/images/work/T/T06/T06661_8.jpg,"Composition, Blue, Black and Brown",http://www.tate.org.uk/art/artworks/heath-composition-blue-black-and-brown-t06661,1220.0
1997,,0,0,0,Purchased as part of the Opp Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,0,0.0,Male,322.0,Graphite and ink on paper. Verso: graphite on paper,"Heath, Henry",attributed to,http://www.tate.org.uk/art/images/work/T/T08/T08948_8.jpg,Hobby Horse Caricature. Verso: Sketch,http://www.tate.org.uk/art/artworks/heath-hobby-horse-caricature-verso-sketch-t08948,213.0
1931,"Petrinja, Hrvatska",1901,1930,1930,Presented by Miss I.M. Garrido 1931,"Zagreb, Hrvatska",1975,0.0,Male,1041.0,Oil paint and tempera on canvas,"Hegedusic, Krsto",artist,,A Fair at Koprivnica,http://www.tate.org.uk/art/artworks/hegedusic-a-fair-at-koprivnica-n04606,730.0
1984,"Szczecin, Polska",1915,1950,1953,Presented by the artist 1984,"Berlin, Deutschland",1995,901.0,Male,901.0,Bronze and iron on steel plate,"Heiliger, Bernhard",artist,,Maquette for Monument for the Unknown Political Prisoner,http://www.tate.org.uk/art/artworks/heiliger-maquette-for-monument-for-the-unknown-political-prisoner-t03897,594.0
2008,"Kbenhavn, Danmark",1974,2000,2001,Purchased 2008,,0,0.0,Male,0.0,"Metal frames, fibreboard panels, motor, 2 car batteries, wheels and other materials","Hein, Jeppe",artist,,Invisible Moving Wall,http://www.tate.org.uk/art/artworks/hein-invisible-moving-wall-t12757,0.0
1997,Deutschland,1949,1980,1980,Presented anonymously through the Patrons of New Art 1997,,0,0.0,Male,640.0,Drypoint and aquatint on paper,"Heindorff, Michael",artist,http://www.tate.org.uk/art/images/work/P/P11/P11515_8.jpg,"Affirmations, VIII",http://www.tate.org.uk/art/artworks/heindorff-affirmations-viii-p11515,460.0
2011,"Cape Town, South Africa",1969,2000,2004,Presented by Charles Asprey 2010,,0,0.0,Male,1897.0,"Plywood, MDF, cotton wool, Perspex, paint, adhesive tape, graphite and resin","Heinzmann, Thilo",artist,,Love Story,http://www.tate.org.uk/art/artworks/heinzmann-love-story-t13302,1495.0
2004,"Berkeley, United States",1944,1970,1977,"Presented by Tyler Graphics Ltd in honour of Pat Gilmour, Tate Print Department 1974-7, 2004",,0,0.0,Male,602.0,Etching and aquatint on paper,"Heizer, Michael",artist,,Circle II,http://www.tate.org.uk/art/artworks/heizer-circle-ii-p12110,601.0
2004,"Brooklyn, United States",1928,1990,1999,"Presented by Tyler Graphics Ltd in honour of Pat Gilmour, Tate Print Department 1974-7, 2004",,2005,0.0,Male,1071.0,"Lithograph, screenprint, acrylic paint and watercolour on paper","Held, Al",artist,,Prime Moments V,http://www.tate.org.uk/art/artworks/held-prime-moments-v-p12115,750.0
1923,"Vannes, France",1859,1890,1895,Presented by Dr J.H. Badcock 1923,"Paris, France",1927,0.0,Male,302.0,Chalk on paper,"Helleu, Paul",artist,http://www.tate.org.uk/art/images/work/N/N03/N03729_8.jpg,Studies of Mme Helleu and Ellen,http://www.tate.org.uk/art/artworks/helleu-studies-of-mme-helleu-and-ellen-n03729,419.0
1959,"Galati, Romnia",1910,1950,1955,Presented by Mr and Mrs Alexander Margulies 1959,"Paris, France",1990,0.0,Male,797.0,Oil paint on canvas,"Helman, Robert",artist,http://www.tate.org.uk/art/images/work/T/T00/T00303_8.jpg,Candile,http://www.tate.org.uk/art/artworks/helman-candile-t00303,797.0
1938,"Newcastle upon Tyne, United Kingdom",1841,1860,1866,Presented by Godwin King 1938,,1917,0.0,Male,914.0,Oil paint on canvas,"Hemy, Charles Napier",artist,http://www.tate.org.uk/art/images/work/N/N04/N04921_8.jpg,Evening Grey,http://www.tate.org.uk/art/artworks/hemy-evening-grey-n04921,571.0
1982,"Chertsey, United Kingdom",1803,1830,1835,Bequeathed by Mrs F. Ambrose Clark through the British Sporting Art Trust 1982,,1877,0.0,Male,765.0,Oil paint on canvas,"Henderson, Charles Cooper",artist,http://www.tate.org.uk/art/images/work/T/T03/T03429_8.jpg,Mail Coach in a Snowstorm,http://www.tate.org.uk/art/artworks/henderson-mail-coach-in-a-snowstorm-t03429,454.0
1917,"Eastbourne, United Kingdom",1880,1910,1916,Presented by the Contemporary Art Society 1917,"Essex, United Kingdom",1967,0.0,Female,362.0,Charcoal on paper,"Henderson, Elsie Marian",artist,,A Tiger,http://www.tate.org.uk/art/artworks/henderson-a-tiger-n03207,216.0
1997,,1764,0,0,Purchased as part of the Opp Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1843,0.0,Male,73.0,Graphite and ink on paper,"Henderson, John",attributed to,http://www.tate.org.uk/art/images/work/T/T09/T09458_8.jpg,A French Peasant Woman,http://www.tate.org.uk/art/artworks/henderson-a-french-peasant-woman-t09458,123.0
2011,"London, United Kingdom",1917,1950,1956,Presented by the Estate of Nigel Henderson 2010,"Thorpe-le-Soken, United Kingdom",1985,0.0,Male,0.0,Printed and painted paper on wood,"Henderson, Nigel",artist,http://www.tate.org.uk/art/images/work/T/T13/T13304_8.jpg,Collage for Patio and Pavilion (the growth of plant forms),http://www.tate.org.uk/art/artworks/henderson-collage-for-patio-and-pavilion-the-growth-of-plant-forms-t13304,0.0
1979,"Ringmer, United Kingdom",1941,1970,1979,Purchased 1979,,0,0.0,Male,1451.0,Acrylic paint on canvas,"Henderson, William",artist,http://www.tate.org.uk/art/images/work/T/T02/T02389_8.jpg,Rougey,http://www.tate.org.uk/art/artworks/henderson-rougey-t02389,1753.0
1975,,0,1970,1971,Presented by Curwen Studio through the Institute of Contemporary Prints 1975,,0,0.0,Male,368.0,Lithograph on paper,"Henderson-Begg, Liselott",artist,,Untitled,http://www.tate.org.uk/art/artworks/henderson-begg-untitled-p06248,292.0
1946,"Kent, United Kingdom",1903,1940,1943,Presented by the War Artists Advisory Committee 1946,,1945,0.0,Male,635.0,Watercolour on paper,"Hennell, Thomas",artist,http://www.tate.org.uk/art/images/work/N/N05/N05702_8.jpg,"Slipway, Reykjavik Harbour. August 12, 1943",http://www.tate.org.uk/art/artworks/hennell-slipway-reykjavik-harbour-august-12-1943-n05702,479.0
1961,"Cincinnati, United States",1865,1890,1899,"Presented by Hirschl and Adler Gallery, New York through the American Friends of the Tate Gallery 1961","New York, United States",1929,0.0,Male,222.0,Oil paint on wood,"Henri, Robert",artist,,Market at Concarneau. Verso: Sailing Boats in a Bay,http://www.tate.org.uk/art/artworks/henri-market-at-concarneau-verso-sailing-boats-in-a-bay-t00440,159.0
2012,"Belfast, United Kingdom",1876,1910,1910,Accepted by HM Government in lieu of tax and allocated to Tate 2012,"Wicklow, ire",1958,0.0,Male,405.0,Oil paint on panel,"Henry, Paul",artist,,Achill Landscape,http://www.tate.org.uk/art/artworks/henry-achill-landscape-t13648,326.0
1979,"Surrey, United Kingdom",1935,1970,1977,Purchased 1979,,0,0.0,Male,2794.0,Oil paint and sand on canvas,"Hepher, David",artist,http://www.tate.org.uk/art/images/work/T/T02/T02404_8.jpg,Albany Flats,http://www.tate.org.uk/art/artworks/hepher-albany-flats-t02404,1975.0
2013,"Wakefield, United Kingdom",1903,1950,1957,Accepted by HM Government in lieu of inheritance tax 2010 and allocated to Tate 2012,"Saint Ives, United Kingdom",1975,0.0,Female,456.0,Oil paint and ink on board,"Hepworth, Dame Barbara",artist,http://www.tate.org.uk/art/images/work/T/T13/T13827_8.jpg,"Spring, 1957 (Project for Sculpture)",http://www.tate.org.uk/art/artworks/hepworth-spring-1957-project-for-sculpture-t13827,610.0
1969,,1862,0,0,Purchased 1969,,1862,0.0,Male,781.0,Oil paint on canvas,"Herbert, J.G.S.",artist,http://www.tate.org.uk/art/images/work/T/T01/T01110_8.jpg,Allegorical Still-Life,http://www.tate.org.uk/art/artworks/herbert-allegorical-still-life-t01110,629.0
1971,"Maldon, United Kingdom",1810,1860,1862,Purchased 1971,"London, United Kingdom",1890,0.0,Male,1759.0,Oil paint on canvas,"Herbert, John Rogers",artist,http://www.tate.org.uk/art/images/work/T/T01/T01455_8.jpg,Laborare est Orare,http://www.tate.org.uk/art/artworks/herbert-laborare-est-orare-t01455,972.0
1962,"Quivy, France",1882,1960,1960,Purchased 1962,"Paris, France",1960,0.0,Male,381.0,Gouache on board,"Herbin, Auguste",artist,http://www.tate.org.uk/art/images/work/T/T00/T00517_8.jpg,Nude,http://www.tate.org.uk/art/artworks/herbin-nude-t00517,479.0
1997,"London, United Kingdom",1961,1990,1994,Presented by Charles Booth-Clibborn in memory of Joshua Compston 1997,,0,0.0,Male,470.0,Screenprint on paper,"Herman, Andrew",artist,http://www.tate.org.uk/art/images/work/P/P11/P11429_8.jpg,[no title],http://www.tate.org.uk/art/artworks/herman-no-title-p11429,612.0
1999,"Warszawa, Polska",1911,1940,1948,Presented by Margaret Pemberton 1999,"Wales, United Kingdom",2000,25.0,Male,767.0,Oil paint on canvas,"Herman, Josef",artist,http://www.tate.org.uk/art/images/work/T/T07/T07551_8.jpg,The Rower,http://www.tate.org.uk/art/artworks/herman-the-rower-t07551,640.0
1989,"Bromley, United Kingdom",1901,1950,1951,"Presented by John Herbert, in accordance with the wishes of his late mother, Lady Herbert 1989",,1983,578.0,Female,635.0,Bronze,"Hermes, Gertrude",artist,http://www.tate.org.uk/art/images/work/T/T05/T05522_8.jpg,Lady Herbert,http://www.tate.org.uk/art/artworks/hermes-lady-herbert-t05522,742.0
2010,"Jena, Deutschland",1947,1990,1993,Presented by the Estate of Angus Fairhurst in memory of Angus Fairhurst 2009   ,,0,3500.0,Male,2400.0,"Wood, plastic, metal, paper and other materials","Herold, Georg",artist,,Cyberspace,http://www.tate.org.uk/art/artworks/herold-cyberspace-t13201,2625.0
1999,"Leeds, United Kingdom",1920,1950,1958,Purchased with asistance from Tate Friends St Ives 1999,"Saint Ives, United Kingdom",1999,30.0,Male,2138.0,Oil paint on canvas,"Heron, Patrick",artist,http://www.tate.org.uk/art/images/work/T/T07/T07500_8.jpg,Yellow Painting : October 1958 May/June 1959,http://www.tate.org.uk/art/artworks/heron-yellow-painting-october-1958-mayjune-1959-t07500,1524.0
