AIDS Orphans,AIDS-Related Deaths.Adults,AIDS-Related Deaths.All Ages,AIDS-Related Deaths.Children,AIDS-Related Deaths.Female Adults,AIDS-Related Deaths.Male Adults,Country,HIV Prevalence.Adults,Incidence Rate Among Adults,New HIV Infections.Adults,New HIV Infections.All Ages,New HIV Infections.Children,New HIV Infections.Female Adults,New HIV Infections.Male Adults,People Living with HIV.Adults,People Living with HIV.Children,People Living with HIV.Female Adults,People Living with HIV.Male Adults,Total,Year,Young Men,Young Women
154,48,54,6,14,34,Suriname,0.7709,0.1713,404,421,17,196.0,208,1902,34,802,1100,1936,1997,0.5937,0.7583
8750,2142,2935,792,1106,1036,Swaziland,20.85,4.62,16089,18071,1983,9379.0,6710,92916,4393,53053,39863,97309,1997,8.51,21.27
194,50,60,10,22,28,Tajikistan,0.0952,0.0276,753,783,30,316.0,437,2695,61,1195,1500,2756,1997,0.0362,0.0527
49924,33488,34812,1324,5667,27821,Thailand,1.93,0.1262,41417,44563,3146,19273.0,22144,657818,8739,154389,503428,666557,1997,1.96,1.38
14129,2919,3797,878,1651,1268,Togo,4.03,0.7412,15026,17467,2441,8868.0,6157,89438,6085,52645,36793,95523,1997,1.4,2.71
1263,265,275,10,67,198,Trinidad and Tobago,0.8705,0.1224,840,859,20,339.0,500,6313,58,2090,4223,6372,1997,0.6689,0.5693
748100,75230,91949,16719,37263,37967,Uganda,9.77,0.4863,38882,66746,27864,22304.0,16578,941026,130784,499705,441321,1071810,1997,1.61,3.07
3978,1919,1994,75,443,1477,Ukraine,0.3384,0.1029,26590,26775,185,7087.0,19503,89130,407,22178,66952,89537,1997,0.503,0.2086
359092,58143,73008,14865,32796,25348,United Republic of Tanzania,7.95,0.8762,112355,143737,31383,64460.0,47894,1167100,100058,674836,492266,1267160,1997,2.13,4.25
542,161,172,11,59,102,Uruguay,0.2823,0.0466,760,779,20,168.0,592,4825,75,1461,3364,4900,1997,0.2828,0.1531
229,74,82,8,14,60,Uzbekistan,0.0427,0.0172,2023,2052,29,431.0,1592,5253,49,1106,4147,5302,1997,0.0248,0.0124
876,446,513,67,97,349,Venezuela (Bolivarian Republic of),0.2474,0.0595,7047,7261,214,2275.0,4772,30406,362,8299,22107,30768,1997,0.292,0.1677
466,437,475,38,45,392,Viet Nam,0.0976,0.0434,16922,17058,136,1907.0,15015,39165,191,4203,34963,39356,1997,0.2194,0.0377
947,97,111,14,24,72,Yemen,0.0314,0.0041,276,307,30,82.0,195,2273,102,610,1664,2375,1997,0.0278,0.0145
301995,43420,54433,11013,23832,19587,Zambia,15.79,1.83,70579,92677,22098,39949.0,30630,766559,77026,435106,331452,843585,1997,4.25,8.2
398832,77502,91647,14146,41811,35691,Zimbabwe,26.0311,3.21155,136939,164815,27880,76536.0,60403,1583970,95728,888334,695639,1679710,1997,8.1085,15.1012
519,61,69,8,14,46,Afghanistan,0.0175,0.0026,210,228,17,57.0,154,1509,45,402,1107,1554,1998,0.0063,0.0051
555,71,76,5,20,51,Algeria,0.011,0.0019,296,306,11,111.0,185,1821,35,616,1205,1856,1998,0.0089,0.0072
23071,3421,4546,1125,1923,1498,Angola,1.28,0.2253,15047,17998,2951,8843.0,6204,91279,7613,53445,37834,98892,1998,0.4123,0.8079
7910,1408,1528,120,438,970,Argentina,0.2974,0.0305,5505,5681,176,1623.0,3882,57702,765,17646,40056,58466,1998,0.2204,0.1428
5872,817,818,1,53,764,Australia,0.133,0.0102,1013,1013,0,98.0,915,14513,15,1124,13389,14528,1998,0.097,0.0154
50,16,17,1,4,12,Azerbaijan,0.0172,0.0058,259,262,3,77.0,182,793,6,233,560,799,1998,0.0082,0.0064
1228,253,259,6,70,184,Bahamas,2.97,0.3165,485,493,8,149.0,336,4921,30,1475,3446,4952,1998,2.26,1.45
80,21,23,1,4,17,Bangladesh,0.0007,0.0003,177,183,5,36.0,141,498,10,102,396,508,1998,0.0004,0.0002
47,40,44,4,13,27,Belarus,0.0509,0.0189,1048,1068,19,370.0,679,2868,31,1000,1869,2899,1998,0.0225,0.0264
49,12,15,4,4,7,Belize,0.6309,0.2117,232,244,12,105.0,127,737,22,312,425,759,1998,0.584,0.6137
6436,1358,1756,399,642,716,Benin,1.34726,0.220127,6642,7692,1048,3728.0,2915,43482,2412,22808,20673,45894,1998,0.504623,0.827566
3667,623,685,62,157,466,Bolivia (Plurinational State of),0.3234,0.0299,1150,1275,126,334.0,816,13210,434,3712,9498,13644,1998,0.2591,0.1512
40391,8336,9885,1549,4308,4028,Botswana,25.11,3.85,25921,29052,3131,14236.0,11685,232430,9132,129611,102819,241563,1998,8.76,25.93
132383,15514,16795,1281,4582,10932,Brazil,0.4058,0.0379,34985,37157,2172,14125.0,20860,401945,8778,141121,260824,410724,1998,0.2183,0.2101
100865,11624,14095,2471,6657,4967,Burkina Faso,2.92,0.1285,6216,10532,4317,3667.0,2549,157280,20015,92540,64740,177295,1998,0.4962,1.01
21655,3504,4605,1101,1667,1837,Burundi,3.1,0.4536,12772,15738,2966,7244.0,5528,93942,8184,49966,43976,102126,1998,1.01,1.78
122863,25086,29408,4321,12783,12305,C?te d'Ivoire,5.67356,0.661134,50513,59667,9155,27699.0,22816,488995,28116,264657,224339,517110,1998,1.53927,3.04015
98476,16478,20501,4023,8976,7502,Cameroon,5.19,0.7125,47348,55904,8557,27184.0,20164,385380,25736,219518,165862,411115,1998,1.55,3.04
942,122,148,26,68,53,Cape Verde,1.52,0.1994,360,408,49,198.0,162,2947,186,1662,1285,3133,1998,0.82,1.34
38305,7810,9493,1683,4451,3358,Central African Republic,8.83,1.03,16591,20268,3677,9557.0,7033,164219,11484,95668,68551,175703,1998,2.48,4.94
27887,4082,5413,1331,2263,1819,Chad,2.79,0.4712,15689,19059,3369,9117.0,6572,101262,9160,58569,42693,110422,1998,0.8773,1.75
9869,2159,2348,189,960,1199,Colombia,0.223,0.0304,6442,6765,323,1493.0,4948,49477,1454,17630,31848,50931,1998,0.1903,0.1114
962,148,157,9,41,107,Costa Rica,0.1421,0.0196,386,403,17,112.0,273,2985,66,882,2103,3051,1998,0.1144,0.073
249,76,78,2,15,61,Cuba,0.027,0.005,323,329,6,75.0,248,1811,19,414,1396,1830,1998,0.0092,0.0056
265176,24613,30214,5600,13004,11609,Democratic Republic of the Congo,1.88,0.2243,45353,57251,11898,26275.0,19078,410476,43329,232113,178363,453805,1998,0.502,0.9661
758,230,292,62,105,125,Djibouti,2.44,0.4468,1529,1740,210,824.0,705,8887,516,4496,4392,9404,1998,0.9912,1.6
11496,3267,3771,504,1657,1611,Dominican Republic,2.19,0.2875,11692,12602,910,4560.0,7132,94690,2804,44062,50628,97494,1998,1.62,1.77
6272,1012,1094,82,282,730,Ecuador,0.3443,0.0338,2074,2226,151,608.0,1466,22441,560,6679,15762,23001,1998,0.2785,0.1736
196,35,39,4,9,27,Egypt,0.0034,0.0007,235,245,9,66.0,169,1159,23,318,841,1182,1998,0.0035,0.002
2559,379,415,36,106,273,El Salvador,0.3642,0.0613,1658,1739,81,523.0,1135,10276,251,3173,7103,10527,1998,0.3517,0.2061
1021,175,218,43,93,82,Equatorial Guinea,1.75,0.4096,1021,1159,138,565.0,456,4655,394,2567,2088,5049,1998,0.5464,1.1
2235,489,657,169,326,163,Eritrea,1.58,0.2075,1556,1950,394,1055.0,501,13217,1230,8995,4222,14447,1998,0.3902,1.14
3933,919,1157,238,623,296,Gabon,4.2,0.7975,4737,5245,508,3293.0,1444,27543,1301,19179,8363,28843,1998,1.05,3.54
936,168,238,70,92,76,Gambia,1.27,0.3227,1753,1960,207,1025.0,728,7292,422,4253,3039,7714,1998,0.5019,0.9664
263,63,65,2,20,43,Georgia,0.0544,0.0102,269,273,4,95.0,174,1483,12,563,919,1494,1998,0.0169,0.0219
83156,13117,15624,2507,7130,5987,Ghana,2.87,0.3351,29062,34382,5320,16553.0,12509,270559,17659,154023,116536,288218,1998,0.7795,1.57
2170,591,592,1,105,486,Greece,0.1384,0.014,796,796,0,137.0,659,8490,16,1545,6945,8506,1998,0.1092,0.0379
973,201,233,32,37,164,Guatemala,0.1947,0.0545,2731,2833,101,722.0,2010,10208,182,2388,7820,10389,1998,0.2461,0.0987
12959,3050,3904,855,1797,1253,Guinea,1.8,0.2073,8290,10325,2035,5062.0,3228,76545,5491,46634,29911,82036,1998,0.4796,1.13
231,79,98,19,42,37,Guyana,0.8583,0.1477,560,608,47,257.0,303,3340,124,1680,1659,3464,1998,0.6365,0.897
49937,10469,12368,1898,5368,5100,Haiti,5.41034,0.671254,25893,29900,4007,14730.0,11164,232589,12151,129231,103358,244738,1998,1.51174,3.86822
26787,3098,3576,478,1481,1617,Honduras,1.52,0.0581,1552,2246,694,603.0,949,44122,3820,21961,22161,47942,1998,0.5731,0.7783
206,205,228,22,37,169,Indonesia,0.0167,0.0067,7310,7406,96,1575.0,5735,18688,142,3717,14971,18830,1998,0.0329,0.0117
1787,324,377,53,167,157,Iran (Islamic Republic of),0.0412,0.0147,4881,5073,192,1845.0,3035,14464,556,6541,7922,15020,1998,0.0164,0.0237
176,320,324,4,88,233,Italy,0.1803,0.0704,20674,20682,8,5798.0,14876,53106,11,14896,38210,53117,1998,0.2446,0.1478
5719,1324,1435,111,456,869,Jamaica,2.24,0.225,2781,2949,168,1047.0,1734,29536,535,11161,18374,30070,1998,1.56,1.39
219,60,63,3,6,54,Kazakhstan,0.0306,0.0086,734,742,8,113.0,621,2646,16,363,2283,2662,1998,0.017,0.0057
454356,79585,101832,22247,40798,38789,Kenya,12.2413,0.716212,81053,124261,43209,45174.0,35882,1656270,155172,904358,751913,1811440,1998,5.04824,10.2372
47,11,12,1,3,9,Kyrgyzstan,0.0187,0.0054,134,137,3,39.0,96,491,6,136,355,497,1998,0.0085,0.0065
375,228,232,4,66,162,Latvia,0.4432,0.0514,608,611,3,182.0,427,5484,17,1676,3809,5501,1998,0.3965,0.2687
18758,4535,5620,1085,2433,2101,Lesotho,17.3,3.47,25047,27709,2661,14390.0,10658,153403,6357,86509,66894,159761,1998,7.11,12.04
5345,1148,1547,399,607,541,Liberia,2.35,0.3444,4083,5036,953,2335.0,1747,31238,2442,17938,13300,33680,1998,0.7129,2.4
2275,636,907,271,293,342,Madagascar,0.4503,0.097,6401,7227,826,3053.0,3347,31128,1735,15108,16019,32863,1998,0.3628,0.4746
281239,43527,54726,11199,24440,19087,Malawi,16.69,2.03,81830,106143,24313,46778.0,35052,845870,80009,493442,352428,925879,1998,3.58,9.32
27520,6421,6440,19,133,6288,Malaysia,0.6653,0.1004,12908,12948,41,563.0,12345,92184,98,2636,89547,92282,1998,0.4618,0.0254
47503,6533,7966,1433,3649,2885,Mali,1.88,0.1237,5783,8537,2755,3348.0,2434,96827,11948,55804,41022,108774,1998,0.3681,0.7453
1747,322,408,86,166,156,Mauritania,0.7496,0.1179,1375,1580,205,721.0,654,9304,564,4938,4367,9868,1998,0.4608,0.7387
29153,6594,6868,274,900,5694,Mexico,0.2836,0.0188,9564,10029,466,1680.0,7884,152648,1597,23911,128737,154245,1998,0.2587,0.0706
0,0,0,0,0,0,Mongolia,0.0003,0.0001,1,1,0,0.0,1,4,0,1,3,4,1998,0.0004,0.0001
847,218,247,29,135,83,Morocco,0.05,0.0105,1520,1582,63,724.0,796,7509,183,4450,3059,7692,1998,0.0301,0.0574
98066,15283,20221,4936,7588,7696,Mozambique,6.28196,1.31661,88123,101619,13494,51795.0,36331,466819,31061,262693,204125,497880,1998,2.58305,4.17488
9822,4979,5307,328,850,4129,Myanmar,0.5756,0.1184,27546,28648,1102,6934.0,20612,137958,2199,30124,107834,140157,1998,0.8231,0.3687
12915,3649,4595,947,2086,1562,Namibia,15.14,2.99,22904,25201,2296,13234.0,9670,140134,5268,81763,58371,145402,1998,5.92,11.26
206,85,115,29,22,63,Nepal,0.0871,0.0431,4822,4975,153,1367.0,3455,10051,213,2859,7193,10264,1998,0.0529,0.0383
4076,463,527,64,223,240,Nicaragua,0.3982,0.0439,1012,1116,104,271.0,742,9748,560,3930,5818,10308,1998,0.3098,0.218
9057,1629,2218,589,690,939,Niger,1.08,0.1719,7609,9139,1530,3621.0,3988,50729,3501,23925,26804,54230,1998,0.7541,0.9745
526264,92757,114300,21543,47185,45575,Nigeria,3.68743,0.536797,294260,344902,50641,167047.0,127210,2207000,133165,1226280,980723,2340170,1998,1.15843,2.27594
2247,295,322,27,69,226,Pakistan,0.0097,0.0018,1133,1201,67,309.0,825,6562,207,1751,4811,6768,1998,0.0034,0.0027
2243,550,589,38,151,399,Panama,0.6715,0.0452,684,746,62,200.0,485,10830,247,3198,7632,11076,1998,0.4977,0.3185
1425,433,561,128,213,221,Papua New Guinea,0.6162,0.1305,3462,3915,452,1916.0,1546,17145,1053,9146,7999,18198,1998,0.2505,0.4428
2102,321,351,30,83,238,Paraguay,0.3155,0.0497,1222,1279,57,352.0,869,8201,180,2334,5867,8381,1998,0.2806,0.1679
36440,4201,4464,262,1154,3048,Peru,0.4386,0.0357,4567,4997,430,1350.0,3217,60131,2372,17706,42425,62503,1998,0.2678,0.1664
117,36,43,7,14,22,Philippines,0.0045,0.0011,409,428,19,139.0,271,1744,42,634,1110,1786,1998,0.0045,0.0036
247,121,127,6,31,90,Republic of Moldova,0.186515,0.04952,1409,1423,14,397.0,1012,5423,31,1527,3896,5454,1998,0.081465,0.06837
82289,13189,15642,2453,7135,6054,Rwanda,5.59,0.4563,13648,18447,4799,8012.0,5636,195946,22582,111646,84300,218528,1998,1.08,2.23
4881,745,999,255,403,342,Senegal,0.5866,0.1215,4963,5654,690,2776.0,2187,25309,1715,14242,11067,27024,1998,0.3739,0.6277
413,174,272,98,93,81,Sierra Leone,0.5761,0.1779,3287,3617,330,1900.0,1387,11037,552,6384,4653,11589,1998,0.25,0.7455
2395,572,766,194,250,322,Somalia,0.5527,0.0925,2941,3440,499,1436.0,1505,18513,1117,8685,9829,19631,1998,0.2325,0.3045
244759,89062,113377,24315,46629,42432,South Africa,15.11,3.54,782311,845910,63599,442655.0,339655,3944930,136009,2231040,1713890,4080940,1998,6.17,18.79
4676,1510,2062,552,854,656,South Sudan,1.92,0.4165,11761,13285,1525,6794.0,4967,58751,3299,34100,24651,62051,1998,0.714,1.4
18269,1727,1732,6,362,1364,Spain,0.4598,0.0194,4175,4177,2,813.0,3362,109320,453,25206,84114,109773,1998,0.2646,0.1155
26,9,10,1,2,7,Sri Lanka,0.0038,0.0009,91,93,2,26.0,65,404,5,112,292,409,1998,0.0043,0.0025
1736,327,429,102,170,157,Sudan,0.0828,0.0154,1885,2138,253,951.0,934,10608,656,5648,4960,11263,1998,0.0539,0.0848
207,62,70,8,20,42,Suriname,0.9038,0.1871,451,471,20,219.0,231,2278,44,997,1282,2322,1998,0.662,0.8996
12628,2872,3795,923,1495,1377,Swaziland,22.66,4.36,15250,17405,2155,8885.0,6365,104285,5242,59792,44493,109527,1998,8.56,22.1
282,71,83,12,31,40,Tajikistan,0.1177,0.0308,859,894,35,347.0,512,3424,77,1490,1934,3502,1998,0.0434,0.0614
72507,39699,41155,1457,7290,32408,Thailand,1.88,0.1063,35419,38664,3245,17777.0,17642,649974,10189,164449,485525,660163,1998,1.55,1.36
17953,3561,4572,1011,2029,1532,Togo,4.36,0.7214,15028,17704,2676,8860.0,6168,100000,7080,59021,40979,107080,1998,1.45,2.82
1412,303,314,11,81,221,Trinidad and Tobago,0.9195,0.1224,853,874,21,350.0,503,6788,66,2332,4455,6854,1998,0.6748,0.6077
823288,76231,92606,16376,38310,37921,Uganda,9.02,0.4794,39806,66258,26452,22890.0,16916,897963,133841,481243,416721,1031800,1998,1.41,2.7
4782,2482,2585,103,595,1886,Ukraine,0.4419,0.1228,31783,32045,262,10544.0,21239,116347,548,31894,84452,116895,1998,0.6039,0.3053
419288,64451,80166,15715,36467,27984,United Republic of Tanzania,7.92,0.8123,106968,138942,31974,61312.0,45657,1196940,108524,692584,504354,1305460,1998,2.01,4.02
586,93,103,10,31,62,Uruguay,0.3137,0.0456,749,766,17,156.0,592,5425,78,1578,3848,5503,1998,0.3058,0.1537
381,118,131,13,23,96,Uzbekistan,0.0661,0.0276,3344,3390,46,727.0,2617,8372,76,1801,6571,8448,1998,0.0385,0.0198
1519,688,776,89,155,533,Venezuela (Bolivarian Republic of),0.29,0.0575,6973,7228,255,2297.0,4676,36593,484,10432,26161,37077,1998,0.3203,0.1985
881,804,865,62,86,718,Viet Nam,0.1423,0.0536,21455,21670,214,2875.0,18580,58634,316,6984,51650,58950,1998,0.3062,0.0608
1154,110,125,16,28,82,Yemen,0.0325,0.0043,303,335,33,93.0,210,2446,113,672,1775,2559,1998,0.0278,0.0153
342978,46922,58459,11536,25908,21014,Zambia,15.74,1.76,69747,92277,22531,39439.0,30307,786507,82659,447456,339050,869166,1998,4.12,7.95
464217,86759,101620,14860,47194,39564,Zimbabwe,25.6521,2.71253,118155,145925,27771,65985.0,52170,1598960,103610,899561,699400,1702570,1998,7.40294,13.9668
637,71,80,9,17,54,Afghanistan,0.0184,0.0028,231,250,19,62.0,169,1647,52,444,1204,1700,1999,0.0064,0.0052
608,81,87,6,23,57,Algeria,0.0121,0.0021,332,344,12,127.0,205,2061,39,716,1345,2100,1999,0.0097,0.0082
27232,3993,5273,1280,2263,1729,Angola,1.39,0.2333,16038,19313,3275,9416.0,6622,102403,8744,60104,42299,111147,1999,0.437,0.8596
8634,1323,1432,108,397,926,Argentina,0.3102,0.0301,5491,5661,169,1618.0,3873,61453,858,18833,42620,62311,1999,0.219,0.1416
6019,698,699,1,47,651,Australia,0.1343,0.0102,1015,1015,0,102.0,914,14874,14,1184,13689,14887,1999,0.0959,0.0158
68,22,24,2,6,16,Azerbaijan,0.0232,0.0072,326,330,4,98.0,228,1093,8,324,769,1101,1999,0.0107,0.0087
1424,282,287,5,79,203,Bahamas,3.02,0.3034,471,476,6,146.0,325,5105,31,1546,3558,5135,1999,2.19,1.42
117,31,33,2,6,25,Bangladesh,0.001,0.0004,258,265,7,53.0,205,721,14,148,573,735,1999,0.0006,0.0003
78,66,71,6,21,44,Belarus,0.0723,0.0239,1326,1352,26,474.0,852,4076,46,1444,2632,4123,1999,0.0304,0.038
69,17,22,5,7,11,Belize,0.8535,0.2762,318,336,18,153.0,165,1046,32,462,584,1079,1999,0.7584,0.8685
8680,1701,2164,462,823,880,Benin,1.42959,0.203911,6360,7501,1141,3604.0,2753,47808,2850,25443,22366,50658,1999,0.490579,0.838843
4376,696,761,64,178,518,Bolivia (Plurinational State of),0.3193,0.0258,1015,1140,125,296.0,719,13394,468,3797,9597,13862,1999,0.2391,0.1415
51157,10042,11760,1718,5220,4822,Botswana,25.76,3.4,23246,26537,3291,12712.0,10534,245801,10571,137241,108559,256372,1999,8.38,25.26
138119,12540,13877,1337,3859,8681,Brazil,0.4174,0.0382,35936,38167,2231,14508.0,21428,423787,9377,151559,272228,433165,1999,0.2182,0.2144
111788,11922,14342,2420,6877,5045,Burkina Faso,2.66,0.0956,4788,8792,4004,2822.0,1967,148371,20349,87632,60739,168720,1999,0.411,0.8325
27075,4142,5360,1218,2007,2135,Burundi,3.17,0.3956,11356,14424,3068,6482.0,4874,99258,9225,53299,45959,108483,1999,0.9642,1.75
143036,27701,32301,4601,14244,13457,C?te d'Ivoire,5.69949,0.598062,46845,56176,9333,25719.0,21126,503414,30682,273736,229679,534094,1999,1.46226,2.90708
119102,18972,23349,4377,10417,8556,Cameroon,5.33,0.673,46042,55006,8964,26412.0,19630,409192,28660,233858,175334,437852,1999,1.51,2.98
1098,138,165,27,77,60,Cape Verde,1.55,0.1857,348,397,49,191.0,157,3129,199,1760,1369,3328,1999,0.8108,1.33
45375,8790,10573,1783,5025,3765,Central African Republic,8.82,0.8829,14536,18232,3696,8369.0,6168,168331,12469,98173,70157,180799,1999,2.3,4.62
33134,4704,6207,1503,2628,2076,Chad,2.98,0.4763,16383,20085,3703,9512.0,6870,112136,10453,65028,47108,122589,1999,0.9171,1.83
11307,2455,2647,192,1052,1402,Colombia,0.2368,0.0319,6884,7215,331,1940.0,4944,53662,1537,18473,35189,55199,1999,0.2012,0.1121
1058,164,173,9,46,118,Costa Rica,0.1506,0.0204,413,431,18,121.0,293,3249,70,963,2287,3319,1999,0.1209,0.0773
285,88,91,2,18,70,Cuba,0.031,0.0057,371,378,7,88.0,284,2083,22,482,1601,2105,1999,0.01,0.0062
277860,25562,31421,5859,13708,11854,Democratic Republic of the Congo,1.9,0.2209,45597,57880,12283,26397.0,19200,424648,45541,241652,182996,470189,1999,0.5078,0.9753
1072,303,376,72,141,162,Djibouti,2.65,0.4021,1404,1629,224,768.0,636,9874,613,5069,4805,10487,1999,0.9753,1.64
14846,3928,4463,536,1944,1984,Dominican Republic,2.27,0.2565,10639,11566,927,4258.0,6380,100479,3102,45980,54500,103581,1999,1.61,1.7
7160,1133,1219,86,318,816,Ecuador,0.3474,0.0324,2034,2186,153,596.0,1437,23204,601,6931,16273,23804,1999,0.2667,0.1673
240,43,47,4,11,32,Egypt,0.004,0.0008,276,287,11,78.0,198,1384,28,385,999,1412,1999,0.004,0.0023
2937,433,473,40,124,310,El Salvador,0.3979,0.0639,1743,1830,87,554.0,1189,11341,281,3553,7788,11622,1999,0.3768,0.2243
1195,206,257,52,110,96,Equatorial Guinea,2.09,0.501,1294,1464,170,716.0,578,5775,470,3189,2587,6245,1999,0.6586,1.33
2890,601,789,187,402,199,Eritrea,1.59,0.175,1394,1809,415,944.0,450,14335,1375,9761,4574,15710,1999,0.3627,1.07
4967,1125,1400,275,766,359,Gabon,4.61,0.7919,4822,5384,563,3344.0,1477,31166,1528,21704,9463,32694,1999,1.1,3.73
1179,219,306,88,122,97,Gambia,1.49,0.3317,1855,2100,246,1087.0,767,8832,526,5174,3658,9358,1999,0.572,1.11
287,72,74,2,24,48,Georgia,0.0621,0.0116,303,308,5,105.0,198,1681,13,635,1046,1694,1999,0.0196,0.0242
94586,14622,17283,2662,8035,6587,Ghana,2.88,0.2906,25835,31223,5388,14717.0,11118,279225,19108,159568,119657,298334,1999,0.7348,1.49
2263,609,610,1,108,500,Greece,0.1416,0.0145,827,827,0,143.0,685,8722,14,1587,7135,8737,1999,0.1134,0.0393
1360,272,315,43,53,219,Guatemala,0.2411,0.0627,3231,3364,133,912.0,2319,13016,246,3229,9787,13262,1999,0.2951,0.1283
16625,3588,4502,914,2124,1465,Guinea,1.81,0.178,7259,9304,2045,4429.0,2830,78786,6048,48079,30706,84834,1999,0.4408,1.05
319,103,124,21,53,50,Guyana,0.9418,0.1418,541,591,49,250.0,291,3688,143,1823,1865,3831,1999,0.6724,0.9279
60278,11991,14024,2033,6222,5769,Haiti,5.50168,0.615231,24407,28504,4098,13921.0,10486,243896,13412,136343,107554,257307,1999,1.44461,3.7503
29911,3192,3646,454,1536,1656,Honduras,1.39,0.0468,1289,1907,618,419.0,870,41669,3833,20589,21080,45502,1999,0.4895,0.6182
381,359,396,37,65,294,Indonesia,0.0247,0.0088,9860,10014,154,2354.0,7506,28100,234,5993,22107,28334,1999,0.0463,0.0184
2122,425,488,63,208,217,Iran (Islamic Republic of),0.0513,0.0141,4874,5080,206,1626.0,3248,18877,636,7977,10901,19514,1999,0.0211,0.0271
390,591,596,6,160,430,Italy,0.2241,0.0465,13544,13556,12,3799.0,9745,66099,19,18566,47533,66119,1999,0.2853,0.1762
7051,1502,1616,114,523,978,Jamaica,2.26,0.209,2614,2780,167,949.0,1665,30154,584,11399,18755,30738,1999,1.46,1.3
292,81,85,4,9,72,Kazakhstan,0.0379,0.0096,817,827,11,132.0,685,3294,21,480,2814,3315,1999,0.02,0.0072
547646,89507,112328,22820,46280,43227,Kenya,11.5561,0.480899,56398,97963,41566,31603.0,24793,1615560,165390,886224,729334,1780950,1999,4.17021,8.70354
64,15,17,1,4,12,Kyrgyzstan,0.0238,0.0067,173,177,4,51.0,123,645,8,182,463,653,1999,0.0105,0.0084
487,271,274,3,79,192,Latvia,0.4662,0.0521,614,618,4,183.0,431,5768,18,1767,4001,5786,1999,0.3901,0.2645
24138,5696,6935,1238,3119,2577,Lesotho,18.74,3.44,24762,27632,2870,14312.0,10450,169330,7461,96590,72740,176792,1999,7.26,12.61
7066,1398,1858,460,746,652,Liberia,2.43,0.3006,3828,4870,1042,2188.0,1640,34276,2860,19744,14533,37136,1999,0.6889,2.37
3335,863,1190,327,399,464,Madagascar,0.5115,0.0946,6435,7363,928,3028.0,3407,36543,2131,17669,18874,38674,1999,0.3975,0.5177
329186,48429,60232,11803,27304,21126,Malawi,16.73,1.87,76901,101482,24581,43908.0,32992,870175,86749,507996,362180,956924,1999,3.43,8.89
35513,7110,7131,21,146,6964,Malaysia,0.6717,0.0958,12684,12727,43,621.0,12062,96109,112,3124,92985,96221,1999,0.4427,0.0283
54044,6819,8256,1437,3832,2987,Mali,1.78,0.1216,5863,8551,2688,3390.0,2473,94706,12407,54733,39973,107113,1999,0.3341,0.6706
2148,382,479,97,197,185,Mauritania,0.8042,0.1191,1437,1662,225,752.0,684,10352,643,5489,4863,10995,1999,0.4807,0.7726
37472,7691,7967,276,1071,6620,Mexico,0.2769,0.0177,9209,9655,447,1617.0,7592,152672,1727,24247,128425,154399,1999,0.222,0.0624
0,0,0,0,0,0,Mongolia,0.0005,0.0002,2,2,0,0.0,2,6,0,1,5,6,1999,0.0006,0.0002
1030,267,300,33,163,103,Morocco,0.0583,0.0122,1800,1868,68,761.0,1040,8968,207,5015,3953,9175,1999,0.0389,0.0618
121371,18419,24261,5842,9429,8989,Mozambique,7.07764,1.40713,96074,111496,15419,56676.0,39399,540448,37156,307978,232472,577604,1999,2.81359,4.64288
14107,6255,6670,416,1161,5094,Myanmar,0.6622,0.1369,32539,33901,1362,8338.0,24201,161875,2845,37099,124776,164720,1999,0.9238,0.4378
17968,4805,5904,1099,2757,2048,Namibia,16.31,2.62,20365,22832,2467,11721.0,8644,155313,6245,90665,64648,161558,1999,5.9,11.35
410,164,213,49,44,120,Nepal,0.1375,0.0578,6606,6845,239,1919.0,4687,16190,359,4717,11473,16549,1999,0.0797,0.06
4414,503,566,63,235,268,Nicaragua,0.3985,0.039,928,1027,99,255.0,673,10053,562,3917,6136,10615,1999,0.308,0.2019
11995,2003,2678,674,848,1155,Niger,1.15,0.1639,7488,9156,1668,3527.0,3961,56279,4072,26469,29809,60351,1999,0.7727,1.0
620673,106842,130729,23886,55490,51351,Nigeria,3.84386,0.498221,279354,333045,53692,158455.0,120898,2362310,150187,1320350,1041960,2512490,1999,1.15245,2.27951
2639,334,365,30,80,254,Pakistan,0.0107,0.002,1319,1394,75,362.0,957,7481,235,2025,5455,7715,1999,0.0038,0.0031
2782,585,624,39,161,424,Panama,0.6607,0.0453,701,761,60,204.0,497,10932,265,3241,7691,11198,1999,0.4424,0.2843
1968,570,725,155,285,285,Papua New Guinea,0.7036,0.1344,3660,4179,519,2039.0,1620,20112,1304,10846,9266,21416,1999,0.2678,0.4878
2484,368,402,33,96,272,Paraguay,0.3425,0.0547,1382,1444,62,399.0,983,9158,202,2621,6537,9360,1999,0.3014,0.1812
39035,4273,4532,259,1187,3086,Peru,0.4288,0.0356,4634,5053,419,1370.0,3264,59939,2376,17765,42174,62314,1999,0.2609,0.1632
165,49,58,9,19,30,Philippines,0.0055,0.0012,475,497,22,159.0,316,2157,52,770,1386,2209,1999,0.0054,0.0042
346,167,174,7,44,123,Republic of Moldova,0.225658,0.052483,1492,1509,16,423.0,1069,6567,38,1869,4698,6605,1999,0.093255,0.080914
92341,14070,16645,2575,7663,6407,Rwanda,5.26,0.393,12633,17503,4870,7415.0,5219,196721,24164,112548,84173,220886,1999,0.9973,2.06
