attributes_bats,attributes_height,attributes_throws,attributes_weight,batting,birth_city,birth_country,birth_day,birth_month,birth_state,birth_year,fielding,name,pitching,salaries
R,75,R,195,"[{'runs': 0, 'hits': 0, 'at bats': 4, 'year': 1958}]",Brooklyn,USA,25,8,NY,1934,"[{'assists': 1, 'year': 1958, 'errors': 0, 'putouts': 0}]",Ralph Mauriello,"[{'wins': 1, 'hits': 10, 'losses': 1, 'games': 3, 'year': 1958}]",[]
L,73,L,165,"[{'runs': 0, 'hits': 0, 'at bats': 0, 'year': 1937}]",Swissvale,USA,27,4,PA,1914,"[{'assists': 0, 'year': 1937, 'errors': 0, 'putouts': 1}]",Charles Lowrie Crawford,"[{'wins': 0, 'hits': 12, 'losses': 0, 'games': 6, 'year': 1937}]",[]
R,71,R,160,"[{'runs': 10, 'hits': 0, 'at bats': 9, 'year': 1978}]",Wilma,USA,10,12,AR,1956,"[{'assists': 14, 'year': 1978, 'errors': 1, 'putouts': 14}]",Darrell Lee Woodard,[],[]
L,71,R,180,"[{'runs': 6, 'hits': 5, 'at bats': 36, 'year': 1915}]",Barnesville,USA,25,5,GA,1893,"[{'assists': 1, 'year': 1915, 'errors': 2, 'putouts': 14}]",Wilborn Everett Bankston,[],[]
R,74,R,200,"[{'runs': 11, 'hits': 16, 'at bats': 59, 'year': 2009}, {'runs': 19, 'hits': 54, 'at bats': 207, 'year': 2010}]",Ponca City,USA,16,3,OK,1983,"[{'assists': 32, 'year': 2009, 'errors': 1, 'putouts': 48}, {'assists': 16, 'year': 2010, 'errors': 7, 'putouts': 173}]",Rusty Allen Ryal,[],"[{'salary': 401000, 'year': 2010}]"
R,75,R,200,"[{'runs': 1, 'hits': 0, 'at bats': 5, 'year': 1982}, {'runs': 1, 'hits': 2, 'at bats': 22, 'year': 1983}, {'runs': 0, 'hits': 0, 'at bats': 4, 'year': 1984}, {'runs': 0, 'hits': 1, 'at bats': 17, 'year': 1985}, {'runs': 0, 'hits': 0, 'at bats': 1, 'year': 1986}, {'runs': 0, 'hits': 0, 'at bats': 0, 'year': 1987}, {'runs': 0, 'hits': 0, 'at bats': 0, 'year': 1988}, {'runs': 0, 'hits': 0, 'at bats': 0, 'year': 1989}, {'runs': 0, 'hits': 0, 'at bats': 0, 'year': 1990}]",Villa Mella,D.R.,1,2,Santo Domingo,1960,"[{'assists': 2, 'year': 1982, 'errors': 0, 'putouts': 1}, {'assists': 9, 'year': 1983, 'errors': 2, 'putouts': 5}, {'assists': 3, 'year': 1984, 'errors': 0, 'putouts': 2}, {'assists': 13, 'year': 1985, 'errors': 1, 'putouts': 6}, {'assists': 5, 'year': 1986, 'errors': 1, 'putouts': 1}, {'assists': 2, 'year': 1987, 'errors': 1, 'putouts': 1}, {'assists': 3, 'year': 1988, 'errors': 1, 'putouts': 2}, {'assists': 5, 'year': 1989, 'errors': 0, 'putouts': 4}, {'assists': 5, 'year': 1990, 'errors': 0, 'putouts': 3}]",Cecilio Guante,"[{'wins': 0, 'hits': 28, 'losses': 0, 'games': 10, 'year': 1982}, {'wins': 2, 'hits': 90, 'losses': 6, 'games': 49, 'year': 1983}, {'wins': 2, 'hits': 32, 'losses': 3, 'games': 27, 'year': 1984}, {'wins': 4, 'hits': 84, 'losses': 6, 'games': 63, 'year': 1985}, {'wins': 5, 'hits': 65, 'losses': 2, 'games': 52, 'year': 1986}, {'wins': 3, 'hits': 42, 'losses': 2, 'games': 23, 'year': 1987}, {'wins': 5, 'hits': 67, 'losses': 6, 'games': 63, 'year': 1988}, {'wins': 6, 'hits': 66, 'losses': 6, 'games': 50, 'year': 1989}, {'wins': 2, 'hits': 38, 'losses': 3, 'games': 26, 'year': 1990}]","[{'salary': 2337500, 'year': 1985}]"
R,71,R,190,"[{'runs': 0, 'hits': 0, 'at bats': 1, 'year': 1903}, {'runs': 1, 'hits': 1, 'at bats': 3, 'year': 1906}, {'runs': 1, 'hits': 2, 'at bats': 21, 'year': 1907}]",Cincinnati,USA,8,1,OH,1885,"[{'assists': 1, 'year': 1903, 'errors': 0, 'putouts': 0}, {'assists': 4, 'year': 1906, 'errors': 0, 'putouts': 2}, {'assists': 14, 'year': 1907, 'errors': 2, 'putouts': 9}]",William Jackson Bartley,"[{'wins': 0, 'hits': 3, 'losses': 0, 'games': 1, 'year': 1903}, {'wins': 0, 'hits': 10, 'losses': 0, 'games': 3, 'year': 1906}, {'wins': 0, 'hits': 44, 'losses': 1, 'games': 15, 'year': 1907}]",[]
B,75,R,185,"[{'runs': 0, 'hits': 0, 'at bats': 0, 'year': 1984}, {'runs': 0, 'hits': 0, 'at bats': 0, 'year': 1985}]",Hickory,USA,21,11,NC,1959,"[{'assists': 1, 'year': 1984, 'errors': 0, 'putouts': 0}, {'assists': 5, 'year': 1985, 'errors': 1, 'putouts': 4}]",Jeffrey Carver Barkley,"[{'wins': 0, 'hits': 6, 'losses': 0, 'games': 3, 'year': 1984}, {'wins': 0, 'hits': 37, 'losses': 3, 'games': 21, 'year': 1985}]",[]
L,72,L,200,"[{'runs': 0, 'hits': 0, 'at bats': 2, 'year': 2009}]",Yokohama,Japan,16,4,Kanagawa,1969,"[{'assists': 6, 'year': 2009, 'errors': 0, 'putouts': 1}]",Ken Takahashi,"[{'wins': 0, 'hits': 23, 'losses': 1, 'games': 28, 'year': 2009}]",[]
R,67,R,160,"[{'runs': 1, 'hits': 4, 'at bats': 38, 'year': 1898}, {'runs': 1, 'hits': 2, 'at bats': 6, 'year': 1899}, {'runs': 48, 'hits': 97, 'at bats': 432, 'year': 1901}, {'runs': 24, 'hits': 60, 'at bats': 203, 'year': 1902}, {'runs': 55, 'hits': 123, 'at bats': 431, 'year': 1903}, {'runs': 37, 'hits': 92, 'at bats': 406, 'year': 1904}, {'runs': 34, 'hits': 97, 'at bats': 431, 'year': 1905}]",St. Louis,USA,12,10,MO,1874,"[{'assists': 21, 'year': 1898, 'errors': 5, 'putouts': 8}, {'assists': 8, 'year': 1899, 'errors': 1, 'putouts': 4}, {'assists': 291, 'year': 1901, 'errors': 73, 'putouts': 172}, {'assists': 120, 'year': 1902, 'errors': 23, 'putouts': 90}, {'assists': 257, 'year': 1903, 'errors': 40, 'putouts': 170}, {'assists': 217, 'year': 1904, 'errors': 42, 'putouts': 148}, {'assists': 238, 'year': 1905, 'errors': 34, 'putouts': 174}]",James Timothy Burke,[],[]
B,72,L,195,"[{'runs': 29, 'hits': 69, 'at bats': 257, 'year': 2013}, {'runs': 42, 'hits': 84, 'at bats': 360, 'year': 2014}]",San Diego,USA,16,9,CA,1989,"[{'assists': 2, 'year': 2013, 'errors': 3, 'putouts': 122}, {'assists': 12, 'year': 2014, 'errors': 6, 'putouts': 354}]",Robert Edward Grossman,[],"[{'salary': 504500, 'year': 2014}]"
R,76,R,190,"[{'runs': 0, 'hits': 1, 'at bats': 11, 'year': 1967}, {'runs': 1, 'hits': 1, 'at bats': 26, 'year': 1968}, {'runs': 0, 'hits': 1, 'at bats': 31, 'year': 1969}, {'runs': 0, 'hits': 1, 'at bats': 16, 'year': 1970}, {'runs': 0, 'hits': 0, 'at bats': 1, 'year': 1971}, {'runs': 0, 'hits': 0, 'at bats': 3, 'year': 1972}]",Meriden,USA,21,7,CT,1941,"[{'assists': 7, 'year': 1967, 'errors': 0, 'putouts': 5}, {'assists': 23, 'year': 1968, 'errors': 0, 'putouts': 9}, {'assists': 24, 'year': 1969, 'errors': 1, 'putouts': 10}, {'assists': 15, 'year': 1970, 'errors': 1, 'putouts': 9}, {'assists': 5, 'year': 1971, 'errors': 0, 'putouts': 3}, {'assists': 4, 'year': 1972, 'errors': 0, 'putouts': 2}]",Gary Lee Waslewski,"[{'wins': 2, 'hits': 34, 'losses': 2, 'games': 12, 'year': 1967}, {'wins': 4, 'hits': 108, 'losses': 7, 'games': 34, 'year': 1968}, {'wins': 3, 'hits': 121, 'losses': 9, 'games': 42, 'year': 1969}, {'wins': 2, 'hits': 65, 'losses': 4, 'games': 32, 'year': 1970}, {'wins': 0, 'hits': 28, 'losses': 1, 'games': 24, 'year': 1971}, {'wins': 0, 'hits': 12, 'losses': 3, 'games': 8, 'year': 1972}]",[]
R,75,R,200,"[{'runs': 8, 'hits': 14, 'at bats': 79, 'year': 1992}, {'runs': 93, 'hits': 146, 'at bats': 515, 'year': 1993}, {'runs': 67, 'hits': 107, 'at bats': 373, 'year': 1994}, {'runs': 111, 'hits': 177, 'at bats': 537, 'year': 1995}, {'runs': 90, 'hits': 166, 'at bats': 581, 'year': 1996}, {'runs': 95, 'hits': 172, 'at bats': 582, 'year': 1997}, {'runs': 84, 'hits': 139, 'at bats': 463, 'year': 1998}, {'runs': 60, 'hits': 94, 'at bats': 353, 'year': 1999}, {'runs': 108, 'hits': 165, 'at bats': 568, 'year': 2000}, {'runs': 63, 'hits': 108, 'at bats': 475, 'year': 2001}, {'runs': 84, 'hits': 138, 'at bats': 483, 'year': 2002}, {'runs': 78, 'hits': 145, 'at bats': 528, 'year': 2003}, {'runs': 15, 'hits': 47, 'at bats': 186, 'year': 2004}, {'runs': 30, 'hits': 56, 'at bats': 211, 'year': 2006}]",Long Beach,USA,24,8,CA,1968,"[{'assists': 2, 'year': 1992, 'errors': 4, 'putouts': 80}, {'assists': 24, 'year': 1993, 'errors': 14, 'putouts': 671}, {'assists': 18, 'year': 1994, 'errors': 16, 'putouts': 438}, {'assists': 14, 'year': 1995, 'errors': 8, 'putouts': 640}, {'assists': 26, 'year': 1996, 'errors': 16, 'putouts': 601}, {'assists': 30, 'year': 1997, 'errors': 23, 'putouts': 705}, {'assists': 2, 'year': 1998, 'errors': 4, 'putouts': 95}, {'assists': 14, 'year': 1999, 'errors': 8, 'putouts': 408}, {'assists': 12, 'year': 2000, 'errors': 6, 'putouts': 274}, {'assists': 13, 'year': 2001, 'errors': 3, 'putouts': 254}, {'assists': 4, 'year': 2002, 'errors': 3, 'putouts': 201}, {'assists': 4, 'year': 2003, 'errors': 6, 'putouts': 133}, {'assists': 1, 'year': 2004, 'errors': 0, 'putouts': 15}, {'assists': 0, 'year': 2006, 'errors': 0, 'putouts': 3}]",Timothy James Salmon,[],"[{'salary': 70677500, 'year': 1993}]"
R,72,R,160,"[{'runs': 5, 'hits': 5, 'at bats': 20, 'year': 1996}]",Palmarejo,Venezuela,11,1,Zulia,1971,"[{'assists': 4, 'year': 1996, 'errors': 2, 'putouts': 27}]",Alexander Delgado,[],"[{'salary': 109000, 'year': 1996}]"
R,74,R,195,"[{'runs': 5, 'hits': 2, 'at bats': 31, 'year': 1953}, {'runs': 0, 'hits': 0, 'at bats': 4, 'year': 1954}, {'runs': 4, 'hits': 12, 'at bats': 51, 'year': 1956}, {'runs': 0, 'hits': 4, 'at bats': 40, 'year': 1957}, {'runs': 6, 'hits': 8, 'at bats': 44, 'year': 1958}, {'runs': 0, 'hits': 1, 'at bats': 13, 'year': 1959}, {'runs': 1, 'hits': 2, 'at bats': 3, 'year': 1960}, {'runs': 1, 'hits': 1, 'at bats': 12, 'year': 1963}, {'runs': 2, 'hits': 1, 'at bats': 16, 'year': 1964}, {'runs': 1, 'hits': 1, 'at bats': 10, 'year': 1965}, {'runs': 2, 'hits': 3, 'at bats': 11, 'year': 1966}, {'runs': 0, 'hits': 0, 'at bats': 8, 'year': 1967}, {'runs': 0, 'hits': 0, 'at bats': 7, 'year': 1968}, {'runs': 0, 'hits': 0, 'at bats': 5, 'year': 1969}]",Birmingham,USA,5,2,AL,1929,"[{'assists': 16, 'year': 1953, 'errors': 2, 'putouts': 12}, {'assists': 4, 'year': 1954, 'errors': 1, 'putouts': 0}, {'assists': 35, 'year': 1956, 'errors': 4, 'putouts': 9}, {'assists': 26, 'year': 1957, 'errors': 0, 'putouts': 10}, {'assists': 26, 'year': 1958, 'errors': 2, 'putouts': 9}, {'assists': 15, 'year': 1959, 'errors': 0, 'putouts': 5}, {'assists': 3, 'year': 1960, 'errors': 0, 'putouts': 2}, {'assists': 22, 'year': 1963, 'errors': 0, 'putouts': 5}, {'assists': 14, 'year': 1964, 'errors': 4, 'putouts': 8}, {'assists': 24, 'year': 1965, 'errors': 1, 'putouts': 3}, {'assists': 14, 'year': 1966, 'errors': 2, 'putouts': 8}, {'assists': 13, 'year': 1967, 'errors': 0, 'putouts': 4}, {'assists': 11, 'year': 1968, 'errors': 1, 'putouts': 5}, {'assists': 6, 'year': 1969, 'errors': 0, 'putouts': 2}]",Allan Fulton Worthington,"[{'wins': 4, 'hits': 103, 'losses': 8, 'games': 20, 'year': 1953}, {'wins': 0, 'hits': 21, 'losses': 2, 'games': 10, 'year': 1954}, {'wins': 7, 'hits': 158, 'losses': 14, 'games': 28, 'year': 1956}, {'wins': 8, 'hits': 140, 'losses': 11, 'games': 55, 'year': 1957}, {'wins': 11, 'hits': 152, 'losses': 7, 'games': 54, 'year': 1958}, {'wins': 2, 'hits': 68, 'losses': 3, 'games': 42, 'year': 1959}, {'wins': 1, 'hits': 20, 'losses': 2, 'games': 10, 'year': 1960}, {'wins': 4, 'hits': 75, 'losses': 4, 'games': 50, 'year': 1963}, {'wins': 6, 'hits': 61, 'losses': 6, 'games': 47, 'year': 1964}, {'wins': 10, 'hits': 57, 'losses': 7, 'games': 62, 'year': 1965}, {'wins': 6, 'hits': 66, 'losses': 3, 'games': 65, 'year': 1966}, {'wins': 8, 'hits': 77, 'losses': 9, 'games': 59, 'year': 1967}, {'wins': 4, 'hits': 67, 'losses': 5, 'games': 54, 'year': 1968}, {'wins': 4, 'hits': 65, 'losses': 1, 'games': 46, 'year': 1969}]",[]
L,72,L,180,"[{'runs': 7, 'hits': 11, 'at bats': 48, 'year': 1907}]",Plattsmouth,USA,20,7,NE,1878,"[{'assists': 35, 'year': 1907, 'errors': 3, 'putouts': 4}]",Oscar Marion Graham,"[{'wins': 4, 'hits': 116, 'losses': 9, 'games': 20, 'year': 1907}]",[]
R,78,R,215,"[{'runs': 0, 'hits': 0, 'at bats': 0, 'year': 1984}, {'runs': 0, 'hits': 0, 'at bats': 0, 'year': 1985}, {'runs': 0, 'hits': 0, 'at bats': 0, 'year': 1986}, {'runs': 0, 'hits': 0, 'at bats': 0, 'year': 1987}, {'runs': 0, 'hits': 0, 'at bats': 0, 'year': 1988}, {'runs': 0, 'hits': 0, 'at bats': 0, 'year': 1989}, {'runs': 0, 'hits': 0, 'at bats': 0, 'year': 1990}, {'runs': 0, 'hits': 0, 'at bats': 0, 'year': 1991}, {'runs': 0, 'hits': 0, 'at bats': 0, 'year': 1992}, {'runs': 0, 'hits': 0, 'at bats': 0, 'year': 1993}, {'runs': 0, 'hits': 0, 'at bats': 0, 'year': 1994}, {'runs': 0, 'hits': 0, 'at bats': 0, 'year': 1995}, {'runs': 0, 'hits': 0, 'at bats': 0, 'year': 1996}, {'runs': 0, 'hits': 0, 'at bats': 0, 'year': 1997}]",Philadelphia,USA,14,8,PA,1962,"[{'assists': 31, 'year': 1984, 'errors': 2, 'putouts': 19}, {'assists': 26, 'year': 1985, 'errors': 0, 'putouts': 23}, {'assists': 32, 'year': 1986, 'errors': 0, 'putouts': 17}, {'assists': 40, 'year': 1987, 'errors': 2, 'putouts': 32}, {'assists': 44, 'year': 1988, 'errors': 1, 'putouts': 29}, {'assists': 49, 'year': 1989, 'errors': 5, 'putouts': 18}, {'assists': 10, 'year': 1990, 'errors': 1, 'putouts': 9}, {'assists': 29, 'year': 1991, 'errors': 3, 'putouts': 8}, {'assists': 12, 'year': 1992, 'errors': 0, 'putouts': 10}, {'assists': 7, 'year': 1993, 'errors': 1, 'putouts': 11}, {'assists': 20, 'year': 1994, 'errors': 3, 'putouts': 17}, {'assists': 36, 'year': 1995, 'errors': 0, 'putouts': 28}, {'assists': 16, 'year': 1996, 'errors': 1, 'putouts': 15}, {'assists': 0, 'year': 1997, 'errors': 0, 'putouts': 1}]",Mark Steven Gubicza,"[{'wins': 10, 'hits': 172, 'losses': 14, 'games': 29, 'year': 1984}, {'wins': 14, 'hits': 160, 'losses': 10, 'games': 29, 'year': 1985}, {'wins': 12, 'hits': 155, 'losses': 6, 'games': 35, 'year': 1986}, {'wins': 13, 'hits': 231, 'losses': 18, 'games': 35, 'year': 1987}, {'wins': 20, 'hits': 237, 'losses': 8, 'games': 35, 'year': 1988}, {'wins': 15, 'hits': 252, 'losses': 11, 'games': 36, 'year': 1989}, {'wins': 4, 'hits': 101, 'losses': 7, 'games': 16, 'year': 1990}, {'wins': 9, 'hits': 168, 'losses': 12, 'games': 26, 'year': 1991}, {'wins': 7, 'hits': 110, 'losses': 6, 'games': 18, 'year': 1992}, {'wins': 5, 'hits': 128, 'losses': 8, 'games': 49, 'year': 1993}, {'wins': 7, 'hits': 158, 'losses': 9, 'games': 22, 'year': 1994}, {'wins': 12, 'hits': 222, 'losses': 14, 'games': 33, 'year': 1995}, {'wins': 4, 'hits': 132, 'losses': 12, 'games': 19, 'year': 1996}, {'wins': 0, 'hits': 13, 'losses': 1, 'games': 2, 'year': 1997}]","[{'salary': 15818334, 'year': 1985}]"
R,74,L,185,"[{'runs': 0, 'hits': 0, 'at bats': 3, 'year': 2014}]",Springfield,USA,29,7,IL,1989,"[{'assists': 3, 'year': 2014, 'errors': 0, 'putouts': 1}]",Eric Spenser Jokisch,"[{'wins': 0, 'hits': 18, 'losses': 0, 'games': 4, 'year': 2014}]",[]
L,70,L,185,"[{'runs': 27, 'hits': 49, 'at bats': 202, 'year': 2011}, {'runs': 20, 'hits': 40, 'at bats': 147, 'year': 2012}, {'runs': 3, 'hits': 3, 'at bats': 17, 'year': 2013}, {'runs': 12, 'hits': 18, 'at bats': 69, 'year': 2014}]",Guiria,Venezuela,11,6,Sucre,1987,"[{'assists': 2, 'year': 2011, 'errors': 4, 'putouts': 128}, {'assists': 1, 'year': 2012, 'errors': 1, 'putouts': 112}, {'assists': 0, 'year': 2013, 'errors': 0, 'putouts': 11}, {'assists': 2, 'year': 2014, 'errors': 0, 'putouts': 102}]",Ezequiel Manuel Carrera,[],[]
R,71,R,170,"[{'runs': 3, 'hits': 10, 'at bats': 38, 'year': 1934}]",Atlanta,USA,5,11,GA,1914,"[{'assists': 17, 'year': 1934, 'errors': 3, 'putouts': 12}]",Marshall Reese Mauldin,[],[]
L,77,L,215,"[{'runs': 0, 'hits': 0, 'at bats': 0, 'year': 1978}, {'runs': 0, 'hits': 0, 'at bats': 0, 'year': 1979}, {'runs': 0, 'hits': 0, 'at bats': 0, 'year': 1980}, {'runs': 0, 'hits': 0, 'at bats': 0, 'year': 1981}, {'runs': 0, 'hits': 0, 'at bats': 0, 'year': 1982}, {'runs': 0, 'hits': 0, 'at bats': 0, 'year': 1983}, {'runs': 0, 'hits': 0, 'at bats': 0, 'year': 1984}, {'runs': 0, 'hits': 0, 'at bats': 0, 'year': 1985}]",Houston,USA,8,6,TX,1959,"[{'assists': 2, 'year': 1978, 'errors': 0, 'putouts': 0}, {'assists': 0, 'year': 1979, 'errors': 0, 'putouts': 0}, {'assists': 34, 'year': 1980, 'errors': 1, 'putouts': 6}, {'assists': 8, 'year': 1981, 'errors': 1, 'putouts': 0}, {'assists': 14, 'year': 1982, 'errors': 2, 'putouts': 2}, {'assists': 15, 'year': 1983, 'errors': 1, 'putouts': 1}, {'assists': 17, 'year': 1984, 'errors': 2, 'putouts': 2}, {'assists': 27, 'year': 1985, 'errors': 2, 'putouts': 6}]",Robert Britt Burns,"[{'wins': 0, 'hits': 14, 'losses': 2, 'games': 2, 'year': 1978}, {'wins': 0, 'hits': 10, 'losses': 0, 'games': 6, 'year': 1979}, {'wins': 15, 'hits': 213, 'losses': 13, 'games': 34, 'year': 1980}, {'wins': 10, 'hits': 139, 'losses': 6, 'games': 24, 'year': 1981}, {'wins': 13, 'hits': 168, 'losses': 5, 'games': 28, 'year': 1982}, {'wins': 10, 'hits': 165, 'losses': 11, 'games': 29, 'year': 1983}, {'wins': 4, 'hits': 130, 'losses': 12, 'games': 34, 'year': 1984}, {'wins': 18, 'hits': 206, 'losses': 11, 'games': 36, 'year': 1985}]","[{'salary': 1477500, 'year': 1985}]"
R,73,R,197,"[{'runs': 7, 'hits': 9, 'at bats': 26, 'year': 1930}, {'runs': 0, 'hits': 0, 'at bats': 1, 'year': 1931}, {'runs': 1, 'hits': 4, 'at bats': 22, 'year': 1933}, {'runs': 1, 'hits': 3, 'at bats': 15, 'year': 1934}, {'runs': 2, 'hits': 3, 'at bats': 8, 'year': 1935}]",Mullin,USA,25,4,TX,1905,"[{'assists': 17, 'year': 1930, 'errors': 1, 'putouts': 3}, {'assists': 3, 'year': 1931, 'errors': 0, 'putouts': 0}, {'assists': 16, 'year': 1933, 'errors': 0, 'putouts': 4}, {'assists': 14, 'year': 1934, 'errors': 1, 'putouts': 0}, {'assists': 4, 'year': 1935, 'errors': 0, 'putouts': 0}]",Beveric Benton Bean,"[{'wins': 3, 'hits': 99, 'losses': 3, 'games': 23, 'year': 1930}, {'wins': 0, 'hits': 11, 'losses': 1, 'games': 4, 'year': 1931}, {'wins': 1, 'hits': 80, 'losses': 2, 'games': 27, 'year': 1933}, {'wins': 5, 'hits': 53, 'losses': 1, 'games': 21, 'year': 1934}, {'wins': 2, 'hits': 45, 'losses': 0, 'games': 11, 'year': 1935}]",[]
L,73,R,185,"[{'runs': 0, 'hits': 0, 'at bats': 2, 'year': 1988}]",Huntingburg,USA,24,1,IN,1961,"[{'assists': 1, 'year': 1988, 'errors': 1, 'putouts': 3}]",Timothy Wayne Barrett,"[{'wins': 0, 'hits': 10, 'losses': 0, 'games': 4, 'year': 1988}]",[]
L,75,R,200,"[{'runs': 44, 'hits': 89, 'at bats': 389, 'year': 1980}, {'runs': 36, 'hits': 88, 'at bats': 378, 'year': 1981}, {'runs': 51, 'hits': 115, 'at bats': 487, 'year': 1982}, {'runs': 104, 'hits': 170, 'at bats': 539, 'year': 1983}, {'runs': 97, 'hits': 166, 'at bats': 592, 'year': 1984}, {'runs': 92, 'hits': 151, 'at bats': 584, 'year': 1985}, {'runs': 89, 'hits': 149, 'at bats': 589, 'year': 1986}, {'runs': 106, 'hits': 167, 'at bats': 592, 'year': 1987}, {'runs': 77, 'hits': 113, 'at bats': 472, 'year': 1988}, {'runs': 72, 'hits': 111, 'at bats': 502, 'year': 1989}, {'runs': 64, 'hits': 107, 'at bats': 431, 'year': 1990}, {'runs': 37, 'hits': 68, 'at bats': 260, 'year': 1991}]",Portland,USA,5,11,AR,1959,"[{'assists': 23, 'year': 1980, 'errors': 8, 'putouts': 416}, {'assists': 8, 'year': 1981, 'errors': 7, 'putouts': 526}, {'assists': 8, 'year': 1982, 'errors': 5, 'putouts': 719}, {'assists': 21, 'year': 1983, 'errors': 14, 'putouts': 798}, {'assists': 16, 'year': 1984, 'errors': 9, 'putouts': 943}, {'assists': 14, 'year': 1985, 'errors': 16, 'putouts': 785}, {'assists': 12, 'year': 1986, 'errors': 12, 'putouts': 742}, {'assists': 14, 'year': 1987, 'errors': 12, 'putouts': 588}, {'assists': 4, 'year': 1988, 'errors': 10, 'putouts': 610}, {'assists': 6, 'year': 1989, 'errors': 8, 'putouts': 572}, {'assists': 18, 'year': 1990, 'errors': 10, 'putouts': 575}, {'assists': 2, 'year': 1991, 'errors': 12, 'putouts': 251}]",Lloyd Anthony Moseby,[],"[{'salary': 7360000, 'year': 1985}]"
L,74,L,165,"[{'runs': 0, 'hits': 1, 'at bats': 4, 'year': 1913}, {'runs': 1, 'hits': 3, 'at bats': 12, 'year': 1914}, {'runs': 1, 'hits': 0, 'at bats': 25, 'year': 1915}, {'runs': 6, 'hits': 18, 'at bats': 87, 'year': 1916}, {'runs': 1, 'hits': 7, 'at bats': 60, 'year': 1917}, {'runs': 3, 'hits': 11, 'at bats': 82, 'year': 1918}, {'runs': 3, 'hits': 11, 'at bats': 65, 'year': 1919}, {'runs': 3, 'hits': 6, 'at bats': 50, 'year': 1920}, {'runs': 1, 'hits': 2, 'at bats': 16, 'year': 1921}, {'runs': 0, 'hits': 0, 'at bats': 1, 'year': 1923}]",Hackensack,USA,24,4,NJ,1895,"[{'assists': 4, 'year': 1913, 'errors': 2, 'putouts': 1}, {'assists': 11, 'year': 1914, 'errors': 3, 'putouts': 0}, {'assists': 15, 'year': 1915, 'errors': 2, 'putouts': 0}, {'assists': 46, 'year': 1916, 'errors': 4, 'putouts': 8}, {'assists': 37, 'year': 1917, 'errors': 9, 'putouts': 6}, {'assists': 45, 'year': 1918, 'errors': 3, 'putouts': 9}, {'assists': 47, 'year': 1919, 'errors': 3, 'putouts': 10}, {'assists': 31, 'year': 1920, 'errors': 3, 'putouts': 1}, {'assists': 4, 'year': 1921, 'errors': 0, 'putouts': 5}, {'assists': 0, 'year': 1923, 'errors': 0, 'putouts': 0}]",Harry Clayton Harper,"[{'wins': 0, 'hits': 10, 'losses': 0, 'games': 4, 'year': 1913}, {'wins': 2, 'hits': 45, 'losses': 1, 'games': 23, 'year': 1914}, {'wins': 4, 'hits': 66, 'losses': 4, 'games': 19, 'year': 1915}, {'wins': 14, 'hits': 209, 'losses': 10, 'games': 36, 'year': 1916}, {'wins': 11, 'hits': 145, 'losses': 12, 'games': 31, 'year': 1917}, {'wins': 11, 'hits': 182, 'losses': 10, 'games': 35, 'year': 1918}, {'wins': 6, 'hits': 220, 'losses': 21, 'games': 35, 'year': 1919}, {'wins': 5, 'hits': 163, 'losses': 14, 'games': 27, 'year': 1920}, {'wins': 4, 'hits': 52, 'losses': 3, 'games': 8, 'year': 1921}, {'wins': 0, 'hits': 8, 'losses': 1, 'games': 1, 'year': 1923}]",[]
