id,name,stats
MIL,Milwaukee Brewers,"[{'runs': 707, 'attendance': 1811593, 'at bats': 5541, 'wins': 74, 'losses': 88, 'hits': 1439, 'rank': 5, 'errors': 110, 'games': 162, 'year': 1998, 'home games': 81}, {'runs': 815, 'attendance': 1701796, 'at bats': 5582, 'wins': 74, 'losses': 87, 'hits': 1524, 'rank': 5, 'errors': 127, 'games': 161, 'year': 1999, 'home games': 80}, {'runs': 740, 'attendance': 1573621, 'at bats': 5563, 'wins': 73, 'losses': 89, 'hits': 1366, 'rank': 3, 'errors': 118, 'games': 163, 'year': 2000, 'home games': 81}, {'runs': 740, 'attendance': 2811041, 'at bats': 5488, 'wins': 68, 'losses': 94, 'hits': 1378, 'rank': 4, 'errors': 103, 'games': 162, 'year': 2001, 'home games': 81}, {'runs': 627, 'attendance': 1969153, 'at bats': 5415, 'wins': 56, 'losses': 106, 'hits': 1369, 'rank': 6, 'errors': 103, 'games': 162, 'year': 2002, 'home games': 81}, {'runs': 714, 'attendance': 1700354, 'at bats': 5548, 'wins': 68, 'losses': 94, 'hits': 1423, 'rank': 6, 'errors': 114, 'games': 162, 'year': 2003, 'home games': 81}, {'runs': 634, 'attendance': 2062382, 'at bats': 5483, 'wins': 67, 'losses': 94, 'hits': 1358, 'rank': 6, 'errors': 117, 'games': 161, 'year': 2004, 'home games': 81}, {'runs': 726, 'attendance': 2211023, 'at bats': 5448, 'wins': 81, 'losses': 81, 'hits': 1413, 'rank': 3, 'errors': 119, 'games': 162, 'year': 2005, 'home games': 81}, {'runs': 730, 'attendance': 2335643, 'at bats': 5433, 'wins': 75, 'losses': 87, 'hits': 1400, 'rank': 4, 'errors': 117, 'games': 162, 'year': 2006, 'home games': 81}, {'runs': 801, 'attendance': 2869144, 'at bats': 5554, 'wins': 83, 'losses': 79, 'hits': 1455, 'rank': 2, 'errors': 109, 'games': 162, 'year': 2007, 'home games': 81}, {'runs': 750, 'attendance': 3068458, 'at bats': 5535, 'wins': 90, 'losses': 72, 'hits': 1398, 'rank': 2, 'errors': 101, 'games': 162, 'year': 2008, 'home games': 81}, {'runs': 785, 'attendance': 3037451, 'at bats': 5510, 'wins': 80, 'losses': 82, 'hits': 1447, 'rank': 3, 'errors': 98, 'games': 162, 'year': 2009, 'home games': 81}, {'runs': 750, 'attendance': 2776531, 'at bats': 5606, 'wins': 77, 'losses': 85, 'hits': 1471, 'rank': 3, 'errors': 101, 'games': 162, 'year': 2010, 'home games': 81}, {'runs': 721, 'attendance': 3071373, 'at bats': 5447, 'wins': 96, 'losses': 66, 'hits': 1422, 'rank': 1, 'errors': 111, 'games': 162, 'year': 2011, 'home games': 81}, {'runs': 776, 'attendance': 2831385, 'at bats': 5557, 'wins': 83, 'losses': 79, 'hits': 1442, 'rank': 3, 'errors': 99, 'games': 162, 'year': 2012, 'home games': 81}, {'runs': 640, 'attendance': 2531105, 'at bats': 5474, 'wins': 74, 'losses': 88, 'hits': 1381, 'rank': 4, 'errors': 114, 'games': 162, 'year': 2013, 'home games': 81}, {'runs': 650, 'attendance': 2797384, 'at bats': 5462, 'wins': 82, 'losses': 80, 'hits': 1366, 'rank': 3, 'errors': 99, 'games': 162, 'year': 2014, 'home games': 81}]"
MIN,Minnesota Twins,"[{'runs': 707, 'attendance': 1256723, 'at bats': 5417, 'wins': 70, 'losses': 90, 'hits': 1353, 'rank': 7, 'errors': 174, 'games': 161, 'year': 1961, 'home games': 81}, {'runs': 798, 'attendance': 1433116, 'at bats': 5561, 'wins': 91, 'losses': 71, 'hits': 1445, 'rank': 2, 'errors': 129, 'games': 163, 'year': 1962, 'home games': 82}, {'runs': 767, 'attendance': 1406652, 'at bats': 5531, 'wins': 91, 'losses': 70, 'hits': 1408, 'rank': 3, 'errors': 144, 'games': 161, 'year': 1963, 'home games': 81}, {'runs': 737, 'attendance': 1207514, 'at bats': 5610, 'wins': 79, 'losses': 83, 'hits': 1413, 'rank': 6, 'errors': 145, 'games': 163, 'year': 1964, 'home games': 82}, {'runs': 774, 'attendance': 1463258, 'at bats': 5488, 'wins': 102, 'losses': 60, 'hits': 1396, 'rank': 1, 'errors': 172, 'games': 162, 'year': 1965, 'home games': 81}, {'runs': 663, 'attendance': 1259374, 'at bats': 5390, 'wins': 89, 'losses': 73, 'hits': 1341, 'rank': 2, 'errors': 139, 'games': 162, 'year': 1966, 'home games': 81}, {'runs': 671, 'attendance': 1483547, 'at bats': 5458, 'wins': 91, 'losses': 71, 'hits': 1309, 'rank': 2, 'errors': 132, 'games': 164, 'year': 1967, 'home games': 81}, {'runs': 562, 'attendance': 1143257, 'at bats': 5373, 'wins': 79, 'losses': 83, 'hits': 1274, 'rank': 7, 'errors': 170, 'games': 162, 'year': 1968, 'home games': 81}, {'runs': 790, 'attendance': 1349328, 'at bats': 5677, 'wins': 97, 'losses': 65, 'hits': 1520, 'rank': 1, 'errors': 150, 'games': 162, 'year': 1969, 'home games': 81}, {'runs': 744, 'attendance': 1261887, 'at bats': 5483, 'wins': 98, 'losses': 64, 'hits': 1438, 'rank': 1, 'errors': 123, 'games': 162, 'year': 1970, 'home games': 81}, {'runs': 654, 'attendance': 940858, 'at bats': 5414, 'wins': 74, 'losses': 86, 'hits': 1406, 'rank': 5, 'errors': 117, 'games': 160, 'year': 1971, 'home games': 79}, {'runs': 537, 'attendance': 797901, 'at bats': 5234, 'wins': 77, 'losses': 77, 'hits': 1277, 'rank': 3, 'errors': 159, 'games': 154, 'year': 1972, 'home games': 74}, {'runs': 738, 'attendance': 907499, 'at bats': 5625, 'wins': 81, 'losses': 81, 'hits': 1521, 'rank': 3, 'errors': 139, 'games': 162, 'year': 1973, 'home games': 81}, {'runs': 673, 'attendance': 662401, 'at bats': 5632, 'wins': 82, 'losses': 80, 'hits': 1530, 'rank': 3, 'errors': 151, 'games': 163, 'year': 1974, 'home games': 82}, {'runs': 724, 'attendance': 737156, 'at bats': 5514, 'wins': 76, 'losses': 83, 'hits': 1497, 'rank': 4, 'errors': 169, 'games': 159, 'year': 1975, 'home games': 82}, {'runs': 743, 'attendance': 715394, 'at bats': 5574, 'wins': 85, 'losses': 77, 'hits': 1526, 'rank': 3, 'errors': 172, 'games': 162, 'year': 1976, 'home games': 81}, {'runs': 867, 'attendance': 1162727, 'at bats': 5639, 'wins': 84, 'losses': 77, 'hits': 1588, 'rank': 4, 'errors': 144, 'games': 161, 'year': 1977, 'home games': 80}, {'runs': 666, 'attendance': 787878, 'at bats': 5522, 'wins': 73, 'losses': 89, 'hits': 1472, 'rank': 4, 'errors': 146, 'games': 162, 'year': 1978, 'home games': 81}, {'runs': 764, 'attendance': 1070521, 'at bats': 5544, 'wins': 82, 'losses': 80, 'hits': 1544, 'rank': 4, 'errors': 134, 'games': 162, 'year': 1979, 'home games': 81}, {'runs': 670, 'attendance': 769206, 'at bats': 5530, 'wins': 77, 'losses': 84, 'hits': 1468, 'rank': 3, 'errors': 146, 'games': 161, 'year': 1980, 'home games': 80}, {'runs': 378, 'attendance': 469090, 'at bats': 3676, 'wins': 41, 'losses': 68, 'hits': 884, 'rank': 7, 'errors': 93, 'games': 110, 'year': 1981, 'home games': 61}, {'runs': 657, 'attendance': 921186, 'at bats': 5544, 'wins': 60, 'losses': 102, 'hits': 1427, 'rank': 7, 'errors': 105, 'games': 162, 'year': 1982, 'home games': 81}, {'runs': 709, 'attendance': 858939, 'at bats': 5601, 'wins': 70, 'losses': 92, 'hits': 1463, 'rank': 5, 'errors': 118, 'games': 162, 'year': 1983, 'home games': 81}, {'runs': 673, 'attendance': 1598692, 'at bats': 5562, 'wins': 81, 'losses': 81, 'hits': 1473, 'rank': 2, 'errors': 120, 'games': 162, 'year': 1984, 'home games': 81}, {'runs': 705, 'attendance': 1651814, 'at bats': 5509, 'wins': 77, 'losses': 85, 'hits': 1453, 'rank': 4, 'errors': 120, 'games': 162, 'year': 1985, 'home games': 84}, {'runs': 741, 'attendance': 1255453, 'at bats': 5531, 'wins': 71, 'losses': 91, 'hits': 1446, 'rank': 6, 'errors': 118, 'games': 162, 'year': 1986, 'home games': 81}, {'runs': 786, 'attendance': 2081976, 'at bats': 5441, 'wins': 85, 'losses': 77, 'hits': 1422, 'rank': 1, 'errors': 98, 'games': 162, 'year': 1987, 'home games': 81}, {'runs': 759, 'attendance': 3030672, 'at bats': 5510, 'wins': 91, 'losses': 71, 'hits': 1508, 'rank': 2, 'errors': 83, 'games': 162, 'year': 1988, 'home games': 81}, {'runs': 740, 'attendance': 2277438, 'at bats': 5581, 'wins': 80, 'losses': 82, 'hits': 1542, 'rank': 5, 'errors': 107, 'games': 162, 'year': 1989, 'home games': 81}, {'runs': 666, 'attendance': 1751584, 'at bats': 5499, 'wins': 74, 'losses': 88, 'hits': 1458, 'rank': 7, 'errors': 101, 'games': 162, 'year': 1990, 'home games': 81}, {'runs': 776, 'attendance': 2293842, 'at bats': 5556, 'wins': 95, 'losses': 67, 'hits': 1557, 'rank': 1, 'errors': 94, 'games': 162, 'year': 1991, 'home games': 81}, {'runs': 747, 'attendance': 2482428, 'at bats': 5582, 'wins': 90, 'losses': 72, 'hits': 1544, 'rank': 2, 'errors': 94, 'games': 162, 'year': 1992, 'home games': 81}, {'runs': 693, 'attendance': 2048673, 'at bats': 5601, 'wins': 71, 'losses': 91, 'hits': 1480, 'rank': 5, 'errors': 100, 'games': 162, 'year': 1993, 'home games': 81}, {'runs': 594, 'attendance': 1398565, 'at bats': 3952, 'wins': 53, 'losses': 60, 'hits': 1092, 'rank': 4, 'errors': 75, 'games': 113, 'year': 1994, 'home games': 59}, {'runs': 703, 'attendance': 1057667, 'at bats': 5005, 'wins': 56, 'losses': 88, 'hits': 1398, 'rank': 5, 'errors': 100, 'games': 144, 'year': 1995, 'home games': 72}, {'runs': 877, 'attendance': 1437352, 'at bats': 5673, 'wins': 78, 'losses': 84, 'hits': 1633, 'rank': 4, 'errors': 94, 'games': 162, 'year': 1996, 'home games': 82}, {'runs': 772, 'attendance': 1411064, 'at bats': 5634, 'wins': 68, 'losses': 94, 'hits': 1522, 'rank': 4, 'errors': 100, 'games': 162, 'year': 1997, 'home games': 81}, {'runs': 734, 'attendance': 1165976, 'at bats': 5641, 'wins': 70, 'losses': 92, 'hits': 1499, 'rank': 4, 'errors': 108, 'games': 162, 'year': 1998, 'home games': 81}, {'runs': 686, 'attendance': 1202829, 'at bats': 5495, 'wins': 63, 'losses': 97, 'hits': 1450, 'rank': 5, 'errors': 92, 'games': 161, 'year': 1999, 'home games': 81}, {'runs': 748, 'attendance': 1000760, 'at bats': 5615, 'wins': 69, 'losses': 93, 'hits': 1516, 'rank': 5, 'errors': 102, 'games': 162, 'year': 2000, 'home games': 81}, {'runs': 771, 'attendance': 1782929, 'at bats': 5560, 'wins': 85, 'losses': 77, 'hits': 1514, 'rank': 2, 'errors': 108, 'games': 162, 'year': 2001, 'home games': 81}, {'runs': 768, 'attendance': 1924473, 'at bats': 5582, 'wins': 94, 'losses': 67, 'hits': 1518, 'rank': 1, 'errors': 74, 'games': 161, 'year': 2002, 'home games': 81}, {'runs': 801, 'attendance': 1946011, 'at bats': 5655, 'wins': 90, 'losses': 72, 'hits': 1567, 'rank': 1, 'errors': 87, 'games': 162, 'year': 2003, 'home games': 81}, {'runs': 780, 'attendance': 1911490, 'at bats': 5623, 'wins': 92, 'losses': 70, 'hits': 1494, 'rank': 1, 'errors': 101, 'games': 162, 'year': 2004, 'home games': 81}, {'runs': 688, 'attendance': 2034243, 'at bats': 5564, 'wins': 83, 'losses': 79, 'hits': 1441, 'rank': 3, 'errors': 102, 'games': 162, 'year': 2005, 'home games': 81}, {'runs': 801, 'attendance': 2285018, 'at bats': 5602, 'wins': 96, 'losses': 66, 'hits': 1608, 'rank': 1, 'errors': 84, 'games': 162, 'year': 2006, 'home games': 81}, {'runs': 718, 'attendance': 2296383, 'at bats': 5522, 'wins': 79, 'losses': 83, 'hits': 1460, 'rank': 3, 'errors': 95, 'games': 162, 'year': 2007, 'home games': 81}, {'runs': 829, 'attendance': 2302431, 'at bats': 5641, 'wins': 88, 'losses': 75, 'hits': 1572, 'rank': 2, 'errors': 108, 'games': 163, 'year': 2008, 'home games': 81}, {'runs': 817, 'attendance': 2416237, 'at bats': 5608, 'wins': 87, 'losses': 76, 'hits': 1539, 'rank': 1, 'errors': 76, 'games': 163, 'year': 2009, 'home games': 82}, {'runs': 781, 'attendance': 3223640, 'at bats': 5568, 'wins': 94, 'losses': 68, 'hits': 1521, 'rank': 1, 'errors': 78, 'games': 162, 'year': 2010, 'home games': 81}, {'runs': 619, 'attendance': 3168116, 'at bats': 5487, 'wins': 63, 'losses': 99, 'hits': 1357, 'rank': 5, 'errors': 119, 'games': 162, 'year': 2011, 'home games': 81}, {'runs': 701, 'attendance': 2776354, 'at bats': 5562, 'wins': 66, 'losses': 96, 'hits': 1448, 'rank': 5, 'errors': 107, 'games': 162, 'year': 2012, 'home games': 81}, {'runs': 614, 'attendance': 2477644, 'at bats': 5564, 'wins': 66, 'losses': 96, 'hits': 1346, 'rank': 4, 'errors': 81, 'games': 162, 'year': 2013, 'home games': 81}, {'runs': 715, 'attendance': 2250606, 'at bats': 5567, 'wins': 70, 'losses': 92, 'hits': 1412, 'rank': 5, 'errors': 97, 'games': 162, 'year': 2014, 'home games': 81}]"
TOR,Toronto Blue Jays,"[{'runs': 605, 'attendance': 1701052, 'at bats': 5418, 'wins': 54, 'losses': 107, 'hits': 1367, 'rank': 7, 'errors': 163, 'games': 161, 'year': 1977, 'home games': 80}, {'runs': 590, 'attendance': 1562585, 'at bats': 5430, 'wins': 59, 'losses': 102, 'hits': 1358, 'rank': 7, 'errors': 130, 'games': 161, 'year': 1978, 'home games': 81}, {'runs': 613, 'attendance': 1431651, 'at bats': 5423, 'wins': 53, 'losses': 109, 'hits': 1362, 'rank': 7, 'errors': 158, 'games': 162, 'year': 1979, 'home games': 81}, {'runs': 624, 'attendance': 1400327, 'at bats': 5571, 'wins': 67, 'losses': 95, 'hits': 1398, 'rank': 7, 'errors': 133, 'games': 162, 'year': 1980, 'home games': 81}, {'runs': 329, 'attendance': 755083, 'at bats': 3521, 'wins': 37, 'losses': 69, 'hits': 797, 'rank': 7, 'errors': 105, 'games': 106, 'year': 1981, 'home games': 53}, {'runs': 651, 'attendance': 1275978, 'at bats': 5526, 'wins': 78, 'losses': 84, 'hits': 1447, 'rank': 6, 'errors': 136, 'games': 162, 'year': 1982, 'home games': 81}, {'runs': 795, 'attendance': 1930415, 'at bats': 5581, 'wins': 89, 'losses': 73, 'hits': 1546, 'rank': 4, 'errors': 115, 'games': 162, 'year': 1983, 'home games': 81}, {'runs': 750, 'attendance': 2110009, 'at bats': 5687, 'wins': 89, 'losses': 73, 'hits': 1555, 'rank': 2, 'errors': 123, 'games': 163, 'year': 1984, 'home games': 81}, {'runs': 759, 'attendance': 2468925, 'at bats': 5508, 'wins': 99, 'losses': 62, 'hits': 1482, 'rank': 1, 'errors': 125, 'games': 161, 'year': 1985, 'home games': 80}, {'runs': 809, 'attendance': 2455477, 'at bats': 5716, 'wins': 86, 'losses': 76, 'hits': 1540, 'rank': 4, 'errors': 100, 'games': 163, 'year': 1986, 'home games': 81}, {'runs': 845, 'attendance': 2778429, 'at bats': 5635, 'wins': 96, 'losses': 66, 'hits': 1514, 'rank': 2, 'errors': 111, 'games': 162, 'year': 1987, 'home games': 81}, {'runs': 763, 'attendance': 2595175, 'at bats': 5557, 'wins': 87, 'losses': 75, 'hits': 1491, 'rank': 3, 'errors': 110, 'games': 162, 'year': 1988, 'home games': 81}, {'runs': 731, 'attendance': 3375883, 'at bats': 5581, 'wins': 89, 'losses': 73, 'hits': 1449, 'rank': 1, 'errors': 126, 'games': 162, 'year': 1989, 'home games': 81}, {'runs': 767, 'attendance': 3885284, 'at bats': 5589, 'wins': 86, 'losses': 76, 'hits': 1479, 'rank': 2, 'errors': 86, 'games': 162, 'year': 1990, 'home games': 81}, {'runs': 684, 'attendance': 4001527, 'at bats': 5489, 'wins': 91, 'losses': 71, 'hits': 1412, 'rank': 1, 'errors': 127, 'games': 162, 'year': 1991, 'home games': 81}, {'runs': 780, 'attendance': 4028318, 'at bats': 5536, 'wins': 96, 'losses': 66, 'hits': 1458, 'rank': 1, 'errors': 93, 'games': 162, 'year': 1992, 'home games': 81}, {'runs': 847, 'attendance': 4057947, 'at bats': 5579, 'wins': 95, 'losses': 67, 'hits': 1556, 'rank': 1, 'errors': 107, 'games': 162, 'year': 1993, 'home games': 81}, {'runs': 566, 'attendance': 2907933, 'at bats': 3962, 'wins': 55, 'losses': 60, 'hits': 1064, 'rank': 3, 'errors': 80, 'games': 115, 'year': 1994, 'home games': 59}, {'runs': 642, 'attendance': 2826483, 'at bats': 5036, 'wins': 56, 'losses': 88, 'hits': 1309, 'rank': 5, 'errors': 97, 'games': 144, 'year': 1995, 'home games': 72}, {'runs': 766, 'attendance': 2559573, 'at bats': 5599, 'wins': 74, 'losses': 88, 'hits': 1451, 'rank': 4, 'errors': 110, 'games': 162, 'year': 1996, 'home games': 81}, {'runs': 654, 'attendance': 2589297, 'at bats': 5473, 'wins': 76, 'losses': 86, 'hits': 1333, 'rank': 5, 'errors': 97, 'games': 162, 'year': 1997, 'home games': 81}, {'runs': 816, 'attendance': 2454303, 'at bats': 5580, 'wins': 88, 'losses': 74, 'hits': 1482, 'rank': 3, 'errors': 125, 'games': 163, 'year': 1998, 'home games': 81}, {'runs': 883, 'attendance': 2163464, 'at bats': 5642, 'wins': 84, 'losses': 78, 'hits': 1580, 'rank': 3, 'errors': 106, 'games': 162, 'year': 1999, 'home games': 81}, {'runs': 861, 'attendance': 1705712, 'at bats': 5677, 'wins': 83, 'losses': 79, 'hits': 1562, 'rank': 3, 'errors': 100, 'games': 162, 'year': 2000, 'home games': 81}, {'runs': 767, 'attendance': 1915438, 'at bats': 5663, 'wins': 80, 'losses': 82, 'hits': 1489, 'rank': 3, 'errors': 97, 'games': 162, 'year': 2001, 'home games': 82}, {'runs': 813, 'attendance': 1637900, 'at bats': 5581, 'wins': 78, 'losses': 84, 'hits': 1457, 'rank': 3, 'errors': 107, 'games': 162, 'year': 2002, 'home games': 81}, {'runs': 894, 'attendance': 1799458, 'at bats': 5661, 'wins': 86, 'losses': 76, 'hits': 1580, 'rank': 3, 'errors': 117, 'games': 162, 'year': 2003, 'home games': 81}, {'runs': 719, 'attendance': 1900041, 'at bats': 5531, 'wins': 67, 'losses': 94, 'hits': 1438, 'rank': 5, 'errors': 91, 'games': 161, 'year': 2004, 'home games': 81}, {'runs': 775, 'attendance': 2014995, 'at bats': 5581, 'wins': 80, 'losses': 82, 'hits': 1480, 'rank': 3, 'errors': 95, 'games': 162, 'year': 2005, 'home games': 81}, {'runs': 809, 'attendance': 2302212, 'at bats': 5596, 'wins': 87, 'losses': 75, 'hits': 1591, 'rank': 2, 'errors': 99, 'games': 162, 'year': 2006, 'home games': 81}, {'runs': 753, 'attendance': 2360644, 'at bats': 5536, 'wins': 83, 'losses': 79, 'hits': 1434, 'rank': 3, 'errors': 102, 'games': 162, 'year': 2007, 'home games': 81}, {'runs': 714, 'attendance': 2399786, 'at bats': 5503, 'wins': 86, 'losses': 76, 'hits': 1453, 'rank': 4, 'errors': 84, 'games': 162, 'year': 2008, 'home games': 81}, {'runs': 798, 'attendance': 1876129, 'at bats': 5696, 'wins': 75, 'losses': 87, 'hits': 1516, 'rank': 4, 'errors': 76, 'games': 162, 'year': 2009, 'home games': 81}, {'runs': 755, 'attendance': 1625555, 'at bats': 5495, 'wins': 85, 'losses': 77, 'hits': 1364, 'rank': 4, 'errors': 92, 'games': 162, 'year': 2010, 'home games': 78}, {'runs': 743, 'attendance': 1818103, 'at bats': 5559, 'wins': 81, 'losses': 81, 'hits': 1384, 'rank': 4, 'errors': 110, 'games': 162, 'year': 2011, 'home games': 81}, {'runs': 716, 'attendance': 2099663, 'at bats': 5487, 'wins': 73, 'losses': 89, 'hits': 1346, 'rank': 4, 'errors': 101, 'games': 162, 'year': 2012, 'home games': 81}, {'runs': 712, 'attendance': 2536562, 'at bats': 5537, 'wins': 74, 'losses': 88, 'hits': 1398, 'rank': 5, 'errors': 111, 'games': 162, 'year': 2013, 'home games': 81}, {'runs': 723, 'attendance': 2375525, 'at bats': 5549, 'wins': 83, 'losses': 79, 'hits': 1435, 'rank': 3, 'errors': 87, 'games': 162, 'year': 2014, 'home games': 81}]"
